,TOP3A (7156)
ACH-000004,-0.858984027061
ACH-000007,-0.9269482400560001
ACH-000009,-1.06884756663
ACH-000011,-1.12418776704
ACH-000012,-0.9860543708589999
ACH-000013,-1.2327142690200001
ACH-000014,-0.944027895677
ACH-000015,-1.21842831305
ACH-000017,-1.3143145131899998
ACH-000018,-1.3572007104799997
ACH-000019,-1.0151638862299999
ACH-000021,-0.851659393187
ACH-000022,-1.34402122847
ACH-000025,-1.22091074658
ACH-000028,-1.11661530279
ACH-000030,-1.03908941772
ACH-000035,-1.22978754558
ACH-000036,-1.21531815984
ACH-000037,-1.68293261946
ACH-000039,-1.13058549967
ACH-000040,-1.29237482875
ACH-000041,-1.27707126972
ACH-000042,-1.31044274464
ACH-000045,-1.1091105752200001
ACH-000047,-1.09575071761
ACH-000052,-1.180749718
ACH-000053,-1.08051051157
ACH-000054,-0.9890663773980001
ACH-000055,-1.09742621047
ACH-000060,-1.4380427863799998
ACH-000067,-1.09074507116
ACH-000070,-1.12890783081
ACH-000075,-1.46694985466
ACH-000078,-1.5128378648199998
ACH-000082,-0.952862037967
ACH-000085,-1.23776488649
ACH-000086,-1.2216153844700002
ACH-000087,-0.846814556076
ACH-000092,-1.24375535346
ACH-000095,-1.1769199314
ACH-000097,-1.20654628963
ACH-000098,-1.4533038702399999
ACH-000099,-1.3289365073700001
ACH-000108,-0.988858701276
ACH-000113,-1.18451772697
ACH-000115,-1.2296077920200001
ACH-000116,-1.1131916577299998
ACH-000118,-1.16750987802
ACH-000120,-0.998121421154
ACH-000123,-1.11237314219
ACH-000127,-1.11151211856
ACH-000128,-1.18185530572
ACH-000132,-1.15697485244
ACH-000133,-1.06968832498
ACH-000137,-1.32481669036
ACH-000138,-1.30982405268
ACH-000142,-1.0523570398100002
ACH-000143,-1.02517506842
ACH-000146,-1.1250541552
ACH-000148,-1.1416194001100002
ACH-000150,-1.19164875692
ACH-000152,-1.21702125111
ACH-000153,-1.1479812305
ACH-000159,-1.13597072259
ACH-000160,-1.24396425903
ACH-000163,-1.2777366222
ACH-000167,-1.69914769762
ACH-000168,-1.2222470888099999
ACH-000169,-1.21468048967
ACH-000178,-1.1760658722700001
ACH-000182,-1.40834458762
ACH-000183,-1.13674308237
ACH-000188,-1.12807346301
ACH-000189,-0.8897103163950001
ACH-000190,-1.16322581803
ACH-000198,-1.33655210236
ACH-000204,-0.7962127136239999
ACH-000206,-0.834524705226
ACH-000207,-1.07491735177
ACH-000211,-1.1422725040200001
ACH-000215,-1.31720347997
ACH-000221,-1.04908214697
ACH-000222,-0.9229567341830001
ACH-000223,-0.905306931261
ACH-000226,-0.9027036921439999
ACH-000227,-1.12478742098
ACH-000228,-1.15875676365
ACH-000231,-1.37284784462
ACH-000232,-1.17050566144
ACH-000233,-1.11962572301
ACH-000234,-1.19385396816
ACH-000235,-1.07126973326
ACH-000237,-1.15347954015
ACH-000238,-1.10931724539
ACH-000243,-1.08300983296
ACH-000244,-1.4451573656799999
ACH-000246,-1.34606885003
ACH-000248,-1.1346358627
ACH-000250,-1.54831398546
ACH-000251,-1.22724722594
ACH-000253,-1.0693445744
ACH-000255,-1.1592509598899998
ACH-000256,-1.14700240236
ACH-000257,-1.2142489773899998
ACH-000258,-1.1831446202
ACH-000259,-1.2117392340200002
ACH-000260,-1.12477255184
ACH-000261,-1.3583832423700002
ACH-000262,-1.0706862395799999
ACH-000263,-1.27454148068
ACH-000264,-1.235891287
ACH-000265,-0.994418542166
ACH-000266,-1.41169287167
ACH-000272,-1.2890412015200001
ACH-000273,-1.2583195797799998
ACH-000274,-1.5042112424599998
ACH-000277,-1.04290820226
ACH-000278,-1.42272367501
ACH-000279,-1.2241869761
ACH-000280,-1.2256027051
ACH-000281,-1.19348247446
ACH-000288,-1.25017361079
ACH-000291,-1.17021235884
ACH-000293,-1.0797624999600002
ACH-000294,-1.03952364236
ACH-000295,-1.28772015559
ACH-000296,-1.15843202396
ACH-000302,-1.22981580677
ACH-000304,-1.3900484208300001
ACH-000307,-0.940258520693
ACH-000308,-1.3214154816099999
ACH-000310,-1.18104262687
ACH-000311,-1.02114572277
ACH-000312,-1.19216456893
ACH-000315,-0.940595888709
ACH-000316,-1.14648786199
ACH-000317,-0.929512244412
ACH-000318,-1.11161871511
ACH-000319,-1.0579538709899998
ACH-000320,-1.36122026832
ACH-000322,-1.30646073052
ACH-000323,-1.6514451648700001
ACH-000324,-1.02494967795
ACH-000329,-1.23263921098
ACH-000330,-1.28489142094
ACH-000331,-1.20337093333
ACH-000332,-1.37649763181
ACH-000334,-1.39622862491
ACH-000335,-1.0504079351
ACH-000336,-1.25513559599
ACH-000337,-1.2035682136299999
ACH-000339,-1.26592873065
ACH-000341,-0.9541670530840001
ACH-000348,-1.2044276871700001
ACH-000350,-1.1557390134
ACH-000352,-1.17061335979
ACH-000356,-1.21343808381
ACH-000361,-1.1009295533399999
ACH-000362,-1.12866623009
ACH-000363,-1.24603457275
ACH-000364,-1.07921052015
ACH-000365,-1.07111922682
ACH-000366,-1.22334056855
ACH-000368,-1.6447108084399997
ACH-000374,-1.31193140839
ACH-000375,-1.16469580422
ACH-000376,-1.27517243857
ACH-000381,-1.20384752721
ACH-000383,-1.1198433734200002
ACH-000387,-1.0462141487999999
ACH-000389,-1.1587905326
ACH-000390,-0.949020224577
ACH-000393,-1.02544034541
ACH-000395,-1.1354853301999999
ACH-000397,-1.34472656209
ACH-000401,-1.0507016056799998
ACH-000402,-1.39500550756
ACH-000403,-1.32408973198
ACH-000404,-0.9812378377600001
ACH-000406,-0.924626337201
ACH-000407,-1.29874784609
ACH-000408,-1.1692747514200001
ACH-000410,-1.16493297488
ACH-000411,-1.3658114181299998
ACH-000414,-0.957513606142
ACH-000415,-1.17537143316
ACH-000416,-1.14856743344
ACH-000420,-1.27917897949
ACH-000421,-1.19869206962
ACH-000424,-1.4124627918900001
ACH-000425,-1.10529128558
ACH-000426,-1.21000570228
ACH-000427,-1.5603497643700002
ACH-000433,-1.22330617181
ACH-000436,-1.26868566949
ACH-000444,-1.18204165714
ACH-000445,-0.973813232442
ACH-000448,-1.4200780641100001
ACH-000450,-1.5416013531600001
ACH-000452,-1.22166107038
ACH-000454,-1.2413582413
ACH-000458,-1.1098376649500001
ACH-000459,-0.7183330051719999
ACH-000460,-1.08854244385
ACH-000461,-1.2716426218799999
ACH-000463,-1.08814463614
ACH-000464,-1.18440214219
ACH-000466,-1.17099002133
ACH-000467,-1.17680706965
ACH-000468,-1.06072202489
ACH-000469,-1.34055008094
ACH-000470,-1.4244096009
ACH-000471,-1.23848537596
ACH-000472,-1.20631566329
ACH-000473,-0.862631933268
ACH-000475,-1.21934253741
ACH-000476,-1.14039138802
ACH-000477,-0.8273979171770001
ACH-000480,-1.06051308858
ACH-000481,-1.07508427157
ACH-000483,-0.722990637859
ACH-000484,-1.20633801085
ACH-000485,-1.3746426028299998
ACH-000486,-1.04806414169
ACH-000487,-1.20618489244
ACH-000488,-1.10177584377
ACH-000490,-1.43080102732
ACH-000491,-1.1517765281
ACH-000495,-1.12029480038
ACH-000496,-1.38319982615
ACH-000499,-1.14222858405
ACH-000500,-1.21481170255
ACH-000502,-1.1761739391
ACH-000503,-1.18901653518
ACH-000505,-1.27002997417
ACH-000507,-1.23112103856
ACH-000510,-1.21629564474
ACH-000511,-1.2480587295899999
ACH-000512,-1.06956539372
ACH-000516,-1.01130393165
ACH-000517,-1.22066315735
ACH-000518,-1.28951453594
ACH-000520,-1.1565191692
ACH-000521,-1.22331185991
ACH-000522,-1.28817916119
ACH-000524,-0.931947948433
ACH-000527,-1.03172776151
ACH-000528,-0.9897216225830001
