,CASP10 (843)
ACH-000004,0.043884112258699995
ACH-000007,-0.09406558756200001
ACH-000009,-0.12231884417099999
ACH-000011,0.106499863667
ACH-000012,-0.089948589629
ACH-000013,-0.115457047304
ACH-000014,-0.25270922757
ACH-000015,-0.113212813653
ACH-000017,-0.100635812118
ACH-000018,-0.39283782980400006
ACH-000019,0.0262303715692
ACH-000021,-0.230607713078
ACH-000022,-0.042409679091800004
ACH-000025,-0.17294392137200001
ACH-000028,-0.117525153255
ACH-000030,-0.163142322277
ACH-000035,0.182807861906
ACH-000036,-0.0048746494667
ACH-000037,-0.139414940609
ACH-000039,0.127549058736
ACH-000040,-0.189240057484
ACH-000041,-0.140832083554
ACH-000042,-0.210779784965
ACH-000045,-0.103878457804
ACH-000047,-0.120651475324
ACH-000052,0.018667274598
ACH-000053,-0.0941944795666
ACH-000054,-0.17413472632500002
ACH-000055,-0.296270827921
ACH-000060,-0.155960150722
ACH-000067,-0.05774175513180001
ACH-000070,0.13851282914000002
ACH-000075,-0.0605186611934
ACH-000078,-0.315949629332
ACH-000082,-0.139678907065
ACH-000085,-0.138926830302
ACH-000086,-0.0729268052075
ACH-000087,-0.21384839922
ACH-000092,-0.23386881909600002
ACH-000095,0.07993824654989999
ACH-000097,0.0629007907809
ACH-000098,-0.0742564057669
ACH-000099,-0.04611644682590001
ACH-000108,-0.26914816788199997
ACH-000113,-0.0051963199836000005
ACH-000115,-0.0041960659903000005
ACH-000116,0.117226920033
ACH-000118,-0.0530826444967
ACH-000120,-0.223863179216
ACH-000123,-0.024939433941900003
ACH-000127,-0.0358658713512
ACH-000128,-0.131166634271
ACH-000132,0.09353542196720001
ACH-000133,-0.00891186293889
ACH-000137,-0.149985854674
ACH-000138,-0.126013940924
ACH-000142,-3.41750565226e-06
ACH-000143,-0.0317757551049
ACH-000146,-0.0795440117861
ACH-000148,-0.110628162918
ACH-000150,0.024106590086900002
ACH-000152,-0.00030311712679000004
ACH-000153,-0.312942982609
ACH-000159,-0.12144643546700001
ACH-000160,0.0202163933737
ACH-000163,-0.268979619421
ACH-000167,-0.0187447312798
ACH-000168,0.05783573581569999
ACH-000169,-0.131730823184
ACH-000178,0.141149275652
ACH-000182,-0.124529282672
ACH-000183,-0.1728100484
ACH-000188,0.12766751932499998
ACH-000189,0.0135031693759
ACH-000190,-0.237792042556
ACH-000198,-0.0313270185242
ACH-000204,0.0201412431938
ACH-000206,0.0976326018599
ACH-000207,0.177092119804
ACH-000211,-0.0589550504925
ACH-000215,0.0317224834583
ACH-000221,-0.09120186754370001
ACH-000222,-0.12961583950799999
ACH-000223,-0.171822508123
ACH-000226,-0.007701517685199999
ACH-000227,-0.18699740322500003
ACH-000228,-0.0585140007496
ACH-000231,-0.0801295631757
ACH-000232,-0.0130496573099
ACH-000233,0.0649494126843
ACH-000234,-0.202297228349
ACH-000235,-0.103485511932
ACH-000237,-0.036692900995400006
ACH-000238,-0.126937839799
ACH-000243,-0.038754271058300004
ACH-000244,-0.160268139055
ACH-000246,-0.00228759626821
ACH-000248,-0.204175421349
ACH-000250,-0.027797902295800002
ACH-000251,-0.0333883949353
ACH-000253,0.013030219994399999
ACH-000255,-0.0625653077282
ACH-000256,0.06745449824199999
ACH-000257,0.06961416213430001
ACH-000258,0.416538139596
ACH-000259,-0.0320750565114
ACH-000260,-0.0298813654484
ACH-000261,-0.0310074549084
ACH-000262,0.21289650555
ACH-000263,-0.269954458543
ACH-000264,0.025524229638
ACH-000265,-0.124378630058
ACH-000266,-0.155638488799
ACH-000272,-0.03054022605
ACH-000273,-0.0694400371945
ACH-000274,-0.280775121305
ACH-000277,0.020375994312
ACH-000278,-0.047551553541099995
ACH-000279,-0.146453018756
ACH-000280,0.07902474601830001
ACH-000281,-0.0507574986453
ACH-000288,-0.250642744528
ACH-000291,0.050638639008599995
ACH-000293,-0.060170501935900005
ACH-000294,-0.20580362224800003
ACH-000295,0.0544366852441
ACH-000296,-0.0136302784256
ACH-000302,-0.0025296339948
ACH-000304,0.07278953138119999
ACH-000307,-0.21523430514000003
ACH-000308,0.0180787649906
ACH-000310,-0.12796102303200002
ACH-000311,-0.18407613977
ACH-000312,-0.11398687861500001
ACH-000315,0.118236297718
ACH-000316,-0.0246372173001
ACH-000317,-0.0164046001096
ACH-000318,-0.0636214138013
ACH-000319,0.01236997415
ACH-000320,-0.136732173684
ACH-000322,-0.028740427283
ACH-000323,0.010428483030799999
ACH-000324,-0.0751781125742
ACH-000329,-0.112013674416
ACH-000330,-0.146149860418
ACH-000331,-0.117039174627
ACH-000332,-0.09160332855530001
ACH-000334,0.157736613059
ACH-000335,-0.12019728443700001
ACH-000336,-0.210655516071
ACH-000337,-0.119022831087
ACH-000339,-0.085913882962
ACH-000341,-0.221030664599
ACH-000348,0.0367293168214
ACH-000350,-0.00188435193569
ACH-000352,-0.0453112112754
ACH-000356,-0.14598678788799999
ACH-000361,-0.0144667399834
ACH-000362,-0.0637718687952
ACH-000363,0.03773900124019999
ACH-000364,-0.08724084165689999
ACH-000365,-0.014799493470399999
ACH-000366,0.0475959137846
ACH-000368,0.21010479480900002
ACH-000374,-0.07798804147360001
ACH-000375,-0.31467810332699997
ACH-000376,-0.18137112401
ACH-000381,-0.0777703743287
ACH-000383,-0.0333053279758
ACH-000387,-0.145537934113
ACH-000389,-0.252581484256
ACH-000390,-0.15353040027200002
