,CD300LG (146894)
ACH-000004,-0.0751370007883
ACH-000007,0.07798002120730001
ACH-000009,-0.07635811961280001
ACH-000011,0.021889955115999997
ACH-000012,-0.167508403403
ACH-000013,-0.21120719219300002
ACH-000014,-0.0309907980645
ACH-000015,-0.116096900108
ACH-000017,-0.142198115712
ACH-000018,0.0017432390919100002
ACH-000019,0.08489934545880001
ACH-000021,-0.012044995992900001
ACH-000022,-0.11852813486
ACH-000025,-0.0703065344696
ACH-000028,-0.073290028053
ACH-000030,-0.106107395969
ACH-000035,-0.218852553517
ACH-000036,-0.0939535069655
ACH-000037,0.0032022252994099998
ACH-000039,-0.23798742532699999
ACH-000040,-0.35244665808799996
ACH-000041,-0.101787557426
ACH-000042,-0.225226136563
ACH-000045,-0.185102977176
ACH-000047,-0.18672973851
ACH-000052,0.00515854149999
ACH-000053,-0.183691623007
ACH-000054,-0.08854739561319999
ACH-000055,-0.05978238932109999
ACH-000060,-0.291088663867
ACH-000067,0.17379598882599998
ACH-000070,0.116386898467
ACH-000075,-0.0702452253357
ACH-000078,-0.010423603551700002
ACH-000082,-0.22523807803399998
ACH-000085,0.05378944186990001
ACH-000086,-0.12310216165200001
ACH-000087,0.0629929281375
ACH-000092,-0.170994462318
ACH-000095,-0.168601133145
ACH-000097,-0.153757112947
ACH-000098,-0.134010799592
ACH-000099,-0.015078199763700001
ACH-000108,-0.05068280439259999
ACH-000113,0.00300446515562
ACH-000115,-0.161287201089
ACH-000116,-0.148176615924
ACH-000118,-0.173561663753
ACH-000120,-0.19725258884
ACH-000123,-0.127923615209
ACH-000127,-0.00597722546589
ACH-000128,-0.0148331570791
ACH-000132,-0.154898956337
ACH-000133,-0.266599936399
ACH-000137,-0.013250692279999999
ACH-000138,-0.40380464766900004
ACH-000142,-0.101249460977
ACH-000143,-0.22552152521299998
ACH-000146,-0.0835698820796
ACH-000148,-0.0871068180455
ACH-000150,-0.217349091157
ACH-000152,-0.062143739234199996
ACH-000153,0.13291326803
ACH-000159,0.0135658107185
ACH-000160,-0.20662075144
ACH-000163,0.176747555068
ACH-000167,-0.194012021795
ACH-000168,-0.0588197623857
ACH-000169,-0.13206644970200002
ACH-000178,-0.154457299513
ACH-000182,0.09963305414899999
ACH-000183,-0.17370815926
ACH-000188,-0.229941739786
ACH-000189,0.149210584165
ACH-000190,0.0457929897691
ACH-000198,0.11734077198
ACH-000204,-0.134303532301
ACH-000206,0.040954022716
ACH-000207,-0.35774187654
ACH-000211,-0.110616655629
ACH-000215,-0.074746282308
ACH-000221,-0.0650166732886
ACH-000222,-0.11648417591900001
ACH-000223,0.008759183934329999
ACH-000226,-0.086774633815
ACH-000227,-0.153393195087
ACH-000228,-0.32388332362
ACH-000231,-0.164271847557
ACH-000232,-0.0109965598261
ACH-000233,-0.0020134817024000003
ACH-000234,0.0235189181806
ACH-000235,-0.127511621368
ACH-000237,-0.084076458237
ACH-000238,-0.0691120304645
ACH-000243,-0.319917925816
ACH-000244,-0.19252954430999997
ACH-000246,-0.14655922656099998
ACH-000248,-0.11373283899700001
ACH-000250,-0.17692014358600003
ACH-000251,-0.18479498076900003
ACH-000253,-0.0366997296992
ACH-000255,-0.143745202404
ACH-000256,-0.163581089133
ACH-000257,-0.211989345918
ACH-000258,0.129164258704
ACH-000259,-0.235399784053
ACH-000260,-0.156868503037
ACH-000261,-0.065442855395
ACH-000262,-0.38632173394599995
ACH-000263,0.08289252116399999
ACH-000264,-0.24457243244899998
ACH-000265,-0.160897048647
ACH-000266,-0.08193963872530001
ACH-000272,-0.06637885438749999
ACH-000273,-0.145488668243
ACH-000274,-0.207588021846
ACH-000277,0.0378172873356
ACH-000278,-0.0869248168466
ACH-000279,-0.20432569812800003
ACH-000280,-0.24044244886799998
ACH-000281,0.013341600507100001
ACH-000288,-0.173162405088
ACH-000291,-0.156152105611
ACH-000293,-0.155757006979
ACH-000294,-0.371475548061
ACH-000295,-0.37979198379199997
