,RGS7BP (401190)
ACH-000004,-0.0623713980396
ACH-000007,-0.119591354188
ACH-000009,0.04342539641919999
ACH-000011,-0.0302411931717
ACH-000012,0.0922909060437
ACH-000013,0.0321653363236
ACH-000014,0.019745348524200002
ACH-000015,-0.31642286887800003
ACH-000017,0.0614163849199
ACH-000018,0.22658335418499997
ACH-000019,-0.0256661375019
ACH-000021,-0.030463103445599996
ACH-000022,-0.0939291099123
ACH-000025,0.10565810752699999
ACH-000028,-0.14106106918400002
ACH-000030,0.025928041080299998
ACH-000035,0.0418551733734
ACH-000036,0.0075482010808
ACH-000037,-0.163393676908
ACH-000039,0.15556666146700002
ACH-000040,0.20457501429400002
ACH-000041,-0.07603100350889999
ACH-000042,0.0403920019145
ACH-000045,-0.0402873316464
ACH-000047,0.00797337630663
ACH-000052,-0.17494138412000002
ACH-000053,0.08814509813310001
ACH-000054,0.029111099486599998
ACH-000055,0.07570951355399999
ACH-000060,0.07873902007110001
ACH-000067,-0.024772551307799998
ACH-000070,-0.0371458407072
ACH-000075,0.0603997149306
ACH-000078,0.215411369879
ACH-000082,-0.0809575758576
ACH-000085,-0.0161235836666
ACH-000086,0.0186311119706
ACH-000087,0.10746785518200001
ACH-000092,-0.0912258101533
ACH-000095,0.128965089089
ACH-000097,0.0378683935455
ACH-000098,-0.10903479529999999
ACH-000099,0.10302734267699999
ACH-000108,-0.0860838655514
ACH-000113,-0.0725622998309
ACH-000115,-0.0424835595224
ACH-000116,0.0121766197701
ACH-000118,-0.0051524544219799994
ACH-000120,-0.0812144599837
ACH-000123,0.15905486610300001
ACH-000127,0.0121836381364
ACH-000128,-0.0191826339156
ACH-000132,0.0120938819352
ACH-000133,-0.053809282051599995
ACH-000137,-0.0946348667672
ACH-000138,0.127290309506
ACH-000142,0.126224702045
ACH-000143,-0.065492221377
ACH-000146,0.16443655555
ACH-000148,-0.0975297153171
ACH-000150,0.0727431477237
ACH-000152,-0.0674758471077
ACH-000153,0.09765888421489999
ACH-000159,-0.08553799612400001
ACH-000160,0.0709393249742
ACH-000163,-0.11186439185999998
ACH-000167,-0.09410677210799999
ACH-000168,0.09825192484660002
ACH-000169,-0.133688428695
ACH-000178,-0.0671959267374
ACH-000182,0.024351094222599998
ACH-000183,-0.210950925622
ACH-000188,-0.16501584293500002
ACH-000189,0.338357092054
ACH-000190,-0.162091587239
ACH-000198,0.011400311623
ACH-000204,-0.139256682102
ACH-000206,-0.07071558710310001
ACH-000207,0.26083508674
ACH-000211,-0.0233057008779
ACH-000215,0.0564600284233
ACH-000221,-0.00974950840061
ACH-000222,0.23622319419799997
ACH-000223,0.12415092321599999
ACH-000226,0.0746498391697
ACH-000227,0.05438768672330001
ACH-000228,-0.129259957751
ACH-000231,-0.0404651294709
ACH-000232,-0.055402701053800005
ACH-000233,0.0738702274411
ACH-000234,-0.0785401960229
ACH-000235,0.0399888501744
ACH-000237,-0.012739405286600001
ACH-000238,-0.28881519563999997
ACH-000243,0.116934490036
ACH-000244,0.156004280755
ACH-000246,-0.080054288801
ACH-000248,0.07222256175200001
ACH-000250,0.0523498827993
ACH-000251,0.180188731574
ACH-000253,0.00396689281765
ACH-000255,-0.052301586606400004
ACH-000256,0.0598637425799
ACH-000257,0.34883414861199996
ACH-000258,0.286291876569
ACH-000259,0.0834265221682
ACH-000260,0.0125084625349
ACH-000261,-0.07661985184289999
ACH-000262,-0.0331936988953
ACH-000263,0.041676120241199995
ACH-000264,-0.110989220071
ACH-000265,0.143477401784
ACH-000266,0.028076630199799998
ACH-000272,-0.14136886566
ACH-000273,0.00884638753019
ACH-000274,0.06038583259309999
ACH-000277,-0.00457361425893
ACH-000278,0.024429777580699998
ACH-000279,0.00562753200765
ACH-000280,-0.0933515910093
ACH-000281,0.12115157475199999
ACH-000288,0.0863688417308
ACH-000291,-0.19444825759
ACH-000293,-0.33646704853
ACH-000294,0.189894950889
ACH-000295,-0.0637182437924
ACH-000296,0.314566817086
ACH-000302,-0.0961806502252
ACH-000304,-0.187333422542
ACH-000307,-0.09835905940230001
ACH-000308,0.121404869856
ACH-000310,0.10749823911499999
ACH-000311,0.07317945296919999
ACH-000312,0.232832372192
ACH-000315,-0.0756348387688
ACH-000316,0.0302338014164
ACH-000317,-0.209425386192
ACH-000318,0.127641561772
ACH-000319,-0.138956212666
ACH-000320,0.20332261822500003
ACH-000322,0.110561277773
ACH-000323,-0.242027157164
ACH-000324,0.013018536273299998
ACH-000329,0.0369682384848
ACH-000330,0.051817224350500006
ACH-000331,-0.06461034833769999
ACH-000332,0.12604955095
ACH-000334,-0.00355120400608
ACH-000335,-0.14734848309100002
ACH-000336,-0.142715422272
ACH-000337,-0.13192775383199998
ACH-000339,-0.0302055532558
ACH-000341,-0.10684836276000001
ACH-000348,-0.0069635497666699995
ACH-000350,-0.11547436261
ACH-000352,-0.012081018717100002
ACH-000356,-0.0970150848614
ACH-000361,0.0526121818886
ACH-000362,0.169572181578
ACH-000363,0.054413925882599995
ACH-000364,0.0148323349489
ACH-000365,-0.0565304702694
ACH-000366,-0.0148756224272
ACH-000368,-0.0729320065209
ACH-000374,-0.11085904862099999
ACH-000375,-0.0838707032581
ACH-000376,-0.0398832717592
ACH-000381,0.13318731826
ACH-000383,-0.103370555131
ACH-000387,0.10108141525900001
ACH-000389,-0.0218955352235
ACH-000390,-0.0518120087641
ACH-000393,-0.08430442806939999
ACH-000395,0.118515166854
ACH-000397,-0.0404144867589
ACH-000401,0.0121446800301
ACH-000402,0.0985551774319
ACH-000403,0.059128878099600005
ACH-000404,0.029288967843599998
ACH-000406,0.07558742910869999
ACH-000407,-0.110472594981
ACH-000408,0.00831718203986
ACH-000410,-0.0532657621243
ACH-000411,0.0813635455272
ACH-000414,0.0554562931974
ACH-000415,0.01312527595
ACH-000416,0.015827971056
ACH-000420,-0.301253006004
ACH-000421,0.00824812809335
ACH-000424,0.0139832229144
ACH-000425,-0.115358168021
ACH-000426,-0.126580644568
ACH-000427,-0.16169578608100002
ACH-000433,0.213628330975
ACH-000436,-0.0358331895528
ACH-000444,-0.136747018064
ACH-000445,0.00402122352498
ACH-000448,-0.064027473371
ACH-000450,0.0296019957942
ACH-000452,0.06223888185240001
ACH-000454,0.0197742539747
ACH-000458,-0.006399036804439999
ACH-000459,-0.255508197336
ACH-000460,-0.007275988046779999
ACH-000461,-0.254249280055
ACH-000463,-0.07391512299589999
ACH-000464,-0.0587502300617
ACH-000466,-0.030007368417000004
ACH-000467,-0.116560839944
ACH-000468,0.14840565716600002
ACH-000469,0.33828072401
ACH-000470,-0.124296776665
ACH-000471,0.00105094589033
ACH-000472,0.0145058612409
ACH-000473,0.177192350178
ACH-000475,0.014064748053999999
ACH-000476,-0.116550495066
ACH-000477,-0.0042587312253
ACH-000480,0.0773922638483
ACH-000481,-0.00414853254454
ACH-000483,0.0921798876647
ACH-000484,-0.275901932698
ACH-000485,0.14730148302100002
ACH-000486,0.00349365318594
ACH-000487,-0.10565622021099999
ACH-000488,-0.07710153671919999
ACH-000490,-0.0730088606164
ACH-000491,-0.274897356393
ACH-000495,0.129617985526
ACH-000496,0.0695730735204
ACH-000499,0.0410915626607
ACH-000500,0.27971169817499997
ACH-000502,0.0784836168434
ACH-000503,-0.165233133255
ACH-000505,0.027551994265099997
ACH-000507,0.0382082078099
ACH-000510,-0.0931555907123
ACH-000511,-0.047727182439199996
ACH-000512,-0.146357289024
ACH-000516,0.0758811441979
ACH-000517,0.0753494514297
ACH-000518,-0.041618810233100004
ACH-000520,-0.0108833690245
ACH-000521,0.129635001811
ACH-000522,-0.0590635939613
ACH-000524,0.0635695115874
ACH-000527,0.113934848829
ACH-000528,0.0681766667111
ACH-000537,0.028935916260599995
