,TIMELESS (8914)
ACH-000004,-1.72337857025
ACH-000007,-1.1301615167499999
ACH-000009,-1.53779962109
ACH-000011,-1.7024590459
ACH-000012,-1.63159073272
ACH-000013,-1.6954658919499999
ACH-000014,-1.6913503934099998
ACH-000015,-1.5108727197999998
ACH-000017,-1.52379053086
ACH-000018,-1.4218304245700002
ACH-000019,-1.2648751192299998
ACH-000021,-1.1765232417799998
ACH-000022,-1.7598933368799998
ACH-000025,-1.75093902715
ACH-000028,-1.36877683289
ACH-000030,-1.4485293745399999
ACH-000035,-1.47066225136
ACH-000036,-1.54113276259
ACH-000037,-2.2242763659900002
ACH-000039,-1.86514457301
ACH-000040,-1.69716447441
ACH-000041,-1.47400348942
ACH-000042,-1.62351082533
ACH-000045,-1.7322171849
ACH-000047,-1.71633168153
ACH-000052,-1.59696999887
ACH-000053,-1.4411147988600002
ACH-000054,-1.4633223558200001
ACH-000055,-1.37077462652
ACH-000060,-1.18885745352
ACH-000067,-1.58650397359
ACH-000070,-1.5414872291
ACH-000075,-1.4762065872499999
ACH-000078,-1.7537233920599997
ACH-000082,-1.57050581436
ACH-000085,-1.21497995297
ACH-000086,-1.57033846894
ACH-000087,-1.2243920717899999
ACH-000092,-1.3784726829700003
ACH-000095,-1.64516624821
ACH-000097,-1.54443925689
ACH-000098,-1.52666270574
ACH-000099,-1.4772363209900001
ACH-000108,-1.2809937366700002
ACH-000113,-1.8348508782700002
ACH-000115,-1.6054236073800001
ACH-000116,-1.29149424315
ACH-000118,-1.41162581292
ACH-000120,-1.41604553839
ACH-000123,-1.43291363616
ACH-000127,-1.5982613972100002
ACH-000128,-1.31512454698
ACH-000132,-1.44070415384
ACH-000133,-1.6752293194299999
ACH-000137,-1.6234156776100002
ACH-000138,-1.3740401501800001
ACH-000142,-1.52033227785
ACH-000143,-1.7633234950099999
ACH-000146,-1.9034232586000002
ACH-000148,-1.7389507135
ACH-000150,-1.4319116534600003
ACH-000152,-1.41744022778
ACH-000153,-1.17130839904
ACH-000159,-1.5203382507499998
ACH-000160,-2.0172152033099997
ACH-000163,-1.5158336980000002
ACH-000167,-1.99192826773
ACH-000168,-1.4059109662
ACH-000169,-1.28463694644
ACH-000178,-1.5331035602599998
ACH-000182,-1.5291534530700002
ACH-000183,-1.64163270979
ACH-000188,-1.4140740445700002
ACH-000189,-1.337242249
ACH-000190,-1.6511217397600002
ACH-000198,-1.7166081366400001
ACH-000204,-1.10120117259
ACH-000206,-1.35699420084
ACH-000207,-1.56292316795
ACH-000211,-1.67631853787
ACH-000215,-1.5860501543399999
ACH-000221,-1.7293422905200002
ACH-000222,-1.6342991153600002
ACH-000223,-1.7889775394999998
ACH-000226,-1.5839440209
ACH-000227,-2.23060454797
ACH-000228,-1.43144130157
ACH-000231,-1.42890660437
ACH-000232,-1.63656222174
ACH-000233,-1.77256225188
ACH-000234,-1.47228359937
ACH-000235,-1.5104663604799997
ACH-000237,-1.37866560474
ACH-000238,-1.4914963334600002
ACH-000243,-1.42238475671
ACH-000244,-1.8114234257
ACH-000246,-1.52240453914
ACH-000248,-1.32722782069
ACH-000250,-1.66435585246
ACH-000251,-1.2687267040999999
ACH-000253,-1.14993416023
ACH-000255,-1.40725082465
ACH-000256,-2.01597313546
ACH-000257,-1.36711105196
ACH-000258,-1.14950165813
ACH-000259,-1.61183853675
ACH-000260,-1.6447514531
ACH-000261,-1.6848188058700002
ACH-000262,-1.7102360382
ACH-000263,-1.8497608801400003
ACH-000264,-1.6870440034799998
ACH-000265,-1.26624267409
ACH-000266,-1.52978733493
ACH-000272,-1.3866366031
ACH-000273,-1.62266792954
ACH-000274,-1.4248085437600002
ACH-000277,-1.5250404371200001
ACH-000278,-1.5892878016499998
ACH-000279,-1.7811964807700003
ACH-000280,-1.35612380211
ACH-000281,-1.60171117836
ACH-000288,-1.59517431338
ACH-000291,-1.5762186678999999
ACH-000293,-1.7662353403
ACH-000294,-1.6924004104600001
ACH-000295,-1.9965600114700002
ACH-000296,-1.4778673405200002
ACH-000302,-1.8179007052400002
ACH-000304,-1.25439417176
ACH-000307,-1.56763963269
ACH-000308,-1.60499385437
ACH-000310,-1.78539781396
ACH-000311,-1.36258975038
ACH-000312,-1.40100534912
ACH-000315,-2.10164272718
ACH-000316,-1.58687679745
ACH-000317,-1.4955461201499998
ACH-000318,-1.51535129008
ACH-000319,-1.58061609899
ACH-000320,-1.4389070885600002
ACH-000322,-1.58702774395
ACH-000323,-1.6894185375100002
ACH-000324,-1.4998225579299997
ACH-000329,-1.65572521081
ACH-000330,-1.14965963711
ACH-000331,-1.39120883424
ACH-000332,-1.2135915414700003
ACH-000334,-2.32362867957
ACH-000335,-1.8983697038499998
ACH-000336,-1.97488389965
ACH-000337,-1.58036544413
ACH-000339,-1.57098903822
ACH-000341,-1.60755524872
ACH-000348,-1.5722870307499999
ACH-000350,-1.52277653771
ACH-000352,-1.2434119205399998
ACH-000356,-1.4902052357
ACH-000361,-1.49995951618
ACH-000362,-1.68858428033
ACH-000363,-1.66203996493
ACH-000364,-1.26171824646
ACH-000365,-1.64777364838
ACH-000366,-1.44727987961
ACH-000368,-1.60071592555
ACH-000374,-1.39092641808
ACH-000375,-1.5316581916299998
ACH-000376,-1.57639846928
ACH-000381,-1.38294637859
ACH-000383,-1.7819142622599997
ACH-000387,-1.7475814711099997
ACH-000389,-1.59017645386
ACH-000390,-1.61280549523
ACH-000393,-1.81065769225
ACH-000395,-1.63027964029
ACH-000397,-1.56188408648
ACH-000401,-1.8343972970700002
ACH-000402,-1.98672070838
ACH-000403,-1.60747224127
ACH-000404,-1.4826479541
ACH-000406,-1.55443221146
ACH-000407,-1.3433998270899998
ACH-000408,-1.25917399694
ACH-000410,-1.49465928761
ACH-000411,-1.61974583692
ACH-000414,-1.34226539492
ACH-000415,-1.51512276537
ACH-000416,-1.55485931603
ACH-000420,-1.58618254081
ACH-000421,-1.50909879674
ACH-000424,-1.6947033812999999
ACH-000425,-1.50904521684
ACH-000426,-1.55725476156
ACH-000427,-1.59576084424
ACH-000433,-1.34984277288
ACH-000436,-1.7204353749799999
ACH-000444,-1.71230390276
ACH-000445,-1.7594197161000003
ACH-000448,-1.52034482217
ACH-000450,-1.4859981143
ACH-000452,-1.5867311342700001
ACH-000454,-1.20410478596
ACH-000458,-1.61136515645
ACH-000459,-1.22670359426
ACH-000460,-1.49816303884
ACH-000461,-0.8246170439399999
ACH-000463,-1.44065526266
ACH-000464,-1.87085333449
ACH-000466,-1.64041120801
ACH-000467,-1.43099763822
ACH-000468,-1.8519195642200001
ACH-000469,-1.7913349309200002
ACH-000470,-1.3992882472400001
ACH-000471,-1.4594588239700002
ACH-000472,-1.75701704911
ACH-000473,-1.28411786521
ACH-000475,-1.4614270745700002
ACH-000476,-1.8507119431799999
ACH-000477,-0.8947917519130001
ACH-000480,-1.54488564575
ACH-000481,-1.93540883208
ACH-000483,-1.7260745031400002
ACH-000484,-1.5996757570299998
ACH-000485,-1.51832465924
ACH-000486,-1.5687100599200001
ACH-000487,-1.6321063536700002
ACH-000488,-1.34548066215
ACH-000490,-1.0916795642200001
ACH-000491,-1.6895575317500002
ACH-000495,-1.44404817248
ACH-000496,-1.6114776528799999
ACH-000499,-1.20849375386
ACH-000500,-0.583621290195
ACH-000502,-1.5546020679700001
ACH-000503,-2.0427459755
ACH-000505,-1.78166975616
ACH-000507,-1.43587866662
ACH-000510,-1.7850276048900002
ACH-000511,-1.3481192631099999
ACH-000512,-1.40361303133
ACH-000516,-1.57006896831
ACH-000517,-1.6411178183200001
ACH-000518,-1.5295620401499999
ACH-000520,-1.50964133365
ACH-000521,-1.4759003070299999
ACH-000522,-1.46402196689
ACH-000524,-1.6188946098299999
ACH-000527,-1.3968977579700002
ACH-000528,-1.4569343254
ACH-000537,-1.43380529168
ACH-000541,-1.1643927982200002
ACH-000542,-1.4363013104799998
ACH-000544,-1.4606317338400001
ACH-000545,-1.54001255992
ACH-000547,-1.0593494669299999
ACH-000548,-1.69794406291
ACH-000549,-1.3869235597
ACH-000550,-1.7152358846899998
ACH-000552,-1.7045196779499998
ACH-000556,-1.32648698492
ACH-000557,-2.01835867151
ACH-000570,-1.4896793918200002
ACH-000571,-1.95796551473
ACH-000573,-1.6758943942299998
ACH-000576,-1.71181786236
ACH-000580,-1.55405605466
ACH-000584,-1.46124117482
ACH-000585,-1.5003615725200001
ACH-000588,-1.5145542033200001
ACH-000589,-1.43179103357
ACH-000591,-1.8217570432199999
ACH-000593,-1.4182477310100001
ACH-000600,-1.57474206694
ACH-000601,-1.5271303379799999
ACH-000604,-2.2181361847799996
ACH-000605,-1.8249412171700001
ACH-000606,-1.27107294261
ACH-000608,-1.92674523605
ACH-000614,-1.7667079513900004
ACH-000616,-1.6253856631999999
ACH-000618,-1.26570869511
ACH-000619,-0.880020374763
ACH-000620,-1.42709969366
ACH-000621,-1.8930020316900003
ACH-000622,-1.52456652754
ACH-000623,-1.4862606597
ACH-000624,-1.65415246539
ACH-000627,-1.0939719221100002
ACH-000630,-1.50599355839
ACH-000632,-1.76494790467
ACH-000633,-1.54262596255
ACH-000637,-1.78258942051
ACH-000638,-1.2968192446
ACH-000646,-1.38078589878
ACH-000647,-1.65874406348
ACH-000648,-1.53833620651
ACH-000649,-1.5806193167200002
ACH-000651,-1.49649822196
ACH-000652,-1.4464147247299999
ACH-000653,-1.65860209572
ACH-000657,-1.54475903655
ACH-000658,-1.8262042233900002
ACH-000661,-1.5041988110799998
ACH-000662,-1.54849456521
ACH-000663,-1.52345680512
ACH-000665,-1.68501348536
ACH-000671,-1.79982144122
ACH-000673,-1.56664956742
ACH-000676,-1.56006497296
ACH-000677,-1.7794959998900002
ACH-000681,-1.44059782247
ACH-000682,-1.60106767147
ACH-000683,-1.60947618253
ACH-000684,-1.60263971718
ACH-000688,-1.6842130632299999
ACH-000693,-1.74030726385
ACH-000694,-1.47109945838
ACH-000695,-1.8128015098299999
ACH-000696,-1.2883055892
ACH-000697,-1.33049553967
ACH-000699,-1.9534059316599999
ACH-000701,-1.3646116503299999
ACH-000706,-1.3715576427399998
ACH-000711,-1.5342110797
ACH-000713,-1.3057289062000002
ACH-000714,-1.32772805001
ACH-000718,-1.57806665195
ACH-000720,-1.8383217624300001
ACH-000721,-1.4323638227000002
ACH-000724,-1.61407275949
ACH-000725,-1.69177372852
ACH-000732,-1.45492990755
ACH-000734,-1.43969493115
ACH-000735,-1.29087560112
ACH-000736,-1.54263575063
ACH-000738,-1.2159418402
ACH-000746,-1.57779567287
ACH-000747,-1.46328589412
ACH-000748,-1.36605854596
ACH-000753,-1.67445302934
ACH-000756,-1.68997066776
ACH-000757,-1.4512282131099998
ACH-000758,-1.3652820619
ACH-000760,-1.63041000932
ACH-000763,-1.68264083634
ACH-000764,-1.5553882875299998
ACH-000765,-1.4345234356099998
ACH-000766,-1.677042797
ACH-000767,-1.36842586501
ACH-000768,-1.47458614003
ACH-000769,-1.19493619359
ACH-000770,-1.65769383694
ACH-000771,-1.63898212111
ACH-000773,-1.53998058792
ACH-000776,-1.4880606373700003
ACH-000777,-1.7475298683099998
