,TIMELESS (8914)
ACH-000778,-1.8766016735900002
ACH-000781,-1.49452570958
ACH-000782,-1.6456769771000002
ACH-000783,-1.6468534514700002
ACH-000784,-1.61300394338
ACH-000785,-1.8526780407299999
ACH-000787,-1.66455799317
ACH-000788,-1.54737098753
ACH-000791,-1.53954416074
ACH-000792,-1.48045122985
ACH-000794,-1.36390968393
ACH-000796,-1.6466701410299998
ACH-000799,-1.52530125965
ACH-000800,-1.39202786294
ACH-000802,-1.2255507568000001
ACH-000804,-1.58668364318
ACH-000805,-1.45569684614
ACH-000809,-1.43896472607
ACH-000810,-1.44646786114
ACH-000811,-1.89627476243
ACH-000817,-1.54735955288
ACH-000819,-1.65945220011
ACH-000820,-1.6972647960499998
ACH-000821,-1.73551460075
ACH-000822,-1.7501115545900001
ACH-000823,-1.6382470145200003
ACH-000824,-1.24983559137
ACH-000827,-1.51756851604
ACH-000829,-1.7219925155700002
ACH-000831,-1.5580673202000002
ACH-000832,-1.12766940282
ACH-000833,-1.3529184953400002
ACH-000834,-1.48281633467
ACH-000835,-1.5010800023100002
ACH-000836,-1.5475024471599998
ACH-000837,-1.52599398026
ACH-000838,-1.48261639639
ACH-000839,-1.5800878789200001
ACH-000840,-1.62697059601
ACH-000841,-1.54217469689
ACH-000843,-1.6618831987
ACH-000846,-1.52807861293
ACH-000847,-1.7963309701199999
ACH-000848,-1.23634796768
ACH-000849,-1.68768706875
ACH-000851,-1.15046244646
ACH-000855,-1.38634104889
ACH-000856,-1.40943112724
ACH-000858,-1.3292618625
ACH-000859,-1.65873892768
ACH-000861,-1.48575245506
ACH-000862,-1.39616510825
ACH-000865,-1.51174820539
ACH-000866,-1.55823743513
ACH-000867,-1.29156204164
ACH-000869,-1.9117116003999999
ACH-000872,-1.51775014176
ACH-000873,-1.6624706835699998
ACH-000876,-1.53472375696
ACH-000878,-1.38905367497
ACH-000880,-1.39189199414
ACH-000881,-1.67530029893
ACH-000882,-1.4641635980399998
ACH-000884,-1.64394894484
ACH-000885,-1.67243612397
ACH-000887,-1.38036808305
ACH-000888,-1.56827885656
ACH-000889,-1.66166556786
ACH-000890,-1.7418823316099998
ACH-000896,-1.59296408556
ACH-000898,-1.62836702296
ACH-000900,-1.32411742249
ACH-000901,-1.72505880496
ACH-000905,-1.45066136319
ACH-000906,-1.65895001164
ACH-000907,-1.30470187191
ACH-000910,-1.4773110646899998
ACH-000911,-1.44835148382
ACH-000912,-1.33977430824
ACH-000913,-1.80952993116
ACH-000915,-1.5153377939
ACH-000916,-1.3446208280399998
ACH-000917,-1.50038730236
ACH-000921,-1.80297367118
ACH-000924,-1.6085601256200002
ACH-000926,-1.5587017445
ACH-000928,-1.7099481027399999
ACH-000929,-1.6121101464200003
ACH-000932,-1.5605144612200001
ACH-000935,-1.59756233985
ACH-000936,-1.56938840822
ACH-000937,-1.58031133153
ACH-000938,-1.7340469157
ACH-000939,-1.6014708124200001
ACH-000941,-1.5910963736700001
ACH-000943,-1.5203728077899998
ACH-000946,-1.71503963535
ACH-000947,-1.61177357677
ACH-000948,-1.36471143766
ACH-000950,-1.3667288875699999
ACH-000953,-1.7733634107900003
ACH-000957,-1.8063690750099999
ACH-000958,-1.3143536307299999
ACH-000960,-1.56013133437
ACH-000963,-1.88929298337
ACH-000968,-0.8670694074590001
ACH-000969,-1.36266390193
ACH-000973,-1.54144951485
ACH-000974,-1.80482318095
ACH-000975,-1.69524604676
ACH-000976,-1.6944477334999999
ACH-000978,-1.9243864505900001
ACH-000980,-1.53353924835
ACH-000984,-1.6536401656200002
ACH-000986,-1.57523169555
ACH-000988,-1.53755841884
ACH-000993,-1.44744016161
ACH-000994,-1.7204859742299998
ACH-000996,-1.52846911553
ACH-001001,-1.7510749973400002
ACH-001020,-1.2650977484100001
ACH-001028,-1.6731001450799998
ACH-001031,-1.82053396658
ACH-001038,-1.70628390387
ACH-001048,-1.2862184140200001
ACH-001050,-1.42956900194
ACH-001053,-1.9238331362
ACH-001054,-1.66131775479
ACH-001061,-1.40100242349
ACH-001067,-1.53824918193
ACH-001075,-1.44071739885
ACH-001096,-1.57147657851
ACH-001128,-1.83855211437
ACH-001134,-1.6840872684900001
ACH-001151,-1.6517823154299998
ACH-001163,-1.35176705943
ACH-001164,-1.60402837549
ACH-001173,-1.4501929361
ACH-001183,-1.64854391029
ACH-001184,-1.7152303397
ACH-001190,-1.7496174724200002
ACH-001192,-1.5887588489500002
ACH-001193,-1.68773987643
ACH-001196,-1.36865757408
ACH-001197,-1.5147212725
ACH-001205,-1.5598649664500002
ACH-001211,-1.68271061417
ACH-001212,-1.50328842998
ACH-001228,-1.41101934881
ACH-001232,-1.36681659666
ACH-001239,-1.7939762688099998
ACH-001274,-1.9243446992500002
ACH-001275,-1.7145700647600002
ACH-001277,-1.58861990442
ACH-001278,-1.6567951669
ACH-001280,-1.7117730206
ACH-001283,-1.41777141025
ACH-001289,-1.64911805168
ACH-001295,-1.64128539861
ACH-001300,-1.5833426297
ACH-001301,-1.67434017685
ACH-001302,-1.2550125531
ACH-001303,-1.4331457951
ACH-001306,-1.31202261265
ACH-001318,-1.7050624286700002
ACH-001322,-1.3365270945999999
ACH-001328,-1.3934409991799999
ACH-001332,-1.16908106998
ACH-001333,-1.53860100378
ACH-001336,-1.4915073617200003
ACH-001340,-1.4313396742
ACH-001346,-1.52599895792
ACH-001353,-1.5236723862200001
ACH-001354,-1.4208842349200002
ACH-001367,-1.858916796
ACH-001368,-1.6319251867
ACH-001374,-1.7586841988599997
ACH-001375,-1.4186136152000002
ACH-001377,-1.56184897268
ACH-001380,-1.2518121924299999
ACH-001391,-1.60472120817
ACH-001407,-1.69164595796
ACH-001408,-1.25628901681
ACH-001413,-1.19940983847
ACH-001430,-1.2742856126
ACH-001431,-1.5389820860699999
ACH-001450,-1.71479740521
ACH-001496,-1.57317606719
ACH-001500,-1.5515693513799997
ACH-001521,-1.4172693005700001
ACH-001523,-1.30044290559
ACH-001532,-1.72459749066
ACH-001536,-1.2533024739399998
ACH-001550,-1.9420003882099999
ACH-001552,-1.30069601479
ACH-001554,-1.58100386358
ACH-001645,-1.9323416215
ACH-001654,-1.72478297403
ACH-001715,-1.52606190834
ACH-001735,-1.81435325506
ACH-001736,-1.71730970239
ACH-001737,-1.5458691464899998
ACH-001740,-1.41152256394
ACH-001745,-1.49073501607
ACH-001750,-1.3567424080500001
ACH-001765,-1.55465101519
ACH-001956,-1.6344412109399997
ACH-001957,-1.6177731500499999
