,PARD6B (84612)
ACH-000004,-0.20662820594099998
ACH-000007,-0.0224948497448
ACH-000009,-1.09317730662
ACH-000011,-0.8636667073190001
ACH-000012,0.051662273752699994
ACH-000013,-0.9157639807279999
ACH-000014,-0.319653160125
ACH-000015,-0.146463410886
ACH-000017,-0.12796666796599998
ACH-000018,-0.30433252664
ACH-000019,-1.59738266137
ACH-000021,-0.662335073448
ACH-000022,0.0570238649261
ACH-000025,0.00583793692376
ACH-000028,-0.842882932439
ACH-000030,-0.39757803635399996
ACH-000035,-0.09835919536219999
ACH-000036,-0.426908122641
ACH-000037,0.0592598473608
ACH-000039,-0.34238157289399995
ACH-000040,0.0746201082737
ACH-000041,-0.12420947599000001
ACH-000042,-0.245052217631
ACH-000045,-0.355000769234
ACH-000047,-1.1485315586
ACH-000052,-0.229588465952
ACH-000053,-0.259583387677
ACH-000054,-0.116032456465
ACH-000055,0.124894706731
ACH-000060,-0.835029699548
ACH-000067,-0.160870065714
ACH-000070,-0.334665409663
ACH-000075,-0.157182479524
ACH-000078,-0.37508722603
ACH-000082,-0.297836828561
ACH-000085,-0.20674292152600002
ACH-000086,-0.323246143795
ACH-000087,-0.0699075203121
ACH-000092,-0.113670501894
ACH-000095,-0.44936843684699995
ACH-000097,-0.6345992346079999
ACH-000098,-0.0837266013261
ACH-000099,-0.320065629383
ACH-000108,-1.1943112388400001
ACH-000113,-0.237723097914
ACH-000115,-0.158877172723
ACH-000116,-0.649832830262
ACH-000118,-0.9030980602169999
ACH-000120,-0.23296311324000002
ACH-000123,-0.41086472699500004
ACH-000127,-0.370354718174
ACH-000128,-0.32892835194000003
ACH-000132,-0.591597003263
ACH-000133,-0.352882022849
ACH-000137,-0.179391105831
ACH-000138,-0.735249289883
ACH-000142,-0.22764821828
ACH-000143,-0.19001191587000002
ACH-000146,-0.14326624867
ACH-000148,-0.232265012302
ACH-000150,-0.137566485796
ACH-000152,-0.155706419481
ACH-000153,-0.164933758891
ACH-000159,-0.645358419756
ACH-000160,-0.27360633251999994
ACH-000163,-0.283805363158
ACH-000167,-0.317893153524
ACH-000168,-0.58250050225
ACH-000169,-0.275800273008
ACH-000178,-0.379526527425
ACH-000182,-0.23919431416900003
ACH-000183,-0.13154747851600002
ACH-000188,-0.08456352033160001
ACH-000189,-0.7737816532699999
ACH-000190,-0.19234081431400002
ACH-000198,-0.158493530135
ACH-000204,-0.534072461069
ACH-000206,-0.493979717576
ACH-000207,-0.162758692433
ACH-000211,-0.189538144734
ACH-000215,-0.0753673861508
ACH-000221,-0.165414473905
ACH-000222,-0.372556159837
ACH-000223,-0.103767763638
ACH-000226,-0.205474210306
ACH-000227,-0.174701147813
ACH-000228,-0.464281822083
ACH-000231,-0.40672312171999997
ACH-000232,-0.142583986961
ACH-000233,-0.234054659397
ACH-000234,-0.935118527009
ACH-000235,-0.798152247217
ACH-000237,-0.42361496951800004
ACH-000238,-0.34059392910499997
ACH-000243,-0.32378931205899997
ACH-000244,-0.548474193918
ACH-000246,-1.1929125892
ACH-000248,-0.18867848504299997
ACH-000250,-0.534191506558
ACH-000251,-0.179729102942
ACH-000253,-0.176786491206
ACH-000255,-0.186135039723
ACH-000256,-0.831730871503
ACH-000257,-0.0170169641246
ACH-000258,-0.156501469083
ACH-000259,-0.274658607405
ACH-000260,-0.267708969298
ACH-000261,-0.42691152263800003
ACH-000262,-0.802603179818
ACH-000263,-0.145615330199
ACH-000264,-0.130651724917
ACH-000265,-0.106122226163
ACH-000266,-0.158858664696
ACH-000272,-1.12393284461
ACH-000273,-0.253614061415
ACH-000274,-0.36373145685900005
ACH-000277,-0.6443117223179999
ACH-000278,-0.341374852326
ACH-000279,-0.10222248262900001
ACH-000280,-0.621996611544
ACH-000281,-0.24495198136399998
ACH-000288,-0.265485530263
ACH-000291,-0.603564359409
ACH-000293,-0.581382916478
ACH-000294,-0.23393278294
ACH-000295,-0.246092044934
ACH-000296,-0.8597892602320001
ACH-000302,-1.16645582481
ACH-000304,0.18002740829
ACH-000307,-0.13379593862199998
ACH-000308,-0.383882251326
ACH-000310,-0.48828608792800005
ACH-000311,-0.17393669261300002
ACH-000312,-0.24439181934999998
ACH-000315,-0.0166410446201
ACH-000316,-0.299806467384
ACH-000317,-1.03455685699
ACH-000318,-0.40314082452
ACH-000319,-0.273079422733
ACH-000320,-0.785217503835
ACH-000322,-0.620957680122
ACH-000323,-0.043430355482099996
ACH-000324,-1.02612478545
ACH-000329,-0.21853555228100002
ACH-000330,-0.07008584860780001
ACH-000331,-0.341910646319
ACH-000332,-0.5365296953059999
ACH-000334,-0.09607758961110001
ACH-000335,-0.248123907824
ACH-000336,-0.327424954576
ACH-000337,0.155842579353
ACH-000339,-0.15696248673399998
ACH-000341,-0.393118386658
ACH-000348,-0.143582807349
ACH-000350,-0.274655141666
ACH-000352,-0.24304061650199998
ACH-000356,0.00801230758578
ACH-000361,-0.172070864005
ACH-000362,-0.20016403989599998
ACH-000363,-0.163693145636
ACH-000364,-0.540349028757
ACH-000365,-0.0825937034251
ACH-000366,-0.247008237326
ACH-000368,-0.152532073271
ACH-000374,-0.195697452127
ACH-000375,-0.71718371139
ACH-000376,-0.314548552082
ACH-000381,-0.34144753037799996
ACH-000383,-0.8955962459819999
ACH-000387,-0.1981547152
ACH-000389,-0.354965649291
ACH-000390,-0.07174388074239998
ACH-000393,-0.118300746523
ACH-000395,-1.1398165236700002
ACH-000397,-1.07370522899
ACH-000401,-0.21146918725699998
ACH-000402,-0.027446560933599998
ACH-000403,-0.744562190527
ACH-000404,-0.185681110018
ACH-000406,-0.143185448886
ACH-000407,0.023846893697900003
ACH-000408,-0.15802605289899999
ACH-000410,-0.26036339424000005
ACH-000411,-1.04070021131
ACH-000414,-0.220986040362
ACH-000415,-0.069408801548
ACH-000416,-0.18136918864100002
ACH-000420,-0.8397286585870001
ACH-000421,-0.14297986790699999
ACH-000424,-0.195724086387
ACH-000425,-0.287129328926
ACH-000426,0.10660989107999999
ACH-000427,-0.481872186566
ACH-000433,-0.817205266698
ACH-000436,-0.06031968650069999
ACH-000444,-0.21542272653099998
ACH-000445,-0.27353264754
ACH-000448,-0.224282711813
ACH-000450,-0.292784848364
ACH-000452,-0.255782678276
ACH-000454,0.147427667786
ACH-000458,-0.21164481420000003
ACH-000459,-0.11241047395999999
ACH-000460,-1.0049928055700001
ACH-000461,-0.23950607296300003
ACH-000463,-0.193743944771
ACH-000464,-0.141113757894
ACH-000466,-1.3369658439899998
ACH-000467,-0.18967214958599998
ACH-000468,-0.165401000067
ACH-000469,-0.15436282864700002
ACH-000470,-0.946661006327
ACH-000471,-0.744575783245
ACH-000472,-0.164623627761
ACH-000473,-0.1691340227
ACH-000475,-0.276092823389
ACH-000476,-0.621914866597
ACH-000477,-0.039518552285300004
ACH-000480,-0.0499098676674
ACH-000481,-0.16462647017999998
ACH-000483,-1.00485876811
ACH-000484,-1.0608170638299999
ACH-000485,-0.004226507205289999
ACH-000486,-0.160417897354
ACH-000487,-0.402459567765
ACH-000488,-0.014633851335799999
ACH-000490,-0.064850424941
ACH-000491,-0.17246592015299997
ACH-000495,-0.359425902465
ACH-000496,-0.624594312615
ACH-000499,-0.221605776694
ACH-000500,-0.5124466655759999
ACH-000502,-0.0546054319061
ACH-000503,-0.522246781661
ACH-000505,0.0639134894355
ACH-000507,-0.246648074478
ACH-000510,-0.193309114956
ACH-000511,-0.459960147761
ACH-000512,-0.290415546701
ACH-000516,-0.201469365011
ACH-000517,-0.256401128059
ACH-000518,-0.399367579749
ACH-000520,-0.274376393367
ACH-000521,-0.518872628369
ACH-000522,-0.0155802355575
ACH-000524,-1.26627146979
ACH-000527,-0.9208594164589999
ACH-000528,-0.9902236213429999
ACH-000537,-1.0061831973
ACH-000541,-0.191346275619
ACH-000542,-0.205793341589
ACH-000544,-0.009958438908469999
ACH-000545,-0.09143554956599999
ACH-000547,-0.7065537480740001
ACH-000548,-0.197252310242
ACH-000549,-0.404365264824
ACH-000550,-0.125183363007
ACH-000552,0.012875056995600001
ACH-000556,-0.275733012555
ACH-000557,-0.554811775896
ACH-000570,-0.261353314252
ACH-000571,0.00447743278379
ACH-000573,-0.146276285131
ACH-000576,-0.20502123377
ACH-000580,-0.36842998762199997
ACH-000584,-0.782225713575
ACH-000585,-0.0670801537318
ACH-000588,-0.190394866256
ACH-000589,-0.285332062821
ACH-000591,-0.104747198312
ACH-000593,-0.165858863867
ACH-000600,-0.148128369156
ACH-000601,-0.21637351314199998
ACH-000604,-0.026371599692199998
ACH-000605,-0.455800383389
ACH-000606,-0.288693279097
ACH-000608,-0.950898782137
ACH-000614,-0.390125726495
ACH-000616,0.0245880155338
ACH-000618,-0.12085933080700001
ACH-000619,-0.262513589258
ACH-000620,-1.01441886549
ACH-000621,-0.110800254928
ACH-000622,-0.13200858411
ACH-000623,-0.193437184357
ACH-000624,-0.12251461835500001
ACH-000627,-0.47311356169
ACH-000630,-0.467804579205
ACH-000632,-0.162199054295
ACH-000633,-1.1394277039899998
ACH-000637,-0.251664604872
ACH-000638,-0.22849640815400002
ACH-000646,-1.69606024541
ACH-000647,-0.198439121437
ACH-000648,-0.6074287507689999
ACH-000649,-0.833051706758
ACH-000651,-0.33155442706
ACH-000652,-0.38134431039899996
ACH-000653,-0.22143116802499999
ACH-000657,-0.456785716059
ACH-000658,-0.35414564599200005
ACH-000661,-0.18298135387699999
ACH-000662,-0.150704156221
ACH-000663,-0.22607986236400002
ACH-000665,-0.240657784161
ACH-000671,-1.062644044
ACH-000673,-0.0449286222437
ACH-000676,0.00187503167266
ACH-000677,-0.426137564501
ACH-000681,-0.371532932379
ACH-000682,-0.293576506912
ACH-000683,-0.136760641613
ACH-000684,-0.684941956592
ACH-000688,-0.161198747137
ACH-000693,-0.11919582520500001
ACH-000694,-0.281925798466
ACH-000695,-0.22437500778900002
ACH-000696,-0.178288994225
ACH-000697,-0.11901820638499999
ACH-000699,-0.361500675714
ACH-000701,-0.206254649827
ACH-000706,0.0163162305212
ACH-000711,-0.115226516217
ACH-000713,-0.6273167988399999
ACH-000714,-0.166547926099
ACH-000718,-1.2069255682200002
ACH-000720,-0.34819385981600004
ACH-000721,-0.20098721728799998
ACH-000724,0.259107790537
ACH-000725,-0.151038784718
ACH-000732,-0.08827069943320001
ACH-000734,-0.00737850309455
ACH-000735,-0.20227635699700003
ACH-000736,0.0499901449863
ACH-000738,-0.5038049759359999
ACH-000746,-0.16344726605499998
ACH-000747,-0.264667140793
ACH-000748,-0.310009870285
ACH-000753,-0.0227531988177
ACH-000756,-0.184007461595
ACH-000757,-0.279680690173
ACH-000758,-0.20766327318
ACH-000760,-0.0607734583072
ACH-000763,-0.28282255678
ACH-000764,0.07418005867250001
ACH-000765,0.112930899768
ACH-000766,-0.264068382088
ACH-000767,-0.109921316075
ACH-000768,-0.0766812215532
ACH-000769,-0.417218528776
ACH-000770,-0.24627912452599998
ACH-000771,-0.184348765768
ACH-000773,-0.20074556002799998
ACH-000776,-0.443877548622
ACH-000777,-0.17607024341299998
ACH-000778,-0.21358925901099998
ACH-000781,-0.32527121126499997
ACH-000782,-0.22708296694699998
ACH-000783,-0.0285362349046
ACH-000784,-0.23577343715799998
ACH-000785,-0.15452902297499999
ACH-000787,-0.251099798195
ACH-000788,-0.15320809046800002
ACH-000791,-0.21064236694400001
ACH-000792,-0.09876631656889999
ACH-000794,-0.0243204824633
ACH-000796,-1.27183635201
ACH-000799,-0.513631368053
ACH-000800,0.0540832277001
ACH-000802,-0.05383984684069999
ACH-000804,-0.35279899322400005
ACH-000805,-0.350120561305
ACH-000809,-0.0343265857907
ACH-000810,-0.19653544693100003
ACH-000811,-0.265868643694
ACH-000817,-0.0318719551978
ACH-000819,-0.382095206801
ACH-000820,-0.8013739690289999
ACH-000821,-0.159587990599
ACH-000822,-0.22479143524700002
ACH-000823,-0.306715176641
ACH-000824,-0.23006214101199998
ACH-000827,-0.361819035272
ACH-000829,-0.176095588603
ACH-000831,-0.474280448439
ACH-000832,-0.167050885558
ACH-000833,0.159489749768
ACH-000834,-0.06332714616259999
ACH-000835,-0.048519971026599995
ACH-000836,-0.272185498669
ACH-000837,-0.275750983486
ACH-000838,-0.185839854392
ACH-000839,-0.193799166498
ACH-000840,-0.714434202111
ACH-000841,-0.369514653482
ACH-000843,-0.215172994969
ACH-000846,-0.112390256127
ACH-000847,-0.132628179534
ACH-000848,-0.129498771174
ACH-000849,-0.368355948558
ACH-000851,-0.33486024444699997
ACH-000855,-0.13261619494100002
ACH-000856,-1.05784086955
ACH-000858,-0.155490443202
ACH-000859,-0.23927650708700002
ACH-000861,-0.470453899283
ACH-000862,-0.0615191817162
ACH-000865,-0.037228217488199995
ACH-000866,-0.12739273897199999
ACH-000867,-0.194058671167
ACH-000869,-0.0974571198639
ACH-000872,-0.0461595890249
ACH-000873,-0.26098515026999997
ACH-000876,-0.0813047166002
ACH-000878,-0.23672179145
ACH-000880,-1.0092999261
ACH-000881,-0.12648220957999998
ACH-000882,-0.151281795542
ACH-000884,-0.119889303882
ACH-000885,-0.824963601127
ACH-000887,-0.712070892263
ACH-000888,-0.39725844744800004
ACH-000889,-0.0220398075779
ACH-000890,-0.387492262478
ACH-000896,-0.135181592986
ACH-000898,-0.27118318763099997
ACH-000900,-0.231195909007
ACH-000901,-0.17637804896899997
ACH-000905,-0.212393634397
ACH-000906,-0.242866623222
ACH-000907,-0.293176658035
ACH-000910,-0.23293729812300001
ACH-000911,-0.267835950868
ACH-000912,-0.64075115884
ACH-000913,-0.20167198879
ACH-000915,-0.21182298281599998
ACH-000916,-0.407106116451
ACH-000917,-0.17627586254900002
ACH-000921,-0.210076448966
ACH-000924,-0.278012738715
ACH-000926,-0.259903111384
ACH-000928,-0.49080994959799995
ACH-000929,-0.12298712347400001
ACH-000932,-0.278072881913
ACH-000935,-0.501618006557
ACH-000936,-0.485911649926
ACH-000937,-0.243216358282
ACH-000938,-0.281179494027
ACH-000939,-0.252118039043
ACH-000941,-0.651216465782
ACH-000943,-0.232672744824
ACH-000946,-0.734429044392
ACH-000947,-0.158041653533
ACH-000948,-0.19043695760899998
ACH-000950,-0.472601633636
ACH-000953,-0.154771437513
ACH-000957,-0.04238741872280001
ACH-000958,-0.439437306478
ACH-000960,-0.264654602192
ACH-000963,-0.138835225951
ACH-000968,-0.10073251156
ACH-000969,-0.20967240502599999
ACH-000973,-0.23795855516199999
ACH-000974,-0.6720675966840001
ACH-000975,-0.08802735761239999
ACH-000976,-1.2320642823299999
ACH-000978,-0.414782249513
ACH-000980,-0.19357567945300003
ACH-000984,-0.554432901208
ACH-000986,-0.113238435664
ACH-000988,-0.255729401765
ACH-000993,-0.23676084859700003
ACH-000994,-0.0792588346483
ACH-000996,-0.381361701559
ACH-001001,-0.158125825238
ACH-001020,-0.46836385500600003
ACH-001028,-0.25268530784000004
ACH-001031,-0.20978131455200003
ACH-001038,-0.167027684193
ACH-001048,-0.209403870761
ACH-001050,-0.294730957965
ACH-001053,-0.626132688666
ACH-001054,-0.558152857119
ACH-001061,-0.18437109951900002
ACH-001067,-0.5313548851600001
ACH-001075,-0.34774307189000003
ACH-001096,-0.19903430572900002
ACH-001128,-0.144029302631
ACH-001134,-0.20415812063000002
ACH-001151,-0.295659792052
ACH-001163,-0.6109976156570001
ACH-001164,-0.154883307957
ACH-001173,-0.324462935138
ACH-001183,-0.16800441347199999
ACH-001184,-0.07932744640810001
ACH-001190,-0.0743111645482
ACH-001192,-0.296868206576
ACH-001193,-0.048551557269
ACH-001196,-0.191511039007
ACH-001197,-0.45319758497100004
ACH-001205,-0.228514182057
ACH-001211,-0.240615542826
ACH-001212,-0.191485663147
ACH-001228,-0.123024818889
ACH-001232,-0.238537022229
