,CFC1B (653275)
ACH-000004,0.142651462484
ACH-000007,-0.122610155839
ACH-000009,0.08520623184769999
ACH-000011,0.06728250572580001
ACH-000012,0.0707086310072
ACH-000013,0.0235571559774
ACH-000014,0.0385549426111
ACH-000015,0.0136162762329
ACH-000017,-0.030979779120099995
ACH-000018,-0.012323178312600002
ACH-000019,0.130008287736
ACH-000021,0.0879485260428
ACH-000022,-0.0553364632093
ACH-000025,-0.029468523530900004
ACH-000028,0.112130892136
ACH-000030,0.0600069159774
ACH-000035,0.204308615632
ACH-000036,0.0978422778572
ACH-000037,0.17339532872900001
ACH-000039,0.132004624018
ACH-000040,0.140990792563
ACH-000041,0.255066388491
ACH-000042,-0.0233837230052
ACH-000045,0.0327562179435
ACH-000047,0.0381538244726
ACH-000052,0.0429829268241
ACH-000053,-0.05463701931480001
ACH-000054,-0.0336904089037
ACH-000055,0.182280839976
ACH-000060,0.0421028660406
ACH-000067,0.239801987711
ACH-000070,0.179467822619
ACH-000075,0.0373604940615
ACH-000078,0.091253148275
ACH-000082,0.0112425156384
ACH-000085,0.0581292983218
ACH-000086,-0.125578370266
ACH-000087,0.292394281582
ACH-000092,-0.045559203492900005
ACH-000095,0.11770485694499999
ACH-000097,0.00779035195957
ACH-000098,-0.097149238349
ACH-000099,0.0722691584359
ACH-000108,-0.023092285060499998
ACH-000113,-0.122537471385
ACH-000115,0.13865571029100002
ACH-000116,0.0186695433045
ACH-000118,0.0282273192901
ACH-000120,0.0946286245823
ACH-000123,0.0088767423475
ACH-000127,0.0446377165735
ACH-000128,0.00331587617168
ACH-000132,0.04690171104719999
ACH-000133,-0.0774048114043
ACH-000137,0.097957018479
ACH-000138,-0.00412091094973
ACH-000142,0.012988962859
ACH-000143,-0.0430997997288
ACH-000146,0.013935885972200001
ACH-000148,0.0449427899416
ACH-000150,0.00571694489613
ACH-000152,-0.227551584233
ACH-000153,0.024083268414699998
ACH-000159,-0.008418273562340001
ACH-000160,-0.108526413499
ACH-000163,0.117224529287
ACH-000167,-0.176744739921
ACH-000168,0.103589411344
ACH-000169,0.167229614877
ACH-000178,0.0373991393305
ACH-000182,0.0016120904381099997
ACH-000183,0.035692954844699996
ACH-000188,0.0431696576235
ACH-000189,0.0167716874538
ACH-000190,0.10426929674
ACH-000198,-0.0121816727681
ACH-000204,0.201404825143
ACH-000206,0.119306859712
ACH-000207,0.147556220417
ACH-000211,0.08912987725950001
ACH-000215,0.144289732116
ACH-000221,0.076861097717
ACH-000222,-0.053523340992
ACH-000223,-0.168479834804
ACH-000226,0.0617480199446
ACH-000227,0.0312806471338
ACH-000228,0.169341746252
ACH-000231,0.0794466106421
ACH-000232,0.0563468147276
ACH-000233,0.0100936277271
ACH-000234,-0.124257845178
ACH-000235,-0.044648128663099994
ACH-000237,0.0966447496084
ACH-000238,-0.034199825811
ACH-000243,-0.104409571029
ACH-000244,-0.12184641496
ACH-000246,0.08871016787260001
ACH-000248,-0.06738084277919999
ACH-000250,0.0697329003642
ACH-000251,-0.05716585316430001
ACH-000253,-0.12816529976
ACH-000255,-0.0127138962461
ACH-000256,0.0769116901612
ACH-000257,0.370866841142
ACH-000258,0.0750469864755
ACH-000259,0.0801394294177
ACH-000260,0.07762338316480001
ACH-000261,0.0873839329887
ACH-000262,0.0732772021683
ACH-000263,0.07829890074439999
ACH-000264,0.152699212536
ACH-000265,0.00274965670654
ACH-000266,-0.008839101537209999
ACH-000272,-0.05280445323750001
ACH-000273,-0.0489429665925
ACH-000274,-0.0178360408714
ACH-000277,0.00916183796865
ACH-000278,0.09036662290200001
ACH-000279,0.06938893763830001
ACH-000280,0.145128545486
ACH-000281,0.10409453217800001
ACH-000288,0.0404815546575
ACH-000291,0.156154674808
ACH-000293,-0.158748193139
ACH-000294,0.0123840022625
ACH-000295,0.0318200167817
ACH-000296,0.267580167432
ACH-000302,0.014993340979500001
ACH-000304,-0.0191779867991
ACH-000307,-0.06599875241059999
ACH-000308,-0.19005022377099998
ACH-000310,0.127657114803
ACH-000311,-0.0211921586245
ACH-000312,0.038158703470800005
ACH-000315,0.113070346765
ACH-000316,0.035883487999699995
ACH-000317,-0.13940002837
ACH-000318,-0.005960634921029999
ACH-000319,0.141203775457
ACH-000320,0.0369615893854
ACH-000322,0.211540201717
ACH-000323,0.0963430596102
ACH-000324,-0.0074840547912200005
ACH-000329,-0.0616825809518
ACH-000330,-0.09910135095
ACH-000331,0.0360268260336
ACH-000332,-0.0271013408876
ACH-000334,-0.06862977880599999
ACH-000335,-0.023258740301799998
ACH-000336,-0.21997986278599999
ACH-000337,-0.0052870724533800005
ACH-000339,0.058969324044
ACH-000341,0.0735867687119
ACH-000348,0.0135246177894
ACH-000350,-0.0107344522107
ACH-000352,-0.103540294747
ACH-000356,-0.142274461968
ACH-000361,0.130654329432
ACH-000362,0.116715959004
ACH-000363,0.18701611345
ACH-000364,0.08899176948830001
ACH-000365,-0.009268036463709998
ACH-000366,0.0672963397579
ACH-000368,0.104612229815
ACH-000374,-0.11073139076300001
ACH-000375,-0.030474566937000003
ACH-000376,0.0486019177425
ACH-000381,0.0403212887219
ACH-000383,-0.139071397874
ACH-000387,-0.08452530301550001
ACH-000389,-0.000253185117481
ACH-000390,0.041602896498599995
ACH-000393,-0.126820409735
ACH-000395,0.00042223595345999994
ACH-000397,-0.013294200141
ACH-000401,0.105150581365
ACH-000402,-0.208325912517
ACH-000403,-0.3606988893
ACH-000404,-0.0970528458044
ACH-000406,0.0183774789771
ACH-000407,-0.135841257557
ACH-000408,0.024446076443599998
ACH-000410,0.078577795742
ACH-000411,0.0243597790357
ACH-000414,-0.0193074584632
ACH-000415,0.012370869041899999
ACH-000416,0.013505718748299998
ACH-000420,0.0850900611524
ACH-000421,-0.0277866399621
ACH-000424,-0.0014187358507999999
ACH-000425,-0.0723793094644
ACH-000426,0.07689219211489999
ACH-000427,-0.10966937695000001
ACH-000433,0.0017213485782
ACH-000436,0.0863875129813
ACH-000444,0.140621205132
ACH-000445,0.0619680545849
ACH-000448,0.0166524943131
ACH-000450,0.0416855639831
ACH-000452,0.08848931032539999
ACH-000454,0.0309175665778
ACH-000458,0.051238479549500004
ACH-000459,0.105217723609
ACH-000460,0.0337194754624
ACH-000461,0.124981059094
ACH-000463,-0.0795730329261
ACH-000464,0.24423147140299997
ACH-000466,-0.237746432821
ACH-000467,0.048065165953
ACH-000468,0.0322992701773
ACH-000469,0.064493893925
ACH-000470,-0.0715716202534
ACH-000471,-0.028431581223299997
ACH-000472,0.102953106814
ACH-000473,0.0420343544096
ACH-000475,0.08774540110989999
ACH-000476,0.112395713458
ACH-000477,0.131509350788
ACH-000480,0.108138574773
ACH-000481,-0.04902581999030001
ACH-000483,-0.015310038284700001
ACH-000484,0.119319843277
ACH-000485,-0.0232652037955
ACH-000486,-0.137736333983
ACH-000487,0.12414075934900001
ACH-000488,-0.0088304523159
ACH-000490,0.029244798864500002
ACH-000491,0.013464984609
ACH-000495,-0.00539751264738
ACH-000496,-0.15728386525000002
ACH-000499,0.261047412289
ACH-000500,-0.14507340687200002
ACH-000502,-0.0194497534986
ACH-000503,0.134779023155
ACH-000505,-0.07822281391639999
ACH-000507,0.047318437231300005
ACH-000510,-0.15355982462
ACH-000511,0.0549399021794
ACH-000512,-0.212289014491
ACH-000516,0.07095675834739999
ACH-000517,-0.029770106019700003
ACH-000518,-0.05568342881900001
ACH-000520,-0.167671010802
ACH-000521,-0.0387150423554
ACH-000522,0.04820590705490001
ACH-000524,0.131804017153
ACH-000527,0.0215095587481
ACH-000528,0.0892331155428
ACH-000537,0.010900460309500001
ACH-000541,0.0216956227364
ACH-000542,-0.0308627081273
ACH-000544,0.0100587114076
ACH-000545,-0.147328084003
