,SNRNP27 (11017)
ACH-000004,-1.0543133851100002
ACH-000007,-1.10024716035
ACH-000009,-0.8853668545469999
ACH-000011,-1.42189390107
ACH-000012,-1.0759566596899999
ACH-000013,-1.50617370134
ACH-000014,-1.15332975992
ACH-000015,-1.13457330571
ACH-000017,-1.4228951186
ACH-000018,-1.1975353261200001
ACH-000019,-1.2405924606799998
ACH-000021,-1.2684600884200001
ACH-000022,-1.30048660263
ACH-000025,-0.967239414108
ACH-000028,-1.34971723336
ACH-000030,-1.2012043429
ACH-000035,-1.01994839036
ACH-000036,-1.30877791024
ACH-000037,-0.848396139085
ACH-000039,-0.803877219532
ACH-000040,-1.06134423149
ACH-000041,-1.55645603975
ACH-000042,-1.2970785212
ACH-000045,-1.3225184022799998
ACH-000047,-1.4221972270299998
ACH-000052,-1.28908271382
ACH-000053,-1.1609904328899998
ACH-000054,-1.2112070148899998
ACH-000055,-1.1462253176100001
ACH-000060,-1.2986811575700001
ACH-000067,-1.26527050521
ACH-000070,-1.12062067763
ACH-000075,-1.12820963787
ACH-000078,-1.06287498386
ACH-000082,-1.40532061193
ACH-000085,-1.45674243655
ACH-000086,-1.00889616528
ACH-000087,-1.1635496728499999
ACH-000092,-1.2112331357
ACH-000095,-1.38240833178
ACH-000097,-1.26797870641
ACH-000098,-1.07965525784
ACH-000099,-1.11979774965
ACH-000108,-1.10931151115
ACH-000113,-1.27728459724
ACH-000115,-1.24226334485
ACH-000116,-1.22628861415
ACH-000118,-1.22522933
ACH-000120,-1.5205236778400002
ACH-000123,-1.25703093261
ACH-000127,-1.0888967108399998
ACH-000128,-1.37384957653
ACH-000132,-1.27942790221
ACH-000133,-1.11714631767
ACH-000137,-1.44500211373
ACH-000138,-1.17181349964
ACH-000142,-1.2796075144499999
ACH-000143,-1.37466605671
ACH-000146,-1.42986011841
ACH-000148,-1.10567680389
ACH-000150,-1.3800452075299998
ACH-000152,-1.45880391212
ACH-000153,-0.938469172383
ACH-000159,-1.36004973792
ACH-000160,-1.6103581634399997
ACH-000163,-1.30828454436
ACH-000167,-1.7955707039400002
ACH-000168,-1.23296988952
ACH-000169,-1.4781032515900001
ACH-000178,-1.40743528486
ACH-000182,-1.21193471859
ACH-000183,-1.2662522247399999
ACH-000188,-1.3212857245899998
ACH-000189,-1.38700568538
ACH-000190,-1.20568431749
ACH-000198,-1.37004872845
ACH-000204,-1.15019146852
ACH-000206,-1.4179151285499998
ACH-000207,-1.08690219359
ACH-000211,-1.17161357348
ACH-000215,-1.27031994375
ACH-000221,-0.998150529076
ACH-000222,-1.49320407854
ACH-000223,-1.36794536928
ACH-000226,-1.26032862359
ACH-000227,-1.18775119778
ACH-000228,-1.32897864191
ACH-000231,-1.36368822252
ACH-000232,-1.16003567971
ACH-000233,-1.14518954214
ACH-000234,-1.24956533291
ACH-000235,-1.30507293871
ACH-000237,-1.3644912996899998
ACH-000238,-1.40782589163
ACH-000243,-1.4873619805899998
ACH-000244,-1.3262801785
ACH-000246,-1.0466603785100002
ACH-000248,-1.11595385411
ACH-000250,-1.26974630035
ACH-000251,-1.9023812985799997
ACH-000253,-1.23314102049
ACH-000255,-1.3040704342799998
ACH-000256,-1.23149838237
ACH-000257,-1.35874231906
ACH-000258,-1.3263928838799999
ACH-000259,-1.4654388877000002
ACH-000260,-1.27550424611
ACH-000261,-1.28908864991
ACH-000262,-0.858706421203
ACH-000263,-1.24142922415
ACH-000264,-1.27188982485
ACH-000265,-1.25133185393
ACH-000266,-1.3950912338600001
ACH-000272,-1.27314831586
ACH-000273,-1.28637927214
ACH-000274,-1.4718258763699998
ACH-000277,-1.55392560128
ACH-000278,-1.33616200105
ACH-000279,-1.23463934419
ACH-000280,-1.24853500154
ACH-000281,-1.4844872856600002
ACH-000288,-1.28288410697
ACH-000291,-1.1927901106899998
ACH-000293,-1.3972174455200002
ACH-000294,-0.987379117483
ACH-000295,-1.26982581465
ACH-000296,-1.1049608501600001
ACH-000302,-1.22081380545
ACH-000304,-1.4207188973500002
ACH-000307,-1.12535857152
ACH-000308,-1.57327363254
ACH-000310,-1.40105721016
ACH-000311,-1.26581584667
ACH-000312,-1.3558222883200002
ACH-000315,-1.1505493378
ACH-000316,-1.1769473757200002
ACH-000317,-1.14956812217
ACH-000318,-1.3220134993500001
ACH-000319,-1.2330009088299998
ACH-000320,-1.20127691482
ACH-000322,-1.05001776296
ACH-000323,-1.1904378920899998
ACH-000324,-1.2190404735299998
ACH-000329,-1.31019898412
ACH-000330,-1.2995494031000001
ACH-000331,-1.20815269068
ACH-000332,-1.26405069077
ACH-000334,-1.1123336555299999
ACH-000335,-0.883190371655
ACH-000336,-1.19380384726
ACH-000337,-1.16242824666
ACH-000339,-1.02644126948
ACH-000341,-1.2135447923
ACH-000348,-1.34353511713
ACH-000350,-1.5959880833000002
ACH-000352,-1.3231546066600002
ACH-000356,-1.13832461352
ACH-000361,-1.11408231924
ACH-000362,-1.23454822844
ACH-000363,-1.2748904502299998
ACH-000364,-1.20363481219
ACH-000365,-1.04066565183
ACH-000366,-1.2632066099200001
ACH-000368,-1.38974049409
ACH-000374,-1.0928007166299998
ACH-000375,-1.3348917467599999
ACH-000376,-1.16409290032
ACH-000381,-1.18290443164
ACH-000383,-1.16227908929
ACH-000387,-1.28599321443
ACH-000389,-1.21867653591
ACH-000390,-1.29929726082
ACH-000393,-1.3349617036900001
ACH-000395,-1.3710336330000001
ACH-000397,-1.2363515474299998
ACH-000401,-1.26863788215
ACH-000402,-1.3273400001200002
ACH-000403,-1.4796981976499999
ACH-000404,-1.2795433038200001
ACH-000406,-1.12976980293
ACH-000407,-1.53185904588
ACH-000408,-1.2200873395799998
ACH-000410,-1.46231874947
ACH-000411,-1.2363269538500001
ACH-000414,-1.36013984669
ACH-000415,-1.19199839026
ACH-000416,-1.4062403057600001
ACH-000420,-1.4600991675600001
ACH-000421,-1.31878988551
ACH-000424,-1.4607544956099998
ACH-000425,-1.06386893241
ACH-000426,-1.6117808817500001
ACH-000427,-1.09193089089
ACH-000433,-1.05177093763
ACH-000436,-1.1797244792100001
ACH-000444,-1.13104850088
ACH-000445,-1.23159833352
ACH-000448,-1.15763204091
ACH-000450,-1.81661070988
ACH-000452,-1.27344564435
ACH-000454,-1.30409297998
ACH-000458,-1.34588307622
ACH-000459,-1.2887134641700002
ACH-000460,-1.12580294639
ACH-000461,-1.06537788282
ACH-000463,-1.06603090073
ACH-000464,-1.3647895648500001
ACH-000466,-1.5007671777399998
ACH-000467,-1.3911021203999998
ACH-000468,-1.31280847042
ACH-000469,-1.4176968273100001
ACH-000470,-1.10784169544
ACH-000471,-1.4700223103999999
ACH-000472,-1.1431108011700002
ACH-000473,-1.25544345624
ACH-000475,-1.36870219724
ACH-000476,-1.36002217152
ACH-000477,-1.20795080417
ACH-000480,-1.2426068477399999
ACH-000481,-1.3794922221700001
ACH-000483,-1.5704877943900002
ACH-000484,-1.51761259808
ACH-000485,-1.39725649567
ACH-000486,-1.18869508312
ACH-000487,-1.25037063551
ACH-000488,-1.42051747229
ACH-000490,-1.36170175508
ACH-000491,-1.31612994889
ACH-000495,-1.3330114012799998
ACH-000496,-1.22191324082
ACH-000499,-1.0578825001
ACH-000500,-1.4652036231999999
ACH-000502,-1.20806952307
ACH-000503,-0.897581597296
ACH-000505,-1.27130710205
ACH-000507,-1.1095313068600001
ACH-000510,-1.19971427252
ACH-000511,-1.3680172539500002
ACH-000512,-1.1499834647299998
ACH-000516,-0.987550422754
ACH-000517,-1.32386802258
ACH-000518,-1.4429384947600001
ACH-000520,-1.16906155654
ACH-000521,-1.30791992954
ACH-000522,-1.37421276442
ACH-000524,-1.3030663038099999
ACH-000527,-1.36573586475
ACH-000528,-1.12264689815
ACH-000537,-1.4156665430200002
ACH-000541,-1.09935155976
ACH-000542,-1.10529930656
ACH-000544,-1.3066256813500001
ACH-000545,-1.23038380506
ACH-000547,-1.2175862396
ACH-000548,-1.12767225496
ACH-000549,-1.22085286614
ACH-000550,-1.37880236099
ACH-000552,-1.2161925055299998
ACH-000556,-1.3291588723799999
ACH-000557,-1.22824790585
ACH-000570,-1.35892788405
ACH-000571,-1.1892072279299999
ACH-000573,-1.211287743
ACH-000576,-1.37287669625
ACH-000580,-1.2152023572
ACH-000584,-1.3801751955700001
ACH-000585,-1.32938652245
ACH-000588,-1.02913790552
ACH-000589,-1.31364151042
