,FSCN2 (25794)
ACH-000004,-0.105403793661
ACH-000007,0.07668860609230001
ACH-000009,-0.19124230453
ACH-000011,-0.241071493221
ACH-000012,-0.338626659313
ACH-000013,-0.18040165707699998
ACH-000014,-0.273111701435
ACH-000015,-0.100868305374
ACH-000017,-0.6495817780950001
ACH-000018,0.051861502790699995
ACH-000019,-0.47000782721400003
ACH-000021,-0.13322742272
ACH-000022,-0.430069792783
ACH-000025,-0.399046305031
ACH-000028,-0.231953677533
ACH-000030,-0.306446885211
ACH-000035,-0.28648690848700004
ACH-000036,-0.335506930476
ACH-000037,-0.6851178053679999
ACH-000039,-0.297371011629
ACH-000040,-0.273728462922
ACH-000041,-0.37847778009099997
ACH-000042,-0.47703836911499997
ACH-000045,-0.24106824994399997
ACH-000047,-0.397903973629
ACH-000052,-0.479938310608
ACH-000053,-0.229613705374
ACH-000054,-0.22410983066999998
ACH-000055,-0.288805585092
ACH-000060,-0.437028884756
ACH-000067,-0.224715671149
ACH-000070,-0.287799769155
ACH-000075,-0.23029493347199997
ACH-000078,-0.257977331879
ACH-000082,-0.424374091532
ACH-000085,-0.10602302021500001
ACH-000086,-0.31928624001899997
ACH-000087,-0.268054402939
ACH-000092,-0.238818986349
ACH-000095,-0.335353194335
ACH-000097,-0.305879917914
ACH-000098,-0.101883213366
ACH-000099,-0.42148314699699996
ACH-000108,-0.31664412911400003
ACH-000113,-0.40315381408600004
ACH-000115,-0.607096458715
ACH-000116,-0.456861829294
ACH-000118,-0.33512707768000005
ACH-000120,-0.568302527222
ACH-000123,-0.157408332857
ACH-000127,-0.294394853933
ACH-000128,-0.552382603038
ACH-000132,-0.421833827362
ACH-000133,-0.196458260719
ACH-000137,-0.0980406747456
ACH-000138,-0.288648266298
ACH-000142,-0.362529382111
ACH-000143,-0.446919192355
ACH-000146,-0.272912456996
ACH-000148,-0.37594609765000003
ACH-000150,-0.310830397823
ACH-000152,-0.289835687172
ACH-000153,0.046177293551599996
ACH-000159,-0.313995950304
ACH-000160,-0.579931691558
ACH-000163,-0.419872070313
ACH-000167,-0.428988249594
ACH-000168,-0.14994310482200002
ACH-000169,-0.13145871365999998
ACH-000178,-0.25414487006700004
ACH-000182,-0.328918393731
ACH-000183,-0.413404037813
ACH-000188,-0.22830519466200003
ACH-000189,-0.40206126549500004
ACH-000190,-0.159323337138
ACH-000198,-0.261363688806
ACH-000204,-0.110240204082
ACH-000206,-0.100690272652
ACH-000207,-0.022556226104799997
ACH-000211,-0.254712904136
ACH-000215,-0.304806756327
ACH-000221,-0.319886028449
ACH-000222,-0.155587525596
ACH-000223,-0.247704717186
ACH-000226,-0.309213066772
ACH-000227,-0.285972865066
ACH-000228,0.00773008225742
ACH-000231,-0.311274832095
ACH-000232,-0.27353375425099996
ACH-000233,-0.298475799519
ACH-000234,-0.29130120319499997
ACH-000235,-0.25867508589
ACH-000237,-0.23444806256700002
ACH-000238,-0.39601290726899996
ACH-000243,-0.283292977155
ACH-000244,-0.24619364273000002
ACH-000246,-0.41521526765600003
ACH-000248,-0.54294569057
ACH-000250,-0.40349377816
ACH-000251,-0.39497805711999995
ACH-000253,-0.27949833627799997
ACH-000255,-0.345931846277
ACH-000256,-0.440010347447
ACH-000257,-0.270044113741
ACH-000258,-0.43096149233000003
ACH-000259,-0.415401623332
ACH-000260,-0.366295470633
ACH-000261,-0.40288385353
ACH-000262,-0.257520315188
ACH-000263,-0.0288828402186
ACH-000264,-0.403608735967
ACH-000265,-0.22317142903099998
ACH-000266,-0.279833820553
ACH-000272,-0.21596460796999997
ACH-000273,-0.19845317214000002
ACH-000274,-0.261008830307
ACH-000277,-0.447216225845
ACH-000278,-0.12386490521099999
ACH-000279,-0.31278982978500003
ACH-000280,-0.359856535596
ACH-000281,-0.107068687402
ACH-000288,-0.379303923143
ACH-000291,-0.334621219472
ACH-000293,-0.55513888273
ACH-000294,-0.294384053673
ACH-000295,-0.610243451046
ACH-000296,-0.21161956409200003
ACH-000302,-0.297184346775
ACH-000304,-0.359611714928
ACH-000307,-0.192151546079
ACH-000308,-0.37077506605899996
ACH-000310,-0.37413032507700006
ACH-000311,-0.330470908153
ACH-000312,-0.338172172958
ACH-000315,0.0233168260482
ACH-000316,-0.426353571347
ACH-000317,-0.169596714206
ACH-000318,-0.172499446417
ACH-000319,-0.40038272513000006
ACH-000320,-0.236489318323
ACH-000322,-0.453460777932
ACH-000323,-0.35442835003
ACH-000324,-0.36731235732
ACH-000329,-0.381488531161
ACH-000330,-0.09762940799839999
ACH-000331,-0.35056980556100004
ACH-000332,-0.296960846422
ACH-000334,-0.08283422880310001
ACH-000335,-0.277317944454
ACH-000336,-0.117397671312
ACH-000337,-0.47712949677
ACH-000339,-0.274136740349
ACH-000341,-0.265775654395
ACH-000348,-0.110678620983
ACH-000350,-0.09040058904110002
ACH-000352,-0.304610137439
ACH-000356,-0.105530039792
ACH-000361,-0.36893536879100003
ACH-000362,-0.200542026494
ACH-000363,-0.338577162632
ACH-000364,-0.06844131513450001
ACH-000365,-0.144484475488
ACH-000366,-0.287776747702
ACH-000368,-0.196389835421
ACH-000374,-0.513652920242
ACH-000375,-0.258132151536
ACH-000376,-0.346295361055
ACH-000381,-0.177196141
ACH-000383,-0.19081682264199998
ACH-000387,-0.329315931804
ACH-000389,-0.34443540096299996
ACH-000390,-0.24855521372499997
ACH-000393,-0.151838712093
ACH-000395,-0.407735449134
ACH-000397,-0.46238023969700004
ACH-000401,-0.208345900645
ACH-000402,-0.312214713592
ACH-000403,-0.36714664398100005
ACH-000404,-0.0614497119117
ACH-000406,-0.183638585309
ACH-000407,-0.488263618948
ACH-000408,-0.390975239225
ACH-000410,-0.203755277245
ACH-000411,-0.31335140204100004
ACH-000414,-0.28409919241099996
ACH-000415,-0.257977533371
ACH-000416,-0.268359173649
ACH-000420,-0.296125713618
