,P2RX2 (22953)
ACH-000004,-0.23458945317
ACH-000007,-0.323336186801
ACH-000009,-0.269108040728
ACH-000011,-0.428455103697
ACH-000012,-0.234158456395
ACH-000013,-0.209738266426
ACH-000014,-0.192341927005
ACH-000015,-0.233252814961
ACH-000017,-0.133436155273
ACH-000018,-0.34261400159100003
ACH-000019,-0.333775666877
ACH-000021,-0.189031963241
ACH-000022,-0.367303503921
ACH-000025,-0.156423193828
ACH-000028,-0.141151828221
ACH-000030,-0.10669362233200001
ACH-000035,-0.159266290285
ACH-000036,-0.215908925644
ACH-000037,-0.614322456734
ACH-000039,-0.042802503744800005
ACH-000040,-0.498917357804
ACH-000041,-0.463276275259
ACH-000042,-0.11212433681600001
ACH-000045,-0.08442691844070001
ACH-000047,-0.250935166378
ACH-000052,-0.41771990302900003
ACH-000053,-0.0669449606268
ACH-000054,-0.2992771596
ACH-000055,-0.35694816519199996
ACH-000060,-0.19602152215799998
ACH-000067,-0.42910343321500005
ACH-000070,-0.34265198571
ACH-000075,0.151406695084
ACH-000078,-0.24488497800200001
ACH-000082,-0.394028882624
ACH-000085,-0.281352214368
ACH-000086,-0.448300854167
ACH-000087,-0.44785586299999997
ACH-000092,-0.40906553316
ACH-000095,-0.280866408154
ACH-000097,-0.296262101901
ACH-000098,-0.212216940317
ACH-000099,-0.212974315119
ACH-000108,-0.08518221271410001
ACH-000113,-0.121130577146
ACH-000115,-0.21714802085299997
ACH-000116,-0.277076051896
ACH-000118,-0.0621479024431
ACH-000120,-0.103006710132
ACH-000123,-0.22805933338000003
ACH-000127,-0.121296948218
ACH-000128,-0.180871137066
ACH-000132,-0.335450221483
ACH-000133,-0.565264915969
ACH-000137,-0.035365741312300004
ACH-000138,-0.19638567662300002
ACH-000142,-0.43722748938999995
ACH-000143,-0.0910242944414
ACH-000146,-0.14010141173000001
ACH-000148,-0.26613138136799996
ACH-000150,-0.604569633255
ACH-000152,-0.36516512549400004
ACH-000153,0.327638229008
ACH-000159,-0.09806976318369999
ACH-000160,-0.142913205999
ACH-000163,-0.473788770224
ACH-000167,-0.0943952409669
ACH-000168,-0.103826774409
ACH-000169,-0.0854500834859
ACH-000178,-0.15664374099099998
ACH-000182,-0.115520906963
ACH-000183,-0.317750430277
ACH-000188,-0.27422762495700004
ACH-000189,-0.379171674727
ACH-000190,-0.08317557119860002
ACH-000198,-0.13703235615999998
ACH-000204,-0.268964979564
ACH-000206,0.0739314485999
ACH-000207,0.0197386447736
ACH-000211,-0.224549141615
ACH-000215,-0.35555006875600004
ACH-000221,-0.0211956608597
ACH-000222,-0.12882108221
ACH-000223,-0.282400641068
ACH-000226,-0.24053238657200002
ACH-000227,-0.5200597236860001
ACH-000228,-0.18292541061200002
ACH-000231,-0.29885516873
ACH-000232,-0.210425685723
ACH-000233,-0.387039160553
ACH-000234,-0.265850238411
ACH-000235,-0.191035223123
ACH-000237,-0.213636054347
ACH-000238,-0.20315188254900002
ACH-000243,-0.050608013299400005
ACH-000244,-0.489268995943
ACH-000246,-0.37029058674599996
ACH-000248,-0.264490366162
ACH-000250,-0.464496272813
ACH-000251,-0.5171093923610001
ACH-000253,-0.288020509458
ACH-000255,-0.171678657105
ACH-000256,-0.418883091077
ACH-000257,0.058247005135199995
ACH-000258,-0.286419267075
ACH-000259,-0.227543040001
ACH-000260,-0.23437278714899998
ACH-000261,-0.265511508871
ACH-000262,0.13055230835999998
ACH-000263,-0.411883412329
ACH-000264,-0.302630196603
ACH-000265,-0.00812170654677
ACH-000266,-0.23000975470600002
ACH-000272,-0.162323790065
ACH-000273,-0.37258720862499994
ACH-000274,-0.22900660267200001
ACH-000277,-0.09533189203839999
ACH-000278,-0.297499168341
ACH-000279,-0.31243351054
ACH-000280,-0.272521864282
ACH-000281,-0.111672644666
ACH-000288,-0.362908836911
ACH-000291,-0.245945578873
ACH-000293,-0.198771137861
ACH-000294,-0.178091057027
ACH-000295,-0.291728958689
ACH-000296,-0.114222703205
ACH-000302,-0.0942757076736
ACH-000304,-0.0728879413499
ACH-000307,-0.21009977427499998
ACH-000308,-0.162953510743
ACH-000310,-0.148794665114
ACH-000311,0.0160726939716
ACH-000312,-0.254783856261
ACH-000315,0.0226047155445
ACH-000316,-0.349564324153
ACH-000317,-0.16077600659000002
ACH-000318,-0.22328727614799998
ACH-000319,-0.19578361600299998
ACH-000320,0.19220370658799998
ACH-000322,-0.535903405333
ACH-000323,-0.35206488983199996
ACH-000324,-0.15772349954
ACH-000329,-0.364642656578
ACH-000330,-0.16734342528899998
ACH-000331,-0.196045622285
ACH-000332,-0.100618935648
ACH-000334,-0.327331099736
ACH-000335,-0.32918198538800003
ACH-000336,0.0241848758549
ACH-000337,-0.231586683853
ACH-000339,-0.234967473752
ACH-000341,-0.289073801081
ACH-000348,-0.29157628869
ACH-000350,-0.0994650567738
ACH-000352,-0.167885465801
ACH-000356,-0.16771570731
ACH-000361,-0.336131954063
ACH-000362,-0.0956852294283
ACH-000363,-0.365199067092
ACH-000364,0.0389288617203
ACH-000365,-0.18257480719500002
ACH-000366,-0.22826348086999998
ACH-000368,-0.600066291384
ACH-000374,-0.478946736522
ACH-000375,-0.41674286990000003
ACH-000376,-0.09712973147810001
ACH-000381,-0.0574903254892
ACH-000383,-0.14332519781300002
ACH-000387,-0.0535111051256
ACH-000389,-0.435320807755
ACH-000390,-0.237862368385
ACH-000393,-0.0970971651434
ACH-000395,-0.316428242013
ACH-000397,-0.143348398528
ACH-000401,-0.0592166578221
ACH-000402,-0.09963008891799999
ACH-000403,-0.218893282018
ACH-000404,-0.544342128337
ACH-000406,-0.180797015849
ACH-000407,-0.21973996097399998
ACH-000408,0.0561673642086
ACH-000410,-0.225069718675
ACH-000411,-0.478516467716
ACH-000414,-0.181556067444
ACH-000415,-0.126995735547
ACH-000416,-0.208656258196
ACH-000420,-0.200715660452
ACH-000421,-0.24913315982099998
ACH-000424,-0.274432007868
ACH-000425,-0.15599890560000002
ACH-000426,-0.154542899693
ACH-000427,-0.41227705331799996
ACH-000433,-0.39734003005999996
ACH-000436,-0.172016843982
ACH-000444,-0.188014621444
ACH-000445,-0.20759418931200002
ACH-000448,-0.193058863922
ACH-000450,-0.266537081528
ACH-000452,-0.19147002952999997
ACH-000454,-0.14802272871
ACH-000458,-0.212901501382
ACH-000459,-0.495213774924
ACH-000460,-0.351079660115
ACH-000461,-0.0203586348278
ACH-000463,-0.138052446958
ACH-000464,-0.38059462821400003
ACH-000466,-0.162596905022
ACH-000467,-0.138781602163
ACH-000468,-0.22672675380899998
ACH-000469,-0.26165124508000004
ACH-000470,-0.186957668829
ACH-000471,-0.386796746914
ACH-000472,-0.15478416831800001
ACH-000473,-0.398149754155
ACH-000475,-0.144466451784
ACH-000476,-0.358031616909
ACH-000477,-0.0352955080165
ACH-000480,-0.147127358845
ACH-000481,-0.11227558395199999
ACH-000483,-0.24363004017499998
ACH-000484,-0.16276127699100001
ACH-000485,-0.408674504336
ACH-000486,-0.110877198661
ACH-000487,-0.2784684678
ACH-000488,-0.198200203499
ACH-000490,-0.119943280648
ACH-000491,-0.233261469485
ACH-000495,-0.226715439799
ACH-000496,-0.260895561659
ACH-000499,-0.005940132855979999
ACH-000500,-1.60260142837
ACH-000502,-0.474656835721
ACH-000503,-0.12290637931500001
ACH-000505,-0.163169828866
ACH-000507,-0.29073776496599996
ACH-000510,-0.19152412409000003
ACH-000511,-0.319549147957
ACH-000512,-0.177673271217
ACH-000516,-0.182150648027
ACH-000517,-0.24080169829999998
ACH-000518,-0.10222484218
ACH-000520,0.0103770459315
ACH-000521,-0.271166924691
ACH-000522,-0.255030279373
ACH-000524,-0.236260801845
ACH-000527,-0.30828772585700004
ACH-000528,-0.183110884356
ACH-000537,-0.248061290277
ACH-000541,-0.41218534967299997
ACH-000542,-0.296120863107
ACH-000544,-0.190340848549
ACH-000545,-0.152962436512
ACH-000547,-0.0044944745535
ACH-000548,-0.071075029265
ACH-000549,-0.0892284498255
ACH-000550,-0.31485013368799997
ACH-000552,-0.272747050726
ACH-000556,-0.35305822183200003
ACH-000557,-0.119490841698
ACH-000570,-0.424095190404
ACH-000571,-0.260546822443
ACH-000573,-0.22165291857500002
ACH-000576,-0.0849743936025
ACH-000580,-0.25968149353500003
ACH-000584,-0.13442856312999998
ACH-000585,-0.233196586215
ACH-000588,-0.09818847772810001
ACH-000589,-0.0901642145014
ACH-000591,-0.34470617211099996
ACH-000593,-0.389775154891
ACH-000600,-0.153318990847
ACH-000601,-0.354770187216
ACH-000604,-0.151074808885
ACH-000605,-0.280947656491
ACH-000606,-0.22693533043400002
ACH-000608,-0.19031540463799998
ACH-000614,-0.08020933734889998
ACH-000616,-0.352394523341
ACH-000618,-0.204670053902
ACH-000619,-0.225954457266
ACH-000620,-0.228713575243
ACH-000621,-0.318414741128
ACH-000622,-0.241560611412
ACH-000623,-0.269638907027
ACH-000624,-0.269504505913
ACH-000627,-0.21214488811999999
ACH-000630,-0.36782151916999994
ACH-000632,-0.251274312085
ACH-000633,-0.24486124928599998
ACH-000637,-0.152905994235
ACH-000638,-0.133805907215
ACH-000646,-0.111808201801
ACH-000647,-0.20040446965599998
ACH-000648,-0.250727236224
ACH-000649,-0.347298320888
ACH-000651,-0.175055083081
ACH-000652,-0.18226732928800002
ACH-000653,-0.0566151587954
ACH-000657,-0.277562110693
ACH-000658,0.00343001134382
ACH-000661,-0.09394050634670001
ACH-000662,-0.0992511498611
ACH-000663,-0.07777646176030001
ACH-000665,-0.37606270945
