,TIGIT (201633)
ACH-000004,-0.227405949656
ACH-000007,0.0567831917614
ACH-000009,-0.0878766924477
ACH-000011,0.0237974286209
ACH-000012,-0.143786570833
ACH-000013,-0.0477469220725
ACH-000014,-0.259869259619
ACH-000015,-0.0497873466231
ACH-000017,-0.09213835714469999
ACH-000018,-0.239297440692
ACH-000019,-0.0274713258311
ACH-000021,-0.010574794256799998
ACH-000022,-0.134628346259
ACH-000025,-0.275695823913
ACH-000028,-0.0585392898313
ACH-000030,-0.154877541092
ACH-000035,-0.379940858504
ACH-000036,-0.11407646414999999
ACH-000037,-0.0391125838188
ACH-000039,-0.22833070348499998
ACH-000040,-0.139001793474
ACH-000041,-0.113038869857
ACH-000042,-0.166614885195
ACH-000045,-0.210333285032
ACH-000047,-0.144150684993
ACH-000052,0.000413565580264
ACH-000053,-0.0957016753537
ACH-000054,-0.0888941307983
ACH-000055,-0.113875565475
ACH-000060,-0.331539143389
ACH-000067,-0.311697013698
ACH-000070,-0.0940183921747
ACH-000075,-0.11442123609999999
ACH-000078,-0.10113486314400001
ACH-000082,-0.133508604281
ACH-000085,-0.149496127651
ACH-000086,-0.22758404129
ACH-000087,-0.0932566700939
ACH-000092,-0.0503316987303
ACH-000095,-0.06122872475169999
ACH-000097,-0.112007343325
ACH-000098,-0.0787476750573
ACH-000099,0.0285831521693
ACH-000108,-0.188094514958
ACH-000113,-0.191652417637
ACH-000115,-0.141682106101
ACH-000116,-0.0908445367907
ACH-000118,-0.22689237473999999
ACH-000120,-0.0509209024438
ACH-000123,-0.023797833849
ACH-000127,-0.135240905296
ACH-000128,-0.600500660885
ACH-000132,-0.15623024580199998
ACH-000133,-0.10521648147399999
ACH-000137,0.00546316240524
ACH-000138,-0.111304392193
ACH-000142,-0.143499549486
ACH-000143,-0.270555058457
ACH-000146,-0.0322290978432
ACH-000148,0.012263781756500001
ACH-000150,0.045053324004699996
ACH-000152,-0.0122185690613
ACH-000153,-0.045628400964400004
ACH-000159,-0.0973649535282
ACH-000160,0.017727793218599998
ACH-000163,-0.293460949529
ACH-000167,-0.279933078218
ACH-000168,-0.0105845119303
ACH-000169,0.114304263729
ACH-000178,-0.281490822269
ACH-000182,-0.16909784182799997
ACH-000183,-0.14204713556
ACH-000188,-0.0711100556967
ACH-000189,-0.08409546011189999
ACH-000190,-0.11163189574200001
ACH-000198,-0.00960130836614
ACH-000204,0.07868717879119999
ACH-000206,-0.52011439821
ACH-000207,-0.016191038355
ACH-000211,-0.160536491273
ACH-000215,-0.0160947841584
ACH-000221,-0.213792601521
ACH-000222,-0.268120734644
ACH-000223,-0.100254384185
