,THG1L (54974)
ACH-000368,-1.01194134294
ACH-000374,-0.853919393119
ACH-000375,-0.603266359056
ACH-000376,-0.8063511761130001
ACH-000381,-0.669867641604
ACH-000383,-0.652394278019
ACH-000387,-0.852853695012
ACH-000389,-0.879455880316
ACH-000390,-0.8499568020620001
ACH-000393,-0.793457668546
ACH-000395,-0.516592406331
ACH-000397,-0.908687410179
ACH-000401,-0.834057261187
ACH-000402,-0.9677768870119999
ACH-000403,-0.71656091935
ACH-000404,-0.503774950927
ACH-000406,-0.895830393631
ACH-000407,-0.993863345833
ACH-000408,-0.866856215598
ACH-000410,-0.835569651927
ACH-000411,-0.836298189762
ACH-000414,-0.8923071222560001
ACH-000415,-0.818304809585
ACH-000416,-0.7126972289229999
ACH-000420,-0.810692809446
ACH-000421,-0.699967074818
ACH-000424,-1.24815789664
ACH-000425,-0.877682822388
ACH-000426,-0.6938303598459999
ACH-000427,-0.579874556857
ACH-000433,-0.731889536156
ACH-000436,-0.811030126364
ACH-000444,-0.7745461015330001
ACH-000445,-0.804822921286
ACH-000448,-0.9328500097579999
ACH-000450,-0.9443629146189999
ACH-000452,-0.9158906689740001
ACH-000454,-0.778474040258
ACH-000458,-0.74451997757
ACH-000459,-1.0517943620999999
ACH-000460,-0.8400102964309999
ACH-000461,-0.948029123571
ACH-000463,-0.745776346666
ACH-000464,-1.1209486682799998
ACH-000466,-1.29469670131
ACH-000467,-1.03500450512
ACH-000468,-0.749862208344
ACH-000469,-1.0943428768799999
ACH-000470,-0.850141262806
ACH-000471,-1.05422964194
ACH-000472,-1.13996809886
ACH-000473,-1.2955728689200001
ACH-000475,-1.1331404515299999
ACH-000476,-1.1130337181899999
ACH-000477,-0.994883089346
ACH-000480,-0.915976853637
ACH-000481,-0.987807871517
ACH-000483,-0.864220576276
ACH-000484,-0.72433003719
ACH-000485,-0.881729630326
ACH-000486,-0.916157838066
ACH-000487,-1.06208439874
ACH-000488,-0.842865722967
ACH-000490,-0.983557159751
ACH-000491,-0.8118356947669999
ACH-000495,-0.563929393528
ACH-000496,-1.03362700509
ACH-000499,-0.8637387724
ACH-000500,-1.2003083702200001
ACH-000502,-0.631818774259
ACH-000503,-0.652059194954
ACH-000505,-0.827136428036
ACH-000507,-0.935704781169
ACH-000510,-0.994847616233
ACH-000511,-0.881331003525
ACH-000512,-1.09359746435
ACH-000516,-0.5025151166690001
ACH-000517,-0.614057947244
ACH-000518,-0.917583448142
ACH-000520,-0.6908114428929999
ACH-000521,-0.782792182488
ACH-000522,-0.832721822957
ACH-000524,-0.717312363657
ACH-000527,-0.81360324222
ACH-000528,-0.805928866583
ACH-000537,-1.05580287441
ACH-000541,-0.787978418133
ACH-000542,-0.9196744987759999
ACH-000544,-0.916752294808
ACH-000545,-0.7948395321330001
ACH-000547,-0.905296498813
ACH-000548,-0.7109228743709999
ACH-000549,-1.0864503948
ACH-000550,-0.7957583061560001
ACH-000552,-0.8474299193160001
ACH-000556,-0.840495477474
ACH-000557,-0.8792404508789999
ACH-000570,-1.0570110443
ACH-000571,-0.928319735546
ACH-000573,-0.619114978056
ACH-000576,-0.8881554643170001
ACH-000580,-0.77731889654
ACH-000584,-0.982355143097
ACH-000585,-0.817561537606
ACH-000588,-0.8477582736079999
ACH-000589,-0.5345236227210001
ACH-000591,-0.771193984324
ACH-000593,-1.08399004302
ACH-000600,-0.741608114163
ACH-000601,-0.700729723459
ACH-000604,-0.36055594296599996
ACH-000605,-0.98561114835
ACH-000606,-1.07950989736
ACH-000608,-0.742432410131
ACH-000614,-0.650290567377
ACH-000616,-0.874426302583
ACH-000618,-0.7243502487360001
ACH-000619,-0.9444493322930001
ACH-000620,-0.996427696805
ACH-000621,-0.614447369666
ACH-000622,-0.8835666094069999
ACH-000623,-0.800306595783
ACH-000624,-0.6983509140299999
ACH-000627,-0.955878206884
ACH-000630,-0.8861344389470001
ACH-000632,-1.1496785429799998
ACH-000633,-1.07141449127
ACH-000637,-0.512541314851
ACH-000638,-0.658412810641
ACH-000646,-0.464637691893
ACH-000647,-0.7758193651180001
ACH-000648,-0.996788337384
ACH-000649,-1.1226148570299999
ACH-000651,-0.921009526856
ACH-000652,-0.9694779136470001
ACH-000653,-0.738082028627
ACH-000657,-0.950731209531
ACH-000658,-0.957861962063
ACH-000661,-0.957300713897
ACH-000662,-0.890120523086
ACH-000663,-0.9487924286830001
ACH-000665,-0.910388908725
ACH-000671,-1.04039035563
ACH-000673,-1.1031298853
ACH-000676,-0.642806382805
ACH-000677,-0.532505742209
ACH-000681,-0.8431894577399999
ACH-000682,-0.869546493566
ACH-000683,-0.9613640927689999
ACH-000684,-1.0687042416299999
ACH-000688,-0.8676141620669999
ACH-000693,-0.76446545013
ACH-000694,-0.747016554276
ACH-000695,-0.67062283878
ACH-000696,-0.8417225607559999
ACH-000697,-0.96845115531
ACH-000699,-0.7263524017030001
ACH-000701,-0.894165294417
ACH-000706,-0.753335613962
ACH-000711,-0.836200072819
ACH-000713,-0.705068237441
ACH-000714,-1.18965408203
ACH-000718,-0.9177895674609999
ACH-000720,-0.909849569748
ACH-000721,-0.919769741595
ACH-000724,-1.3739870520500002
ACH-000725,-0.6268572450500001
ACH-000732,-0.938044492001
ACH-000734,-0.989845088847
ACH-000735,-0.827408763565
ACH-000736,-0.86051187162
ACH-000738,-0.824493364834
ACH-000746,-0.501773278402
ACH-000747,-0.686077612564
ACH-000748,-0.9261040787799999
ACH-000753,-0.8671363446379999
ACH-000756,-0.862399989155
ACH-000757,-0.301301023667
ACH-000758,-0.984861959029
ACH-000760,-1.04547742125
ACH-000763,-0.77727762419
ACH-000764,-0.823057216079
ACH-000765,-1.05519268942
ACH-000766,-0.793214372007
ACH-000767,-1.0384434976299999
ACH-000768,-0.8308407387010001
ACH-000769,-0.826071597166
ACH-000770,-0.8674073846670001
ACH-000771,-0.8593109615700001
ACH-000773,-0.27937545227
ACH-000776,-0.9092967501960001
ACH-000777,-0.8241885551520001
ACH-000778,-0.920355736816
ACH-000781,-0.898233016956
ACH-000782,-0.784269381611
ACH-000783,-0.534089486144
ACH-000784,-1.03675853405
ACH-000785,-0.27326139537599997
ACH-000787,-0.878456945078
ACH-000788,-1.0630968609
ACH-000791,-0.442073347333
ACH-000792,-0.851935714243
ACH-000794,-1.02316616963
ACH-000796,-0.799698092957
ACH-000799,-0.6533486143389999
ACH-000800,-1.01498500928
ACH-000802,-0.7093169166869999
ACH-000804,-0.8293672150489999
ACH-000805,-0.7696431079260001
ACH-000809,-0.77604761141
ACH-000810,-0.740011746598
ACH-000811,-1.17896162126
ACH-000817,-0.824766908986
ACH-000819,-0.602528606435
ACH-000820,-0.856064705845
ACH-000821,-0.8072082575849999
ACH-000822,-0.967652674523
ACH-000823,-0.898993247017
ACH-000824,-0.9038979629180001
ACH-000827,-0.850305662169
ACH-000829,-0.8606956738079999
ACH-000831,-0.768306401702
ACH-000832,-1.00047699559
ACH-000833,-0.6920983844159999
ACH-000834,-0.9737324949420001
ACH-000835,-0.885182500636
ACH-000836,-0.997309577232
ACH-000837,-0.686800318131
ACH-000838,-0.820812862456
ACH-000839,-1.09401877536
ACH-000840,-1.09311599332
ACH-000841,-0.718869762332
ACH-000843,-0.836627393151
ACH-000846,-0.8480056748710001
ACH-000847,-0.980214305401
ACH-000848,-1.1558243032200002
ACH-000849,-0.773481614575
ACH-000851,-0.6938975755660001
ACH-000855,-1.13603253179
ACH-000856,-0.7789337198090001
ACH-000858,-0.7112646335510001
ACH-000859,-0.973763860212
ACH-000861,-0.946988989401
ACH-000862,-0.7722283256710001
ACH-000865,-0.8430320710079999
ACH-000866,-0.8923335505500001
ACH-000867,-0.606350833899
ACH-000869,-0.873769408809
ACH-000872,-0.868728288551
ACH-000873,-0.707255073305
ACH-000876,-0.391010992573
ACH-000878,-1.06747929922
ACH-000880,-0.923531639588
ACH-000881,-0.8241425272409999
ACH-000882,-0.7665191080179999
ACH-000884,-0.919115989975
ACH-000885,-0.717971512016
ACH-000887,-1.0803910122
ACH-000888,-0.867265906029
ACH-000889,-0.732012568939
ACH-000890,-1.09119602112
ACH-000896,-0.9800623645550001
ACH-000898,-0.567535996064
ACH-000900,-0.569893015155
ACH-000901,-0.848528694475
ACH-000905,-0.865806865708
ACH-000906,-0.939669740452
ACH-000907,-0.6544438080830001
ACH-000910,-0.260212354275
ACH-000911,-0.900817306842
ACH-000912,-0.594040468121
ACH-000913,-0.760160342397
ACH-000915,-0.975242319312
ACH-000916,-0.543685141005
ACH-000917,-1.04486816409
ACH-000921,-0.60901025555
ACH-000924,-0.9401958835359999
ACH-000926,-0.983605256514
ACH-000928,-0.38537964960999993
ACH-000929,-0.9886785732019999
ACH-000932,-0.6923564942120001
ACH-000935,-0.593629659194
ACH-000936,-0.782982976699
ACH-000937,-1.1238259723200001
ACH-000938,-1.0803275377200001
ACH-000939,-1.0547590882100002
ACH-000941,-1.07593013241
ACH-000943,-0.935575350081
ACH-000946,-0.885238602299
ACH-000947,-1.00343700863
ACH-000948,-0.8231520274449999
ACH-000950,-1.13438391506
ACH-000953,-1.07610683176
ACH-000957,-0.7763703886159999
ACH-000958,-0.900208359132
ACH-000960,-1.3175523497200001
ACH-000963,-0.567608822307
ACH-000968,-1.18224191629
ACH-000969,-0.633137798416
ACH-000973,-1.0673923808499999
ACH-000974,-1.0360255299299999
ACH-000975,-0.869389946463
ACH-000976,-0.722250997014
ACH-000978,-0.6640676211959999
ACH-000980,-0.9858300957100001
ACH-000984,-0.832948676852
ACH-000986,-0.854972133514
ACH-000988,-0.867039332491
ACH-000993,-0.686127431918
ACH-000994,-0.6838108264030001
ACH-000996,-0.389539012408
ACH-001001,-0.847104145352
ACH-001020,-0.485589757367
ACH-001028,-1.1037692847799998
ACH-001031,-0.751164765283
ACH-001038,-1.04457208805
ACH-001048,-1.08485672889
ACH-001050,-0.785357441277
ACH-001053,-1.14656403848
ACH-001054,-0.816979634208
ACH-001061,-0.800656021385
ACH-001067,-0.459525884446
ACH-001075,-0.726603964877
ACH-001096,-0.9379916792890001
ACH-001128,-0.649786134723
ACH-001134,-0.50720571217
ACH-001151,-0.851512568979
ACH-001163,-0.661746960714
ACH-001164,-0.572470517152
ACH-001173,-0.690045719165
ACH-001183,-0.624551785222
ACH-001184,-0.870380528377
ACH-001190,-0.962333334567
ACH-001192,-1.196083276
ACH-001193,-0.900833096546
ACH-001196,-0.8764645850949999
ACH-001197,-0.6569709780690001
ACH-001205,-0.8656008197830001
ACH-001211,-0.848387863689
ACH-001212,-1.0506091824700001
ACH-001228,-0.982275012619
ACH-001232,-1.19971026544
ACH-001239,-0.9653915843909999
ACH-001274,-1.10404850302
ACH-001275,-0.940187247683
ACH-001277,-0.924266576904
ACH-001278,-0.870609553889
ACH-001280,-0.873987575221
ACH-001283,-0.806898380666
ACH-001289,-1.03130574237
ACH-001295,-1.07399691091
ACH-001300,-0.778724977164
ACH-001301,-1.46037363711
ACH-001302,-1.05190420836
ACH-001303,-1.15053223861
ACH-001306,-0.656337116321
ACH-001318,-1.08997453126
ACH-001322,-0.651194747387
ACH-001328,-0.9097301480709999
ACH-001332,-1.11881819251
ACH-001333,-0.592860330098
ACH-001336,-1.04532328319
ACH-001340,-0.901035107578
ACH-001346,-0.834697120741
ACH-001353,-0.610848952852
ACH-001354,-1.0172834293200002
ACH-001367,-0.921822427927
ACH-001368,-0.849699894245
ACH-001374,-0.7632419870370001
ACH-001375,-0.586217856181
ACH-001377,-0.7752175490629999
ACH-001380,-0.804095231268
ACH-001391,-0.9916238624779999
ACH-001407,-0.950620255708
ACH-001408,-0.917569702341
ACH-001413,-0.712154136697
ACH-001430,-1.08722656388
ACH-001431,-0.969175410434
ACH-001450,-0.683399690255
ACH-001496,-0.788965321223
ACH-001500,-0.885131116843
ACH-001521,-0.8853852464740001
ACH-001523,-0.944736099942
ACH-001532,-0.685966994709
ACH-001536,-0.7241842885519999
ACH-001550,-0.808376666308
ACH-001552,-1.0361832790799999
ACH-001554,-0.883736217281
ACH-001645,-0.530018415552
ACH-001654,-1.0391453694
ACH-001715,-1.068309485
ACH-001735,-1.02728570195
ACH-001736,-0.7985636365090001
ACH-001737,-1.04261432502
ACH-001740,-0.952487294266
ACH-001745,-1.00518156566
ACH-001750,-0.958357177788
ACH-001765,-0.941658645193
ACH-001956,-0.501174042008
ACH-001957,-0.685765792537
