,FOLH1 (2346)
ACH-000004,0.05336705713880001
ACH-000007,-0.22371965449900003
ACH-000009,-0.09850448516439998
ACH-000011,-0.218164616286
ACH-000012,-0.0823007111368
ACH-000013,-0.058535199363
ACH-000014,-0.00993572764761
ACH-000015,-0.0191567965334
ACH-000017,-0.18072495091600002
ACH-000018,-0.00699821484376
ACH-000019,-0.193922290392
ACH-000021,-0.21925303679299998
ACH-000022,-0.11011785171800001
ACH-000025,-0.222307339896
ACH-000028,-0.258796220169
ACH-000030,-0.194916757126
ACH-000035,-0.21043912556699998
ACH-000036,-0.08369157950289999
ACH-000037,-0.269159421282
ACH-000039,-0.0574480735681
ACH-000040,-0.00146524156888
ACH-000041,-0.12459830292400001
ACH-000042,0.0027271481069
ACH-000045,-0.0416257908409
ACH-000047,-0.15498862117599999
ACH-000052,-0.6061986082140001
ACH-000053,-0.138909869936
ACH-000054,-0.0657104602451
ACH-000055,-0.22054608049600002
ACH-000060,-0.13491371221100001
ACH-000067,0.0556289726709
ACH-000070,-0.170921027872
ACH-000075,-0.17590036756400002
ACH-000078,-0.0729881257028
ACH-000082,-0.29069458065299997
ACH-000085,-0.053627007933300004
ACH-000086,-0.34493905490099996
ACH-000087,-0.0866884003739
ACH-000092,0.0117549423939
ACH-000095,-0.0772741539828
ACH-000097,-0.164037938035
ACH-000098,0.051400055186
ACH-000099,-0.09061599472279999
ACH-000108,-0.055111477017999996
ACH-000113,-0.09330916878489999
ACH-000115,-0.124030525376
ACH-000116,-0.388278751934
ACH-000118,-0.0823563000188
ACH-000120,-0.07896085192800001
ACH-000123,-0.183477476472
ACH-000127,-0.248742935791
ACH-000128,-0.190046068518
ACH-000132,-0.295863954241
ACH-000133,-0.1985665256
ACH-000137,-0.23663839508
ACH-000138,-0.183069621442
ACH-000142,-0.35220178237599997
ACH-000143,-0.274475500088
ACH-000146,-0.138771864863
ACH-000148,-0.299755356445
ACH-000150,-0.18921777966400002
ACH-000152,0.033570804393700006
ACH-000153,-0.35949260073899997
ACH-000159,0.0134264201966
ACH-000160,-0.00653103819638
ACH-000163,-0.09490352532839999
ACH-000167,-0.133301990031
ACH-000168,-0.16167007550999998
ACH-000169,-0.25588403208
ACH-000178,-0.140570163576
ACH-000182,0.00258754360732
ACH-000183,-0.23050370528099998
ACH-000188,-0.0994713053011
ACH-000189,-0.356045705739
ACH-000190,-0.0252601455325
ACH-000198,-0.075068350653
ACH-000204,-0.15833036068700002
ACH-000206,-0.23086963520799997
ACH-000207,-0.050753637275400006
ACH-000211,-0.18599546440099998
ACH-000215,-0.181794616834
ACH-000221,-0.26235048299400004
ACH-000222,-0.0488417711101
ACH-000223,-0.141535192515
ACH-000226,-0.515282209879
ACH-000227,-0.319556395537
ACH-000228,-0.173806828524
ACH-000231,-0.343069361574
ACH-000232,-0.43084001140100003
ACH-000233,-0.0585226705398
ACH-000234,0.0288211299398
ACH-000235,-0.005851034229229999
ACH-000237,-0.493783814425
ACH-000238,-0.09517045237199999
ACH-000243,-0.0315528680668
ACH-000244,-0.040142210238
ACH-000246,-0.0310980619653
ACH-000248,0.110807150229
ACH-000250,-0.0537717134442
ACH-000251,-0.38400325322800005
ACH-000253,-0.127355436154
ACH-000255,-0.20832272355300002
ACH-000256,-0.354264338546
ACH-000257,0.0204434134445
ACH-000258,-0.10103332624700001
ACH-000259,-0.14632742125499998
ACH-000260,-0.151644693082
ACH-000261,-0.0812994796472
ACH-000262,-0.255162525166
ACH-000263,-0.050591458710900004
ACH-000264,-0.0784754129074
ACH-000265,-0.321204554126
ACH-000266,-0.10200772815400001
ACH-000272,0.0550199954328
ACH-000273,-0.209323378039
ACH-000274,0.0019285904344599999
ACH-000277,-0.113952461976
ACH-000278,-0.351287277817
ACH-000279,-0.17153995727899998
ACH-000280,-0.0728366685623
ACH-000281,-0.283877659
ACH-000288,-0.26394129433
ACH-000291,-0.210709646186
ACH-000293,-0.399322787928
ACH-000294,-0.04255232796080001
ACH-000295,-0.24053229501999995
ACH-000296,-0.19156394611699998
ACH-000302,-0.07986208385030001
ACH-000304,0.016903899525799997
ACH-000307,-0.20566380758699998
ACH-000308,-0.15392452948
ACH-000310,-0.138831049392
ACH-000311,-0.09199943793649999
ACH-000312,-0.16836160441
ACH-000315,-0.25244314497299997
ACH-000316,0.0065110904811600005
ACH-000317,-0.152287820933
ACH-000318,-0.168365805456
ACH-000319,-0.266709031718
ACH-000320,-0.17280409571
ACH-000322,-0.252588604036
ACH-000323,-0.12511853531199998
ACH-000324,-0.144680257566
ACH-000329,-0.160435981269
ACH-000330,-0.220077604804
ACH-000331,-0.0791082963343
ACH-000332,-0.011869571393600002
ACH-000334,-0.23432550637699998
ACH-000335,-0.0792387962567
ACH-000336,0.0522690830315
ACH-000337,-0.10676821463899999
ACH-000339,-0.273188145971
ACH-000341,0.283731274584
ACH-000348,-0.280502612248
ACH-000350,-0.10281069655899999
ACH-000352,0.10536896249
ACH-000356,-0.26878544219300005
ACH-000361,-0.21024119569299998
ACH-000362,-0.163596794662
ACH-000363,-0.21567165018800002
ACH-000364,-0.27355746829300004
ACH-000365,-0.117826297078
ACH-000366,-0.274263045053
ACH-000368,-0.21363559182599998
ACH-000374,-0.485113282547
ACH-000375,-0.0583287569278
ACH-000376,-0.27088268272
ACH-000381,0.14522017467
ACH-000383,-0.00291463489182
ACH-000387,-0.18063404602000002
ACH-000389,-0.0501199489704
ACH-000390,-0.106090175548
ACH-000393,-0.0583537195773
ACH-000395,0.0333771649566
ACH-000397,-0.10577323322799999
ACH-000401,-0.250667569938
ACH-000402,-0.755354898096
ACH-000403,-0.014435200306799999
ACH-000404,-0.129365823798
ACH-000406,-0.17109681923
ACH-000407,-0.188351311745
ACH-000408,-0.368710881717
ACH-000410,-0.211823620207
ACH-000411,0.0128766143635
ACH-000414,-0.09146055540510001
ACH-000415,-0.0631583033687
ACH-000416,-0.08416033288489999
ACH-000420,-0.39513132846199994
ACH-000421,-0.08708082105739999
ACH-000424,0.10832292401100001
ACH-000425,-0.40417757411399996
ACH-000426,-0.0382926923042
ACH-000427,-0.363454758737
ACH-000433,-0.370657440372
ACH-000436,-0.15147715045600002
ACH-000444,-0.0025112322970300004
ACH-000445,-0.521753365269
ACH-000448,0.00981665943302
ACH-000450,-0.13274178377
ACH-000452,-0.0827955630385
ACH-000454,-0.37290287439900005
ACH-000458,-0.262419848092
ACH-000459,-0.205624992475
ACH-000460,-0.16180329267899998
ACH-000461,-0.022912619824799998
ACH-000463,-0.0775217672303
ACH-000464,-0.321497835947
ACH-000466,-0.127149229715
ACH-000467,-0.0055736056607
ACH-000468,-0.212704225242
ACH-000469,-0.242316108255
ACH-000470,-0.101773133483
ACH-000471,-0.206739907139
ACH-000472,-0.227298228825
ACH-000473,0.138530953898
ACH-000475,-0.16774465152999998
ACH-000476,0.0353615862382
ACH-000477,-0.298422733521
ACH-000480,-0.406149507695
ACH-000481,-0.207911441917
ACH-000483,-0.08553297558319999
ACH-000484,0.05689107040850001
ACH-000485,0.0267237494656
ACH-000486,-0.226936900091
ACH-000487,-0.16065726573
ACH-000488,-0.037014583650300005
ACH-000490,-0.321124738406
ACH-000491,-0.208906729528
ACH-000495,-0.38705400572400006
ACH-000496,-0.166604077376
ACH-000499,-0.301993917241
ACH-000500,-0.177083247024
ACH-000502,-0.0190822415541
ACH-000503,-0.460774639641
ACH-000505,-0.142800388049
ACH-000507,-0.19515114101
ACH-000510,-0.21119039808499998
ACH-000511,-0.0837507170983
ACH-000512,-0.5997454653000001
ACH-000516,-0.10006607198100001
