,C1QA (712)
ACH-000004,-0.0323592489723
ACH-000007,-0.09387988473799999
ACH-000009,0.0129406301449
ACH-000011,-0.115914010489
ACH-000012,-0.035386483259
ACH-000013,-0.175803210482
ACH-000014,-0.00874988264151
ACH-000015,-0.054233640799400004
ACH-000017,-0.0356990625971
ACH-000018,-0.261271953916
ACH-000019,-0.07994266302360001
ACH-000021,-0.00371358026281
ACH-000022,-0.04293943508359999
ACH-000025,0.09266403647389998
ACH-000028,0.113708650015
ACH-000030,-0.0741598313625
ACH-000035,-0.347028819916
ACH-000036,-0.09517331896410001
ACH-000037,0.0327901879781
ACH-000039,0.0181396816503
ACH-000040,-0.00884574329004
ACH-000041,-0.13054586228700002
ACH-000042,-0.0789808406227
ACH-000045,0.105914801285
ACH-000047,-0.127345014934
ACH-000052,0.154337121813
ACH-000053,-0.07469153038489999
ACH-000054,-0.0641687781667
ACH-000055,0.316458905903
ACH-000060,-0.110652307918
ACH-000067,0.0493233738641
ACH-000070,-0.234283174042
ACH-000075,-0.138962609824
ACH-000078,0.105347355352
ACH-000082,-0.059809477822199995
ACH-000085,-0.365906190764
ACH-000086,-0.0994459470953
ACH-000087,-0.12378724102399999
ACH-000092,-0.121983343717
ACH-000095,-0.09798848153989999
ACH-000097,-0.00888235531796
ACH-000098,-0.0994497892516
ACH-000099,-0.0669430152758
ACH-000108,-0.218178629357
ACH-000113,-0.169795522396
ACH-000115,-0.222350830471
ACH-000116,-0.09996329051280001
ACH-000118,0.0667900706869
ACH-000120,-0.09702012918439999
ACH-000123,0.11029258960300001
ACH-000127,-0.0781714298795
ACH-000128,-0.386867632804
ACH-000132,-0.185118249453
ACH-000133,-0.030685696173900004
ACH-000137,-0.378155049982
ACH-000138,0.043209823124
ACH-000142,-0.218239250358
ACH-000143,-0.133896532335
ACH-000146,0.048796404725699995
ACH-000148,-0.196403935419
ACH-000150,-0.052644052127099994
ACH-000152,-0.263867487077
ACH-000153,-0.407110456607
ACH-000159,-0.133955680164
ACH-000160,0.13805890816
ACH-000163,-0.115214898951
ACH-000167,-0.19471989613899998
ACH-000168,-0.127155933416
ACH-000169,0.00396559360249
ACH-000178,-0.0257547334513
ACH-000182,-0.0186925352425
ACH-000183,-0.357780334071
ACH-000188,-0.35795386805299995
ACH-000189,-0.0142053248695
ACH-000190,0.0638487059879
ACH-000198,-0.0991586627778
ACH-000204,-0.23279712081700002
ACH-000206,-0.12721233897700002
ACH-000207,-0.041301695738300004
ACH-000211,0.0212449312273
ACH-000215,-0.155386334087
ACH-000221,-0.13013650189099998
ACH-000222,-0.202999648754
ACH-000223,-0.0891860413392
ACH-000226,-0.0931309551925
ACH-000227,0.0126804673036
ACH-000228,0.0199595944999
ACH-000231,-0.0685315405298
ACH-000232,-0.0504963770928
