,THOC6 (79228)
ACH-000004,-0.5930846796399999
ACH-000007,-0.423465082557
ACH-000009,-0.43052217719999997
ACH-000011,-0.69057452993
ACH-000012,-0.20414161546100001
ACH-000013,-0.7378135081739999
ACH-000014,-0.5699330545669999
ACH-000015,-0.740437373382
ACH-000017,-0.7550225442199999
ACH-000018,-0.512057554695
ACH-000019,-0.616321687289
ACH-000021,-0.592992874195
ACH-000022,-0.557317007304
ACH-000025,-0.495839123284
ACH-000028,-0.568872593914
ACH-000030,-0.433185733976
ACH-000035,-0.5549864542840001
ACH-000036,-0.804703114125
ACH-000037,-0.640274085424
ACH-000039,-0.36008491976499996
ACH-000040,-0.559766017857
ACH-000041,-0.56571957901
ACH-000042,-0.459443818161
ACH-000045,-0.40703288652900005
ACH-000047,-0.648013921419
ACH-000052,-0.606132019761
ACH-000053,-0.42047317593500005
ACH-000054,-0.255161039032
ACH-000055,-0.7195899521529999
ACH-000060,-0.511528698775
ACH-000067,-0.593097707293
ACH-000070,-0.50400617236
ACH-000075,-0.65157921883
ACH-000078,-0.392770988986
ACH-000082,-0.365411502146
ACH-000085,-0.27351494279399996
ACH-000086,-0.412524434099
ACH-000087,-0.774557598263
ACH-000092,-0.551616995544
ACH-000095,-0.528596027304
ACH-000097,-0.5395800750590001
ACH-000098,-0.7651739310019999
ACH-000099,-0.464507114599
ACH-000108,-0.528624439556
ACH-000113,-0.59282686034
ACH-000115,-0.8487895712260001
ACH-000116,-0.543413599204
ACH-000118,-0.905698457726
ACH-000120,-0.686626404765
ACH-000123,-0.214081974202
ACH-000127,-0.565507684157
ACH-000128,-0.5207104160930001
ACH-000132,-0.932233052243
ACH-000133,-0.645326355322
ACH-000137,-0.481702889076
ACH-000138,-0.40186743157300003
ACH-000142,-0.505821266293
ACH-000143,-0.573062032089
ACH-000146,-0.71270966555
ACH-000148,-0.5846001760289999
ACH-000150,-0.42284427217799997
ACH-000152,-0.5618818990869999
ACH-000153,-0.542999645792
ACH-000159,-0.313415819861
ACH-000160,-0.394606375462
ACH-000163,-0.703523945678
ACH-000167,-0.5729636937420001
ACH-000168,-0.744565854838
ACH-000169,-0.439172637905
ACH-000178,-0.298994611919
ACH-000182,-0.6129255191340001
ACH-000183,-0.6691826714600001
ACH-000188,-0.788146448415
ACH-000189,-0.39676506126100003
ACH-000190,-0.370252237266
ACH-000198,-0.876546830563
ACH-000204,-0.44619285769100003
ACH-000206,-0.46086243013899997
ACH-000207,-0.7808078572570001
ACH-000211,-0.7360851252680001
ACH-000215,-0.5842957022590001
ACH-000221,-0.66676693258
ACH-000222,-0.621097962788
ACH-000223,-0.416947990212
ACH-000226,-0.399876613631
ACH-000227,-0.773363131138
ACH-000228,-0.442143215279
ACH-000231,-0.608585354977
ACH-000232,-0.219533675377
ACH-000233,-0.547484768287
ACH-000234,-0.8047928883959999
ACH-000235,-0.41140807609700003
ACH-000237,-0.46653988206999997
ACH-000238,-0.551125440481
ACH-000243,-0.45649711411399996
ACH-000244,-0.38485212583000006
ACH-000246,-0.10107748363199999
ACH-000248,-0.658471680818
ACH-000250,-0.851930660519
ACH-000251,0.0617220872162
ACH-000253,-0.41791961011
ACH-000255,-0.735017909698
ACH-000256,-0.72872526354
ACH-000257,-0.564375416658
ACH-000258,-0.533140509466
ACH-000259,-0.475901608511
ACH-000260,-0.621985004598
ACH-000261,-0.593678255064
ACH-000262,-0.719365469208
ACH-000263,-0.660772792665
ACH-000264,-1.01193487339
ACH-000265,-0.653089468147
ACH-000266,-0.311218362289
ACH-000272,-0.31720987526
ACH-000273,-0.607154596174
ACH-000274,-0.408519196144
ACH-000277,-0.711252622503
ACH-000278,-0.561596249894
ACH-000279,-0.567574547116
ACH-000280,-0.48186878020199997
ACH-000281,-0.244861915837
ACH-000288,-0.5289974111300001
ACH-000291,-0.624413266893
ACH-000293,-0.541318044482
ACH-000294,-0.487453803556
ACH-000295,-0.808935685217
ACH-000296,-0.337904514315
ACH-000302,-0.38226555095299997
ACH-000304,-0.22815733686700002
ACH-000307,-0.659684929145
ACH-000308,-0.452251501346
ACH-000310,-0.12115949481899999
ACH-000311,-0.9113657490170001
ACH-000312,-0.385872366425
ACH-000315,-0.6576989968429999
ACH-000316,-0.875143124291
ACH-000317,-0.419667990248
ACH-000318,-0.373540597748
ACH-000319,-0.490295342761
ACH-000320,-0.763995233743
ACH-000322,-0.792851375806
ACH-000323,-0.827286462041
ACH-000324,-0.540975304325
ACH-000329,-0.591624348846
ACH-000330,-0.507416269187
ACH-000331,-0.44563067465499995
ACH-000332,-0.25701739044599997
ACH-000334,-0.544456603085
ACH-000335,-0.73237669554
ACH-000336,-0.603571198148
ACH-000337,-0.8307774443770001
ACH-000339,-0.28888165905
ACH-000341,-0.250266569198
ACH-000348,-0.7162370291560001
ACH-000350,-0.45283753178
ACH-000352,-0.558289033297
ACH-000356,-0.670583828053
ACH-000361,-0.5976610839190001
ACH-000362,-0.14976937835
ACH-000363,-0.588454681889
ACH-000364,-0.7572701220199999
ACH-000365,-0.5492539838080001
ACH-000366,-0.7185906025550001
ACH-000368,-1.00342499968
ACH-000374,-0.96846605424
ACH-000375,-0.866603826567
ACH-000376,-0.645610529791
ACH-000381,-0.358647049056
ACH-000383,-0.50116630268
ACH-000387,-0.718891139581
ACH-000389,-0.538740236568
ACH-000390,-0.553694480086
ACH-000393,-0.691849964286
ACH-000395,-0.559953148415
ACH-000397,-0.6206359988719999
ACH-000401,-0.453214727203
ACH-000402,-0.6940557165260001
ACH-000403,-0.47027636293700004
ACH-000404,-0.362845316712
ACH-000406,-0.559403128501
ACH-000407,-0.7218756684569999
ACH-000408,-0.46017321758599994
ACH-000410,-0.607302472909
ACH-000411,-0.562660371307
ACH-000414,-0.672177408123
ACH-000415,-0.442216180333
ACH-000416,-0.607364029232
ACH-000420,-0.23512769498799999
ACH-000421,-0.430023932125
ACH-000424,-0.881806902843
ACH-000425,-0.42590970801899997
ACH-000426,-0.5142640577750001
ACH-000427,-0.5976313131800001
ACH-000433,-0.48693773487899994
ACH-000436,-0.6364119518370001
ACH-000444,-0.628585805389
ACH-000445,-0.593663806528
ACH-000448,-0.337710573457
ACH-000450,-0.537856939415
ACH-000452,-0.553955435674
ACH-000454,-0.645242427085
ACH-000458,-0.479801449872
ACH-000459,-0.505215430352
ACH-000460,-0.48562468224
ACH-000461,-0.555889730188
ACH-000463,-0.24742212161999996
ACH-000464,-0.518921058436
ACH-000466,-0.469458830062
ACH-000467,-0.44144618752899994
ACH-000468,-0.61740105701
ACH-000469,-0.516963519048
ACH-000470,0.106804356216
ACH-000471,-0.434563777222
ACH-000472,-0.40895500262199996
ACH-000473,-0.485500857078
ACH-000475,-0.8105306275640001
ACH-000476,-0.467808419163
ACH-000477,-0.37577726246200005
ACH-000480,-0.625569823277
ACH-000481,-0.6896579131209999
ACH-000483,-0.534970538669
ACH-000484,-0.348108515507
ACH-000485,-0.7201897412430001
ACH-000486,-0.460191402644
ACH-000487,-0.6007147023
ACH-000488,-0.537864023777
ACH-000490,-0.529930414168
ACH-000491,-0.698723106957
ACH-000495,-1.08002064427
ACH-000496,-0.9998081058830001
ACH-000499,-0.684698929008
ACH-000500,-0.658825494818
ACH-000502,-0.736371523958
ACH-000503,-0.46794572917599997
ACH-000505,-0.639800913345
ACH-000507,-0.559238324713
ACH-000510,-0.7144877567479999
ACH-000511,-0.43062265593099996
ACH-000512,-1.19057056472
ACH-000516,-0.605897727253
ACH-000517,-0.527009738198
ACH-000518,-0.528941113212
ACH-000520,-0.553068781457
ACH-000521,-0.760658021545
ACH-000522,-0.84488137867
ACH-000524,-0.289040104833
ACH-000527,-0.546540245785
ACH-000528,-0.701732921942
ACH-000537,-0.295864724137
ACH-000541,-0.755518841753
ACH-000542,-0.596789850249
ACH-000544,-0.552535167102
ACH-000545,-0.479961049145
ACH-000547,-0.5194539948870001
ACH-000548,-0.500485383227
ACH-000549,-0.410894447432
ACH-000550,-0.8053829768899999
ACH-000552,-0.577045651564
ACH-000556,-0.802294710014
ACH-000557,-0.6565856095970001
ACH-000570,-0.244440940943
ACH-000571,-0.832245824402
ACH-000573,-0.392173601714
ACH-000576,-0.987058029129
ACH-000580,-0.662666582645
ACH-000584,-0.510767213561
ACH-000585,-0.840617823818
ACH-000588,-0.469990915146
ACH-000589,-0.466057586795
ACH-000591,-0.82591602728
ACH-000593,-0.582260234464
ACH-000600,-0.386226055977
ACH-000601,-0.824947420737
ACH-000604,-0.821067060535
ACH-000605,-0.715572682911
ACH-000606,-0.737936960516
ACH-000608,-0.688872998664
ACH-000614,-0.303925679652
ACH-000616,-0.468381184789
ACH-000618,-0.420818219333
ACH-000619,-0.586548348999
ACH-000620,-0.582254959905
ACH-000621,-0.8615369718279999
ACH-000622,-0.682183913883
ACH-000623,-0.882940113269
ACH-000624,-0.637070327887
ACH-000627,-0.38306661685000004
ACH-000630,-0.849447950218
ACH-000632,-0.531680184044
ACH-000633,-0.463997021029
ACH-000637,0.0301527745182
ACH-000638,-0.515686641624
ACH-000646,-0.357283721364
ACH-000647,-0.43181677658
ACH-000648,-0.9685048669930001
ACH-000649,-0.478412131705
ACH-000651,-0.351142605662
ACH-000652,-0.49111113910899995
ACH-000653,-0.7509795811040001
ACH-000657,-0.44842584527400003
ACH-000658,-0.8273410862389999
ACH-000661,-0.22924683634399998
ACH-000662,-0.494666132656
ACH-000663,-0.322130864618
ACH-000665,-0.480937411655
ACH-000671,-1.0421813124400001
ACH-000673,-0.523827980163
ACH-000676,-0.476891032146
ACH-000677,-0.402919727215
ACH-000681,-0.628165489299
ACH-000682,-0.402989107588
ACH-000683,-0.65197522688
ACH-000684,-0.77236222896
ACH-000688,-0.807855960922
ACH-000693,-0.627675058246
ACH-000694,-0.485708846743
ACH-000695,-0.224517073563
ACH-000696,-0.5737635248390001
ACH-000697,-0.822295013944
ACH-000699,-0.7755640332320001
ACH-000701,-0.479047386871
ACH-000706,-0.892678077613
ACH-000711,-0.36984195219000005
ACH-000713,-0.498799345594
ACH-000714,-1.25213153573
ACH-000718,-0.35286679998000003
ACH-000720,-0.378249805221
ACH-000721,-0.6819724797050001
ACH-000724,-0.567737065483
ACH-000725,-0.83146272211
ACH-000732,-0.531636401471
ACH-000734,-0.7691577677500001
ACH-000735,-0.535372581129
ACH-000736,-0.340926940238
ACH-000738,-0.48075597004799997
ACH-000746,-0.376085921914
ACH-000747,-0.946921371742
ACH-000748,-0.266732286666
ACH-000753,-0.583057144352
ACH-000756,-0.665984307712
ACH-000757,-0.828050669175
ACH-000758,-0.49675443452
ACH-000760,-0.618175605484
ACH-000763,-0.503683262757
ACH-000764,-0.734190072588
ACH-000765,-0.679060396053
ACH-000766,-0.7054741043549999
ACH-000767,-0.598963701309
ACH-000768,-0.395719698701
ACH-000769,-0.623769097428
ACH-000770,-0.410255047718
ACH-000771,-0.550277645366
ACH-000773,-0.539814903127
ACH-000776,-0.605874902345
ACH-000777,-0.198649012879
ACH-000778,-0.38324180519199996
ACH-000781,-0.589253198418
ACH-000782,-0.638664157537
ACH-000783,-0.658031662881
ACH-000784,-0.464898377497
ACH-000785,-0.525827302579
ACH-000787,-0.514637079687
ACH-000788,-0.7488041198469999
ACH-000791,-0.575593289003
ACH-000792,-0.433602551468
ACH-000794,-0.897292774851
ACH-000796,-0.291513016916
ACH-000799,-0.596110809298
ACH-000800,-0.985231110386
ACH-000802,-0.567446817412
ACH-000804,-0.270494936619
ACH-000805,-0.697204941364
ACH-000809,-0.691699750989
ACH-000810,-0.465288193918
ACH-000811,-0.7828449132590001
