,TAB1 (10454)
ACH-000004,0.07065147071030001
ACH-000007,0.146511988899
ACH-000009,0.14644497885
ACH-000011,0.240917188006
ACH-000012,-0.0216004804477
ACH-000013,-0.0027507992864100003
ACH-000014,-0.09008445189410001
ACH-000015,-0.017089239473999998
ACH-000017,-0.0413208223129
ACH-000018,0.0315016642278
ACH-000019,-0.09540432662560001
ACH-000021,0.0822485055959
ACH-000022,0.07836093783800001
ACH-000025,0.0590973336828
ACH-000028,0.0691835104231
ACH-000030,-0.143468637052
ACH-000035,-0.11572261013599999
ACH-000036,-0.08689288173219999
ACH-000037,0.147349623264
ACH-000039,0.179359161644
ACH-000040,-0.050684302291
ACH-000041,-0.0737345135532
ACH-000042,-0.366441176743
ACH-000045,-0.0467699117401
ACH-000047,-0.009103508418030001
ACH-000052,0.184936186936
ACH-000053,0.0805126635362
ACH-000054,-0.07218630862710002
ACH-000055,-0.024095403923
ACH-000060,-0.251098448625
ACH-000067,-0.176616103297
ACH-000070,-0.14672061412
ACH-000075,-0.139674513402
ACH-000078,0.0762291608968
ACH-000082,0.125775224027
ACH-000085,-0.179300242506
ACH-000086,0.29141429205499997
ACH-000087,-0.0684048865688
ACH-000092,-0.048160474251899996
ACH-000095,-0.0565691498289
ACH-000097,-0.0010644242589
ACH-000098,-0.163997665238
ACH-000099,0.0678494668675
ACH-000108,0.15979042955
ACH-000113,-0.014029772864899998
ACH-000115,-0.00909408493302
ACH-000116,-0.0285015919355
ACH-000118,0.0669284376275
ACH-000120,0.08224293257069999
ACH-000123,0.00621099735313
ACH-000127,0.119572090891
ACH-000128,0.112694218794
ACH-000132,0.145819397224
ACH-000133,0.08293879522469999
ACH-000137,-0.215273793137
ACH-000138,0.104277567693
ACH-000142,0.0397332077905
ACH-000143,-0.0251855114688
ACH-000146,-0.0158349326434
ACH-000148,0.106871860801
ACH-000150,0.19242749729800002
ACH-000152,0.011023076418899998
ACH-000153,0.267294939952
ACH-000159,0.22610942395
ACH-000160,0.058851644405699996
ACH-000163,0.184157714806
ACH-000167,0.042120400514000005
ACH-000168,3.5027539604e-05
ACH-000169,0.047313160179399995
ACH-000178,-0.0180029905987
ACH-000182,-0.0572573536886
ACH-000183,-0.23051552395
ACH-000188,0.186382107373
ACH-000189,0.238891907294
ACH-000190,0.0555562573573
ACH-000198,0.0696642598295
ACH-000204,-0.483887709595
ACH-000206,-0.175144162835
ACH-000207,-0.08209096010910001
ACH-000211,0.08904673902789999
ACH-000215,0.022979903646800002
ACH-000221,-0.0643305055175
ACH-000222,-0.023349603492900002
ACH-000223,0.0292486815284
ACH-000226,0.146916689795
ACH-000227,0.267643518627
ACH-000228,-0.0850224826963
ACH-000231,-0.0594350701333
ACH-000232,0.00027217087974
ACH-000233,0.0685892208283
ACH-000234,0.037343293851699995
ACH-000235,0.042381249686599995
ACH-000237,0.0171916104043
ACH-000238,0.08088840446069999
ACH-000243,-0.0274676897464
ACH-000244,0.165442126194
ACH-000246,0.24559277096999999
ACH-000248,0.106361799386
ACH-000250,-0.026112496748700004
ACH-000251,-0.0149760382381
ACH-000253,-0.134890616599
ACH-000255,0.0283288588301
ACH-000256,-0.22731699943599998
ACH-000257,0.204214540134
ACH-000258,-0.11836164194
ACH-000259,0.129813048641
ACH-000260,-0.000619561091244
ACH-000261,0.0528532147389
ACH-000262,0.197861085517
ACH-000263,0.331282943406
ACH-000264,-0.06797966628980001
ACH-000265,0.17981776909000002
ACH-000266,-0.044229596040099996
ACH-000272,-0.19483107531
ACH-000273,0.0331563197343
ACH-000274,-0.1887996094
ACH-000277,-0.029869577530200003
ACH-000278,-0.151889500825
ACH-000279,-0.0328077858447
ACH-000280,-0.184795777868
ACH-000281,0.0139383230483
ACH-000288,0.15295723300699998
ACH-000291,0.126280848639
ACH-000293,0.0550738650578
ACH-000294,0.05181928386969999
ACH-000295,-0.0898833324549
ACH-000296,0.033566160364599994
ACH-000302,-0.128734830409
ACH-000304,0.0557286070476
ACH-000307,0.071701364597
ACH-000308,-0.026428645194900003
ACH-000310,-0.0041570263708899996
ACH-000311,-0.0341023771981
ACH-000312,-0.136433773187
ACH-000315,0.137566628411
ACH-000316,0.142534694093
ACH-000317,0.180897854934
ACH-000318,0.309137928485
ACH-000319,0.0763240125825
ACH-000320,0.015524627904299999
ACH-000322,-0.205355273802
ACH-000323,0.0934407169997
ACH-000324,0.119096144749
ACH-000329,0.10850319612400001
ACH-000330,0.068672411758
ACH-000331,0.228106017795
ACH-000332,0.0723846270588
ACH-000334,0.0920683042426
ACH-000335,0.369843455779
ACH-000336,0.0118596132877
ACH-000337,0.0066874888569100005
ACH-000339,0.0107251521131
ACH-000341,-0.110881946756
ACH-000348,0.10663078408700001
ACH-000350,0.0610821445871
ACH-000352,-0.031970317809200004
ACH-000356,0.126711590179
ACH-000361,0.202579880691
ACH-000362,0.0084697603043
ACH-000363,0.0320838551164
ACH-000364,0.0666749144967
ACH-000365,-0.00394463519365
ACH-000366,0.321689964284
ACH-000368,0.0400682739294
ACH-000374,0.164747930816
ACH-000375,0.287247975199
ACH-000376,0.171430491716
ACH-000381,0.070908089045
ACH-000383,0.07705091939480001
ACH-000387,0.0109627010344
ACH-000389,0.128871877188
ACH-000390,0.09265144152180001
ACH-000393,-0.118946691087
ACH-000395,0.0355522725723
ACH-000397,-0.016408241468
ACH-000401,0.309488216946
ACH-000402,0.217166952267
ACH-000403,-0.00389901335408
ACH-000404,-0.0408769800204
ACH-000406,0.0529585782305
ACH-000407,0.0133584167172
ACH-000408,-0.104556912454
ACH-000410,-0.00951060660575
ACH-000411,0.088635906667
ACH-000414,0.124034651261
ACH-000415,0.0619254098551
