,SDCBP (6386)
ACH-000004,-0.511491415066
ACH-000007,-0.0554527048537
ACH-000009,-0.107161172792
ACH-000011,-0.22372135101799998
ACH-000012,-0.237801006199
ACH-000013,-0.006505304959
ACH-000014,-0.22095070044100001
ACH-000015,-0.022655454681599997
ACH-000017,-0.10880102251599999
ACH-000018,-0.0250523737464
ACH-000019,-0.266547097091
ACH-000021,-0.21404715247499997
ACH-000022,-0.06410211517350001
ACH-000025,-0.45162728456900003
ACH-000028,-0.207096691574
ACH-000030,-0.273046805704
ACH-000035,-0.163053224345
ACH-000036,-0.147144694942
ACH-000037,0.0865707538864
ACH-000039,-0.18917390983100002
ACH-000040,-0.10991515378599999
ACH-000041,-0.137885434504
ACH-000042,-0.228530380869
ACH-000045,-0.03586816023619999
ACH-000047,0.0365343021288
ACH-000052,-0.008102938145520001
ACH-000053,-0.329877361467
ACH-000054,0.0716226793705
ACH-000055,0.11342939765999999
ACH-000060,-0.0221852269663
ACH-000067,0.122575828673
ACH-000070,0.11625997729599999
ACH-000075,-0.0555142476089
ACH-000078,-0.0711789474217
ACH-000082,-0.08153143205680001
ACH-000085,0.143676616307
ACH-000086,0.042992726235800006
ACH-000087,0.09713370180339999
ACH-000092,-0.0530856508129
ACH-000095,0.0433090739341
ACH-000097,-0.15520085782600002
ACH-000098,-0.0749838608175
ACH-000099,-0.0963817596775
ACH-000108,-0.24867387025499998
ACH-000113,-0.103603995923
ACH-000115,0.13381747778699998
ACH-000116,-0.0801261258715
ACH-000118,-0.265497573222
ACH-000120,-0.29999531155000003
ACH-000123,0.0360708779552
ACH-000127,-0.241275313158
ACH-000128,-0.226662846542
ACH-000132,0.020260770736099998
ACH-000133,-0.19356876405999998
ACH-000137,-0.25209404699
ACH-000138,-0.134612021085
ACH-000142,0.0560621029191
ACH-000143,-0.055047116774500006
ACH-000146,-0.28226938157299997
ACH-000148,-0.054278605242999996
ACH-000150,-0.0053883991625699994
ACH-000152,-0.220844301308
ACH-000153,-0.27163694243299996
ACH-000159,-0.202292808123
ACH-000160,-0.161843516491
ACH-000163,-0.510605980861
ACH-000167,-0.22796047056699997
ACH-000168,-0.42919679806500005
ACH-000169,0.135315311401
ACH-000178,-0.19232358554200002
ACH-000182,-0.031924346458200005
ACH-000183,0.0396576848424
ACH-000188,-0.106104377464
ACH-000189,-0.0673785889754
ACH-000190,-0.242853671341
ACH-000198,0.0661215904462
ACH-000204,0.0118095689977
ACH-000206,-0.36707820400799995
ACH-000207,-0.252348281081
ACH-000211,-0.019085590558599996
ACH-000215,-0.045824117084
ACH-000221,-0.0284513835934
ACH-000222,-0.179839350797
ACH-000223,-0.050295763355599994
ACH-000226,-0.20771785869399997
ACH-000227,-0.22451708259599998
ACH-000228,-0.25165368090999995
ACH-000231,-0.136395206448
ACH-000232,-0.206066225782
ACH-000233,-0.191069657748
ACH-000234,-0.0317990215804
ACH-000235,-0.09952527792379999
ACH-000237,-0.0894189583111
ACH-000238,-0.0104690440354
ACH-000243,-0.09318250157710001
ACH-000244,-0.11464034238399999
ACH-000246,-0.0181032335729
ACH-000248,-0.185599517927
ACH-000250,-0.0644117020952
ACH-000251,0.245414349087
ACH-000253,-0.150585907083
ACH-000255,-0.00251803862017
ACH-000256,-0.17166928849500002
ACH-000257,-0.227351125193
ACH-000258,-0.3916514215
ACH-000259,-0.157318369598
ACH-000260,-0.0900557485217
ACH-000261,-0.237952304587
ACH-000262,-0.33297335747400003
ACH-000263,-0.0471903970756
ACH-000264,-0.16968791351399998
ACH-000265,-0.17552309312
ACH-000266,-0.19855492114999998
ACH-000272,-0.042590146363
ACH-000273,-0.16956063730999998
ACH-000274,-0.116064822235
ACH-000277,-0.0157569071322
ACH-000278,-0.220344268244
ACH-000279,0.021632594381
ACH-000280,-0.30723019985399996
ACH-000281,-0.135746241647
ACH-000288,0.048070663691499996
ACH-000291,0.0131533690971
ACH-000293,0.253423594009
ACH-000294,-0.295280216193
ACH-000295,0.318947668887
ACH-000296,0.33096332332899997
ACH-000302,0.046747080261
ACH-000304,-0.16790417544300001
ACH-000307,0.0468318083695
ACH-000308,-0.21979206011900002
ACH-000310,-0.18959080494199998
ACH-000311,-0.125607760391
ACH-000312,-0.165807232438
ACH-000315,0.158755598479
ACH-000316,-0.112652176652
ACH-000317,0.0794688202184
ACH-000318,-0.0216765975661
ACH-000319,-0.128336707321
ACH-000320,-0.192980398459
ACH-000322,-0.24207090664500003
ACH-000323,-0.119304990688
ACH-000324,-0.06578776352530001
ACH-000329,-0.120213030891
ACH-000330,-0.356673260602
ACH-000331,-0.25449250123399997
ACH-000332,-0.173179307081
ACH-000334,-0.101018254648
ACH-000335,0.00375860839684
ACH-000336,0.15966917045
ACH-000337,-0.343330276247
ACH-000339,-0.162046528564
ACH-000341,-0.053292646870900004
ACH-000348,-0.152547095824
ACH-000350,-0.12334806880999999
ACH-000352,-0.19322353408100001
ACH-000356,-0.06479040505940001
ACH-000361,-0.165434996753
ACH-000362,-0.406072702561
ACH-000363,0.0503344554027
ACH-000364,-0.41490682630599995
ACH-000365,-0.12886260343699998
ACH-000366,0.0559978851266
ACH-000368,-0.025157992403799997
ACH-000374,0.22021759122200002
ACH-000375,-0.129960893687
ACH-000376,-0.105581076121
ACH-000381,-0.0811480127767
ACH-000383,-0.16814884260000001
ACH-000387,-0.182193402744
ACH-000389,0.0698073367634
ACH-000390,-0.00676982361004
ACH-000393,-0.0348344999708
ACH-000395,0.132150356296
ACH-000397,-0.172957909633
ACH-000401,0.04793591390909999
ACH-000402,0.438753372051
ACH-000403,-0.0599123323489
ACH-000404,-0.312963698054
ACH-000406,-0.11891526105999999
ACH-000407,0.232343742827
ACH-000408,-0.130712726065
ACH-000410,-0.09506753600310001
ACH-000411,-0.175579712192
ACH-000414,-0.157155247883
ACH-000415,0.058074621869000004
ACH-000416,-0.0306932823038
ACH-000420,-0.08957034185410001
ACH-000421,-0.0529850963093
ACH-000424,-0.09679388269200001
ACH-000425,-0.101959971442
ACH-000426,0.038449741831499996
ACH-000427,-0.254397282058
ACH-000433,0.268906913312
ACH-000436,-0.0557579442677
ACH-000444,0.0959512372858
ACH-000445,0.186587812736
ACH-000448,-0.0234982900489
ACH-000450,-0.13078005478
ACH-000452,-0.146162535742
ACH-000454,0.0229232821177
ACH-000458,0.11397288773900001
ACH-000459,0.0912181393568
ACH-000460,-0.143075630323
ACH-000461,-0.125202293825
ACH-000463,-0.311377224736
ACH-000464,-0.102543650824
ACH-000466,0.0757499016457
ACH-000467,-0.20779742040899998
ACH-000468,0.0537222780927
ACH-000469,-0.021718717534799998
ACH-000470,-0.347407575049
ACH-000471,-0.008885290442729999
ACH-000472,-0.153357399576
ACH-000473,-0.00860276839438
ACH-000475,-0.15207656201
ACH-000476,-0.00907481564915
ACH-000477,0.0910146432122
ACH-000480,-0.104166477515
ACH-000481,-0.0119163089531
ACH-000483,0.028502322688599997
ACH-000484,-0.392248689604
ACH-000485,0.13666221790400002
ACH-000486,-0.133162624934
ACH-000487,-0.037649412565
ACH-000488,-0.0469678623047
ACH-000490,-0.25626571075599996
ACH-000491,-0.279467589199
ACH-000495,-0.159121112997
ACH-000496,-0.200860315148
ACH-000499,0.10071206954600001
ACH-000500,-0.00722101786454
ACH-000502,-0.07137096025089999
ACH-000503,-0.505883954599
ACH-000505,-0.155628696717
ACH-000507,-0.157862696891
ACH-000510,-0.00163149902385
ACH-000511,-0.0369524620237
ACH-000512,0.19799452642999998
ACH-000516,-0.082325916674
ACH-000517,-0.15681099002999999
ACH-000518,-0.128380366347
ACH-000520,0.208902158505
ACH-000521,-0.0795340111111
ACH-000522,-0.11952377094799999
ACH-000524,-0.0602035086785
ACH-000527,-0.0069471479745
ACH-000528,-0.140089858226
ACH-000537,-0.195641760834
ACH-000541,-0.298054391159
ACH-000542,-0.21544920569899997
ACH-000544,0.082572556837
ACH-000545,-0.0668888338573
ACH-000547,-0.14816985898600002
ACH-000548,0.0790478398642
ACH-000549,-0.071362025442
ACH-000550,-0.0743846782621
ACH-000552,-0.13738266823200002
ACH-000556,-0.141364356229
ACH-000557,-0.11090169729299999
ACH-000570,-0.181888289555
ACH-000571,0.16688364302300002
ACH-000573,-0.250118085762
ACH-000576,0.08945154056129999
ACH-000580,-0.0564647629626
ACH-000584,-0.026005270466900002
ACH-000585,0.0466212186038
ACH-000588,0.09542467140730002
ACH-000589,-0.054385874318
ACH-000591,-0.019829172014799997
ACH-000593,0.203935517614
ACH-000600,0.0835370579341
ACH-000601,-0.101092112508
ACH-000604,0.153615324798
ACH-000605,-0.614424170761
ACH-000606,-0.131983018512
ACH-000608,-0.163743987017
ACH-000614,-0.00987984337256
ACH-000616,-0.10444803871099999
