,ACLY (47)
ACH-000004,-0.267380562951
ACH-000007,-0.7557074958300001
ACH-000009,-0.9503391487739999
ACH-000011,-0.145159338095
ACH-000012,-0.6320528457410001
ACH-000013,-0.785337934682
ACH-000014,-0.9548514583759999
ACH-000015,-0.33736790016999996
ACH-000017,-0.337915090303
ACH-000018,-0.558836963467
ACH-000019,-0.806140486526
ACH-000021,-0.333168595585
ACH-000022,-0.892642051276
ACH-000025,-0.743577880705
ACH-000028,-0.622593399954
ACH-000030,-0.429575169709
ACH-000035,-0.904133250751
ACH-000036,-0.313459641073
ACH-000037,-0.5294910193010001
ACH-000039,-0.500931769296
ACH-000040,-0.472299875233
ACH-000041,-0.581899165934
ACH-000042,-0.529448525115
ACH-000045,-0.482718034039
ACH-000047,0.013917289538
ACH-000052,-0.366405519073
ACH-000053,-0.26260763046999996
ACH-000054,-0.0396137830837
ACH-000055,-0.231422373677
ACH-000060,-0.23299855646499998
ACH-000067,-0.37783497108400005
ACH-000070,-0.8403698436079999
ACH-000075,-0.469718572861
ACH-000078,-0.520277217637
ACH-000082,-0.0987493787827
ACH-000085,-0.102311344964
ACH-000086,-0.416241294366
ACH-000087,-0.36617279823700005
ACH-000092,-0.342256249911
ACH-000095,-0.441022524596
ACH-000097,-0.793857178124
ACH-000098,-0.7414400746240001
ACH-000099,-0.528347354705
ACH-000108,-0.588584693838
ACH-000113,-0.364931619436
ACH-000115,-1.7676256165900002
ACH-000116,-0.493145158961
ACH-000118,0.306639937338
ACH-000120,-0.312057627998
ACH-000123,-0.630800206153
ACH-000127,-0.050944660260500006
ACH-000128,-0.576421561687
ACH-000132,-0.21152466609999998
ACH-000133,-0.485510146822
ACH-000137,-0.237545287415
ACH-000138,-0.5539613584749999
ACH-000142,-0.6861947178039999
ACH-000143,-0.620300811322
ACH-000146,-0.420248688117
ACH-000148,-0.46251763736900003
ACH-000150,-0.38875335837999997
ACH-000152,-0.430266361825
ACH-000153,-1.01258887454
ACH-000159,-0.27830634332
ACH-000160,-0.515550172055
ACH-000163,-0.47943760935400004
ACH-000167,-0.9073401279009999
ACH-000168,-0.636659485411
ACH-000169,-0.699471403415
ACH-000178,-0.6449195354999999
ACH-000182,-0.426922205677
ACH-000183,-0.9009223480230001
ACH-000188,-0.629405725278
ACH-000189,-0.581527142236
ACH-000190,-0.7251433140119999
ACH-000198,-0.678688626551
ACH-000204,-0.477526058575
ACH-000206,-0.49636937169900003
ACH-000207,-1.1442182057999999
ACH-000211,-0.624566097028
ACH-000215,-0.307618818853
ACH-000221,-0.875328729677
ACH-000222,-0.904410577059
ACH-000223,-0.354511945425
ACH-000226,-0.7677312255359999
ACH-000227,-0.627656833039
ACH-000228,-0.413642002308
ACH-000231,-0.9253727974320001
ACH-000232,-0.5144656905089999
ACH-000233,-0.6731019826719999
ACH-000234,-0.645078577051
ACH-000235,-0.480872634856
ACH-000237,-0.295015808536
ACH-000238,-0.8971697007709999
ACH-000243,-0.031593864448000004
ACH-000244,-0.525436330306
ACH-000246,-0.438376721953
ACH-000248,-0.649772340069
ACH-000250,-0.314435158248
ACH-000251,-0.35070203065899996
ACH-000253,-0.596239995235
ACH-000255,-0.9933375350270001
ACH-000256,-0.19059786724199998
ACH-000257,-0.403705378554
ACH-000258,-0.3203233375
ACH-000259,-0.478069441149
ACH-000260,-0.465843836316
ACH-000261,-0.310185340003
ACH-000262,-0.778270817826
ACH-000263,-1.00581002563
ACH-000264,-0.508967918248
ACH-000265,-0.468888257651
ACH-000266,-0.0902260369667
ACH-000272,-0.585292215904
ACH-000273,-0.911052165159
ACH-000274,-0.7063315562639999
ACH-000277,-0.585840758909
ACH-000278,-0.305069692767
ACH-000279,-0.42712404967699996
ACH-000280,-0.36653654429399996
ACH-000281,-0.5471436986339999
ACH-000288,-0.847504887944
ACH-000291,-0.053697198886599996
ACH-000293,-0.35712079964000004
ACH-000294,-0.866380879613
ACH-000295,-0.43395549908299996
ACH-000296,-0.23139507931999997
ACH-000302,-0.260717511307
ACH-000304,-0.37292104068099996
