,ASH2L (9070)
ACH-000004,-0.363657065409
ACH-000007,-0.305568687028
ACH-000009,-0.535109684018
ACH-000011,-0.67758336698
ACH-000012,-0.502478479265
ACH-000013,-0.531021898206
ACH-000014,-0.42439017687299996
ACH-000015,-0.269680679754
ACH-000017,-0.45673020596299996
ACH-000018,-0.282681532426
ACH-000019,-0.510606909981
ACH-000021,-0.08677663645919999
ACH-000022,-0.195710836499
ACH-000025,-0.929189995761
ACH-000028,-0.522780381538
ACH-000030,-0.471596341218
ACH-000035,-0.7308550006669999
ACH-000036,-0.335617272965
ACH-000037,-0.594013735614
ACH-000039,-0.225606963106
ACH-000040,-0.264981757812
ACH-000041,-0.402741296246
ACH-000042,-0.627837892636
ACH-000045,-0.216428937545
ACH-000047,-0.519186588288
ACH-000052,-0.700404382891
ACH-000053,-0.19542019672299998
ACH-000054,-0.404244734095
ACH-000055,-0.301624054829
ACH-000060,-0.9673711023289999
ACH-000067,-0.150608861342
ACH-000070,-0.437854463227
ACH-000075,-0.11993818799
ACH-000078,-0.165201697844
ACH-000082,-0.278641020795
ACH-000085,-0.47171566078500005
ACH-000086,-0.532840018859
ACH-000087,-0.44567779555500003
ACH-000092,-0.423709166672
ACH-000095,-0.252691459187
ACH-000097,-0.250125572008
ACH-000098,-0.38293163918000006
ACH-000099,-0.488809126236
ACH-000108,-0.23850329910700002
ACH-000113,-0.248848206391
ACH-000115,-0.360656610331
ACH-000116,-0.6400474408969999
ACH-000118,-0.510881938398
ACH-000120,-0.502204157195
ACH-000123,-0.435487610041
ACH-000127,-0.457173237051
ACH-000128,-0.478250730547
ACH-000132,-0.550452621176
ACH-000133,-0.023940697557399998
ACH-000137,-0.451927375736
ACH-000138,-0.16879734143800001
ACH-000142,-0.45222309193099997
ACH-000143,-0.17848351997
ACH-000146,-0.162317329712
ACH-000148,-0.326792149112
ACH-000150,-0.392234852051
ACH-000152,-0.202034827758
ACH-000153,-0.250459250742
ACH-000159,-0.583212936679
ACH-000160,0.028814436170099995
ACH-000163,-0.120802527369
ACH-000167,0.292515844577
ACH-000168,-0.16848367898400002
ACH-000169,-0.34818351738200004
ACH-000178,-0.41706140858900004
ACH-000182,-0.498855470116
ACH-000183,-0.181752915086
ACH-000188,-0.239013590212
ACH-000189,-0.174434534626
ACH-000190,-0.0245620672774
ACH-000198,-0.188657066731
ACH-000204,-0.126226338393
ACH-000206,-0.19929870461399998
ACH-000207,-0.41253270531400005
ACH-000211,-0.25136795502500003
ACH-000215,-0.13353050997000002
ACH-000221,-0.609329181517
ACH-000222,-0.21148399330499998
ACH-000223,-0.281635060081
ACH-000226,-0.431501270819
ACH-000227,-0.422282818487
ACH-000228,-0.271942527571
ACH-000231,-0.228762498828
ACH-000232,-0.358667681264
ACH-000233,-0.243713715043
ACH-000234,-0.42888641809600003
ACH-000235,-0.270987581014
ACH-000237,-0.234433495929
ACH-000238,-0.175296194938
ACH-000243,0.0560727006167
ACH-000244,-0.301264014021
ACH-000246,-0.21510434368
ACH-000248,-0.513782666906
ACH-000250,-0.23405033631900002
ACH-000251,-0.65018951237
ACH-000253,-0.499697573166
ACH-000255,-0.21450058745499997
ACH-000256,-0.747771743837
ACH-000257,-0.670952958892
ACH-000258,-0.447524440387
ACH-000259,-0.38084397512900003
