,SLAIN2 (57606)
ACH-000004,-0.106489119931
ACH-000007,-0.39054925940800006
ACH-000009,-0.0912440136836
ACH-000011,-0.154866925538
ACH-000012,-0.15743828597200002
ACH-000013,-0.101945892947
ACH-000014,-0.214260597093
ACH-000015,-0.198804655711
ACH-000017,-0.127639506286
ACH-000018,-0.18446253832600001
ACH-000019,-0.271010269556
ACH-000021,-0.138954121938
ACH-000022,-0.190810313959
ACH-000025,-0.149882815117
ACH-000028,-0.04657882335130001
ACH-000030,-0.08621787852
ACH-000035,-0.10345316411399999
ACH-000036,-0.240109844911
ACH-000037,-0.327729723893
ACH-000039,0.057251865152500005
ACH-000040,-0.20970567062800002
ACH-000041,-0.24150078629900001
ACH-000042,-0.23755445817200002
ACH-000045,-0.13346716862
ACH-000047,-0.12013906257200001
ACH-000052,0.0987310295182
ACH-000053,-0.07740409923939999
ACH-000054,-0.286216756026
ACH-000055,-0.0222142997321
ACH-000060,-0.250388672135
ACH-000067,-0.159268144755
ACH-000070,-0.010821622317800001
ACH-000075,-0.430879905785
ACH-000078,-0.248212344129
ACH-000082,-0.012242294268100001
ACH-000085,-0.0288565638371
ACH-000086,-0.151057584664
ACH-000087,-0.18298032359000002
ACH-000092,-0.15456655155
ACH-000095,-0.152124693276
ACH-000097,-0.148624337213
ACH-000098,0.0544328650943
ACH-000099,-0.0775941093485
ACH-000108,-0.102793127137
ACH-000113,-0.11090489382999999
ACH-000115,-0.0889875385843
ACH-000116,-0.16128967144099998
ACH-000118,-0.200482563711
ACH-000120,-0.140533379178
ACH-000123,-0.174140689265
ACH-000127,-0.153269916326
ACH-000128,-0.332745526631
ACH-000132,-0.125288651314
ACH-000133,-0.185758472148
ACH-000137,-0.23885345526700003
ACH-000138,-0.0636740239537
ACH-000142,-0.130941523449
ACH-000143,-0.139564353269
ACH-000146,-0.137793760289
ACH-000148,-0.198460638099
ACH-000150,-0.229333832627
ACH-000152,-0.05928028086209999
ACH-000153,-0.0942726553597
ACH-000159,-0.251426433325
ACH-000160,-0.132300783093
ACH-000163,-0.0735948947371
ACH-000167,-0.24226550800000002
ACH-000168,-0.323463307824
ACH-000169,-0.09593194750810001
ACH-000178,-0.156927689032
ACH-000182,-0.268075300162
ACH-000183,-0.130173677854
ACH-000188,-0.230596103224
ACH-000189,-0.13129665265100002
ACH-000190,-0.0650737002785
ACH-000198,-0.20895049717300002
ACH-000204,-0.26120065441
ACH-000206,-0.0379016732558
ACH-000207,-0.21626717015799998
ACH-000211,-0.265579595943
ACH-000215,-0.189313288282
ACH-000221,-0.10723482175799999
ACH-000222,-0.115110530463
ACH-000223,-0.432918388619
ACH-000226,-0.241039663614
ACH-000227,-0.27763844338000004
ACH-000228,-0.305632209898
ACH-000231,-0.169802051413
ACH-000232,-0.133417725258
ACH-000233,-0.0548903208459
ACH-000234,-0.218153234637
ACH-000235,-0.11371078174100001
ACH-000237,-0.07592377247210001
ACH-000238,-0.13433463137
ACH-000243,-0.118580661256
ACH-000244,-0.47919307717
ACH-000246,-0.24378284249600002
ACH-000248,-0.13124222965600002
ACH-000250,-0.125341021689
ACH-000251,-0.0678476634338
ACH-000253,-0.030907946147599997
ACH-000255,-0.254678201482
ACH-000256,-0.0247750574413
ACH-000257,-0.09899755503110001
ACH-000258,-0.165355905094
ACH-000259,-0.124530283342
ACH-000260,-0.132051151739
ACH-000261,-0.279691642021
ACH-000262,-0.132455739882
ACH-000263,-0.255442508382
ACH-000264,-0.224097311415
ACH-000265,0.00741154437737
ACH-000266,-0.120642358082
ACH-000272,-0.160826539586
ACH-000273,-0.17664539936700002
ACH-000274,-0.157886807088
ACH-000277,-0.09941314681989999
ACH-000278,0.0458547628135
ACH-000279,-0.17412918188700002
ACH-000280,-0.0246017350351
ACH-000281,-0.12395559506899999
ACH-000288,-0.14626094226
ACH-000291,-0.130386731908
ACH-000293,-0.291897410456
ACH-000294,-0.0193154305336
ACH-000295,0.153337610747
ACH-000296,-0.0249000437106
ACH-000302,-0.176087764508
ACH-000304,-0.22342268869100002
ACH-000307,-0.053041847323699993
ACH-000308,-0.239104735411
ACH-000310,-0.18286539124600001
ACH-000311,-0.168445874379
ACH-000312,-0.168629667007
ACH-000315,0.06249206507130001
ACH-000316,0.0396412531536
ACH-000317,-0.20586937527
ACH-000318,-0.271576146595
ACH-000319,-0.127727950648
ACH-000320,-0.0609533699184
ACH-000322,-0.0135930347597
ACH-000323,-0.043830948134099997
ACH-000324,-0.15169398979
ACH-000329,-0.171316374934
ACH-000330,-0.127243341782
ACH-000331,-0.178728325726
ACH-000332,-0.04182784613130001
ACH-000334,-0.226208466829
ACH-000335,0.07207177690710001
ACH-000336,-0.39267011233000004
ACH-000337,0.10860417752
ACH-000339,-0.116574870613
ACH-000341,-0.18773602614799997
ACH-000348,-0.18691796665
ACH-000350,-0.17645878518199998
ACH-000352,-0.105488964563
ACH-000356,0.05729309021930001
ACH-000361,-0.214626510998
ACH-000362,-0.16683550599400002
ACH-000363,-0.186318171336
ACH-000364,-0.10141958511600001
ACH-000365,-0.130440215763
ACH-000366,-0.176404402535
ACH-000368,-0.323986995354
ACH-000374,-0.34672027102700004
ACH-000375,-0.177519815171
ACH-000376,-0.172686724603
ACH-000381,-0.11424569138
ACH-000383,-0.113884170474
ACH-000387,-0.269428362165
ACH-000389,-0.28872508149099996
ACH-000390,-0.141800775739
ACH-000393,-0.0444107472495
ACH-000395,-0.273684750802
ACH-000397,-0.126278206448
ACH-000401,-0.182791260214
ACH-000402,-0.19512926614
ACH-000403,-0.18741636067499998
ACH-000404,-0.47845509252999996
ACH-000406,-0.16894226508299998
ACH-000407,-0.155491292372
ACH-000408,-0.171654998862
ACH-000410,-0.145511090571
ACH-000411,-0.15238531269400002
ACH-000414,-0.154709213556
ACH-000415,-0.220206726613
ACH-000416,-0.168129503859
ACH-000420,-0.0644264832437
ACH-000421,-0.146591417725
ACH-000424,-0.21234916339999999
ACH-000425,-0.18529845487100002
ACH-000426,-0.08941489564680001
ACH-000427,-0.34878303928099996
ACH-000433,-0.0781158938495
ACH-000436,-0.0154476083809
ACH-000444,-0.216260308978
ACH-000445,-0.0361423540569
ACH-000448,-0.27043544463799996
ACH-000450,-0.229583322673
ACH-000452,-0.12349524507099999
ACH-000454,-0.23787239000500002
ACH-000458,-0.0983720150927
ACH-000459,0.011541337530399999
ACH-000460,-0.0834487956938
ACH-000461,-0.18913781062399998
ACH-000463,-0.23344508931400001
ACH-000464,-0.200263226776
ACH-000466,-0.137353810928
ACH-000467,-0.166389894817
ACH-000468,-0.0575160069891
ACH-000469,-0.23157783410100002
ACH-000470,-0.08450602265080001
ACH-000471,-0.09473691878839999
ACH-000472,-0.20981035210299998
ACH-000473,-0.17357137853799998
ACH-000475,-0.304526012572
ACH-000476,-0.110266895325
ACH-000477,-0.32135393558200004
ACH-000480,-0.04790171909680001
ACH-000481,-0.126981749615
ACH-000483,-0.000106620638464
ACH-000484,-0.302609143552
ACH-000485,-0.37382524468500006
ACH-000486,-0.338954616659
ACH-000487,-0.233639469839
ACH-000488,-0.11050474543700001
ACH-000490,-0.216406458591
ACH-000491,-0.0260665795218
ACH-000495,-0.305071916274
ACH-000496,-0.0894671564343
ACH-000499,0.121903072683
ACH-000500,-0.174427215643
ACH-000502,-0.111721580519
ACH-000503,0.07823845482069999
ACH-000505,-0.11084742322999999
ACH-000507,-0.19240555131700002
ACH-000510,0.087668414413
ACH-000511,-0.08589245639910001
ACH-000512,-0.12169991155200001
ACH-000516,-0.152173003229
ACH-000517,-0.210200739934
ACH-000518,-0.060634234447900004
ACH-000520,-0.10490481685900001
ACH-000521,-0.133413347218
ACH-000522,-0.060814093460300006
ACH-000524,-0.118998107354
ACH-000527,-0.159403392945
ACH-000528,-0.04108797079319999
ACH-000537,-0.367472642919
ACH-000541,-0.281613785576
