,TM2D1 (83941)
ACH-000004,-0.0520212651479
ACH-000007,-0.503621282064
ACH-000009,-0.309462938568
ACH-000011,0.0498517330944
ACH-000012,-0.17927843592
ACH-000013,-0.41931432400300006
ACH-000014,-0.604408506855
ACH-000015,-0.291036700947
ACH-000017,-0.41087437081600003
ACH-000018,-0.274790426367
ACH-000019,-0.45701952041500005
ACH-000021,-0.103217227805
ACH-000022,-0.205173455805
ACH-000025,-0.34363767350999996
ACH-000028,-0.31988372855700004
ACH-000030,-0.255711169924
ACH-000035,-0.340382641184
ACH-000036,-0.41489799548199996
ACH-000037,-0.187791925121
ACH-000039,-0.214392251461
ACH-000040,-0.525739775484
ACH-000041,-0.32670610175500003
ACH-000042,-0.747892591419
ACH-000045,-0.409419133265
ACH-000047,-0.22295409796799998
ACH-000052,-0.19931731813099998
ACH-000053,-0.10316240366900001
ACH-000054,-0.393035087878
ACH-000055,-0.295272037037
ACH-000060,-0.8153474393410001
ACH-000067,-0.7206838061599999
ACH-000070,-0.43145854735600003
ACH-000075,-0.559222918035
ACH-000078,-0.246475025552
ACH-000082,-0.139285880476
ACH-000085,-0.0963445377275
ACH-000086,-0.17317519663400002
ACH-000087,-0.022945173667
ACH-000092,-0.150675607249
ACH-000095,-0.340366674653
ACH-000097,-0.18156774915600002
ACH-000098,-0.364388981193
ACH-000099,-0.177636438211
ACH-000108,-0.47954513538500004
ACH-000113,-0.246975916812
ACH-000115,-0.12686626459699998
ACH-000116,-0.426022323925
ACH-000118,-0.255009997429
ACH-000120,-0.562531058526
ACH-000123,-0.0960184547236
ACH-000127,-0.320597456832
ACH-000128,-0.21217410095
ACH-000132,-0.311811017495
ACH-000133,-0.409451000026
ACH-000137,-0.539398089673
ACH-000138,-0.35095098383199996
ACH-000142,-0.441766705714
ACH-000143,-0.599915500825
ACH-000146,-0.313701791625
ACH-000148,-0.379549123925
ACH-000150,-0.340762292401
ACH-000152,-0.629367403481
ACH-000153,-0.15981236615900002
ACH-000159,-0.577765063543
ACH-000160,-0.391286440208
ACH-000163,-0.313464484027
ACH-000167,0.0113412248022
ACH-000168,-0.476645279595
ACH-000169,-0.11318090577199999
ACH-000178,-0.321792634465
ACH-000182,-0.0559203093825
ACH-000183,-0.0177015229687
ACH-000188,-0.317939871466
ACH-000189,-0.243728201724
ACH-000190,-0.096058245549
ACH-000198,-0.727378606173
ACH-000204,0.0701660518293
ACH-000206,-0.349302177614
ACH-000207,-0.48522341015
ACH-000211,-0.326777561193
ACH-000215,-0.305980878521
ACH-000221,-0.306300475411
ACH-000222,-0.37758706005900006
ACH-000223,-0.410641832283
ACH-000226,-0.233469527574
ACH-000227,-0.29580757505
ACH-000228,-0.525033307774
ACH-000231,-0.326135427812
ACH-000232,-0.35886844472900004
ACH-000233,-0.163837135628
ACH-000234,0.0314056446046
ACH-000235,-0.598285988176
ACH-000237,-0.32729739291
ACH-000238,-0.194658175176
ACH-000243,-0.49728914172899996
ACH-000244,-0.31471378656800003
ACH-000246,-0.233249253515
ACH-000248,-0.215906511454
ACH-000250,-0.17376421293299998
ACH-000251,-0.283725015705
ACH-000253,-0.08929656195699999
ACH-000255,-0.36710491755099994
ACH-000256,-0.194038970385
ACH-000257,-0.0910449405402
ACH-000258,-0.169799628492
ACH-000259,-0.0380467964721
ACH-000260,-0.139227823326
ACH-000261,-0.382894187736
ACH-000262,-0.538347832533
ACH-000263,-0.154024996517
ACH-000264,-0.353310175756
ACH-000265,-0.33100177512699996
ACH-000266,-0.28784061812600004
ACH-000272,-0.37832434018700006
ACH-000273,-0.265890167826
ACH-000274,-0.386726170814
ACH-000277,-0.130019949846
ACH-000278,-0.379581204496
ACH-000279,-0.270291829261
ACH-000280,-0.543206570678
ACH-000281,-0.144818810625
ACH-000288,-0.299665530917
ACH-000291,-0.0100396069156
ACH-000293,-0.352510017025
ACH-000294,-0.277007052831
ACH-000295,-0.219600476941
ACH-000296,-0.259836682469
ACH-000302,-0.460254856151
ACH-000304,-0.497941077134
ACH-000307,-0.568062012172
ACH-000308,-0.266272049977
ACH-000310,-0.289561202901
ACH-000311,-0.43679705994400003
ACH-000312,-0.376555769153
ACH-000315,-0.41587835187600003
ACH-000316,-0.167768946156
ACH-000317,-0.18528312026000002
ACH-000318,-0.460231232887
ACH-000319,-0.364143877914
ACH-000320,-0.5245804826229999
ACH-000322,-0.29078008225699997
ACH-000323,-0.488571532253
ACH-000324,-0.106432144495
ACH-000329,-0.226553071098
ACH-000330,-0.320095462962
ACH-000331,-0.45860998184100005
ACH-000332,-0.366001989185
ACH-000334,-0.237447615872
ACH-000335,-0.166093367356
ACH-000336,-0.535450501126
ACH-000337,-0.305930949211
ACH-000339,-0.145934987288
ACH-000341,-0.428326324946
ACH-000348,-0.287118623821
ACH-000350,-0.224149967669
ACH-000352,-0.41496865968
ACH-000356,-0.437447846683
ACH-000361,-0.45389087499499997
ACH-000362,-0.22343627376699998
ACH-000363,-0.0969279227909
ACH-000364,-0.484855808806
ACH-000365,-0.32030346313999997
ACH-000366,-0.23620216104000002
ACH-000368,-0.351617128929
ACH-000374,-0.38011241508599997
ACH-000375,-0.36155566343900003
ACH-000376,-0.412415814973
ACH-000381,-0.33962491806999995
ACH-000383,-0.350671019522
ACH-000387,-0.132493373645
ACH-000389,-0.20292441364
ACH-000390,-0.412364634758
ACH-000393,-0.25717107456300003
ACH-000395,-0.34005421986699996
ACH-000397,-0.217751566632
ACH-000401,0.026049022147
ACH-000402,-0.324833920132
ACH-000403,-0.55284496521
ACH-000404,-0.384228638018
ACH-000406,-0.230947705586
ACH-000407,-0.421739092157
