,H3F3C (440093)
ACH-000339,-0.495311154455
ACH-000341,-0.142546627371
ACH-000348,-0.347346701528
ACH-000350,-0.475245564418
ACH-000352,-0.561209783397
ACH-000356,-0.49670714136000005
ACH-000361,-0.562982041347
ACH-000362,-0.394008493263
ACH-000363,-0.37863012068199997
ACH-000364,-0.28566079198399996
ACH-000365,-0.5312972481939999
ACH-000366,-0.308943295147
ACH-000368,-0.450668135594
ACH-000374,-0.5228778541770001
ACH-000375,-0.16607275953700001
ACH-000376,-0.179011417495
ACH-000381,-0.375757911104
ACH-000383,-0.166026521456
ACH-000387,-0.319969879826
ACH-000389,-0.45019853681500005
ACH-000390,-0.33526163807
ACH-000393,-0.638085452948
ACH-000395,-0.525030301914
ACH-000397,-0.306502404717
ACH-000401,-0.23243868801399997
ACH-000402,-0.145737285408
ACH-000403,-0.310257187867
ACH-000404,-0.193555979199
ACH-000406,-0.208313523738
ACH-000407,-0.9628468080079999
ACH-000408,-0.252973243268
ACH-000410,-0.39213246129
ACH-000411,-0.302213508645
ACH-000414,-0.294631532931
ACH-000415,-0.30776116053
ACH-000416,-0.498576865642
ACH-000420,-0.600769258765
ACH-000421,-0.325393438164
ACH-000424,-0.632894532843
ACH-000425,-0.26500992886
ACH-000426,-0.48483977816299995
ACH-000427,-0.487985024473
ACH-000433,-0.492980347391
ACH-000436,-0.455599230315
ACH-000444,-0.492448853629
ACH-000445,-0.09058372331310001
ACH-000448,-0.5324642287529999
ACH-000450,-0.49743954152599995
ACH-000452,-0.450574800949
ACH-000454,-0.6816977565989999
ACH-000458,-0.28701721081799997
ACH-000459,-0.045896836565500004
ACH-000460,-0.21677355189300002
ACH-000461,-0.591872586037
ACH-000463,-0.37216350079099997
ACH-000464,-0.555039757755
ACH-000466,-0.264226315495
ACH-000467,-0.299924779735
ACH-000468,-0.302613745622
ACH-000469,-0.400400371559
ACH-000470,0.071364806871
ACH-000471,-0.48372135504299996
ACH-000472,-0.342282971884
ACH-000473,-0.396773852721
ACH-000475,-0.38550342414899996
ACH-000476,-0.501790030738
ACH-000477,-0.37728504005
ACH-000480,-0.40347224081200006
ACH-000481,-0.36525604850599996
ACH-000483,-0.371748259134
ACH-000484,-0.0723647664416
ACH-000485,-0.692150316254
ACH-000486,-0.469397710945
ACH-000487,-0.327988333378
ACH-000488,-0.275785600031
ACH-000490,-0.261173256914
ACH-000491,-0.5531985911289999
ACH-000495,-0.210885539249
ACH-000496,-0.26031278505800004
ACH-000499,-0.285288658363
ACH-000500,-0.309437759102
ACH-000502,-0.221565793638
ACH-000503,-0.263249695085
ACH-000505,-0.6923463613490001
ACH-000507,-0.15031257281
ACH-000510,-0.277722458486
ACH-000511,-0.462672225935
ACH-000512,-0.399631979375
ACH-000516,-0.123140089548
ACH-000517,-0.309981563917
ACH-000518,-0.256945180291
ACH-000520,-0.34426653733400003
ACH-000521,-0.378925292614
ACH-000522,-0.42217083340000006
ACH-000524,-0.618750606266
ACH-000527,-0.419265777858
ACH-000528,-0.378288536576
ACH-000537,-0.364796518622
ACH-000541,-0.307428129742
ACH-000542,-0.45026607716000006
ACH-000544,-0.45126922560500005
ACH-000545,-0.68509716
ACH-000547,-0.557107295129
ACH-000548,-0.439577911341
ACH-000549,-0.454045791928
ACH-000550,-0.489428269035
ACH-000552,-0.41259828149000005
ACH-000556,-0.335642443458
ACH-000557,-0.36696326587300004
ACH-000570,-0.329196900855
ACH-000571,-0.236142594894
ACH-000573,-0.354149881126
ACH-000576,-0.29268378454
ACH-000580,-0.5679232301
ACH-000584,-0.290562196301
ACH-000585,-0.527058050831
ACH-000588,-0.222021493209
ACH-000589,-0.40110232214900005
ACH-000591,-0.36354435209200003
ACH-000593,-0.463658548049
ACH-000600,-0.243614659287
ACH-000601,-0.190227789197
ACH-000604,-0.396255476386
ACH-000605,-0.31897786480900003
ACH-000606,-0.297817332539
ACH-000608,-0.47610539630800003
ACH-000614,-0.27070868381700003
ACH-000616,-0.5064357414790001
ACH-000618,-0.295487239789
ACH-000619,-0.254429144629
ACH-000620,-0.42083927943899996
ACH-000621,-0.273211597599
ACH-000622,-0.34561237556
ACH-000623,-0.246061177095
ACH-000624,-0.263978022031
ACH-000627,-0.352264355514
ACH-000630,-0.503891016765
ACH-000632,-0.524352964651
ACH-000633,-0.668977259881
ACH-000637,-0.304741380216
ACH-000638,-0.176359753999
ACH-000646,-0.08825919398330001
ACH-000647,-0.347767710634
ACH-000648,-0.252793344132
ACH-000649,-0.452591678945
ACH-000651,-0.417407194275
ACH-000652,-0.623553962355
ACH-000653,-0.39532276400399996
ACH-000657,-0.39013646892399995
ACH-000658,-0.48850342032899996
ACH-000661,-0.31848973314199996
ACH-000662,-0.404378350208
ACH-000663,-0.188250643887
ACH-000665,-0.35494962424500004
ACH-000671,-0.444075728213
ACH-000673,-0.450289358834
ACH-000676,-0.42372639
ACH-000677,-0.24655995015
ACH-000681,-0.38152754043399995
ACH-000682,-0.330536788932
ACH-000683,-0.221594634509
ACH-000684,-0.345849333868
ACH-000688,-0.501381021533
ACH-000693,-0.336962218617
ACH-000694,-0.237046786688
ACH-000695,-0.378357054401
ACH-000696,-0.37647376674599997
ACH-000697,-0.542376606263
ACH-000699,-0.279150503023
ACH-000701,-0.497638736013
ACH-000706,-0.278307689225
ACH-000711,-0.34572297875200003
ACH-000713,-0.629015738696
ACH-000714,-0.409417637022
ACH-000718,-0.279045443125
ACH-000720,-0.223565874349
ACH-000721,-0.363838406604
ACH-000724,0.037435733817500004
ACH-000725,-0.5080731035939999
ACH-000732,-0.542521974153
ACH-000734,-0.261782296394
ACH-000735,-0.261210368967
ACH-000736,-0.178984008292
ACH-000738,-0.266912462884
ACH-000746,-0.373844519286
ACH-000747,-0.279666407185
ACH-000748,-0.528440552472
ACH-000753,-0.42053893603
ACH-000756,-0.415751463686
ACH-000757,-0.325123455931
ACH-000758,-0.45362100694300006
ACH-000760,-0.43366543567500004
ACH-000763,-0.48272203962800003
ACH-000764,-0.915703691204
ACH-000765,-0.47678345337
ACH-000766,-0.436585122627
ACH-000767,-0.455336441896
ACH-000768,-0.323620874779
ACH-000769,-0.414281119364
ACH-000770,-0.365688673265
ACH-000771,-0.472210924246
ACH-000773,-0.24339816423900001
ACH-000776,-0.445478188304
ACH-000777,-0.29863179331
ACH-000778,-0.09558399511089999
ACH-000781,-0.232647481258
ACH-000782,-0.376437500671
ACH-000783,-0.533912286887
ACH-000784,-0.21692174040999998
ACH-000785,-0.229433444473
ACH-000787,-0.35951753270900005
ACH-000788,-0.364548636725
ACH-000791,-0.117716237873
ACH-000792,-0.333812102519
ACH-000794,-0.21897142279399998
ACH-000796,-0.251787318894
ACH-000799,-0.358847728892
ACH-000800,-0.459440475926
ACH-000802,-0.20406840253400002
ACH-000804,-0.210300523429
ACH-000805,-0.716176773978
ACH-000809,-0.43697684976400003
ACH-000810,-0.614958044922
ACH-000811,-0.412312123051
ACH-000817,-0.316442196355
ACH-000819,-0.355791151079
ACH-000820,-0.183196258774
ACH-000821,-0.278178930867
ACH-000822,-0.295911806474
ACH-000823,-0.314870305746
ACH-000824,-0.277222605235
ACH-000827,-0.328624881787
ACH-000829,-0.5148787718519999
ACH-000831,-0.41796982143
ACH-000832,-0.332106208353
ACH-000833,-0.284008389569
ACH-000834,-0.272982721864
ACH-000835,-0.335404009486
ACH-000836,0.15076580361
ACH-000837,-0.191513105817
ACH-000838,-0.225391443703
ACH-000839,-0.17212411151299997
ACH-000840,-0.286314368683
ACH-000841,-0.47792346910899997
ACH-000843,-0.44074434549900005
ACH-000846,-0.545829650766
ACH-000847,-0.329029240563
ACH-000848,-0.298408759774
ACH-000849,-0.332662034825
ACH-000851,-0.330913994271
ACH-000855,-0.13295533803600001
ACH-000856,-0.317691316733
ACH-000858,-0.420514417631
ACH-000859,-0.34365643567299997
ACH-000861,-0.307432430913
ACH-000862,-0.314885832782
ACH-000865,-0.26466240085799997
ACH-000866,-0.246821466891
ACH-000867,-0.363476017341
ACH-000869,-0.370130949718
ACH-000872,-0.22145475384799998
ACH-000873,-0.208524607336
ACH-000876,-0.7105024553479999
ACH-000878,0.211283501314
ACH-000880,-0.0368071099213
ACH-000881,-0.416504145201
ACH-000882,-0.239296219089
ACH-000884,-0.0979900238674
ACH-000885,-0.343114460638
ACH-000887,-0.14602888296299998
ACH-000888,-0.321294652665
ACH-000889,-0.452813385793
ACH-000890,-0.294165743944
ACH-000896,-0.335245609343
ACH-000898,-0.44011069837800004
ACH-000900,-0.272957974246
ACH-000901,-0.45188579016
ACH-000905,-0.418099243872
ACH-000906,-0.290397988166
ACH-000907,-0.401924050177
ACH-000910,-0.35471382103200005
ACH-000911,-0.129948528169
ACH-000912,-0.373248300246
ACH-000913,-0.333583591706
ACH-000915,-0.0941332572081
ACH-000916,-0.655884872884
ACH-000917,-0.421413256112
ACH-000921,-0.583467389857
ACH-000924,-0.44706384669699994
ACH-000926,-0.194995503355
ACH-000928,-0.487026036765
ACH-000929,-0.422483130904
ACH-000932,-0.387445769986
ACH-000935,-0.202251088068
ACH-000936,-0.285085050966
ACH-000937,-0.422643671848
ACH-000938,-0.381129144526
ACH-000939,0.149224231241
ACH-000941,-0.226987608136
ACH-000943,-0.32243282223299996
ACH-000946,-0.386885063877
ACH-000947,-0.283619378765
ACH-000948,-0.48194289391999995
ACH-000950,-0.205215728686
ACH-000953,-0.60775656937
ACH-000957,0.0242497356376
ACH-000958,-0.274732980362
ACH-000960,-0.25989565431
ACH-000963,-0.21431316049000002
ACH-000968,-0.296918699721
ACH-000969,-0.288584336326
ACH-000973,-0.221841100639
ACH-000974,-0.432154186452
ACH-000975,-0.500459482037
ACH-000976,-0.43859128688500004
ACH-000978,-0.649922922437
ACH-000980,-0.31227906257800003
ACH-000984,-0.531711914818
ACH-000986,-0.23771175222399998
ACH-000988,-0.45297274133000004
ACH-000993,-0.447939192059
ACH-000994,-0.21997651368299997
ACH-000996,-0.32661920337699996
ACH-001001,-0.228743248065
ACH-001020,-0.0780939121733
ACH-001028,-0.37708091127
ACH-001031,-0.486817150666
ACH-001038,-0.266686030834
ACH-001048,-0.32302560426800003
ACH-001050,-0.539865511682
ACH-001053,-0.5661015365300001
ACH-001054,-0.278892714541
ACH-001061,-0.056780731113
ACH-001067,-0.306044743882
ACH-001075,-0.436465271039
ACH-001096,-0.373437228901
ACH-001128,1.164779137
ACH-001134,-0.271385037356
ACH-001151,-0.397829321853
ACH-001163,-0.388097838979
ACH-001164,-0.15550543252000001
ACH-001173,-0.34393778737899994
ACH-001183,-0.219477190363
ACH-001184,-0.41713986226800004
ACH-001190,-0.556347235152
ACH-001192,-0.601532816864
ACH-001193,-0.18250945248199998
ACH-001196,-0.334008623972
ACH-001197,-0.544929872847
ACH-001205,-0.539515012376
ACH-001211,-0.249995000261
ACH-001212,-0.17986121106800002
ACH-001228,-0.478421162342
ACH-001232,-0.42713241167099997
ACH-001239,-0.40074721843
ACH-001274,-0.540485053332
ACH-001275,-0.340326900208
ACH-001277,-0.489438798111
ACH-001278,-0.333826850494
ACH-001280,-0.07557650232549999
ACH-001283,-0.46629684843999997
ACH-001289,-0.528047371491
ACH-001295,-0.555581436881
ACH-001300,-0.6708818806319999
ACH-001301,-0.224490301309
ACH-001302,-0.104359694411
ACH-001303,-0.8387737443209999
ACH-001306,-0.30322725724599997
ACH-001318,-0.592925312191
ACH-001322,-0.149439529553
ACH-001328,-0.177735461932
ACH-001332,-0.11427025719900001
ACH-001333,-0.22488537920899998
ACH-001336,-0.356379261356
ACH-001340,-0.354678275958
ACH-001346,-0.2708733975
ACH-001353,-0.22816748254900002
ACH-001354,-0.36787319725199996
ACH-001367,-0.196188293025
ACH-001368,-0.36151100975199996
ACH-001374,-0.45928155824100003
ACH-001375,-0.354603940235
ACH-001377,-0.322625527735
ACH-001380,-0.17320522123399998
ACH-001391,-0.266680481756
ACH-001407,-0.363631660933
ACH-001408,-0.393218906029
ACH-001413,-0.410850008019
ACH-001430,-0.404011354432
ACH-001431,-0.5036411861410001
ACH-001450,-0.468307611313
ACH-001496,0.0115549854223
ACH-001500,-0.235130915462
ACH-001521,-0.37876236936200003
ACH-001523,-0.245024200967
ACH-001532,-0.480073724914
ACH-001536,-0.42656565277099995
ACH-001550,0.0953232609696
ACH-001552,-0.37027264449600006
ACH-001554,-0.334917042816
ACH-001645,-0.682468246573
ACH-001654,-0.579661987788
ACH-001715,-0.32028203613899997
ACH-001735,-0.43454041270800003
ACH-001736,-0.297691834802
ACH-001737,-0.431459112838
ACH-001740,0.0176291354563
ACH-001745,-0.206135941534
ACH-001750,-0.45910584418899997
ACH-001765,-0.32702966051
ACH-001956,-0.29219667474
ACH-001957,-0.37732988994499994
