,ZG16 (653808)
ACH-000004,-0.0317215502428
ACH-000007,0.228598807491
ACH-000009,0.024623728431
ACH-000011,-0.042577810309499996
ACH-000012,0.0154330628012
ACH-000013,-0.00773062152184
ACH-000014,-0.150560073168
ACH-000015,-0.0809903464563
ACH-000017,0.0546488403
ACH-000018,0.08275635084210001
ACH-000019,-0.0968092085726
ACH-000021,-0.051747227786300004
ACH-000022,0.134623710753
ACH-000025,-0.107501838345
ACH-000028,-0.14189010031
ACH-000030,0.134088632889
ACH-000035,-0.0825611261725
ACH-000036,0.10700685992799999
ACH-000037,-0.00962295205975
ACH-000039,-0.0666309696465
ACH-000040,0.0987377991867
ACH-000041,-0.0904740310696
ACH-000042,0.199344225292
ACH-000045,-0.273677999254
ACH-000047,0.09758090682810001
ACH-000052,0.0237703829333
ACH-000053,0.0291518773842
ACH-000054,0.0409925044105
ACH-000055,-0.09816319041430001
ACH-000060,0.381796843469
ACH-000067,-0.06769611389880001
ACH-000070,0.08428982708720001
ACH-000075,0.0750790952146
ACH-000078,-0.0779339605376
ACH-000082,-0.04439143946719999
ACH-000085,0.280279207233
ACH-000086,0.177050172771
ACH-000087,0.061225095685
ACH-000092,-0.012490768465100001
ACH-000095,0.0600812540982
ACH-000097,-0.0977117658001
ACH-000098,-0.083096628661
ACH-000099,-0.09646128699110001
ACH-000108,0.121266374393
ACH-000113,-0.0411938518189
ACH-000115,0.191562344026
ACH-000116,-0.00986994178264
ACH-000118,-0.05923725012080001
ACH-000120,-0.0595134665159
ACH-000123,0.0286971773996
ACH-000127,-0.141635266259
ACH-000128,0.135586086238
ACH-000132,-0.0643203119652
ACH-000133,0.17092885252599999
ACH-000137,-0.0669820995702
ACH-000138,0.150477262259
ACH-000142,-0.042339095907500006
ACH-000143,0.0144907701431
ACH-000146,-0.109945742267
ACH-000148,-0.0710918220026
ACH-000150,-0.0628680635926
ACH-000152,0.154066155503
ACH-000153,-0.163416173289
ACH-000159,-0.0366333518422
ACH-000160,0.112709073844
ACH-000163,0.109417912371
ACH-000167,0.23871495612
ACH-000168,-0.299019037113
ACH-000169,0.06885932747449999
ACH-000178,-0.0442229740335
ACH-000182,0.0555864966637
ACH-000183,0.103127629197
ACH-000188,0.293082452858
ACH-000189,-0.0030005362075300004
ACH-000190,0.030000575762200003
ACH-000198,0.0162916527073
ACH-000204,0.0541695119076
ACH-000206,0.314364199756
ACH-000207,-0.047535539689999996
ACH-000211,0.0174060501103
ACH-000215,-0.0422375823879
ACH-000221,-0.107183812021
ACH-000222,0.0389577921972
ACH-000223,0.0327376672699
ACH-000226,-0.025203771906499996
ACH-000227,0.014413992017099999
ACH-000228,0.129816110776
ACH-000231,0.00451897980226
ACH-000232,0.013283492240899999
ACH-000233,-0.060361738303800004
ACH-000234,-0.111307755416
ACH-000235,0.00908891355424
ACH-000237,0.0496277547606
ACH-000238,0.29957041686999997
ACH-000243,-0.127179095271
ACH-000244,0.319007353436
ACH-000246,0.00846475537029
ACH-000248,-0.015133458
ACH-000250,0.000372827681319
ACH-000251,0.13220103011
ACH-000253,0.0107258363061
ACH-000255,-0.0412350816274
ACH-000256,0.253278837862
ACH-000257,0.14104346562
ACH-000258,0.0631962105738
ACH-000259,0.0643720252393
ACH-000260,-0.0126189066423
ACH-000261,-0.0971486800746
ACH-000262,-0.0343124693173
ACH-000263,-0.10081424960100001
ACH-000264,0.0413465938934
ACH-000265,-0.0804685034627
ACH-000266,0.10804321325999999
ACH-000272,-0.027433685841900004
ACH-000273,0.00501143255749
ACH-000274,-0.059185026302500006
ACH-000277,-0.0224529988075
ACH-000278,0.151972489886
ACH-000279,0.08961371056949999
ACH-000280,-0.134764384408
ACH-000281,0.312606588155
ACH-000288,-0.23663585065200002
ACH-000291,-0.0581154031384
ACH-000293,0.14169322953400001
ACH-000294,-0.0133444373345
ACH-000295,-0.09600244131130001
ACH-000296,-0.186187615537
ACH-000302,-0.0875657459708
ACH-000304,-0.16616549199300001
ACH-000307,0.0535257839049
ACH-000308,0.0100689531508
ACH-000310,-0.167685511941
ACH-000311,0.0681138805555
ACH-000312,0.0414363325602
ACH-000315,-0.07562814199019999
ACH-000316,-0.0621761066687
ACH-000317,0.16283031795999997
ACH-000318,0.155460697917
ACH-000319,-0.052091473907199995
ACH-000320,0.257385435376
ACH-000322,-0.16648517294
ACH-000323,0.012178700165999999
ACH-000324,-0.0320277325903
ACH-000329,0.0243069997914
ACH-000330,-0.347482019664
ACH-000331,0.0802166746795
ACH-000332,-0.00126041799747
ACH-000334,0.060795625148800006
ACH-000335,0.04485306112919999
ACH-000336,0.0584671468998
ACH-000337,-0.0434327491599
ACH-000339,-0.0331160276021
ACH-000341,-0.08690091418099999
ACH-000348,-0.09099667540300001
ACH-000350,0.268919058629
ACH-000352,0.0382417754855
ACH-000356,-0.318664009673
ACH-000361,0.0199202953385
ACH-000362,-0.0989951338977
ACH-000363,-0.275459687043
ACH-000364,-0.14995598753699999
ACH-000365,-0.0334456363417
ACH-000366,-0.046087906685699995
ACH-000368,0.122410917579
ACH-000374,0.11389628342800001
ACH-000375,-0.0342880439516
ACH-000376,0.06739853064199999
ACH-000381,0.0312120890915
