,UNCX (340260)
ACH-000004,0.112283368303
ACH-000007,-0.0666366622309
ACH-000009,0.221974307249
ACH-000011,-0.23535459163000003
ACH-000012,0.161913011366
ACH-000013,0.169714871553
ACH-000014,-0.031751835821199996
ACH-000015,0.0704960459151
ACH-000017,0.0768407308738
ACH-000018,0.149776314682
ACH-000019,0.11566859729699999
ACH-000021,0.151479067067
ACH-000022,0.126562647447
ACH-000025,-0.0694141018591
ACH-000028,0.0885586798745
ACH-000030,0.021482934885
ACH-000035,-0.00295664195534
ACH-000036,-0.0728526323371
ACH-000037,-0.153372571317
ACH-000039,0.244888839018
ACH-000040,-0.0331661096631
ACH-000041,0.388771785394
ACH-000042,-0.159467810379
ACH-000045,0.058343038744800006
ACH-000047,0.0416451336578
ACH-000052,0.12368973101500001
ACH-000053,0.075520996741
ACH-000054,-0.0961626200384
ACH-000055,0.239491922052
ACH-000060,-0.24253014630300002
ACH-000067,0.20483953716699999
ACH-000070,-0.103114975308
ACH-000075,0.0236778152133
ACH-000078,0.247894630871
ACH-000082,-0.0848111429546
ACH-000085,-0.169477497566
ACH-000086,0.269096929935
ACH-000087,-0.17339483032900002
ACH-000092,-0.0512736115697
ACH-000095,-0.025552372321
ACH-000097,0.11856662736300001
ACH-000098,-0.067674867988
ACH-000099,0.08817054159260002
ACH-000108,0.173037195405
ACH-000113,0.026319775129299998
ACH-000115,0.0882201314886
ACH-000116,0.176155799064
ACH-000118,0.19175265200599997
ACH-000120,0.141205561522
ACH-000123,0.0602830152118
ACH-000127,0.013458400631600002
ACH-000128,0.13518419537999998
ACH-000132,-0.0304034429358
ACH-000133,0.053417606716
ACH-000137,0.24072031818700002
ACH-000138,0.132880530527
ACH-000142,-0.21326562542999997
ACH-000143,0.019065748762099998
ACH-000146,-0.0743045212096
ACH-000148,0.0718391307118
ACH-000150,0.16376750773600002
ACH-000152,0.0632676622616
ACH-000153,0.206205554226
ACH-000159,0.0751726117539
ACH-000160,0.11373005785599999
ACH-000163,-0.0038013572717600004
ACH-000167,-0.126967284839
ACH-000168,-0.0221037802519
ACH-000169,-0.142945103558
ACH-000178,0.0681264586858
ACH-000182,-0.0965775013173
ACH-000183,0.19065165125599998
ACH-000188,0.0249881576982
ACH-000189,0.151677419726
ACH-000190,0.204713839236
ACH-000198,-0.0630615007878
ACH-000204,0.363956745207
ACH-000206,0.00122508784302
ACH-000207,0.0849684228821
ACH-000211,0.0685985701279
ACH-000215,0.125740994493
ACH-000221,0.0145003566579
ACH-000222,-0.0496885352487
ACH-000223,0.0872705940151
ACH-000226,0.09221046262509999
ACH-000227,0.018612655805500002
ACH-000228,0.231513351096
ACH-000231,0.024821122171099996
ACH-000232,0.0292626567142
ACH-000233,0.110720305158
ACH-000234,-0.06326724389880001
ACH-000235,0.0129355953711
ACH-000237,0.025000625586
ACH-000238,-0.0326529366197
ACH-000243,0.137669063775
ACH-000244,-0.09133582048620001
ACH-000246,0.0775470436033
ACH-000248,0.24823498940299998
ACH-000250,0.133158712986
ACH-000251,0.0799806725755
ACH-000253,0.0736049126622
