,YPEL3 (83719)
ACH-000004,-0.688291553706
ACH-000007,-0.273525346614
ACH-000009,-0.09248459223339998
ACH-000011,-0.408743630079
ACH-000012,-0.33951582687
ACH-000013,-0.479536231701
ACH-000014,-0.24451348474100001
ACH-000015,-0.553877634621
ACH-000017,-0.139163114514
ACH-000018,-0.484630526542
ACH-000019,-0.103503572822
ACH-000021,-0.399814104577
ACH-000022,-0.333903431135
ACH-000025,-0.540353747439
ACH-000028,-0.21676777741300002
ACH-000030,-0.167276394604
ACH-000035,-0.530358398415
ACH-000036,-0.304060442298
ACH-000037,-0.473933040255
ACH-000039,-0.431109491976
ACH-000040,-0.18199614259799998
ACH-000041,-0.24633111128899998
ACH-000042,-0.220402325348
ACH-000045,-0.48927730950099996
ACH-000047,-0.36099999101400004
ACH-000052,-0.298280889993
ACH-000053,-0.348957191361
ACH-000054,-0.179807555078
ACH-000055,-0.535895896026
ACH-000060,0.113925592125
ACH-000067,-0.27041044637899997
ACH-000070,-0.08058576937339999
ACH-000075,-0.37984619652900004
ACH-000078,-0.47144275875
ACH-000082,-0.31354959930599996
ACH-000085,-0.252398798993
ACH-000086,-0.0200083124396
ACH-000087,-0.30134930028
ACH-000092,-0.398823482816
ACH-000095,-0.26961079955899997
ACH-000097,-0.380259559835
ACH-000098,-0.756639665671
ACH-000099,-0.423908612614
ACH-000108,-0.15297029729800002
ACH-000113,-0.200868227502
ACH-000115,-0.44961417726999997
ACH-000116,-0.314227187114
ACH-000118,-0.255968231514
ACH-000120,-0.19367433285500002
ACH-000123,-0.39966329292400005
ACH-000127,-0.534748367957
ACH-000128,-0.17521824429900001
ACH-000132,-0.478564793037
ACH-000133,-0.196963417517
ACH-000137,-0.446021914592
ACH-000138,-0.227102444894
ACH-000142,-0.545998032745
ACH-000143,-0.452803540547
ACH-000146,-0.29890221960499996
ACH-000148,-0.425844490924
ACH-000150,-0.622771160537
ACH-000152,-0.181614575462
ACH-000153,-0.37813997257799997
ACH-000159,-0.264980031458
ACH-000160,-0.377530649564
ACH-000163,-0.307542522269
ACH-000167,-0.107285933556
ACH-000168,-0.594324289842
ACH-000169,-0.442152106721
ACH-000178,-0.236194994694
ACH-000182,-0.333013547936
ACH-000183,-0.08684785941369999
ACH-000188,-0.21768222344000002
ACH-000189,-0.41859185346999994
ACH-000190,-0.215080848145
ACH-000198,-0.343765222448
ACH-000204,-0.126901760534
ACH-000206,-0.398358626829
ACH-000207,-0.318397136495
ACH-000211,-0.258734945522
ACH-000215,-0.323947752035
ACH-000221,-0.575307995811
ACH-000222,-0.0931942643036
ACH-000223,-0.323335301672
ACH-000226,-0.420346703932
ACH-000227,-0.29385817666999997
ACH-000228,-0.139021101756
ACH-000231,-0.580903505612
ACH-000232,-0.437526822873
ACH-000233,-0.49947583980300003
ACH-000234,-0.28093384648
ACH-000235,-0.17406783476399998
ACH-000237,-0.450132836638
ACH-000238,-0.06230349353209999
ACH-000243,-0.534264906928
ACH-000244,-0.169470072853
ACH-000246,-0.13209025145199998
ACH-000248,-0.0905196093313
ACH-000250,-0.23532772539500002
ACH-000251,-0.352069211282
ACH-000253,-0.21893034115200002
ACH-000255,-0.17200939675299998
ACH-000256,-0.230570967549
ACH-000257,0.0312727858145
ACH-000258,0.219053640451
ACH-000259,-0.332206799432
ACH-000260,-0.355203289079
ACH-000261,-0.312532944053
ACH-000262,-0.518108281581
ACH-000263,-0.390752248267
ACH-000264,-0.19142650012600002
ACH-000265,-0.532801039964
ACH-000266,-0.09355908566910001
ACH-000272,-0.333409521393
ACH-000273,-0.417764704825
ACH-000274,-0.44082937394500005
ACH-000277,-0.204595634995
ACH-000278,-0.19223307331700001
ACH-000279,-0.348786471164
ACH-000280,-0.23202876909000003
ACH-000281,-0.045222564092
ACH-000288,-0.438638410653
ACH-000291,-0.301861683561
ACH-000293,-0.513700926681
ACH-000294,-0.347997502729
