,SELENBP1 (8991)
ACH-000004,-0.115466416395
ACH-000007,-0.133002298025
ACH-000009,-0.399733642553
ACH-000011,-0.10716479500600001
ACH-000012,-0.355700121154
ACH-000013,-0.311385666884
ACH-000014,-0.329338853891
ACH-000015,-0.200622797242
ACH-000017,-0.110001621028
ACH-000018,-0.292958735267
ACH-000019,-0.41912323234899995
ACH-000021,-0.400985231298
ACH-000022,-0.168871652753
ACH-000025,-0.18316380025600001
ACH-000028,-0.444399968123
ACH-000030,-0.23243628766899999
ACH-000035,-0.279643149091
ACH-000036,-0.111260141558
ACH-000037,0.0423829482421
ACH-000039,-0.423335449899
ACH-000040,-0.0708269371186
ACH-000041,-0.106206571306
ACH-000042,-0.22224787451699998
ACH-000045,-0.288954945508
ACH-000047,-0.335528011834
ACH-000052,-0.258109645419
ACH-000053,-0.343097545831
ACH-000054,-0.037325717383
ACH-000055,-0.162978655959
ACH-000060,-0.113769713421
ACH-000067,-0.2431732144
ACH-000070,-0.18468243355500003
ACH-000075,-0.310523314263
ACH-000078,-0.37035870175499996
ACH-000082,-0.07722106394669999
ACH-000085,-0.183429642652
ACH-000086,-0.526705003654
ACH-000087,-0.11558243299799999
ACH-000092,-0.303754390062
ACH-000095,-0.32044729211899997
ACH-000097,-0.20978550236
ACH-000098,-0.294791555529
ACH-000099,-0.245644482013
ACH-000108,-0.359417534581
ACH-000113,-0.19742527795499998
ACH-000115,-0.33439327694000004
ACH-000116,-0.17326408794
ACH-000118,-0.315785671758
ACH-000120,-0.345778157412
ACH-000123,-0.357478033837
ACH-000127,-0.205385075801
ACH-000128,-0.015035434563100001
ACH-000132,-0.259878695251
ACH-000133,-0.379571915678
ACH-000137,-0.11337816636
ACH-000138,-0.171360879545
ACH-000142,-0.418719409689
ACH-000143,-0.18618249572099999
ACH-000146,-0.16613840091600002
ACH-000148,-0.225601753888
ACH-000150,-0.265935640932
ACH-000152,-0.217362586124
ACH-000153,-0.43670782021300003
ACH-000159,-0.225816719347
ACH-000160,-0.07736755371489999
ACH-000163,-0.263502082694
ACH-000167,-0.187808279332
ACH-000168,-0.454078415213
ACH-000169,-0.210693462582
ACH-000178,-0.058635664453300006
ACH-000182,-0.12090082559399999
ACH-000183,-0.35649639371200004
ACH-000188,-0.0787280532902
ACH-000189,-0.29687011865699997
ACH-000190,-0.08279202353330001
ACH-000198,-0.23939390106800001
ACH-000204,0.0607261805952
ACH-000206,0.008054723306119999
ACH-000207,0.0873803119913
ACH-000211,-0.264127415587
ACH-000215,-0.304495643636
ACH-000221,-0.305553628715
ACH-000222,-0.17984428631700003
ACH-000223,-0.10692158833599999
ACH-000226,-0.315302652452
ACH-000227,0.10824238471200001
ACH-000228,-0.198585429648
ACH-000231,-0.24878086535100002
ACH-000232,-0.416418686646
ACH-000233,-0.11542004354
ACH-000234,-0.0271672111512
ACH-000235,-0.324943745577
ACH-000237,-0.261986051718
ACH-000238,-0.131431835681
ACH-000243,-0.169587300486
ACH-000244,-0.0901370444218
ACH-000246,-0.245426370117
ACH-000248,-0.112189698415
ACH-000250,-0.23629389032499998
ACH-000251,-0.254139893865
ACH-000253,0.00374166600425
ACH-000255,-0.0324784206413
ACH-000256,-0.198038809016
ACH-000257,-0.274477624985
ACH-000258,-0.289762302308
ACH-000259,-0.234525699339
ACH-000260,-0.31062821119899997
ACH-000261,-0.054448709640300005
ACH-000262,0.010518814129200001
ACH-000263,-0.17675093202300002
ACH-000264,-0.306456427086
ACH-000265,-0.124901402372
ACH-000266,-0.237815675974
ACH-000272,-0.36564201064400004
ACH-000273,-0.32966237275
ACH-000274,-0.08394016816289998
ACH-000277,-0.30948888645100003
ACH-000278,-0.200702693847
ACH-000279,-0.132203029746
ACH-000280,-0.34243218863499997
ACH-000281,-0.48411802710600005
ACH-000288,-0.305400014379
ACH-000291,-0.11970924823899999
ACH-000293,-0.136233004637
ACH-000294,-0.230526181038
ACH-000295,-0.491522236035
ACH-000296,-0.362326551429
ACH-000302,-0.176413754903
ACH-000304,-0.0799003625879
ACH-000307,-0.08887446166789999
ACH-000308,-0.356977812245
ACH-000310,-0.47015369765799997
ACH-000311,-0.27772690849
ACH-000312,-0.32059713719099997
ACH-000315,-0.265719052977
ACH-000316,-0.0588151000299
ACH-000317,-0.196533749647
ACH-000318,-0.188256071734
ACH-000319,-0.11467004867000001
ACH-000320,-0.35297040359399995
ACH-000322,-0.27947807081799997
ACH-000323,-0.326255312972
ACH-000324,-0.2185010698
ACH-000329,-0.172820452467
ACH-000330,-0.212273278127
ACH-000331,-0.197398626396
ACH-000332,-0.167877938764
ACH-000334,-0.106476106482
ACH-000335,-0.196565558826
ACH-000336,-0.19689455817600002
ACH-000337,-0.347688538015
ACH-000339,-0.14287558288799998
ACH-000341,-0.459766956109
ACH-000348,-0.18658541593400002
ACH-000350,-0.322968654438
ACH-000352,-0.299409578886
ACH-000356,-0.39592043567900004
ACH-000361,-0.00504558009557
ACH-000362,-0.199819455772
ACH-000363,-0.18621079355
ACH-000364,-0.173234278147
ACH-000365,-0.144661294042
ACH-000366,-0.24409384960299998
ACH-000368,-0.232722401138
ACH-000374,-0.165823059193
ACH-000375,-0.160857942775
ACH-000376,-0.189931779848
ACH-000381,-0.15992643291099998
ACH-000383,-0.278466281383
ACH-000387,-0.16185224051799998
ACH-000389,-0.131472484143
ACH-000390,-0.520153202137
ACH-000393,-0.157049983255
ACH-000395,-0.24963760156599998
ACH-000397,-0.21573715099100002
ACH-000401,-0.288501566776
ACH-000402,0.490387630837
ACH-000403,-0.21004846272999997
ACH-000404,-0.49516595255400003
ACH-000406,-0.25686309443000005
ACH-000407,-0.128422565171
ACH-000408,-0.333205068352
ACH-000410,-0.318726451121
ACH-000411,-0.11231488108200001
ACH-000414,-0.24128772573
ACH-000415,-0.269854938849
ACH-000416,-0.262025429124
ACH-000420,0.0475875308638
ACH-000421,-0.20262845857700001
ACH-000424,-0.149221572957
ACH-000425,-0.200806070855
ACH-000426,-0.114286008778
ACH-000427,-0.39739434721999994
ACH-000433,-0.195174401722
ACH-000436,-0.261622864535
ACH-000444,-0.184222619467
ACH-000445,-0.329970473177
ACH-000448,-0.10159960054600001
ACH-000450,-0.099799484102
ACH-000452,-0.249607703502
ACH-000454,-0.6746742811640001
ACH-000458,-0.117656249766
ACH-000459,0.0029783427610999996
ACH-000460,-0.21270563666900003
ACH-000461,-0.24139934200399998
ACH-000463,-0.43422148702299995
ACH-000464,-0.316403273139
ACH-000466,-0.035712658125999996
ACH-000467,-0.0355946726789
ACH-000468,-0.265352176644
ACH-000469,-0.110994755225
ACH-000470,-0.15345261329399998
ACH-000471,-0.11149153649
ACH-000472,-0.152744318844
ACH-000473,-0.0685077815194
ACH-000475,-0.26551565046500003
ACH-000476,-0.334211675891
ACH-000477,-0.112818297456
ACH-000480,-0.033401825443899996
ACH-000481,-0.280843799102
ACH-000483,-0.19839539584899998
ACH-000484,-0.311431560772
ACH-000485,-0.0568308479808
ACH-000486,-0.170793617584
ACH-000487,-0.148907313576
ACH-000488,-0.199066701101
ACH-000490,-0.264476406994
ACH-000491,-0.168179630074
ACH-000495,-0.42415165380000003
ACH-000496,-0.12131061252900001
ACH-000499,-0.19339414020399998
ACH-000500,-0.27906302329599997
ACH-000502,-0.246771753322
ACH-000503,-0.11778379152599999
ACH-000505,-0.25187012144000004
ACH-000507,-0.005030735379189999
ACH-000510,-0.437866593246
ACH-000511,-0.171998586023
ACH-000512,-0.107497965103
ACH-000516,-0.0604200226329
ACH-000517,-0.170600891735
ACH-000518,-0.08810862880439999
ACH-000520,-0.282111922505
ACH-000521,-0.450342768386
ACH-000522,-0.332276304689
ACH-000524,-0.26656900599100003
ACH-000527,-0.24459083039500001
ACH-000528,-0.24661354761999998
ACH-000537,-0.126543829997
ACH-000541,0.06987990607389999
ACH-000542,-0.24287712883999998
ACH-000544,-0.222557610667
ACH-000545,-0.292045632085
ACH-000547,-0.322250349848
ACH-000548,-0.38213770872599995
ACH-000549,-0.363792371915
ACH-000550,-0.22736254328000002
ACH-000552,-0.211168166753
ACH-000556,-0.32502419058299997
ACH-000557,-0.107429657273
ACH-000570,0.00472787344528
ACH-000571,-0.0847447612629
ACH-000573,-0.172781891527
ACH-000576,0.036331133856
ACH-000580,0.0453696994001
ACH-000584,-0.237574575156
ACH-000585,-0.221758057459
ACH-000588,-0.190707727093
ACH-000589,-0.225861263488
