,ATG4B (23192)
ACH-000004,-0.123837148625
ACH-000007,-0.21585379413699998
ACH-000009,-0.281284402883
ACH-000011,-0.135183999748
ACH-000012,-0.221562554987
ACH-000013,-0.0734500889805
ACH-000014,-0.241132796043
ACH-000015,-0.177051301928
ACH-000017,0.201839503409
ACH-000018,-0.278467294864
ACH-000019,-0.275171707273
ACH-000021,-0.293905302814
ACH-000022,-0.246754351292
ACH-000025,-0.390379702337
ACH-000028,-0.142107919459
ACH-000030,-0.040253647202199996
ACH-000035,-0.370421941504
ACH-000036,-0.179181925993
ACH-000037,-0.31931017756700003
ACH-000039,-0.40443158944700003
ACH-000040,-0.418943666145
ACH-000041,-0.453643010547
ACH-000042,-0.308459049322
ACH-000045,-0.0203546783638
ACH-000047,-0.22029905296900001
ACH-000052,-0.471485175639
ACH-000053,-0.319497515386
ACH-000054,-0.408963079883
ACH-000055,-0.111725443225
ACH-000060,-0.223350870081
ACH-000067,-0.557417121884
ACH-000070,-0.0815669672631
ACH-000075,-0.25272045243
ACH-000078,-0.576809677478
ACH-000082,-0.35959694636699996
ACH-000085,-0.43251635240900005
ACH-000086,-0.205342316146
ACH-000087,-0.25540200546799996
ACH-000092,-0.21953982712200001
ACH-000095,-0.333110505191
ACH-000097,-0.24696402325300001
ACH-000098,-0.46024810003899996
ACH-000099,-0.458896736819
ACH-000108,-0.42108527304
ACH-000113,-0.196863873785
ACH-000115,-0.337139481094
ACH-000116,-0.130478822527
ACH-000118,-0.12891922184000001
ACH-000120,-0.303224961749
ACH-000123,-0.26232781023400004
ACH-000127,-0.277701652909
ACH-000128,-0.30138107401
ACH-000132,-0.24470061825999997
ACH-000133,-0.45527338074199997
ACH-000137,-0.176020016286
ACH-000138,-0.14809775355799998
ACH-000142,-0.134752416317
ACH-000143,-0.524452739985
ACH-000146,-0.22031604348
ACH-000148,-0.230903413373
ACH-000150,-0.474344629736
ACH-000152,-0.439072620924
ACH-000153,-0.0377326659895
ACH-000159,-0.234344115614
ACH-000160,-0.0730266740625
ACH-000163,-0.448384889859
ACH-000167,-0.177496290739
ACH-000168,-0.534372601972
ACH-000169,-0.381938552956
ACH-000178,-0.443243492155
ACH-000182,-0.23990210391199998
ACH-000183,-0.204076693651
ACH-000188,-0.291247076453
ACH-000189,0.09879882133080001
ACH-000190,-0.222111854839
ACH-000198,-0.22887918945500002
ACH-000204,-0.584749918147
ACH-000206,0.00377048984115
ACH-000207,-0.194699924375
ACH-000211,-0.260311674202
ACH-000215,-0.31253044948
ACH-000221,-0.318267550209
ACH-000222,-0.392599407038
ACH-000223,-0.372902169886
ACH-000226,-0.126127585652
ACH-000227,-0.597218606536
ACH-000228,-0.20997461638700002
ACH-000231,-0.312750661415
ACH-000232,-0.07451899300510001
ACH-000233,-0.153534187075
ACH-000234,-0.33923325947099997
ACH-000235,-0.34347279697800004
ACH-000237,-0.462936813705
ACH-000238,-0.194885443188
ACH-000243,-0.33220603941300003
ACH-000244,-0.539804194665
ACH-000246,-0.170052730097
ACH-000248,0.009417464711459999
ACH-000250,-0.341785238574
ACH-000251,-0.024966337667000002
ACH-000253,-0.421253287205
ACH-000255,-0.19591505535300002
ACH-000256,-0.146478646513
ACH-000257,-0.32620916695999996
ACH-000258,-0.25223135380399997
ACH-000259,-0.20573469461599997
ACH-000260,-0.29499315918499996
ACH-000261,-0.295195725076
ACH-000262,-0.32515743862700003
ACH-000263,-0.068165365883
ACH-000264,-0.137737150176
ACH-000265,-0.207225469543
ACH-000266,-0.38596656152599995
ACH-000272,-0.0875383074027
ACH-000273,-0.28038081515
ACH-000274,-0.336961685074
ACH-000277,-0.63264552017
ACH-000278,-0.164176164345
ACH-000279,-0.163242741829
ACH-000280,-0.031263131109199996
ACH-000281,-0.36311770802
ACH-000288,-0.339795233667
ACH-000291,-0.47802204972400003
ACH-000293,-0.0746114922234
ACH-000294,-0.185967489195
ACH-000295,-0.128737455551
ACH-000296,-0.198399522313
ACH-000302,-0.0390308743381
ACH-000304,-0.475735561172
ACH-000307,-0.138791645714
ACH-000308,-0.333274096847
ACH-000310,-0.5472859701739999
ACH-000311,-0.45250054664899997
ACH-000312,-0.390842184472
ACH-000315,-0.136077968982
ACH-000316,-0.200623232699
ACH-000317,-0.451525131788
ACH-000318,0.018591395102
ACH-000319,-0.135565900618
ACH-000320,-0.38244772150899997
ACH-000322,-0.314300672239
ACH-000323,-0.467848356556
ACH-000324,-0.403522049529
ACH-000329,-0.488879772057
ACH-000330,0.0483230673502
ACH-000331,-0.205890484329
ACH-000332,-0.290550136448
ACH-000334,-0.0447195001146
ACH-000335,0.14542300610300002
ACH-000336,-0.15456734681099998
ACH-000337,-0.440506264009
ACH-000339,-0.407523621467
ACH-000341,-0.418838246549
ACH-000348,-0.564547271763
ACH-000350,-0.149208641013
ACH-000352,-0.31020302050500004
ACH-000356,0.0785812494512
ACH-000361,-0.07708157908489999
ACH-000362,-0.507011766543
ACH-000363,-0.344772200463
ACH-000364,-0.09663878376070001
ACH-000365,-0.24412420162700002
ACH-000366,-0.305172628358
ACH-000368,-0.191807359022
ACH-000374,-0.31751443756299996
ACH-000375,-0.183697898153
ACH-000376,-0.326687999231
ACH-000381,-0.352089991421
ACH-000383,-0.375270956495
ACH-000387,-0.38587188446500004
ACH-000389,-0.333861659668
ACH-000390,-0.206986597443
ACH-000393,-0.183142029707
ACH-000395,-0.415946910436
ACH-000397,-0.19526635115899998
ACH-000401,-0.197487373751
ACH-000402,-0.12057408561100001
ACH-000403,-0.384836325934
ACH-000404,-0.0738115923832
ACH-000406,-0.36138874662
ACH-000407,-0.30360633811
ACH-000408,-0.270548360978
ACH-000410,-0.483905454184
ACH-000411,-0.50681178717
ACH-000414,-0.28626319366999997
ACH-000415,-0.08361822368760001
ACH-000416,-0.209916206427
ACH-000420,-0.0472071840332
ACH-000421,-0.21155228040600002
ACH-000424,-0.246254985502
ACH-000425,-0.307277676641
ACH-000426,-0.219315853767
ACH-000427,-0.36626846501800003
ACH-000433,-0.159979502696
ACH-000436,-0.137035135224
ACH-000444,-0.27573856172600003
ACH-000445,-0.291095664915
ACH-000448,-0.193113373944
ACH-000450,-0.596434346301
