,GNGT1 (2792)
ACH-000004,0.0198132224255
ACH-000007,0.12412013548900001
ACH-000009,0.0434949823975
ACH-000011,0.141321035769
ACH-000012,0.06706555521680001
ACH-000013,0.269998805156
ACH-000014,0.10526300847000002
ACH-000015,0.308121247357
ACH-000017,0.309427263393
ACH-000018,0.0259550992623
ACH-000019,0.36393537552599997
ACH-000021,0.0312233782889
ACH-000022,0.219022082352
ACH-000025,0.282253284373
ACH-000028,0.243639654255
ACH-000030,0.131021462523
ACH-000035,0.102748019627
ACH-000036,0.21579116376200003
ACH-000037,0.277399056295
ACH-000039,-0.0804281755194
ACH-000040,0.31193052366
ACH-000041,0.159010653044
ACH-000042,0.140355364756
ACH-000045,0.266336725912
ACH-000047,0.117336838924
ACH-000052,0.225169146294
ACH-000053,0.164418305909
ACH-000054,0.154885080497
ACH-000055,-0.032660631313999995
ACH-000060,0.11214544199899999
ACH-000067,0.243525142117
ACH-000070,0.269414051082
ACH-000075,0.012436909677600002
ACH-000078,0.256034917452
ACH-000082,0.229463959829
ACH-000085,0.23373074667
ACH-000086,0.19447173515799998
ACH-000087,0.21557395931899997
ACH-000092,0.12179645474400001
ACH-000095,0.026694310208400004
ACH-000097,0.10220026138499999
ACH-000098,0.23669228804499998
ACH-000099,0.045722229769
ACH-000108,0.157261643684
ACH-000113,0.267266949498
ACH-000115,0.5124076739760001
ACH-000116,0.22357655453699998
ACH-000118,0.138342222056
ACH-000120,0.249148556078
ACH-000123,0.139756852489
ACH-000127,0.240218848287
ACH-000128,0.17978823495000001
ACH-000132,0.137020779273
ACH-000133,0.180707866976
ACH-000137,0.245454065247
ACH-000138,0.334817036719
ACH-000142,0.232946875583
ACH-000143,0.111894497445
ACH-000146,0.162709657066
ACH-000148,0.140267239484
ACH-000150,0.0745670921478
ACH-000152,0.364620866239
ACH-000153,0.165680810495
ACH-000159,0.174592139874
ACH-000160,0.131519269061
ACH-000163,0.270213519871
ACH-000167,0.163116067009
ACH-000168,0.0137569588926
ACH-000169,0.150962554175
ACH-000178,0.248470728489
ACH-000182,0.17328061619600002
ACH-000183,0.358157391083
ACH-000188,0.198076602601
ACH-000189,0.039284662886300004
ACH-000190,0.159953350035
ACH-000198,0.100689055456
ACH-000204,0.28736962044
ACH-000206,0.25770220551199996
ACH-000207,0.351132497723
ACH-000211,0.0911626494097
ACH-000215,0.194369843374
ACH-000221,0.126219653816
ACH-000222,0.051202069123599994
ACH-000223,0.24508828612599998
ACH-000226,0.202932288756
ACH-000227,0.20018789053
ACH-000228,0.20783680500100002
ACH-000231,0.175735332576
ACH-000232,0.147336773346
ACH-000233,0.30247196068300003
ACH-000234,0.0743315047448
ACH-000235,0.15218627073899998
ACH-000237,0.18002064792999997
ACH-000238,0.27236375822
ACH-000243,0.141758832829
ACH-000244,0.11231041642799999
ACH-000246,0.162525907513
ACH-000248,0.23154543713599998
ACH-000250,0.185442104537
ACH-000251,0.225333355077
ACH-000253,0.111598967016
ACH-000255,0.145758398706
ACH-000256,0.0953744628541
ACH-000257,0.0257228806115
ACH-000258,-0.0554711325176
ACH-000259,0.287755766365
ACH-000260,0.07757380686639999
