,MAN1A2 (10905)
ACH-000004,0.113596527129
ACH-000007,0.15277726328400001
ACH-000009,-0.0242884526677
ACH-000011,-0.11424634924799999
ACH-000012,-0.141155164372
ACH-000013,0.0210042689514
ACH-000014,-0.19504546599
ACH-000015,-0.46484880021700004
ACH-000017,0.0273768581948
ACH-000018,-0.291587107293
ACH-000019,-0.12296417812100001
ACH-000021,-0.24752602317699998
ACH-000022,-0.048423247969300004
ACH-000025,-0.19797989907400002
ACH-000028,-0.244080012242
ACH-000030,-0.116876935668
ACH-000035,0.105361916235
ACH-000036,0.21877874671300002
ACH-000037,-0.18250833635299998
ACH-000039,-0.11275739506100001
ACH-000040,-0.038221946277800005
ACH-000041,-0.142422161278
ACH-000042,-0.158964097801
ACH-000045,0.0894881382347
ACH-000047,0.016812059389500002
ACH-000052,-0.233365866843
ACH-000053,-0.180785463103
ACH-000054,-0.304010862626
ACH-000055,-0.144185192048
ACH-000060,0.07828435691810001
ACH-000067,-0.110067549904
ACH-000070,0.0295137109196
ACH-000075,-0.146713068292
ACH-000078,-0.18836552067899998
ACH-000082,0.0309581219484
ACH-000085,-0.10261431147700001
ACH-000086,-0.184318966572
ACH-000087,-0.603451657172
ACH-000092,-0.144388634676
ACH-000095,0.12042058518899999
ACH-000097,0.0512621439451
ACH-000098,-0.0877392629933
ACH-000099,0.08944684703110001
ACH-000108,-0.211317521388
ACH-000113,-0.0369565313419
ACH-000115,0.18731657119000003
ACH-000116,-0.00272814154872
ACH-000118,-0.36866716423
ACH-000120,-0.145880373231
ACH-000123,-0.6001440328719999
ACH-000127,-0.30956845117
ACH-000128,-0.201301464558
ACH-000132,0.0395445251146
ACH-000133,0.0596767422513
ACH-000137,-0.0978397456556
ACH-000138,-0.038237409443
ACH-000142,0.170981455625
ACH-000143,-0.195272338147
ACH-000146,-0.153311919669
ACH-000148,-0.263072312985
ACH-000150,0.005895556556149999
ACH-000152,-0.35267944851599997
ACH-000153,-0.143969562892
ACH-000159,-0.519005983203
ACH-000160,0.008497797512520002
ACH-000163,0.210729113374
ACH-000167,-0.209735105974
ACH-000168,-0.264477512612
ACH-000169,-0.105160314052
ACH-000178,0.156447490523
ACH-000182,0.12717326024800002
ACH-000183,0.0446053029305
ACH-000188,-0.15994680818499998
ACH-000189,-0.496986319841
ACH-000190,0.138966894841
ACH-000198,0.08905312354089999
ACH-000204,-0.0556399346024
ACH-000206,0.017771861979
ACH-000207,-0.352521948604
ACH-000211,-0.0186993546703
ACH-000215,0.04587265893299999
ACH-000221,-0.370636690692
ACH-000222,0.014120413867799999
ACH-000223,-0.0920626949228
ACH-000226,-0.09469663105550001
ACH-000227,-0.5179261385639999
ACH-000228,-0.0249975053327
ACH-000231,-0.0359190668936
ACH-000232,0.0455135469156
ACH-000233,0.100577120055
ACH-000234,-0.227957371116
ACH-000235,-0.375424802887
ACH-000237,0.0388840187659
ACH-000238,-0.0030657059219499996
ACH-000243,-0.333680979729
ACH-000244,0.300386297575
ACH-000246,0.0135293663948
ACH-000248,-0.181049607458
ACH-000250,0.114725627346
ACH-000251,0.0822240600157
ACH-000253,-0.024223494863400002
ACH-000255,0.000701637377998
ACH-000256,-0.04838639682009999
ACH-000257,0.123208161479
ACH-000258,0.213683731827
ACH-000259,-0.0179462938778
ACH-000260,-0.039373759385099995
ACH-000261,-0.013756406035400001
ACH-000262,-0.37819664648199997
ACH-000263,0.238822635609
ACH-000264,-0.00819559716101
ACH-000265,-0.30461827693300003
ACH-000266,-0.040141664438
ACH-000272,-0.462846155931
ACH-000273,0.09768973995619999
ACH-000274,-0.16644923679999998
ACH-000277,-0.12387150637800001
ACH-000278,0.107532908232
ACH-000279,-0.0238513033686
ACH-000280,0.254512225586
ACH-000281,0.24155044586
ACH-000288,0.0267411036166
ACH-000291,0.035601412393099996
ACH-000293,-0.00506977983368
ACH-000294,-0.25657678654599997
ACH-000295,0.125657225249
ACH-000296,-0.011037696022099999
ACH-000302,-0.242927428122
ACH-000304,-0.193340781081
ACH-000307,-0.0886832063004
ACH-000308,0.023709133200500002
ACH-000310,-0.238923670119
ACH-000311,0.058426267789500004
ACH-000312,0.081234959249
ACH-000315,-0.407107318864
ACH-000316,0.0415419272033
ACH-000317,-0.234699112326
ACH-000318,-0.0950018448127
ACH-000319,0.0334015846663
ACH-000320,-0.339253281461
ACH-000322,-0.08296409180530001
ACH-000323,0.05736754914969999
ACH-000324,0.0644748585715
ACH-000329,-0.0585680801872
ACH-000330,-0.142048780976
ACH-000331,-0.15970365068700001
ACH-000332,-0.0866681607357
ACH-000334,0.142962483226
ACH-000335,-0.09151524000660001
ACH-000336,-0.365162337228
ACH-000337,0.030198135483
ACH-000339,-0.138480372814
ACH-000341,-0.283795645004
ACH-000348,-0.014861619109100001
ACH-000350,0.147874292684
ACH-000352,-0.110579992612
ACH-000356,-0.108890665001
ACH-000361,-0.161776984543
ACH-000362,-0.217685979368
ACH-000363,-0.014353636287
ACH-000364,-0.0206088013053
ACH-000365,-0.8131139858859999
ACH-000366,-0.05031884474719999
ACH-000368,-0.14237214855900002
ACH-000374,-0.0745584865606
ACH-000375,-0.31116336
ACH-000376,0.044383571570199995
ACH-000381,0.0905834544188
ACH-000383,-0.188544843905
ACH-000387,-0.0217385631329
ACH-000389,0.0515317520931
ACH-000390,0.22443141005
ACH-000393,-0.126487940456
ACH-000395,-0.12054709791099999
ACH-000397,-0.49537391289399996
ACH-000401,-0.258235344694
ACH-000402,0.0988668681518
ACH-000403,-0.11284133642100001
ACH-000404,0.202399953905
ACH-000406,-0.126591809995
ACH-000407,0.05176421851080001
ACH-000408,-0.360048129396
ACH-000410,-0.0774770619147
ACH-000411,0.0075791803512700005
ACH-000414,-0.0112392500981
ACH-000415,-0.0923611572367
ACH-000416,-0.145708773871
ACH-000420,-0.269732918622
ACH-000421,0.110250513943
ACH-000424,0.854421346216
ACH-000425,-0.38055708085699996
ACH-000426,0.127077207848
ACH-000427,-0.00577011418782
ACH-000433,-0.37982760341899996
ACH-000436,-0.106180411014
ACH-000444,0.125334603658
ACH-000445,-0.0971012971412
ACH-000448,-0.07115237478849999
ACH-000450,-0.20703532191500001
ACH-000452,-0.0912107324684
ACH-000454,-0.08983223196239999
ACH-000458,-0.45679927602
ACH-000459,-0.0391872013221
ACH-000460,0.0862415016005
ACH-000461,-0.132307132419
ACH-000463,-0.174855007996
ACH-000464,-0.0220878717723
ACH-000466,-0.478730541799
ACH-000467,-0.0545129615986
ACH-000468,-0.033888970784
ACH-000469,0.008179557209289999
ACH-000470,-0.0512374749666
ACH-000471,0.0050363256928
ACH-000472,-0.0361404687992
ACH-000473,0.034637536465699996
ACH-000475,0.0340383535834
ACH-000476,-0.0661369348635
ACH-000477,0.27862347800299997
ACH-000480,-0.0785938707394
ACH-000481,-0.00808932214026
ACH-000483,-0.0077781715589
ACH-000484,-0.00615660924445
ACH-000485,-0.126130865714
ACH-000486,-0.0327319459284
ACH-000487,0.0137218028945
ACH-000488,5.69971480526e-05
ACH-000490,-0.00392773864865
ACH-000491,-0.06073758271919999
ACH-000495,-0.0626604884719
ACH-000496,-0.166998777817
ACH-000499,-0.42222359000799997
ACH-000500,-0.250036247358
ACH-000502,-0.0652945269799
ACH-000503,-0.029874671416700003
ACH-000505,-0.158838652395
ACH-000507,-0.0957598876431
ACH-000510,0.0244561976473
ACH-000511,-0.00115710061922
ACH-000512,0.071502019961
ACH-000516,-0.0059090854036400004
ACH-000517,0.00706925141416
ACH-000518,-0.0237023878717
ACH-000520,0.0884916870008
ACH-000521,-0.566775674936
ACH-000522,-0.0913201136511
ACH-000524,-1.0150339698100002
ACH-000527,-0.0340905508563
ACH-000528,0.0314351421003
ACH-000537,-0.257911805724
ACH-000541,0.036719173025300006
ACH-000542,-0.00669710181375
ACH-000544,0.137032271678
ACH-000545,0.0976516851098
ACH-000547,-0.338754492884
ACH-000548,-0.0446393704103
ACH-000549,-0.10965317447100001
ACH-000550,-0.050576228151000005
ACH-000552,0.017191255849799997
ACH-000556,-0.122390720822
ACH-000557,0.0431464921424
ACH-000570,-0.0175303272274
ACH-000571,-0.0600732465709
ACH-000573,0.0827451428266
ACH-000576,0.00491063161946
ACH-000580,0.0729601307989
ACH-000584,0.0357121221108
ACH-000585,-0.409442435831
ACH-000588,0.0203490522663
ACH-000589,0.00688877459239
ACH-000591,-0.0038764147521000002
ACH-000593,-0.22738472989
ACH-000600,-0.0688267467605
ACH-000601,-0.189349428681
ACH-000604,0.131234637781
ACH-000605,-0.373343089856
ACH-000606,-0.111384988203
ACH-000608,0.010697270087600002
ACH-000614,-0.46738652169600003
ACH-000616,-0.0198280678113
ACH-000618,-0.148016943668
ACH-000619,-0.135192265221
ACH-000620,-0.342446222398
ACH-000621,-0.10037121388499999
ACH-000622,-0.11939437014399999
ACH-000623,-0.204083490203
ACH-000624,0.053438880830499996
ACH-000627,-0.344760932516
ACH-000630,-0.068613208656
ACH-000632,-0.175610159085
ACH-000633,-0.0144517682287
ACH-000637,0.00184679739802
ACH-000638,-0.0541549126173
ACH-000646,-0.50191287692
ACH-000647,-0.0931945756622
ACH-000648,0.06431590303240001
ACH-000649,0.05697810779469999
ACH-000651,-0.00172206355702
ACH-000652,-0.253448384042
ACH-000653,0.045691921965699996
ACH-000657,-0.45390524422399997
ACH-000658,0.151263262776
ACH-000661,-0.0859852581956
ACH-000662,0.0743502741436
ACH-000663,-0.260094568169
ACH-000665,-0.0936086607349
ACH-000671,-0.0800379467215
ACH-000673,0.0391965068338
ACH-000676,-0.269982896282
ACH-000677,-0.530368011364
ACH-000681,-0.290499223351
ACH-000682,0.0108705055556
ACH-000683,0.0064210284257700005
ACH-000684,-0.24214039240200003
ACH-000688,-0.240489164583
ACH-000693,-0.027220022651900003
ACH-000694,0.08020213798289999
ACH-000695,0.17079461438299998
ACH-000696,-0.181216301765
ACH-000697,0.026498181127800002
ACH-000699,-0.047391301285800005
ACH-000701,0.110305249448
ACH-000706,-0.08218241269339999
ACH-000711,0.05395219248980001
ACH-000713,-0.260232867534
ACH-000714,-0.072507144222
ACH-000718,-0.149878782013
ACH-000720,-0.09085308570720001
ACH-000721,-0.141228593478
ACH-000724,0.00464557089316
ACH-000725,-0.142322878717
ACH-000732,-0.154576993827
ACH-000734,0.0016097633749100001
ACH-000735,0.0025519721631100003
ACH-000736,-0.292149295508
ACH-000738,0.06814961489030001
ACH-000746,-0.0234300761816
ACH-000747,-0.180115473495
ACH-000748,-0.13831318308
ACH-000753,0.0618355723588
ACH-000756,-0.273880671788
ACH-000757,-0.490566263235
ACH-000758,-0.110179777274
ACH-000760,-0.154299119498
ACH-000763,0.047518246826800004
ACH-000764,-0.40448109616800004
ACH-000765,0.0548879286786
ACH-000766,-0.066545628308
ACH-000767,-0.0763076934408
ACH-000768,-0.18852838148200002
ACH-000769,0.0176680271584
ACH-000770,0.116913887197
ACH-000771,-0.197062935341
ACH-000773,0.0710291028053
ACH-000776,-0.388062777089
ACH-000777,-0.0013776107222
ACH-000778,-0.144518361629
ACH-000781,-0.042599378634
ACH-000782,0.207958002099
ACH-000783,-0.0178956117377
ACH-000784,-0.035626669593300006
ACH-000785,-0.0025776255925500004
ACH-000787,0.03945090747319999
ACH-000788,-0.004323656110819999
ACH-000791,0.035587383040999995
ACH-000792,0.10461112241000001
ACH-000794,0.00048342582321499997
ACH-000796,-0.207874457583
ACH-000799,0.043110690954400004
ACH-000800,-0.225684357754
ACH-000802,-0.0362606852453
ACH-000804,-0.105099418626
ACH-000805,-0.0269222480856
ACH-000809,0.049631349451099996
ACH-000810,-0.14947524804
ACH-000811,0.0980206264637
ACH-000817,-0.132864059845
ACH-000819,-0.10354779614199999
ACH-000820,0.493115426937
ACH-000821,0.25090625889
ACH-000822,0.10443933676000001
ACH-000823,-0.052755811205900005
ACH-000824,0.00953151806964
ACH-000827,0.032492071438
ACH-000829,0.107519152674
ACH-000831,-0.143814830451
ACH-000832,-0.08466773190199998
ACH-000833,0.19829442919
ACH-000834,0.0909302287729
ACH-000835,-0.307040769316
ACH-000836,-0.0586822195326
ACH-000837,-0.08642848423730001
ACH-000838,0.218197172599
ACH-000839,-0.17683732721599998
ACH-000840,0.134269255013
ACH-000841,-0.18262887869600003
ACH-000843,0.11163277976
ACH-000846,-0.018018923611400003
ACH-000847,-0.118655444571
ACH-000848,0.0794603504017
ACH-000849,-0.00891728905998
ACH-000851,-0.0643971122885
ACH-000855,-0.131449283499
ACH-000856,0.0231693401582
ACH-000858,-0.0193984641887
ACH-000859,-0.206559379936
ACH-000861,-0.114329726324
ACH-000862,0.010562447620700001
ACH-000865,-0.045463764014499995
ACH-000866,-0.00809311580276
ACH-000867,-0.049546448267
ACH-000869,-0.0412299857954
ACH-000872,-0.267854381081
ACH-000873,-0.0891809695301
ACH-000876,-0.0680278309465
ACH-000878,0.410944399466
ACH-000880,-0.0625005644036
ACH-000881,-0.021677702141
ACH-000882,-0.11091398731100001
ACH-000884,-0.0824180210059
ACH-000885,-0.562154993781
ACH-000887,-0.104821167389
ACH-000888,-0.14329357574
ACH-000889,0.011659652999
ACH-000890,-0.31343080083
ACH-000896,-0.143676448506
ACH-000898,0.0251580171209
ACH-000900,-0.056287296328300006
ACH-000901,0.0709195867936
ACH-000905,0.0718720858159
ACH-000906,0.005338270917069999
ACH-000907,-0.33675970117299997
