,RPS6KC1 (26750)
ACH-000259,-0.142153702095
ACH-000260,-0.10916959693299999
ACH-000261,-0.15593852772
ACH-000262,-0.0751053227298
ACH-000263,0.147184811892
ACH-000264,-0.255184709946
ACH-000265,-0.09060414642010002
ACH-000266,-0.22166684352
ACH-000272,-0.15918925563300002
ACH-000273,-0.0376752768093
ACH-000274,-0.154421779978
ACH-000277,-0.0258504153478
ACH-000278,0.01513326957
ACH-000279,-0.0437207806188
ACH-000280,0.012450484881899999
ACH-000281,-0.243388218599
ACH-000288,-0.224203624723
ACH-000291,-0.121900146064
ACH-000293,0.013483906961900001
ACH-000294,-0.106167965919
ACH-000295,-0.23534829128899998
ACH-000296,-0.29761881128199996
ACH-000302,-0.162179815138
ACH-000304,-0.0787543338738
ACH-000307,-0.0965370656532
ACH-000308,-0.129122897407
ACH-000310,-0.380080594467
ACH-000311,-0.325491214683
ACH-000312,-0.0846797464917
ACH-000315,-0.0005222423098040001
ACH-000316,-0.146033290835
ACH-000317,-0.0802893241295
ACH-000318,-0.03635346858480001
ACH-000319,-0.140862159819
ACH-000320,-0.245495611741
ACH-000322,0.0261648723372
ACH-000323,-0.261967307409
ACH-000324,-0.193350298699
ACH-000329,-0.166682528074
ACH-000330,-0.25375800309700003
ACH-000331,-0.105283350737
ACH-000332,-0.158508641251
ACH-000334,-0.41709078235799996
ACH-000335,-0.0861002310547
ACH-000336,-0.0416705589395
ACH-000337,0.23024865934500002
ACH-000339,-0.123047057939
ACH-000341,-0.286199585132
ACH-000348,-0.17872371967
ACH-000350,-0.0554976681238
ACH-000352,-0.123265455976
ACH-000356,-0.0932726407726
ACH-000361,-0.139073761094
ACH-000362,-0.190513169982
ACH-000363,-0.186838951137
ACH-000364,-0.136186471802
ACH-000365,-0.0704748806292
ACH-000366,-0.271927044833
ACH-000368,-0.063426122197
ACH-000374,-0.258798074144
ACH-000375,-0.251611356909
ACH-000376,-0.0844461102774
ACH-000381,-0.160424184054
ACH-000383,-0.176972050736
ACH-000387,-0.123600803498
ACH-000389,-0.114292247212
ACH-000390,-0.274865155979
ACH-000393,-0.027798546628400003
ACH-000395,-0.08369811474830001
ACH-000397,-0.08359877032660001
ACH-000401,-0.189988796186
ACH-000402,0.22858050156100002
ACH-000403,-0.211627897177
ACH-000404,-0.12462275464400001
ACH-000406,-0.257976269735
ACH-000407,-0.094777586698
ACH-000408,-0.205788279234
ACH-000410,-0.326495810301
ACH-000411,-0.373758967285
ACH-000414,-0.171963881897
ACH-000415,-0.160658489626
ACH-000416,-0.12423998927000002
ACH-000420,-0.142076973642
ACH-000421,-0.151048768249
ACH-000424,-0.056007487059500004
ACH-000425,-0.10392822215099999
ACH-000426,-0.086509056698
ACH-000427,-0.000607955579986
ACH-000433,-0.294858902549
ACH-000436,-0.152926640041
ACH-000444,-0.10232480136
ACH-000445,-0.22569723634799999
ACH-000448,-0.135988275811
ACH-000450,0.0725642962865
ACH-000452,-0.13219053858
ACH-000454,-0.02462857427
ACH-000458,-0.0480536168488
ACH-000459,-0.052881452925500005
ACH-000460,-0.229726149609
ACH-000461,0.0446867619212
ACH-000463,-0.19122482976100003
ACH-000464,0.118044440106
ACH-000466,-0.08905546896199999
ACH-000467,-0.205506247892
ACH-000468,-0.146998627369
ACH-000469,-0.0941395087101
ACH-000470,-0.19942232127300002
ACH-000471,-0.174049623006
ACH-000472,-0.19508773210900002
ACH-000473,-0.0574926396519
ACH-000475,-0.156007149205
ACH-000476,-0.13151872914100002
ACH-000477,-0.10971933195900001
ACH-000480,-0.218766373917
ACH-000481,0.0174991376096
ACH-000483,-0.22036266543699998
ACH-000484,-0.208012848187
ACH-000485,-0.211676589802
ACH-000486,0.011597402840400001
ACH-000487,-0.16742480935
ACH-000488,-0.200776736532
ACH-000490,-0.148808467628
ACH-000491,0.023870131636399998
ACH-000495,-0.0515618367511
ACH-000496,-0.086023498501
ACH-000499,-0.019857647175
ACH-000500,-0.165257935115
ACH-000502,-0.11991732762
ACH-000503,-0.40477824600999995
ACH-000505,-0.160919313535
ACH-000507,-0.0970034138185
ACH-000510,-0.09113880478269999
ACH-000511,-0.27081271171300003
ACH-000512,-0.266285498783
ACH-000516,-0.21128191489999998
ACH-000517,-0.07709232902
ACH-000518,-0.09874966685239998
ACH-000520,-0.10864007646
ACH-000521,-0.24270331264699999
ACH-000522,-0.21995904716899997
ACH-000524,-0.105895996077
ACH-000527,-0.18229260878400003
ACH-000528,-0.201012265493
ACH-000537,-0.189404204934
ACH-000541,0.0783978759583
ACH-000542,-0.0602421175887
ACH-000544,-0.079559271871
ACH-000545,-0.144612078451
ACH-000547,-0.351500193301
ACH-000548,-0.284840345781
ACH-000549,0.073127525028
ACH-000550,-0.26006370402199996
ACH-000552,-0.0219801224846
ACH-000556,-0.141339353118
ACH-000557,-0.0617326784462
ACH-000570,0.03552293695019999
ACH-000571,-0.115867713152
ACH-000573,-0.175108555211
ACH-000576,-0.31452841030400003
ACH-000580,-0.0979583386401
ACH-000584,-0.111116480607
ACH-000585,-0.173934448631
ACH-000588,-0.0340050248148
ACH-000589,-0.113429629639
ACH-000591,0.11337309061300001
ACH-000593,-0.11073899339700001
ACH-000600,-0.20866513788899999
ACH-000601,-0.187892248829
ACH-000604,0.246872414515
ACH-000605,0.0247845641192
ACH-000606,-0.17460606004299997
ACH-000608,-0.08457496064589999
ACH-000614,-0.196824100398
ACH-000616,-0.120549276581
ACH-000618,0.005601469099130001
ACH-000619,-0.161607416033
ACH-000620,-0.0869264261816
ACH-000621,-0.0349974204746
ACH-000622,-0.114450090903
ACH-000623,-0.103817131047
ACH-000624,-0.102927886053
ACH-000627,-0.083975043361
ACH-000630,-0.09008285748230001
ACH-000632,-0.008316186819760001
ACH-000633,-0.124759023309
ACH-000637,0.0675846985446
ACH-000638,-0.11174720469100001
ACH-000646,0.14624554459
ACH-000647,-0.17957731606
ACH-000648,-0.290013994344
ACH-000649,-0.114739664816
ACH-000651,-0.17139940944
ACH-000652,0.241245044912
ACH-000653,-0.0582604955069
ACH-000657,-0.11111777173699999
ACH-000658,-0.311405969717
ACH-000661,0.0675493952486
ACH-000662,-0.373162686892
ACH-000663,-0.181817979461
ACH-000665,-0.11224307659000002
ACH-000671,-0.289008214607
ACH-000673,-0.106710159604
ACH-000676,-0.0894948860912
ACH-000677,-0.128899981946
ACH-000681,-0.216850050023
ACH-000682,-0.11585294564099999
ACH-000683,-0.20156646638599998
ACH-000684,-0.313445266271
ACH-000688,-0.06049092230309999
ACH-000693,0.050285090007100006
ACH-000694,-0.12781512068499998
ACH-000695,0.0177580020167
ACH-000696,-0.140228919911
ACH-000697,-0.07250158515110001
ACH-000699,-0.12575943568700002
ACH-000701,0.0160887856145
ACH-000706,-0.0596732808247
ACH-000711,-0.120770883443
ACH-000713,-0.125313081237
ACH-000714,-0.320437647605
ACH-000718,-0.148518970809
ACH-000720,-0.06594393219519999
ACH-000721,-0.0407590064125
ACH-000724,-0.0704899070706
ACH-000725,-0.334324558622
ACH-000732,-0.102073024858
ACH-000734,-0.26424535286999995
ACH-000735,-0.24337110688799998
ACH-000736,0.237479281828
ACH-000738,-0.110800716679
ACH-000746,0.0043362285226199995
ACH-000747,-0.133553810577
ACH-000748,-0.213532149687
ACH-000753,-0.13279484447599998
ACH-000756,-0.107631760088
ACH-000757,-0.232748139606
ACH-000758,-0.0470272961596
ACH-000760,-0.17345056496199998
ACH-000763,-0.274219468803
ACH-000764,0.057067556960500004
ACH-000765,-0.059977565153800004
ACH-000766,-0.06333257249530001
ACH-000767,-0.042003118089100004
ACH-000768,-0.15583830272399998
ACH-000769,-0.15414075707
ACH-000770,-0.132783968834
ACH-000771,-0.116686461797
ACH-000773,-0.19549575360100002
ACH-000776,-0.0569059185733
ACH-000777,-0.134975402206
ACH-000778,-0.13062289179
ACH-000781,-0.12926989226299998
ACH-000782,0.106866655682
ACH-000783,-0.323760919741
ACH-000784,-0.18089954298799998
ACH-000785,-0.26081737463599997
ACH-000787,-0.219900496595
ACH-000788,-0.159671099091
ACH-000791,-0.181089716523
ACH-000792,-0.149493679243
ACH-000794,0.0317257922181
ACH-000796,-0.122250838136
ACH-000799,-0.265817802427
ACH-000800,0.012388473228799999
ACH-000802,-0.08733205243239998
ACH-000804,-0.215920467832
ACH-000805,0.022868438554500003
ACH-000809,-0.216226125893
ACH-000810,-0.146213405573
ACH-000811,0.052044546755400004
ACH-000817,-0.201466115359
ACH-000819,-0.185390224813
ACH-000820,-0.14907469707999998
ACH-000821,-0.08869208991699999
ACH-000822,-0.0644146811509
ACH-000823,-0.0566047414604
ACH-000824,-0.0675638834154
ACH-000827,-0.15925686465
ACH-000829,-0.0144815170646
ACH-000831,-0.0596606373699
ACH-000832,-0.15429673061
ACH-000833,-0.197204193981
ACH-000834,-0.256897126444
ACH-000835,-0.0150808829324
ACH-000836,-0.18235011197999998
ACH-000837,-0.197540404807
ACH-000838,-0.0666321072107
ACH-000839,-0.022463825791099998
ACH-000840,0.00862482542373
ACH-000841,-0.11806580509199999
ACH-000843,-0.167459922682
ACH-000846,-0.0435116522819
ACH-000847,-0.297907404176
ACH-000848,-0.20860433395999997
ACH-000849,-0.240359253707
ACH-000851,-0.234905096544
ACH-000855,-0.24459551647799999
ACH-000856,-0.153588687869
ACH-000858,-0.165981625138
ACH-000859,0.011034045099799999
ACH-000861,-0.245770134514
ACH-000862,-0.20149744053399998
ACH-000865,-0.114918306831
ACH-000866,-0.025114403779099997
ACH-000867,-0.18118357398600002
ACH-000869,-0.147016503074
ACH-000872,-0.146635662461
ACH-000873,-0.146573196269
ACH-000876,-0.0949744352038
ACH-000878,0.0809002239354
ACH-000880,-0.215768680226
ACH-000881,-0.262680430032
ACH-000882,-0.0306565775345
ACH-000884,-0.20000846344999998
ACH-000885,-0.129914591641
ACH-000887,-0.0765320631893
ACH-000888,-0.104311986698
ACH-000889,-0.00326138771052
ACH-000890,-0.0618644546041
ACH-000896,-0.168713633862
ACH-000898,-0.0777110438172
ACH-000900,-0.0218215738368
ACH-000901,-0.019659515699400002
ACH-000905,-0.214518749895
ACH-000906,-0.128581396713
ACH-000907,-0.105135534966
ACH-000910,-0.373710238856
ACH-000911,-0.10457695147
ACH-000912,-0.127120036797
ACH-000913,-0.129986028781
ACH-000915,-0.141873994224
ACH-000916,0.35488138123999996
ACH-000917,-0.00975157287692
ACH-000921,-0.177372419628
ACH-000924,-0.131561545388
ACH-000926,-0.10219183460799999
ACH-000928,-0.195630222606
ACH-000929,-0.0705726872206
ACH-000932,-0.146475045439
ACH-000935,-0.260402631747
ACH-000936,-0.125482121327
ACH-000937,-0.17517305778099998
ACH-000938,-0.122787920431
ACH-000939,-0.13685780603
ACH-000941,-0.0173156825546
ACH-000943,-0.07739119275789999
ACH-000946,-0.12210205983200001
ACH-000947,-0.266705732943
ACH-000948,-0.132535119797
ACH-000950,-0.458146965319
ACH-000953,-0.0709718350957
ACH-000957,-0.17897679814800002
ACH-000958,-0.0276056759146
ACH-000960,-0.20777480904800003
ACH-000963,0.0145023688093
ACH-000968,-0.108503047976
ACH-000969,-0.125197871101
ACH-000973,-0.212358226569
ACH-000974,-0.00324151434006
ACH-000975,-0.19154654522599998
ACH-000976,0.17664293285
ACH-000978,0.11510863398
ACH-000980,-0.0777971011972
ACH-000984,-0.219648159603
ACH-000986,-0.255977125282
ACH-000988,-0.08373112583430001
ACH-000993,-0.145731300535
ACH-000994,0.0572705184887
ACH-000996,0.0334759511207
ACH-001001,-0.332577432289
ACH-001020,-0.151939303405
ACH-001028,-0.12168883752800001
ACH-001031,-0.0896565525385
ACH-001038,-0.08205880012450001
ACH-001048,-0.190514973101
ACH-001050,-0.152045852283
ACH-001053,0.0593964407393
ACH-001054,-0.22550313112700002
ACH-001061,-0.124533254846
ACH-001067,-0.165398048544
ACH-001075,-0.38086058403300005
ACH-001096,-0.44129777427
ACH-001128,-0.30540035359900003
ACH-001134,-0.24267653245700002
ACH-001151,-0.144650061899
ACH-001163,-0.0416937809959
ACH-001164,-0.210226971771
ACH-001173,-0.108080608657
ACH-001183,-0.24413592635
ACH-001184,-0.689289580706
ACH-001190,-0.185878105779
ACH-001192,0.0459180411367
ACH-001193,-0.0610510069329
ACH-001196,-0.0276250618923
ACH-001197,-0.291838330275
ACH-001205,-0.6531906536509999
ACH-001211,-0.191183379504
ACH-001212,-0.178917460232
ACH-001228,-0.10160744058
ACH-001232,-0.07423019596210001
ACH-001239,0.0431147124819
ACH-001274,-0.05043012207690001
ACH-001275,-0.07845452457930001
ACH-001277,-0.28732946093600004
ACH-001278,0.107769652718
ACH-001280,-0.74758371434
ACH-001283,0.010038286955399999
ACH-001289,-0.0645449750047
ACH-001295,-0.106046902941
ACH-001300,-0.11505743099400001
ACH-001301,-0.078818087884
ACH-001302,-0.0116965692805
ACH-001303,-0.290418595944
ACH-001306,-0.254837457308
ACH-001318,-0.164153075597
ACH-001322,-0.09272720628930001
ACH-001328,-0.07346567542110001
ACH-001332,-0.563804360242
ACH-001333,0.264969120663
ACH-001336,-0.219189781977
ACH-001340,-0.187197889789
ACH-001346,-0.24544098795000002
ACH-001353,-0.19029801056899998
ACH-001354,-0.361138211511
ACH-001367,-0.0017939476764100002
ACH-001368,-0.280560143364
ACH-001374,-0.292981001201
ACH-001375,-0.378831774266
ACH-001377,-0.191383565212
ACH-001380,-0.0678915636863
ACH-001391,0.0271386953237
ACH-001407,-0.0423923821445
ACH-001408,-0.232833607552
ACH-001413,-0.07334866758830001
ACH-001430,-0.179806174887
ACH-001431,-0.157097283138
ACH-001450,-0.134231198777
ACH-001496,-0.177504043985
ACH-001500,-0.080778707206
ACH-001521,-0.089562159747
ACH-001523,-0.0675209385968
ACH-001532,-0.182837389533
ACH-001536,-0.116975950544
ACH-001550,-0.215752699188
ACH-001552,-0.296660322263
ACH-001554,-0.115846506106
ACH-001645,0.00352154192036
ACH-001654,-0.15643596987
ACH-001715,0.106199611041
ACH-001735,0.10408258955399999
ACH-001736,-0.012077967124700002
ACH-001737,0.295100097926
ACH-001740,-0.438448752559
ACH-001745,-0.49686076832099996
ACH-001750,-0.0635362813948
ACH-001765,-0.10650115113700001
ACH-001956,-0.189795429317
ACH-001957,-0.19233361374299998
