,RIMS2 (9699)
ACH-000004,0.138734391175
ACH-000007,-0.299088590114
ACH-000009,-0.09543603102600001
ACH-000011,-0.244891126271
ACH-000012,-0.0517867689415
ACH-000013,-0.09697567577430001
ACH-000014,-0.08556042490049999
ACH-000015,-0.0570227223195
ACH-000017,0.0197982153323
ACH-000018,-0.116542061557
ACH-000019,-0.0995373016297
ACH-000021,-0.174939058998
ACH-000022,-0.120210822248
ACH-000025,-0.12323444918700001
ACH-000028,-0.334513595251
ACH-000030,-0.0985791610278
ACH-000035,-0.258864608281
ACH-000036,0.00563965634825
ACH-000037,-0.209567476797
ACH-000039,-0.173010164482
ACH-000040,-0.200809359498
ACH-000041,-0.153714115436
ACH-000042,-0.292053694554
ACH-000045,-0.266544127958
ACH-000047,0.13830265656500002
ACH-000052,-0.057918694741599996
ACH-000053,-0.10833662460000001
ACH-000054,-0.17927674800500001
ACH-000055,-0.014746657503799998
ACH-000060,-0.11427476298
ACH-000067,-0.008594335158559998
ACH-000070,0.034171472831200006
ACH-000075,-0.145146287317
ACH-000078,-0.405909315501
ACH-000082,-0.0651058751106
ACH-000085,-0.216375501571
ACH-000086,-0.198337186314
ACH-000087,-0.137511469959
ACH-000092,-0.179863243783
ACH-000095,-0.0226368798464
ACH-000097,-0.07880589669850001
ACH-000098,0.0265758407394
ACH-000099,-0.290513762137
ACH-000108,-0.204752337458
ACH-000113,-0.0445713813881
ACH-000115,-0.117108834402
ACH-000116,-0.112635961693
ACH-000118,-0.175367954207
ACH-000120,-0.0845215360769
ACH-000123,-0.172138331166
ACH-000127,-0.251326336904
ACH-000128,-0.21547114205200002
ACH-000132,-0.0836536603303
ACH-000133,-0.143108521774
ACH-000137,-0.0967830168713
ACH-000138,-0.12285986555600001
ACH-000142,-0.12832368022600002
ACH-000143,-0.18631969951900001
ACH-000146,-0.0448430507668
ACH-000148,0.0225189361973
ACH-000150,-0.222208864933
ACH-000152,-0.110034452315
ACH-000153,-0.196758093552
ACH-000159,-0.253146243756
ACH-000160,-0.00279374761259
ACH-000163,0.000470253316062
ACH-000167,0.289804470145
ACH-000168,-0.0860679417376
ACH-000169,-0.0612669873171
ACH-000178,-0.229750594137
ACH-000182,0.021104166308400004
ACH-000183,-0.201722403985
ACH-000188,-0.0441762727915
ACH-000189,-0.0312276955974
ACH-000190,-0.126084713758
ACH-000198,-0.24875167396899997
ACH-000204,-0.257703081517
ACH-000206,-0.252166193667
ACH-000207,-0.17412288928800002
ACH-000211,-0.08702862343739999
ACH-000215,-0.10210821006899999
ACH-000221,0.131087853109
ACH-000222,0.0111193175428
ACH-000223,-0.24888848484200002
ACH-000226,-0.08271303857130001
ACH-000227,-0.48258111352099997
ACH-000228,-0.134937267976
ACH-000231,-0.026506659917000002
ACH-000232,-0.22330812102400002
ACH-000233,-0.119327707716
ACH-000234,-0.202600449953
ACH-000235,-0.14839011354599999
ACH-000237,-0.109132115668
ACH-000238,-0.0849573778958
ACH-000243,-0.164099298653
ACH-000244,0.0512899268178
ACH-000246,-0.0665532356583
ACH-000248,-0.0668778501413
ACH-000250,-0.19429068955899997
ACH-000251,-0.19585800388099997
ACH-000253,-0.18446103976199998
ACH-000255,0.0309454902849
ACH-000256,-0.0335303033211
ACH-000257,-0.12211762735099999
ACH-000258,-0.06235544367
ACH-000259,-0.10265271327099999
ACH-000260,-0.162995159217
ACH-000261,-0.145949303382
ACH-000262,-0.34776580562299997
ACH-000263,0.0602148243248
ACH-000264,-0.136740992249
ACH-000265,-0.176963896741
ACH-000266,-0.165737949808
ACH-000272,-0.150862981941
ACH-000273,-0.063466752177
ACH-000274,-0.09454321158639999
ACH-000277,-0.37509702465000005
ACH-000278,-0.22233440712900002
ACH-000279,-0.038387392437800004
ACH-000280,0.0243800194302
ACH-000281,-0.16870918753400002
ACH-000288,0.00302140297952
ACH-000291,-0.0859329190625
ACH-000293,-0.012261512120100002
ACH-000294,-0.08817477036890001
ACH-000295,0.156755687554
ACH-000296,0.0157336201431
ACH-000302,0.0636514136861
ACH-000304,-0.06825681658459999
ACH-000307,-0.163336928783
ACH-000308,-0.10157531114
ACH-000310,-0.46595624067
ACH-000311,-0.139493555015
ACH-000312,-0.06233821511319999
ACH-000315,-0.179315352833
ACH-000316,-0.140182257074
ACH-000317,-0.100693035738
ACH-000318,-0.0314218491494
ACH-000319,-0.042407076686199995
ACH-000320,-0.287357031391
ACH-000322,-0.11063644301100001
ACH-000323,-0.112955023705
ACH-000324,-0.182549699656
ACH-000329,-0.0907410099313
ACH-000330,-0.190629779244
ACH-000331,-0.204233102713
ACH-000332,-0.199698400124
ACH-000334,-0.253162151733
ACH-000335,-0.052435278809199994
ACH-000336,-0.0235322175311
ACH-000337,-0.16140157678300002
ACH-000339,-0.133813062441
ACH-000341,0.09860195353880001
ACH-000348,-0.125869652225
ACH-000350,-0.246613444055
ACH-000352,-0.258197092078
ACH-000356,0.0333046421677
ACH-000361,0.08177395985380001
ACH-000362,-0.22046061679600001
ACH-000363,-0.198576042801
ACH-000364,-0.0539251177173
ACH-000365,-0.10885335378799998
ACH-000366,-0.09783309417860002
ACH-000368,0.025199044889000002
ACH-000374,-0.0108908772819
ACH-000375,-0.261482661617
ACH-000376,-0.0534820214564
ACH-000381,-0.07008405284830001
ACH-000383,-0.127769168529
ACH-000387,-0.06793939452719999
ACH-000389,-0.11160112542400001
ACH-000390,-0.149274781066
ACH-000393,-0.12124831045600001
ACH-000395,-0.053595041444
ACH-000397,-0.09441601142110001
ACH-000401,-0.174879764568
ACH-000402,0.0474421140754
ACH-000403,-0.14157774262199999
ACH-000404,-0.0657394389727
ACH-000406,-0.067014167707
ACH-000407,-0.04592187634909999
ACH-000408,-0.327435007432
ACH-000410,-0.11025386148600001
ACH-000411,-0.276262650078
ACH-000414,-0.274595401847
ACH-000415,-0.0605569145543
ACH-000416,-0.18962515761100002
ACH-000420,0.186138716653
ACH-000421,-0.132710656409
ACH-000424,-0.40698889336599997
ACH-000425,-0.33747653741899997
ACH-000426,-0.0226918081391
ACH-000427,-0.0475890711917
ACH-000433,0.19074895978
ACH-000436,-0.0469055539234
ACH-000444,-0.0223667268516
ACH-000445,0.13525271157299998
ACH-000448,-0.28878399577799996
ACH-000450,-0.24049891997900003
ACH-000452,-0.036495907208800006
ACH-000454,0.08169756821669999
ACH-000458,-0.174072626177
ACH-000459,0.292194058696
ACH-000460,0.028175985071099998
ACH-000461,-0.048263962905400005
ACH-000463,-0.149129858451
ACH-000464,0.0203475891525
ACH-000466,-0.219199287871
ACH-000467,-0.15874758267300002
ACH-000468,-0.0637452275057
ACH-000469,0.0312262971921
ACH-000470,-0.21193736933200003
ACH-000471,-0.15023860732
ACH-000472,-0.23753425778
ACH-000473,0.117159527915
ACH-000475,-0.0614929486157
ACH-000476,0.064709026909
ACH-000477,-0.0826537199629
ACH-000480,0.0199798739744
ACH-000481,-0.021069148130099996
ACH-000483,-0.18069740463300002
ACH-000484,0.14358113793299998
ACH-000485,-0.0235062188502
ACH-000486,-0.19092898899799998
ACH-000487,0.047657025774300005
ACH-000488,-0.0631518627214
ACH-000490,0.020004283238999998
ACH-000491,0.0368637981206
ACH-000495,-0.0818655272831
ACH-000496,-0.0912528695563
ACH-000499,-0.0628287429615
ACH-000500,0.0514365968807
ACH-000502,-0.0537076526453
ACH-000503,-0.08623727946180001
ACH-000505,-0.11868996483100001
ACH-000507,0.015289272170200001
ACH-000510,-0.184413556728
ACH-000511,-0.032777810839299995
ACH-000512,-0.223505614093
ACH-000516,-0.048734233559
ACH-000517,-0.05723420328769999
ACH-000518,0.009155370776969998
ACH-000520,0.0259642650133
ACH-000521,-0.184148773171
ACH-000522,-0.108099479165
ACH-000524,-0.162468344219
ACH-000527,-0.005441634093140001
ACH-000528,-0.0595022554839
ACH-000537,-0.139201612409
ACH-000541,-0.17757461866500002
ACH-000542,-0.237317198164
ACH-000544,0.000305109983523
ACH-000545,-0.214010499232
ACH-000547,-0.11762204098
ACH-000548,-0.140987460726
ACH-000549,-0.14026315465
ACH-000550,-0.0946256238113
ACH-000552,-0.00636735214945
ACH-000556,-0.210413147518
ACH-000557,-0.295279221669
ACH-000570,-0.0811237089142
ACH-000571,-0.0618682731197
ACH-000573,-0.20416309407000002
ACH-000576,-0.0384056744652
ACH-000580,-0.143708932845
ACH-000584,0.07196746345260001
ACH-000585,-0.0716623992805
ACH-000588,0.051195661258699995
ACH-000589,-0.292265200713
ACH-000591,0.170234556313
ACH-000593,-0.0756679007482
ACH-000600,-0.030690673777200004
ACH-000601,-0.119430943023
ACH-000604,0.126585053018
ACH-000605,-0.011417274671399998
ACH-000606,0.0890303142402
ACH-000608,-0.149593179401
ACH-000614,-0.0841333007494
ACH-000616,-0.0649247384077
ACH-000618,-0.0415869037126
ACH-000619,-0.297830962723
ACH-000620,0.11330464105999999
ACH-000621,-0.17727272739100003
ACH-000622,-0.119626982877
ACH-000623,-0.019169002833700002
ACH-000624,-0.17875928195500002
ACH-000627,-0.0633976026994
ACH-000630,-0.16577001245200002
ACH-000632,0.140841454287
ACH-000633,0.0274024388625
ACH-000637,0.0802275208562
ACH-000638,-0.40482683397200003
ACH-000646,-0.058735803375000006
ACH-000647,-0.11957612988500001
ACH-000648,-0.283557993592
ACH-000649,-0.23293194529800001
ACH-000651,-0.0621321031992
ACH-000652,0.0729903144983
ACH-000653,-0.0863548825052
ACH-000657,-0.16724358269
ACH-000658,-0.311204912768
ACH-000661,-0.19550124809799999
ACH-000662,0.017553329058
ACH-000663,0.11146518849199999
ACH-000665,-0.146393110292
ACH-000671,-0.06595081583580001
ACH-000673,-0.19327532801600003
ACH-000676,-0.14714828936
ACH-000677,-0.0587159422442
ACH-000681,-0.143748518052
ACH-000682,-0.0454804481845
ACH-000683,-0.162398260333
ACH-000684,-0.00722181044572
ACH-000688,-0.318426188967
ACH-000693,-0.045541124478900005
ACH-000694,0.060894398894300004
ACH-000695,-0.37487867351099996
