,SPCS3 (60559)
ACH-000004,-0.606345461967
ACH-000007,-1.05823894053
ACH-000009,-0.6952588109100001
ACH-000011,-0.966580947715
ACH-000012,-0.603223227075
ACH-000013,-0.731631851777
ACH-000014,-0.840149852547
ACH-000015,-0.9837247936769999
ACH-000017,-1.1308253157200001
ACH-000018,-0.895103892174
ACH-000019,-0.897707093328
ACH-000021,-0.705518172561
ACH-000022,-1.05985716991
ACH-000025,-0.884967119331
ACH-000028,-0.866596524085
ACH-000030,-0.6973448584999999
ACH-000035,-1.15535320709
ACH-000036,-0.9037427695899999
ACH-000037,-0.935948929415
ACH-000039,-0.890048093933
ACH-000040,-1.11237285199
ACH-000041,-1.2532556376700001
ACH-000042,-0.904088553085
ACH-000045,-0.9680678293580001
ACH-000047,-1.0999553766799999
ACH-000052,-1.02313581933
ACH-000053,-0.8860407671780001
ACH-000054,-0.8443019846950001
ACH-000055,-0.735870001318
ACH-000060,-0.7212346948299999
ACH-000067,-1.15318369801
ACH-000070,-1.2337940434499999
ACH-000075,-1.1505292636700002
ACH-000078,-1.07030967492
ACH-000082,-1.08350217822
ACH-000085,-0.769247969796
ACH-000086,-0.823641491652
ACH-000087,-0.949770095096
ACH-000092,-1.18510885526
ACH-000095,-0.9656747111570001
ACH-000097,-0.7780463896080001
ACH-000098,-1.0081904903499999
ACH-000099,-0.867060351583
ACH-000108,-0.8382278088439999
ACH-000113,-0.8898130293340001
ACH-000115,-1.62145849306
ACH-000116,-0.9334233302339999
ACH-000118,-0.947779526079
ACH-000120,-0.9336071274940001
ACH-000123,-1.13376139611
ACH-000127,-1.12803818361
ACH-000128,-1.06565233611
ACH-000132,-1.06702339609
ACH-000133,-0.904555393353
ACH-000137,-1.01632962929
ACH-000138,-0.74423250746
ACH-000142,-1.02498569412
ACH-000143,-0.9345831303899998
ACH-000146,-0.891204180285
ACH-000148,-1.01419287555
ACH-000150,-0.800512855091
ACH-000152,-1.13204847654
ACH-000153,-0.999010240326
ACH-000159,-0.993441085497
ACH-000160,-0.865226887698
ACH-000163,-1.2310546869
ACH-000167,-1.40142859251
ACH-000168,-1.26316453169
ACH-000169,-1.13277317462
ACH-000178,-1.20291353533
ACH-000182,-0.769474515252
ACH-000183,-0.9287503844149999
ACH-000188,-0.877839475621
ACH-000189,-0.887575621361
ACH-000190,-1.00953932901
ACH-000198,-0.943740073875
ACH-000204,-0.89221057802
ACH-000206,-1.24123822555
ACH-000207,-0.239515112574
ACH-000211,-0.948831978936
ACH-000215,-0.838339480673
ACH-000221,-0.714959813673
ACH-000222,-0.8938358768200001
ACH-000223,-1.02956127537
ACH-000226,-0.9478125313060001
ACH-000227,-0.751790877873
ACH-000228,-0.9365828946529999
ACH-000231,-1.4234064348299997
ACH-000232,-1.17864628568
ACH-000233,-1.00541182501
ACH-000234,-0.9242432737909999
ACH-000235,-0.8393279907279999
ACH-000237,-0.9154032498549999
ACH-000238,-0.751750617111
ACH-000243,-1.14740716942
ACH-000244,-0.8010183157969999
ACH-000246,-0.8886000260150001
ACH-000248,-0.839649925381
ACH-000250,-0.707723088203
ACH-000251,-1.2487876858700002
ACH-000253,-1.0333908071
ACH-000255,-1.14611717597
ACH-000256,-0.7915674964280001
ACH-000257,-1.6322980381299999
ACH-000258,-0.714231922528
ACH-000259,-1.08205596731
ACH-000260,-0.862798912733
ACH-000261,-0.965789916812
ACH-000262,-1.3253565300399999
ACH-000263,-0.587502737216
ACH-000264,-1.2986235903899999
ACH-000265,-0.770169883457
ACH-000266,-0.8069281756029999
ACH-000272,-1.2629106385700002
ACH-000273,-0.977782834823
ACH-000274,-1.1449994720799999
ACH-000277,-1.3802121803999998
ACH-000278,-0.923640778582
ACH-000279,-1.01375751176
ACH-000280,-0.9364634170749999
ACH-000281,-0.7499616389120001
ACH-000288,-1.35674334379
ACH-000291,-1.0321921548100002
ACH-000293,-0.871575562587
ACH-000294,-1.0401233516
ACH-000295,-0.844479708174
ACH-000296,-1.1676096592
ACH-000302,-1.05138296651
ACH-000304,-1.0129398159899998
ACH-000307,-0.814244241939
ACH-000308,-1.5533426379
ACH-000310,-0.7127407725480001
ACH-000311,-0.9428048429700001
ACH-000312,-1.10081910543
ACH-000315,-0.996437556863
ACH-000316,-0.755658759146
ACH-000317,-1.07692397935
ACH-000318,-1.3150733936599999
ACH-000319,-1.1372223927399998
ACH-000320,-0.9221345584799999
ACH-000322,-0.628497971134
ACH-000323,-1.27581175777
ACH-000324,-0.9357042724860001
ACH-000329,-1.19146060138
ACH-000330,-0.927389540715
ACH-000331,-1.0894575328899998
ACH-000332,-0.847515634014
ACH-000334,-0.895054897891
ACH-000335,-0.829412217595
ACH-000336,-1.0478588023
ACH-000337,-0.605415894297
ACH-000339,-1.0681300197799999
ACH-000341,-1.28874229573
ACH-000348,-1.18260522138
ACH-000350,-1.23480715811
ACH-000352,-1.58584079845
ACH-000356,-0.9928085035780001
ACH-000361,-1.06224710433
ACH-000362,-0.8260158921969999
ACH-000363,-1.2150898212799999
ACH-000364,-1.0707711495399999
ACH-000365,-1.00854972986
ACH-000366,-0.941272146267
ACH-000368,-1.07710880062
ACH-000374,-1.29094336376
ACH-000375,-1.3693232350799998
ACH-000376,-1.1168762199
ACH-000381,-1.1611230244700002
ACH-000383,-1.37247679913
ACH-000387,-0.7773007640080001
ACH-000389,-1.1143387059299998
ACH-000390,-1.01332283869
ACH-000393,-0.579808240118
ACH-000395,-0.6032611151
ACH-000397,-0.9311529085179999
ACH-000401,-1.23563667259
ACH-000402,-1.3695336007499999
ACH-000403,-1.4659756977
ACH-000404,-1.3563772040200002
ACH-000406,-0.535962405154
ACH-000407,-0.895965093479
ACH-000408,-0.9623286135979999
ACH-000410,-0.790097223805
ACH-000411,-1.0719595114899998
ACH-000414,-0.9077150606799999
ACH-000415,-1.00035313172
ACH-000416,-1.17985304205
ACH-000420,-1.28982269171
ACH-000421,-0.986686504623
ACH-000424,-0.900417832035
ACH-000425,-1.43242929406
ACH-000426,-1.65778450419
ACH-000427,-0.805924813721
ACH-000433,-0.9932865675720001
ACH-000436,-1.1828102841700001
ACH-000444,-0.826016061925
ACH-000445,-0.9003482181069999
ACH-000448,-0.704531397399
ACH-000450,-1.02376324791
ACH-000452,-0.9242394081049999
ACH-000454,-0.7853315360619999
ACH-000458,-0.98545718619
ACH-000459,-0.5663260580430001
ACH-000460,-0.75421956853
ACH-000461,-0.421241606893
ACH-000463,-1.0193027473799998
ACH-000464,-1.00842391247
ACH-000466,-1.56632365178
ACH-000467,-1.04883898565
ACH-000468,-1.29364519008
ACH-000469,-1.04718864129
ACH-000470,-1.0568469260700002
ACH-000471,-0.705651805062
ACH-000472,-0.781879639101
ACH-000473,-1.40521011343
ACH-000475,-0.955478639186
ACH-000476,-1.3273960564899998
ACH-000477,-1.3931131306600002
ACH-000480,-1.06997192646
ACH-000481,-0.9768385293240001
ACH-000483,-1.8143896483500002
ACH-000484,-0.9876859614299999
ACH-000485,-1.27111532944
ACH-000486,-0.8550987303
ACH-000487,-0.744725117904
ACH-000488,-0.938303622052
ACH-000490,-0.919563298219
ACH-000491,-0.8380433294840001
ACH-000495,-1.06419078217
ACH-000496,-1.3233593223
ACH-000499,-0.961515650159
ACH-000500,-0.662885205237
ACH-000502,-0.9078372222200001
ACH-000503,-1.4939064790600003
ACH-000505,-0.908343412288
ACH-000507,-1.2261429133600001
ACH-000510,-0.883778002075
ACH-000511,-1.11068209707
ACH-000512,-0.862145055967
ACH-000516,-0.8372943555560001
ACH-000517,-1.10353441056
ACH-000518,-0.8511887662809999
ACH-000520,-0.7931148202189999
ACH-000521,-0.926295408914
ACH-000522,-1.00764955129
ACH-000524,-0.973197811944
ACH-000527,-1.03724250576
ACH-000528,-0.784196862177
ACH-000537,-1.23712198915
ACH-000541,-0.717496476423
ACH-000542,-0.7292408647579999
ACH-000544,-0.981289748718
ACH-000545,-0.613307123122
ACH-000547,-0.733543512984
ACH-000548,-0.827938588092
ACH-000549,-0.772682351626
ACH-000550,-1.16461954082
ACH-000552,-1.1660794747799998
ACH-000556,-1.1402676827399998
ACH-000557,-0.80215575176
ACH-000570,-1.3063504005
ACH-000571,-1.08589294089
ACH-000573,-1.02058154386
ACH-000576,-1.14770287546
ACH-000580,-0.812394178113
ACH-000584,-0.9147884945270001
ACH-000585,-0.499847807461
ACH-000588,-0.9436564684729999
ACH-000589,-1.04533244013
ACH-000591,-1.34262857532
ACH-000593,-1.02253568767
ACH-000600,-1.4340511554299997
ACH-000601,-0.8850161442360001
ACH-000604,-0.6410327357
ACH-000605,-1.14245973169
ACH-000606,-1.14838039733
ACH-000608,-0.43589584038
ACH-000614,-1.0225609071500001
ACH-000616,-1.1580207957700002
ACH-000618,-1.22065827596
ACH-000619,-0.968257848193
ACH-000620,-1.12252235718
ACH-000621,-0.894571724758
ACH-000622,-1.4296410505500001
ACH-000623,-1.29462233971
ACH-000624,-0.859513691186
ACH-000627,-0.7702261329090001
ACH-000630,-1.0526801940600001
ACH-000632,-0.615967387476
ACH-000633,-1.46051620704
ACH-000637,-0.965813389914
ACH-000638,-0.805951800422
ACH-000646,-0.9825986189129999
ACH-000647,-1.00378038276
ACH-000648,-1.21431709406
ACH-000649,-1.09972166404
ACH-000651,-0.890912131638
ACH-000652,-1.19030076104
ACH-000653,-1.10485018671
ACH-000657,-0.740817464478
ACH-000658,-1.06215239468
ACH-000661,-1.5523287714200003
ACH-000662,-0.672450277109
ACH-000663,-0.947655767987
ACH-000665,-1.09191219109
ACH-000671,-1.00343135505
ACH-000673,-0.889922331294
ACH-000676,-0.986489290427
ACH-000677,-1.16736789612
ACH-000681,-1.01039073885
ACH-000682,-0.736412399175
ACH-000683,-0.772822970422
ACH-000684,-0.946543136716
ACH-000688,-1.24506002401
ACH-000693,-0.847098211262
ACH-000694,-0.663228253779
ACH-000695,-1.39107233401
ACH-000696,-1.16099412277
ACH-000697,-0.918418135614
ACH-000699,-1.42992460771
ACH-000701,-0.5970426180080001
ACH-000706,-0.7851714871619999
ACH-000711,-0.9654555838660001
ACH-000713,-1.00488268457
ACH-000714,-0.834606191854
ACH-000718,-0.92825701884
ACH-000720,-1.23059540937
ACH-000721,-0.814739795948
ACH-000724,-1.73520268253
ACH-000725,-0.7712990590440001
ACH-000732,-0.929030034435
ACH-000734,-0.9225485709550001
ACH-000735,-0.772791259503
ACH-000736,-1.22432602932
ACH-000738,-1.09011790624
ACH-000746,-0.836757719237
ACH-000747,-0.833119344913
ACH-000748,-1.0665525514399998
ACH-000753,-0.558894618957
ACH-000756,-0.911065710059
ACH-000757,-0.720166751962
ACH-000758,-0.848351069778
ACH-000760,-0.745943746557
ACH-000763,-0.828560230543
ACH-000764,-0.884437447585
ACH-000765,-1.1999361621
ACH-000766,-0.801944793864
ACH-000767,-1.18492977982
ACH-000768,-1.07762719146
ACH-000769,-0.818426175305
ACH-000770,-1.20539131776
ACH-000771,-0.809957799075
ACH-000773,-1.14561028276
ACH-000776,-1.2768958535500001
ACH-000777,-0.7185232745319999
ACH-000778,-0.787604024118
ACH-000781,-1.02729873185
ACH-000782,-1.38283980444
ACH-000783,-0.7927393518960001
ACH-000784,-0.8739471534280001
ACH-000785,-0.7281395476729999
ACH-000787,-0.808710607252
ACH-000788,-0.8729501620379999
ACH-000791,-0.744370823334
ACH-000792,-0.8703712155760001
ACH-000794,-0.8967658994580001
ACH-000796,-0.741535206691
ACH-000799,-1.4296084452200002
ACH-000800,-1.1422327837100001
ACH-000802,-0.862213565544
ACH-000804,-0.773879981643
ACH-000805,-0.8048736172930001
ACH-000809,-0.641579350146
ACH-000810,-0.784351021759
ACH-000811,-0.903421287006
ACH-000817,-1.34197187031
ACH-000819,-0.998620112483
ACH-000820,-0.8636775008840001
ACH-000821,-1.38435753568
ACH-000822,-1.11143416545
ACH-000823,-1.0627481943700001
ACH-000824,-1.00163483342
ACH-000827,-1.0298509164899998
ACH-000829,-0.9478780039229999
ACH-000831,-0.911942664984
ACH-000832,-1.06865583671
ACH-000833,-1.40138937662
ACH-000834,-1.0852646188500001
ACH-000835,-1.04038372686
ACH-000836,-1.18779001294
ACH-000837,-0.796131205625
ACH-000838,-0.9322170827930001
ACH-000839,-1.08218994907
ACH-000840,-1.07317526382
ACH-000841,-1.02138801411
ACH-000843,-1.02767615746
ACH-000846,-0.8097173321179999
ACH-000847,-1.0577004305
ACH-000848,-0.8138883820209999
ACH-000849,-0.8762158273999999
ACH-000851,-1.02132539526
ACH-000855,-1.47889649201
ACH-000856,-0.804067673782
ACH-000858,-0.98502078259
ACH-000859,-0.750076058097
ACH-000861,-0.776973316221
ACH-000862,-0.958810976596
ACH-000865,-1.21908056205
ACH-000866,-1.0692820102
ACH-000867,-1.0203250231
ACH-000869,-1.026741948
ACH-000872,-0.997510663548
ACH-000873,-0.8102560546780001
ACH-000876,-0.9738385042859999
ACH-000878,-1.4247674328
ACH-000880,-0.858550150457
ACH-000881,-1.3705468724399998
ACH-000882,-0.880640794076
ACH-000884,-1.04824592698
ACH-000885,-0.911018164565
ACH-000887,-0.776209077043
ACH-000888,-0.850388513158
ACH-000889,-1.11139592195
ACH-000890,-0.981395247675
ACH-000896,-1.16509606931
ACH-000898,-1.03169578332
ACH-000900,-1.18268667216
ACH-000901,-1.02714372592
ACH-000905,-0.837834801355
ACH-000906,-1.02670547386
ACH-000907,-1.19198558877
ACH-000910,-0.91508043427
ACH-000911,-1.0882125960299998
ACH-000912,-0.869320859149
ACH-000913,-0.6881403153200001
ACH-000915,-1.11231858583
ACH-000916,-0.963748244966
ACH-000917,-1.1612340192
ACH-000921,-1.0566210515
ACH-000924,-0.811521154655
ACH-000926,-1.00255908318
ACH-000928,-0.548267040187
ACH-000929,-1.37260240735
ACH-000932,-1.1858128410200002
ACH-000935,-0.538872837451
ACH-000936,-0.8177694146269999
ACH-000937,-1.00142814032
ACH-000938,-1.11760014617
ACH-000939,-1.18084935492
ACH-000941,-1.9409574871200002
ACH-000943,-0.885268273381
ACH-000946,-0.9457300645669999
ACH-000947,-1.09847264307
ACH-000948,-1.1468082471799999
ACH-000950,-0.8590048352399999
ACH-000953,-0.7102522346439999
ACH-000957,-1.1617291707100001
ACH-000958,-1.56049691887
ACH-000960,-1.1046756814299998
ACH-000963,-0.6900515275519999
ACH-000968,-0.810614095107
ACH-000969,-1.03936016416
ACH-000973,-0.825268374313
ACH-000974,-0.7122250172589999
ACH-000975,-0.836685203134
ACH-000976,-0.587995919318
ACH-000978,-0.5657662003930001
ACH-000980,-0.840868777394
ACH-000984,-0.877836524049
ACH-000986,-0.7823941671789999
ACH-000988,-0.861867923233
ACH-000993,-0.705474016505
ACH-000994,-1.00785159059
ACH-000996,-0.728735142758
ACH-001001,-0.674361605927
ACH-001020,-1.22351567529
ACH-001028,-0.891894964104
ACH-001031,-0.971502575844
ACH-001038,-0.960568037041
ACH-001048,-1.1223299980900001
ACH-001050,-0.769183937338
ACH-001053,-0.8672810247820001
ACH-001054,-0.7760529870399999
ACH-001061,-0.841476443856
ACH-001067,-0.863015506289
ACH-001075,-0.890451424788
ACH-001096,-0.878953567793
ACH-001128,-1.27053053722
ACH-001134,-0.847380080844
ACH-001151,-1.37412414148
ACH-001163,-0.9098228860609999
ACH-001164,-0.8595517676379999
ACH-001173,-1.09346113089
ACH-001183,-1.40444311988
ACH-001184,-1.12182159449
ACH-001190,-0.9986167790880001
ACH-001192,-1.46367713617
ACH-001193,-0.602678306667
ACH-001196,-0.923129106232
ACH-001197,-1.2318516100399999
ACH-001205,-1.15765927745
ACH-001211,-1.0636379603100001
ACH-001212,-0.751630389958
ACH-001228,-1.1255359031399998
ACH-001232,-1.02440504294
ACH-001239,-1.00092937689
ACH-001274,-0.695261623702
ACH-001275,-1.1135760101999999
ACH-001277,-1.0814661552399998
ACH-001278,-0.9394949143000001
ACH-001280,-0.648552269283
ACH-001283,-1.11854361095
ACH-001289,-0.9428252195669999
ACH-001295,-0.822712222348
ACH-001300,-0.9752619424779999
ACH-001301,-0.9423539998880001
ACH-001302,-1.01517121499
ACH-001303,-0.718430006128
ACH-001306,-0.972971993114
ACH-001318,-1.13949953125
ACH-001322,-0.942754183486
ACH-001328,-0.66432418839
ACH-001332,-1.00061258893
ACH-001333,-0.756247720302
ACH-001336,-0.756503064149
ACH-001340,-0.786524720345
ACH-001346,-0.870914238855
ACH-001353,-0.789233369473
ACH-001354,-0.753826727154
ACH-001367,-1.4042385763
ACH-001368,-0.998898070727
ACH-001374,-0.392269821193
ACH-001375,-0.850055405805
ACH-001377,-0.799235996434
ACH-001380,-0.9996631339450001
ACH-001391,-0.977226683359
ACH-001407,-1.11045482788
ACH-001408,-0.8737401440449999
ACH-001413,-1.08619325602
ACH-001430,-1.20636600797
ACH-001431,-0.9352302298720001
ACH-001450,-1.1053650602299998
ACH-001496,-1.05107194606
ACH-001500,-1.40164073725
ACH-001521,-1.2836950604200001
