,NTN1 (9423)
ACH-000004,-0.0465866007269
ACH-000007,-0.021660155336400002
ACH-000009,-0.137361858422
ACH-000011,0.0643032260818
ACH-000012,0.013434831356
ACH-000013,-0.18600921418699998
ACH-000014,-0.0898070790473
ACH-000015,0.00253629670006
ACH-000017,-0.0613512603166
ACH-000018,-0.125778812217
ACH-000019,-0.24674772194800002
ACH-000021,0.102170807708
ACH-000022,-0.0349733862611
ACH-000025,-0.058120029355499994
ACH-000028,0.0408697011969
ACH-000030,0.080017539564
ACH-000035,-0.0954958347604
ACH-000036,0.0810907320157
ACH-000037,-0.027290049859000003
ACH-000039,0.0682963015214
ACH-000040,-0.231658815539
ACH-000041,0.0500486916361
ACH-000042,-0.11307092888800001
ACH-000045,-0.0455610759664
ACH-000047,-0.0719619699102
ACH-000052,-0.252355709787
ACH-000053,-0.059687579832300004
ACH-000054,-0.13422566101299999
ACH-000055,-0.0666762132102
ACH-000060,-0.178412280215
ACH-000067,-0.214225468449
ACH-000070,-0.126984836674
ACH-000075,0.0959863961421
ACH-000078,0.10930998356100001
ACH-000082,-0.216739670878
ACH-000085,-0.329104109835
ACH-000086,0.021751410363500003
ACH-000087,0.0562046312713
ACH-000092,-0.041974989905199996
ACH-000095,-0.00607799176389
ACH-000097,-0.0135746639865
ACH-000098,-0.10247818391499999
ACH-000099,-0.0412458177852
ACH-000108,0.126420548818
ACH-000113,-0.295953936226
ACH-000115,-0.195114751094
ACH-000116,-0.0483512701296
ACH-000118,0.0112993624252
ACH-000120,-0.0307879308709
ACH-000123,-0.016511609059600002
ACH-000127,-0.17494828438
ACH-000128,-0.351057244364
ACH-000132,-0.12611043712
ACH-000133,-0.0455877664384
ACH-000137,-0.19649082119000003
ACH-000138,-0.0973781755326
ACH-000142,-0.0889211574082
ACH-000143,-0.07937310287169999
ACH-000146,-0.114291048453
ACH-000148,0.043531875214999995
ACH-000150,-0.302239036562
ACH-000152,-0.275616185383
ACH-000153,0.234704244433
ACH-000159,-0.233959314311
ACH-000160,-0.16089180835
ACH-000163,-0.13878759999
ACH-000167,-0.195597630993
ACH-000168,0.00118364851548
ACH-000169,-0.061746884656499995
ACH-000178,-0.00918400412042
ACH-000182,0.129003095308
ACH-000183,-0.10249856696000001
ACH-000188,-0.124761814984
ACH-000189,-0.26822397703699996
ACH-000190,0.0668349186306
ACH-000198,-0.0806548868443
ACH-000204,-0.19664048059099998
ACH-000206,-0.276600179664
ACH-000207,-0.27745457190699996
ACH-000211,-0.0515439567602
ACH-000215,0.036769101684
ACH-000221,-0.0198705917898
ACH-000222,0.16442556425000002
ACH-000223,-0.0450649778349
ACH-000226,-0.191005558305
ACH-000227,0.043843723921099996
ACH-000228,-0.24911763334800002
ACH-000231,-0.208539212193
ACH-000232,-0.005100703028109999
ACH-000233,-0.0839471283966
ACH-000234,-0.0785315834105
ACH-000235,-0.08808439397369999
ACH-000237,-0.122641196077
ACH-000238,-0.228234558876
ACH-000243,-0.057452973527199996
ACH-000244,-0.222074681178
ACH-000246,-0.0322110449066
ACH-000248,0.082994501258
ACH-000250,-0.169786362979
ACH-000251,-0.00530699842574
ACH-000253,-0.0750362785513
ACH-000255,-0.117858107864
ACH-000256,-0.23929361863600002
ACH-000257,-0.09936846694830001
ACH-000258,-0.0488722225406
ACH-000259,0.0607313655255
ACH-000260,-0.08573015405860002
ACH-000261,0.009649153303549998
ACH-000262,-0.367144673085
ACH-000263,-0.338159276844
ACH-000264,-0.171151582032
ACH-000265,0.076741706296
ACH-000266,-0.039386425901699995
ACH-000272,-0.018425989844200002
ACH-000273,-0.012165219044000001
ACH-000274,-0.19705220505600002
ACH-000277,0.0723453190315
ACH-000278,-0.20432897304900002
ACH-000279,-0.155012690698
ACH-000280,0.0399239993112
ACH-000281,0.0722348832314
ACH-000288,-0.18541349188200001
ACH-000291,-0.15304490747000002
ACH-000293,-0.044012598899
ACH-000294,0.100643028895
