,SSU72 (29101)
ACH-000308,-1.1932367374
ACH-000310,-2.08433926766
ACH-000311,-1.3648848344799998
ACH-000312,-1.41100175815
ACH-000315,-1.2474871605
ACH-000316,-1.4052585995500002
ACH-000317,-1.81868747251
ACH-000318,-1.1941921116399998
ACH-000319,-1.33309392793
ACH-000320,-1.4606687936000002
ACH-000322,-1.52119164312
ACH-000323,-1.30490056968
ACH-000324,-1.4185656665200002
ACH-000329,-1.8405934528799999
ACH-000330,-1.5701353357899999
ACH-000331,-1.26418378019
ACH-000332,-1.47763891943
ACH-000334,-1.5414588607
ACH-000335,-1.16656587387
ACH-000336,-1.22538943301
ACH-000337,-1.29373322413
ACH-000339,-1.2866655239700002
ACH-000341,-1.22263782579
ACH-000348,-1.49218631604
ACH-000350,-1.58458871314
ACH-000352,-1.3109353530399999
ACH-000356,-1.3332797272399999
ACH-000361,-1.39854646025
ACH-000362,-1.47463442591
ACH-000363,-1.4147291770800001
ACH-000364,-1.3798640036399998
ACH-000365,-1.2890107385299998
ACH-000366,-1.5101185850799999
ACH-000368,-1.10686154391
ACH-000374,-1.33461002319
ACH-000375,-1.4027279032799997
ACH-000376,-1.19121540384
ACH-000381,-1.35213181705
ACH-000383,-1.4932378807700002
ACH-000387,-1.01974452798
ACH-000389,-0.9733303330299998
ACH-000390,-1.4006167046399998
ACH-000393,-1.43567408784
ACH-000395,-1.19647766552
ACH-000397,-1.4394896400600001
ACH-000401,-1.2983394685
ACH-000402,-1.5760839939200002
ACH-000403,-1.46964411726
ACH-000404,-1.66097410978
ACH-000406,-1.38766235248
ACH-000407,-1.5061669519499998
ACH-000408,-1.51560922176
ACH-000410,-1.3795080365399999
ACH-000411,-1.29914457197
ACH-000414,-1.6646842920500002
ACH-000415,-1.49721530724
ACH-000416,-1.21402527452
ACH-000420,-1.3695633996899998
ACH-000421,-1.29983402685
ACH-000424,-1.4540949489300001
ACH-000425,-1.4681819220200003
ACH-000426,-1.04965134234
ACH-000427,-1.8109994533900002
ACH-000433,-1.1200556668200001
ACH-000436,-1.18415456841
ACH-000444,-1.28631749114
ACH-000445,-1.33933991694
ACH-000448,-1.49448506967
ACH-000450,-1.39747412408
ACH-000452,-1.3622410228600002
ACH-000454,-1.11010727873
ACH-000458,-1.3689865095200002
ACH-000459,-1.4067195634399998
ACH-000460,-1.26687448541
ACH-000461,-1.60761144735
ACH-000463,-1.2870525794299998
ACH-000464,-1.4287361750100003
ACH-000466,-1.4390121598899999
ACH-000467,-1.0875848344299999
ACH-000468,-1.34190012722
ACH-000469,-1.5610608331600002
ACH-000470,-1.59991764271
ACH-000471,-1.21666758285
ACH-000472,-1.53519694081
ACH-000473,-1.26716508988
ACH-000475,-1.5117842642299997
ACH-000476,-1.5748074279
ACH-000477,-1.63203994114
ACH-000480,-1.1646827787
ACH-000481,-1.71805198255
ACH-000483,-1.23619125771
ACH-000484,-1.9794397852599999
ACH-000485,-1.4151062068399998
ACH-000486,-1.51264590926
ACH-000487,-1.36572293404
ACH-000488,-1.2795035887000001
ACH-000490,-1.3179489746700002
ACH-000491,-1.72528707695
ACH-000495,-1.57483795089
ACH-000496,-1.18820540258
ACH-000499,-1.3725631491899999
ACH-000500,-1.3912683245700002
ACH-000502,-1.42558245204
ACH-000503,-1.5484574735799999
ACH-000505,-1.4841337237399999
ACH-000507,-1.18308623875
ACH-000510,-1.28827816035
ACH-000511,-1.2395442734200002
ACH-000512,-1.55152775227
ACH-000516,-1.29513355007
ACH-000517,-1.4731761109200001
ACH-000518,-1.45259011451
ACH-000520,-1.3318571270100001
ACH-000521,-1.3029893452399999
ACH-000522,-1.4849057744499998
ACH-000524,-1.23071805487
ACH-000527,-1.3764678892
ACH-000528,-1.2349592680099999
ACH-000537,-1.47921459748
ACH-000541,-1.49739358683
ACH-000542,-1.21620278871
ACH-000544,-1.2898706930500001
ACH-000545,-1.0714417986700002
ACH-000547,-1.42876308421
ACH-000548,-1.23989296903
ACH-000549,-1.15960607815
ACH-000550,-1.31906558586
ACH-000552,-1.367066366
ACH-000556,-1.32372200176
ACH-000557,-1.8569649481200001
ACH-000570,-1.3837673865900002
ACH-000571,-1.6759078697
ACH-000573,-1.47557360574
ACH-000576,-1.07001337618
ACH-000580,-0.655194096707
ACH-000584,-1.4332927631499999
ACH-000585,-1.4832552773299998
ACH-000588,-0.99095309161
ACH-000589,-1.3474020497499999
ACH-000591,-1.46294502754
ACH-000593,-1.49862817939
ACH-000600,-1.47934121853
ACH-000601,-1.23225865722
ACH-000604,-1.36174286028
ACH-000605,-1.57752334317
ACH-000606,-1.31433809317
ACH-000608,-2.2977804750099997
ACH-000614,-0.600772266944
ACH-000616,-1.11807392206
ACH-000618,-1.46119360339
ACH-000619,-1.36394366238
ACH-000620,-1.25846978252
ACH-000621,-1.5856483688999998
ACH-000622,-1.8136574147
ACH-000623,-1.49514886408
ACH-000624,-1.51255767993
ACH-000627,-1.42430629393
ACH-000630,-1.28412879338
ACH-000632,-1.6186401748800001
ACH-000633,-1.43021274356
ACH-000637,-1.20143775085
ACH-000638,-1.35428731939
ACH-000646,-1.6331376622
ACH-000647,-1.25704845891
ACH-000648,-1.28443582463
ACH-000649,-1.4539894755399998
ACH-000651,-1.3824921079899999
ACH-000652,-0.9671107239200001
ACH-000653,-1.20016312217
ACH-000657,-1.3182126679000001
ACH-000658,-1.24109123719
ACH-000661,-1.23400342329
ACH-000662,-1.6724221976499998
ACH-000663,-1.33697612922
ACH-000665,-1.50481711412
ACH-000671,-1.5758740407
ACH-000673,-1.5282340360299997
ACH-000676,-1.26109630907
ACH-000677,-1.29658216899
ACH-000681,-1.51604695549
ACH-000682,-1.21240324221
ACH-000683,-1.5360738395700002
ACH-000684,-1.25260134519
ACH-000688,-1.4583574019
ACH-000693,-1.5594081142899998
ACH-000694,-1.4214111348899998
ACH-000695,-1.31749591809
ACH-000696,-1.3621704718599998
ACH-000697,-1.2292199956
ACH-000699,-1.3832295907799999
ACH-000701,-1.22243395192
ACH-000706,-1.4054551271399998
ACH-000711,-1.37470914671
ACH-000713,-1.16772096797
ACH-000714,-1.48539689796
ACH-000718,-1.4357514184399998
ACH-000720,-1.3403725052200002
ACH-000721,-1.51928851911
ACH-000724,-1.4917390265000001
ACH-000725,-1.9545113689099998
ACH-000732,-1.1073682173000001
ACH-000734,-1.4804277051199999
ACH-000735,-1.40958917433
ACH-000736,-1.0548762502700002
ACH-000738,-1.4139023803200002
ACH-000746,-1.3820166384
ACH-000747,-1.22193720094
ACH-000748,-1.21519442515
ACH-000753,-1.31930784705
ACH-000756,-1.4786448943200001
ACH-000757,-1.42525401705
ACH-000758,-1.2186785043000001
ACH-000760,-1.26073132819
ACH-000763,-0.981512215305
ACH-000764,-1.43420137572
ACH-000765,-1.20528503719
ACH-000766,-1.3321253555099999
ACH-000767,-1.6841497152
ACH-000768,-1.19342407939
ACH-000769,-1.25185207907
ACH-000770,-1.49006051306
ACH-000771,-1.13246738312
ACH-000773,-1.28318746391
ACH-000776,-1.3202125231100001
ACH-000777,-1.45335518057
ACH-000778,-1.42418807294
ACH-000781,-1.39613293739
ACH-000782,-1.23777944352
ACH-000783,-1.8014473373900002
ACH-000784,-1.36072414845
ACH-000785,-1.42084440426
ACH-000787,-1.4826050939500002
ACH-000788,-1.49015246262
ACH-000791,-1.26831473412
ACH-000792,-1.49926780169
ACH-000794,-1.2604637471
ACH-000796,-1.3892141267299998
ACH-000799,-1.32040093125
ACH-000800,-1.3889393683700002
ACH-000802,-1.42672406062
ACH-000804,-1.68582019597
ACH-000805,-1.4668686218399998
ACH-000809,-1.5143983928799998
ACH-000810,-1.43046849086
ACH-000811,-1.3704398539899998
ACH-000817,-0.9189865077789999
ACH-000819,-1.29153228491
ACH-000820,-1.29998414611
ACH-000821,-1.12152890241
ACH-000822,-1.47502805263
ACH-000823,-1.4351859008399999
ACH-000824,-1.73006123092
ACH-000827,-1.18981920536
ACH-000829,-1.5851040919
ACH-000831,-1.19141087991
ACH-000832,-1.13370980076
ACH-000833,-0.921628812897
ACH-000834,-1.30632164848
ACH-000835,-1.2475042022
ACH-000836,-1.4711994345500001
ACH-000837,-1.34232739907
ACH-000838,-1.06576708408
ACH-000839,-1.32977645438
ACH-000840,-1.25386779462
ACH-000841,-1.31719637058
ACH-000843,-1.4707023587799999
ACH-000846,-1.16551320284
ACH-000847,-1.2358159966600002
ACH-000848,-1.20422854237
ACH-000849,-1.4095519727599999
ACH-000851,-1.1556099239700002
ACH-000855,-1.43930090391
ACH-000856,-1.4690314415299999
ACH-000858,-1.38191648125
ACH-000859,-0.9141736902680001
ACH-000861,-1.11252217581
ACH-000862,-1.38968989884
ACH-000865,-1.5186342560400001
ACH-000866,-1.36236322147
ACH-000867,-1.60423664235
ACH-000869,-1.54331546692
ACH-000872,-1.3802527789599999
ACH-000873,-1.2715753701399999
ACH-000876,-1.59302400622
ACH-000878,-1.23510980042
ACH-000880,-1.10557614619
ACH-000881,-1.42957458992
ACH-000882,-1.41777179792
ACH-000884,-1.3317871835700001
ACH-000885,-1.5982633051100001
ACH-000887,-1.38556170807
ACH-000888,-1.54827867004
ACH-000889,-1.4331367228799998
ACH-000890,-1.29014282448
ACH-000896,-1.53139754229
ACH-000898,-1.52400812873
ACH-000900,-1.56164796141
ACH-000901,-1.71063550719
ACH-000905,-1.15792911381
ACH-000906,-1.4722968400100003
ACH-000907,-1.2206182757
ACH-000910,-1.51034748213
ACH-000911,-1.2383835642399998
ACH-000912,-1.2218506521999999
ACH-000913,-1.3384269690700001
ACH-000915,-1.29950065301
ACH-000916,-1.51956225808
ACH-000917,-1.39525334211
ACH-000921,-1.2545547995100002
ACH-000924,-1.28013558948
ACH-000926,-1.68526588801
ACH-000928,-1.81012250982
ACH-000929,-0.963397985528
ACH-000932,-1.30427924041
ACH-000935,-1.07036076777
ACH-000936,-1.1774639008399999
ACH-000937,-1.7071436681999999
ACH-000938,-1.38559981238
ACH-000939,-1.28670303539
ACH-000941,-1.71363398503
ACH-000943,-1.28441756883
ACH-000946,-1.19301148767
ACH-000947,-1.40516392276
ACH-000948,-1.3271596284799998
ACH-000950,-1.5931567265200002
ACH-000953,-1.56123110322
ACH-000957,-1.26121282197
ACH-000958,-1.22081877124
ACH-000960,-1.93760376498
ACH-000963,-1.71183516005
ACH-000968,-1.16413288308
ACH-000969,-1.49918648961
ACH-000973,-1.5010424944499998
ACH-000974,-1.4190008467500002
ACH-000975,-1.55363203182
ACH-000976,-1.15494161545
ACH-000978,-1.38419203288
ACH-000980,-1.66391337437
ACH-000984,-0.982966450396
ACH-000986,-1.3270243685
ACH-000988,-1.46654434066
ACH-000993,-1.32569442325
ACH-000994,-1.6356571978799999
ACH-000996,-1.22989291292
ACH-001001,-1.5375135613100002
ACH-001020,-1.6932877357799998
ACH-001028,-1.4605094543900001
ACH-001031,-1.28189314509
ACH-001038,-1.51947193813
ACH-001048,-1.22019038805
ACH-001050,-1.1220048409899999
ACH-001053,-1.43452059231
ACH-001054,-1.34864528826
ACH-001061,-1.3359219905500002
ACH-001067,-1.24100105841
ACH-001075,-1.49673813381
ACH-001096,-1.43186630876
ACH-001128,-1.9929062993200002
ACH-001134,-1.2528651711
ACH-001151,-1.3527547333599999
ACH-001163,-1.38946470755
ACH-001164,-1.3413489856999998
ACH-001173,-1.3298445894700002
ACH-001183,-1.25367753042
ACH-001184,-1.6914075674200002
ACH-001190,-1.28971815219
ACH-001192,-1.33349520578
ACH-001193,-1.13353237331
ACH-001196,-1.3547396084
ACH-001197,-1.3647072955300001
ACH-001205,-1.2943669844399999
ACH-001211,-1.48825876613
ACH-001212,-1.4159979003
ACH-001228,-1.43601070166
ACH-001232,-1.2610518194
ACH-001239,-1.5962721096899999
ACH-001274,-1.39931331303
ACH-001275,-1.47730597499
ACH-001277,-1.3916015049200001
ACH-001278,-1.32480365315
ACH-001280,-1.19486668615
ACH-001283,-1.5408907449399998
ACH-001289,-1.4680737323700002
ACH-001295,-1.53076479445
ACH-001300,-1.49415093699
ACH-001301,-1.72000701973
ACH-001302,-1.13150917538
ACH-001303,-1.89939967847
ACH-001306,-1.04980994027
ACH-001318,-1.6176732305000001
ACH-001322,-0.7275380634909999
ACH-001328,-1.18128775791
ACH-001332,-0.8966858277509999
ACH-001333,-1.38853105889
ACH-001336,-1.1676111765100001
ACH-001340,-1.3005060782
ACH-001346,-1.45518470819
ACH-001353,-1.38014575009
ACH-001354,-1.01174954056
ACH-001367,-1.3138487586399998
ACH-001368,-1.32957125364
ACH-001374,-1.7306979541299998
ACH-001375,-1.3885880606
ACH-001377,-1.58359366349
ACH-001380,-1.30194739975
ACH-001391,-1.06306266017
ACH-001407,-1.4725343634
ACH-001408,-1.49593822516
ACH-001413,-1.29983466063
ACH-001430,-1.60960060098
ACH-001431,-1.66018176081
ACH-001450,-1.4317838411000001
ACH-001496,-1.41064280572
ACH-001500,-1.51281467275
ACH-001521,-1.62663670942
ACH-001523,-1.2238771327700002
ACH-001532,-1.2905109807600001
ACH-001536,-1.26202648065
ACH-001550,-1.72769134583
ACH-001552,-1.41057752125
ACH-001554,-1.4798760838299998
ACH-001645,-1.11900060581
ACH-001654,-1.3960592216299998
ACH-001715,-1.39595674646
ACH-001735,-1.4475697668399998
ACH-001736,-1.5117344545200002
ACH-001737,-1.2975873250499999
ACH-001740,-1.42435310475
ACH-001745,-1.6413894956600001
ACH-001750,-1.3940495182100001
ACH-001765,-1.46038346095
ACH-001956,-1.5194874424
ACH-001957,-1.47568536255
