,LRIT3 (345193)
ACH-000004,0.195808550297
ACH-000007,0.157110805143
ACH-000009,0.282942801038
ACH-000011,0.149324368997
ACH-000012,0.153605189298
ACH-000013,0.20303785064
ACH-000014,0.315065429319
ACH-000015,0.0556042057561
ACH-000017,0.212182691684
ACH-000018,0.025490324482400004
ACH-000019,0.33893838846999996
ACH-000021,0.163470988294
ACH-000022,0.0843932275652
ACH-000025,0.30195282364500003
ACH-000028,0.006145209180130001
ACH-000030,0.311853240849
ACH-000035,0.053927657421
ACH-000036,0.294120922569
ACH-000037,0.04628791448530001
ACH-000039,0.027667648975
ACH-000040,0.146059315872
ACH-000041,0.063635406168
ACH-000042,-0.00398034909576
ACH-000045,0.145930958181
ACH-000047,0.200136479149
ACH-000052,0.0696469175536
ACH-000053,0.169364602412
ACH-000054,0.0560553527223
ACH-000055,0.0929838558521
ACH-000060,0.09077573032919999
ACH-000067,0.29984339585700004
ACH-000070,0.308101268556
ACH-000075,0.34266136776100004
ACH-000078,0.40646201289899997
ACH-000082,0.235342718721
ACH-000085,0.160222962897
ACH-000086,0.273675375911
ACH-000087,0.166990663562
ACH-000092,0.23010529731899998
ACH-000095,0.180599320577
ACH-000097,0.24194688066300002
ACH-000098,0.17500832538199998
ACH-000099,0.29491720470800004
ACH-000108,0.141738170888
ACH-000113,0.207541752155
ACH-000115,0.397418715373
ACH-000116,0.195329853794
ACH-000118,0.217291235852
ACH-000120,0.194246352313
ACH-000123,0.15709682758
ACH-000127,0.224923473609
ACH-000128,-0.0321614718236
ACH-000132,0.0551279737713
ACH-000133,0.149458944284
ACH-000137,0.377401142878
ACH-000138,0.0822876786145
ACH-000142,0.22527859808000003
ACH-000143,0.254861066849
ACH-000146,0.137447583015
ACH-000148,0.21534262495099998
ACH-000150,0.290699587458
ACH-000152,0.280440075293
ACH-000153,-0.0663712721183
ACH-000159,0.18911972052499998
ACH-000160,0.11536429459200001
ACH-000163,0.124752195989
ACH-000167,0.295273168257
ACH-000168,0.365354128235
ACH-000169,0.0745198953934
ACH-000178,0.204219387872
ACH-000182,0.157820919129
ACH-000183,0.0945462871851
ACH-000188,0.129150228595
ACH-000189,0.44761522412199994
ACH-000190,0.33661763311399995
ACH-000198,0.31186768725200004
ACH-000204,0.201727789577
ACH-000206,0.35177512128300004
ACH-000207,0.312748864097
ACH-000211,0.136363417953
ACH-000215,0.10613854345799999
ACH-000221,0.00363745855099
ACH-000222,0.270575277881
ACH-000223,0.350678674269
ACH-000226,0.26610845663000005
ACH-000227,0.258516338693
ACH-000228,0.296639884217
ACH-000231,0.21635193878800002
ACH-000232,0.21863355608399998
ACH-000233,0.181471073767
ACH-000234,0.252421751491
ACH-000235,0.155898136903
ACH-000237,0.29104354768
ACH-000238,0.195955520603
ACH-000243,0.120783639296
ACH-000244,0.339841219637
ACH-000246,0.21312450584399997
ACH-000248,0.179944193686
ACH-000250,0.25687455564899997
ACH-000251,0.291177859415
ACH-000253,0.282316669422
ACH-000255,0.140470399213
ACH-000256,0.19683256148699999
ACH-000257,0.15802704067
ACH-000258,-0.0474107342616
ACH-000259,0.164786075669
ACH-000260,0.195140508147
ACH-000261,0.0323063613299
ACH-000262,0.305060665524
ACH-000263,0.267943202138
ACH-000264,0.158186238374
ACH-000265,0.0627938356191
ACH-000266,0.12397699299900002
ACH-000272,0.197975479378
ACH-000273,0.207551792119
ACH-000274,0.311490641694
ACH-000277,0.364613840863
ACH-000278,0.327694304837
ACH-000279,0.10696433713600001
ACH-000280,0.128496132324
ACH-000281,0.0296211442335
ACH-000288,0.258656669241
ACH-000291,0.21115840625799998
ACH-000293,0.253145579803
ACH-000294,0.178655965716
ACH-000295,0.236895132495
ACH-000296,0.102075363343
