,NOL4L (140688)
ACH-000004,-0.287302944465
ACH-000007,0.111190148473
ACH-000009,-0.00238943239682
ACH-000011,0.110414664403
ACH-000012,0.0438372598998
ACH-000013,0.034970414616099996
ACH-000014,0.0708923481457
ACH-000015,0.305785347742
ACH-000017,0.12657762977499998
ACH-000018,-0.101756223068
ACH-000019,-0.052872453609300006
ACH-000021,-0.0182521232715
ACH-000022,0.0338462078329
ACH-000025,0.017783949894999998
ACH-000028,0.0423633221875
ACH-000030,-0.014683022804399998
ACH-000035,-0.013347803605200001
ACH-000036,0.180687498486
ACH-000037,0.296652701851
ACH-000039,-0.041843564700599994
ACH-000040,0.00340074327752
ACH-000041,-0.07103067698979999
ACH-000042,0.20481651872499998
ACH-000045,-0.07895757796460001
ACH-000047,-0.06450037417150001
ACH-000052,-0.0209567593536
ACH-000053,0.0427543963088
ACH-000054,-0.00868753102542
ACH-000055,0.0665609480299
ACH-000060,-0.101477054894
ACH-000067,0.118922183242
ACH-000070,0.176552732742
ACH-000075,0.102440715033
ACH-000078,0.157256872838
ACH-000082,-0.0570735648917
ACH-000085,0.250408839467
ACH-000086,0.166936504345
ACH-000087,-0.19192576177
ACH-000092,0.0360551458285
ACH-000095,0.0554795574786
ACH-000097,0.187911292019
ACH-000098,0.299393771763
ACH-000099,0.171337243651
ACH-000108,0.039310943640699994
ACH-000113,-0.20769237709000002
ACH-000115,-0.232603315903
ACH-000116,-0.031794931995799997
ACH-000118,0.0500189944121
ACH-000120,0.27941161537500003
ACH-000123,-0.145174527761
ACH-000127,0.0663221069411
ACH-000128,-0.010864862231299998
ACH-000132,0.298560602891
ACH-000133,-0.0863267860069
ACH-000137,0.030986509380999998
ACH-000138,0.0974715386139
ACH-000142,-0.08333904859880001
ACH-000143,0.286736249846
ACH-000146,-0.0825744413566
ACH-000148,-0.11410641190500001
ACH-000150,-0.030269888424299996
ACH-000152,-0.010356446949999999
ACH-000153,0.105184676808
ACH-000159,0.221637210971
ACH-000160,0.00685192655971
ACH-000163,0.0639644687454
ACH-000167,-0.09300311722660001
ACH-000168,0.522488000962
ACH-000169,0.0870731952399
ACH-000178,0.025989173565599998
ACH-000182,-0.000826897540857
ACH-000183,-0.048932402367400006
ACH-000188,-0.07897680652769999
ACH-000189,-0.0698502064842
ACH-000190,0.15347025817399998
ACH-000198,0.12461126693800001
ACH-000204,0.0709659444851
ACH-000206,0.152476746624
ACH-000207,0.0226839288095
ACH-000211,0.00749107883304
ACH-000215,0.0342192731458
ACH-000221,0.0570741754907
ACH-000222,0.127996308576
ACH-000223,0.13016763549799998
ACH-000226,-0.07879003921310002
ACH-000227,0.0354706276029
ACH-000228,0.158563712745
ACH-000231,-0.019551540933400002
ACH-000232,0.0725612914868
ACH-000233,0.147361302574
ACH-000234,-0.13999883154
ACH-000235,-0.0698567146751
ACH-000237,0.0850721961603
ACH-000238,-0.129034491174
ACH-000243,0.10411510822799999
ACH-000244,-0.026733066493099998
ACH-000246,-0.09258586374500001
ACH-000248,0.10176583555
ACH-000250,0.115825465453
ACH-000251,0.5889018992589999
ACH-000253,0.256010795172
ACH-000255,-0.235666008992
ACH-000256,-0.0108274673554
ACH-000257,-0.10237990274700001
ACH-000258,0.0348666257641
ACH-000259,-0.05192868946259999
ACH-000260,0.08886971751499999
ACH-000261,-0.025580915830799997
ACH-000262,0.112833442214
ACH-000263,0.27697908347
ACH-000264,-0.16165846477499998
ACH-000265,0.0452464708978
ACH-000266,0.37283693451
ACH-000272,-0.036386336026499995
ACH-000273,-0.074160639945
ACH-000274,0.028261649894
ACH-000277,0.0100852080574
ACH-000278,-0.021559860496099998
ACH-000279,0.120070531329
ACH-000280,0.165089802399
ACH-000281,0.165450516555
ACH-000288,0.163498014444
ACH-000291,0.020957274085099998
ACH-000293,0.419305356699
ACH-000294,0.0235349525996
ACH-000295,-0.00488300301705
ACH-000296,0.211182549196
ACH-000302,-0.09953763938660001
ACH-000304,0.013442518811600001
ACH-000307,0.060084394577900005
ACH-000308,-0.06932717808569999
ACH-000310,0.0429982137357
ACH-000311,0.234429443607
ACH-000312,0.151042863616
ACH-000315,-0.180814268037
ACH-000316,0.28889141011
ACH-000317,0.0209268081782
ACH-000318,0.08886071153660001
ACH-000319,0.148120506956
ACH-000320,-0.048602699927900006
ACH-000322,-0.0289114055643
ACH-000323,0.20954561221
ACH-000324,0.11449255801
ACH-000329,0.06342159763180001
ACH-000330,-0.10844484916
ACH-000331,0.222606221239
ACH-000332,0.225969628589
ACH-000334,0.005469326836699999
ACH-000335,0.34515460724200003
ACH-000336,0.0176117693853
ACH-000337,0.10769306540899999
ACH-000339,0.156769271948
ACH-000341,-0.0818177516198
ACH-000348,0.10028412326
ACH-000350,0.10549903277599999
ACH-000352,0.0418462627895
ACH-000356,0.11202092693
ACH-000361,-0.157597325604
ACH-000362,0.234409754464
