,PCBD2 (84105)
ACH-000004,-0.24884326270399998
ACH-000007,-0.203314774725
ACH-000009,-0.0708773135131
ACH-000011,-0.0832944446829
ACH-000012,-0.248612493442
ACH-000013,-0.07670524378480001
ACH-000014,-0.216646327863
ACH-000015,-0.164090050457
ACH-000017,-0.18938992940000002
ACH-000018,-0.0906097993589
ACH-000019,0.0368015932817
ACH-000021,-0.125716447485
ACH-000022,-0.0619094390503
ACH-000025,-0.0922240325031
ACH-000028,-0.0760228481928
ACH-000030,-0.0659147806965
ACH-000035,-0.141117500704
ACH-000036,-0.247123873806
ACH-000037,-0.703512925105
ACH-000039,-0.17377655493900002
ACH-000040,-0.0628058745644
ACH-000041,-0.188359651586
ACH-000042,-0.193284515321
ACH-000045,-0.234502226249
ACH-000047,-0.254527039729
ACH-000052,-0.0847789034895
ACH-000053,-0.119088475926
ACH-000054,-0.0497717036857
ACH-000055,-0.254190465497
ACH-000060,-0.181530834226
ACH-000067,0.056702084442600005
ACH-000070,-0.13846967177000002
ACH-000075,0.155863261548
ACH-000078,-0.195347284946
ACH-000082,-0.156903696209
ACH-000085,-0.125003410123
ACH-000086,-0.10220662224199999
ACH-000087,-0.0370416144853
ACH-000092,-0.21052348221900002
ACH-000095,-0.128197578159
ACH-000097,-0.142152314493
ACH-000098,-0.0675050031819
ACH-000099,-0.11063953749000002
ACH-000108,-0.23418909834899998
ACH-000113,-0.101311811502
ACH-000115,-0.102195103555
ACH-000116,-0.101061071458
ACH-000118,-0.0325602041792
ACH-000120,-0.285097507437
ACH-000123,-0.00880139432938
ACH-000127,-0.173168967678
ACH-000128,-0.258724801754
ACH-000132,-0.11251843571900001
ACH-000133,-0.149629796767
ACH-000137,0.0334093222535
ACH-000138,-0.0859010514704
ACH-000142,-0.005896171981910001
ACH-000143,-0.141953674955
ACH-000146,-0.19389051929499998
ACH-000148,-0.242517834062
ACH-000150,-0.250981592288
ACH-000152,-0.151361285938
ACH-000153,0.028487724587400003
ACH-000159,-0.18059737128400002
ACH-000160,-0.0597695223
ACH-000163,-0.198212504875
ACH-000167,-0.267951786134
ACH-000168,-0.152084626596
ACH-000169,-0.07875195700330001
ACH-000178,-0.146456226022
ACH-000182,-0.10391333858400001
ACH-000183,-0.275703374225
ACH-000188,-0.349723129885
ACH-000189,-0.0794971833758
ACH-000190,-0.44240149618999997
ACH-000198,-0.0234685034563
ACH-000204,-0.229674855041
ACH-000206,-0.120661353638
ACH-000207,-0.038580049428900004
ACH-000211,-0.0838735109745
ACH-000215,-0.0993380178019
ACH-000221,-0.189995350323
ACH-000222,-0.396575248785
ACH-000223,-0.266149572979
ACH-000226,-0.32119401949
ACH-000227,0.149152699256
ACH-000228,-0.193128818064
ACH-000231,-0.10866845839000001
ACH-000232,-0.339512257995
