,CALCA (796)
ACH-000004,0.0832815423408
ACH-000007,0.22244135229000003
ACH-000009,0.0888760252822
ACH-000011,0.08231075398610001
ACH-000012,-0.0469553725858
ACH-000013,0.110746064658
ACH-000014,0.0501547670795
ACH-000015,0.254406999648
ACH-000017,0.0708152605772
ACH-000018,0.0638643124858
ACH-000019,0.169383667627
ACH-000021,0.00982839410921
ACH-000022,-0.108012558113
ACH-000025,0.152110485419
ACH-000028,0.115397993785
ACH-000030,0.137797655739
ACH-000035,-0.062173639899900005
ACH-000036,0.140276297162
ACH-000037,0.044163915195899996
ACH-000039,0.09644968591360001
ACH-000040,-0.105397116356
ACH-000041,0.060251985415
ACH-000042,0.0723202063991
ACH-000045,-0.13202635864499998
ACH-000047,0.148219944729
ACH-000052,0.0428028535008
ACH-000053,0.000980020501121
ACH-000054,0.106918639277
ACH-000055,0.21933342851100002
ACH-000060,0.112520039499
ACH-000067,-0.11255350297399999
ACH-000070,-0.12620828090999997
ACH-000075,0.155458349362
ACH-000078,-0.0117485121161
ACH-000082,0.153842820641
ACH-000085,0.037817743196
ACH-000086,-0.00282994330927
ACH-000087,0.25265334029500003
ACH-000092,0.153336608013
ACH-000095,-0.0204166862756
ACH-000097,0.11319386966600001
ACH-000098,0.0793949566329
ACH-000099,0.087195053354
ACH-000108,0.261361069303
ACH-000113,0.253200738705
ACH-000115,0.20563514574900002
ACH-000116,0.20016950477200002
ACH-000118,0.0267796578398
ACH-000120,-0.00589045238408
ACH-000123,0.23318452534000003
ACH-000127,0.07959111697650001
ACH-000128,-0.0451917328866
ACH-000132,0.11750272452199999
ACH-000133,0.28881485239599997
ACH-000137,0.0129730212858
ACH-000138,-0.007464032691779999
ACH-000142,0.15500830723
ACH-000143,0.133043757253
ACH-000146,0.155254721872
ACH-000148,0.227910762607
ACH-000150,0.270279023506
ACH-000152,-0.0376208302079
ACH-000153,0.10972538794600001
ACH-000159,0.15967335529100002
ACH-000160,0.147525101932
ACH-000163,0.0984802273075
ACH-000167,0.268401601158
ACH-000168,0.184518535231
ACH-000169,0.025013444259700004
ACH-000178,0.0238397119765
ACH-000182,0.207260907232
ACH-000183,0.06984935660130001
ACH-000188,0.0105498829641
ACH-000189,0.136484063194
ACH-000190,-0.149976359552
ACH-000198,0.12013196193
ACH-000204,0.210981871728
ACH-000206,0.237957095195
ACH-000207,-0.0468252981606
ACH-000211,0.0853035747109
ACH-000215,0.061557179330900005
ACH-000221,0.22568471953000002
ACH-000222,0.177040136911
ACH-000223,0.146388765085
ACH-000226,-0.0205100157851
ACH-000227,0.38581995520900003
ACH-000228,0.282432434245
ACH-000231,0.137078786878
ACH-000232,0.0537166097432
ACH-000233,-0.0714372645086
ACH-000234,0.017439815381200003
ACH-000235,0.0382713866507
ACH-000237,-0.026996564159499997
ACH-000238,0.173450820151
ACH-000243,0.104015364462
ACH-000244,-0.046951611736399994
ACH-000246,0.142420524066
ACH-000248,0.106633716285
ACH-000250,-0.0687293725627
ACH-000251,-0.112205148728
ACH-000253,0.16492760652000002
ACH-000255,0.0330736647382
ACH-000256,-0.0749276217217
ACH-000257,0.255478970248
ACH-000258,-0.09948671984369999
ACH-000259,-0.08876712032839999
ACH-000260,0.0486084298113
ACH-000261,0.210296872366
ACH-000262,0.242336050504
ACH-000263,0.237782769926
ACH-000264,0.177095867872
ACH-000265,0.0693131753993
ACH-000266,0.07010259721749999
ACH-000272,0.024750103056200002
ACH-000273,-0.00658446921934
ACH-000274,0.201334284348
ACH-000277,0.056308719945
ACH-000278,-0.0492655317358
ACH-000279,0.010479146887700002
ACH-000280,-0.11470950514799999
ACH-000281,0.272210721536
ACH-000288,0.00476806671307
ACH-000291,-0.024416472401099995
ACH-000293,0.057034546142800006
ACH-000294,0.03139953881
ACH-000295,0.41213939652099996
ACH-000296,0.00693267552116
ACH-000302,0.0286563697267
ACH-000304,-0.473236854385
ACH-000307,0.020993001401299997
ACH-000308,0.104337299422
ACH-000310,-0.140534080717
