,ENY2 (56943)
ACH-000004,-0.030495707492400003
ACH-000007,-0.0659861962378
ACH-000009,-0.123956397919
ACH-000011,-0.29671873755399997
ACH-000012,-0.282907121451
ACH-000013,-0.273175546727
ACH-000014,-0.293185839652
ACH-000015,-0.208280048837
ACH-000017,-0.401920035786
ACH-000018,-0.24176717724100003
ACH-000019,0.186772546195
ACH-000021,0.234448125455
ACH-000022,-0.05597956433540001
ACH-000025,-0.0853286888844
ACH-000028,-0.0612568695574
ACH-000030,-0.24950088193000003
ACH-000035,-0.23641252942699997
ACH-000036,-0.07547663904310001
ACH-000037,-0.380626720019
ACH-000039,-0.42645783247
ACH-000040,-0.009908754850729999
ACH-000041,-0.152140285918
ACH-000042,0.11715287913200001
ACH-000045,-0.0348520291121
ACH-000047,-0.198338650001
ACH-000052,-0.227429745218
ACH-000053,-0.0328120035667
ACH-000054,0.392105662139
ACH-000055,-0.00491656607089
ACH-000060,-0.08797704818
ACH-000067,-0.00865978433568
ACH-000070,0.043970489729500004
ACH-000075,-0.20907318371300002
ACH-000078,0.0675635904546
ACH-000082,-0.535819830706
ACH-000085,-0.364229319142
ACH-000086,0.042052126058300006
ACH-000087,-0.24874339051999997
ACH-000092,-0.47850057395
ACH-000095,-0.0777508791052
ACH-000097,-0.327135822768
ACH-000098,-0.09287028963630001
ACH-000099,-0.217044606483
ACH-000108,-0.09973639924010001
ACH-000113,-0.267108377409
ACH-000115,-0.185518233671
ACH-000116,-0.33346623172400003
ACH-000118,-0.117084976721
ACH-000120,-0.39686083127099997
ACH-000123,-0.157175613508
ACH-000127,-0.19521166462
ACH-000128,-0.36976542810900004
ACH-000132,-0.0352141780098
ACH-000133,-0.37459958276699995
ACH-000137,0.042879036013400006
ACH-000138,-0.379745542792
ACH-000142,-0.182156351308
ACH-000143,-0.329013388983
ACH-000146,-0.0306885441347
ACH-000148,-0.054728233038
ACH-000150,-0.15860159575
ACH-000152,-0.323604695714
ACH-000153,0.18641742699799999
ACH-000159,-0.203561366305
ACH-000160,0.153313917805
ACH-000163,-0.0452483804174
ACH-000167,0.439313647307
ACH-000168,0.00372566234934
ACH-000169,-0.238158416462
ACH-000178,-0.374464653938
ACH-000182,0.122683294946
ACH-000183,-0.054951404502800005
ACH-000188,-0.15759668660499998
ACH-000189,0.0872915365397
ACH-000190,0.058899815313300005
ACH-000198,-0.288726572033
ACH-000204,-0.228542344515
ACH-000206,-0.542794896757
ACH-000207,-0.122319995334
ACH-000211,-0.367474602916
ACH-000215,-0.250290505597
ACH-000221,-0.26377830888
ACH-000222,-0.00556206355705
ACH-000223,-0.21758107079999997
ACH-000226,-0.26091613861900004
ACH-000227,-0.138140391911
ACH-000228,-0.0645899243197
ACH-000231,-0.0240481192498
ACH-000232,-0.40138214419699997
ACH-000233,-0.425796335639
ACH-000234,-0.537821702367
ACH-000235,-0.222904241304
ACH-000237,-0.0861173866629
ACH-000238,-0.202548697477
ACH-000243,-0.07363980429639999
ACH-000244,-0.495471909179
ACH-000246,-0.09912469008659999
ACH-000248,-0.08592981779179999
ACH-000250,-0.31642178521
ACH-000251,0.05480562104159999
