,GRTP1 (79774)
ACH-000004,-0.38675191198700004
ACH-000007,-0.0564713549039
ACH-000009,-0.0568016426609
ACH-000011,0.015512282071799999
ACH-000012,-0.024075789375400003
ACH-000013,-0.0022383714069499996
ACH-000014,0.0799695660105
ACH-000015,-0.118686357058
ACH-000017,-0.166326421676
ACH-000018,-0.240044716791
ACH-000019,0.18143845821199997
ACH-000021,0.12488737875099999
ACH-000022,0.0270799951119
ACH-000025,0.0802068507707
ACH-000028,-0.00317371322439
ACH-000030,-0.0799301034355
ACH-000035,0.147445789869
ACH-000036,-0.160018432107
ACH-000037,-0.135068655305
ACH-000039,-0.0036891679966
ACH-000040,-0.0588929315524
ACH-000041,-0.11898390855499999
ACH-000042,-0.0338866268859
ACH-000045,-0.0348912347719
ACH-000047,-0.137907583008
ACH-000052,-0.180702185572
ACH-000053,-0.06370915519709999
ACH-000054,0.0337648218745
ACH-000055,0.0008889433869780001
ACH-000060,-0.17997572512
ACH-000067,-0.220660535309
ACH-000070,0.08423099869789999
ACH-000075,-0.0958796205195
ACH-000078,-0.44567739934100004
ACH-000082,-0.129030071843
ACH-000085,0.015041942502899999
ACH-000086,-0.00473883933924
ACH-000087,-0.158540235384
ACH-000092,-0.012194099533500001
ACH-000095,-0.140572475817
ACH-000097,0.0702942112175
ACH-000098,0.024159452365599996
ACH-000099,-0.138194710198
ACH-000108,0.0168570609356
ACH-000113,-0.115178136543
ACH-000115,-0.156319807049
ACH-000116,-0.0490732524159
ACH-000118,0.0808317854924
ACH-000120,-0.09807507869830001
ACH-000123,0.197504623319
ACH-000127,-0.056580350787
ACH-000128,-0.162481281624
ACH-000132,-0.036380717450599995
ACH-000133,-0.034666133747099995
ACH-000137,-0.09148564070969999
ACH-000138,0.170288508012
ACH-000142,-0.030318233622
ACH-000143,0.155178449195
ACH-000146,-0.22249296801399998
ACH-000148,-0.0959937804337
ACH-000150,-0.050335905844
ACH-000152,-0.27894695464
ACH-000153,0.0431833645591
ACH-000159,0.0474636965374
ACH-000160,0.030080527577400002
ACH-000163,-0.0124205867781
ACH-000167,0.14816424542099998
ACH-000168,-0.172951809163
ACH-000169,-0.060891068273999996
ACH-000178,-0.133258217966
ACH-000182,0.0500623225148
ACH-000183,0.00177497893132
ACH-000188,0.0035408314283800002
ACH-000189,-0.180282685099
ACH-000190,0.017295904549799998
ACH-000198,-0.102111869683
ACH-000204,-0.0793886260509
ACH-000206,-0.107150445472
ACH-000207,-0.266485664826
ACH-000211,-0.0717731065689
ACH-000215,-0.00993654859727
ACH-000221,0.011941764299099999
ACH-000222,-0.10364741404899999
ACH-000223,-0.11604305128100001
ACH-000226,-0.061729810985900004
ACH-000227,0.04913504508119999
ACH-000228,-0.143491539566
ACH-000231,-0.120005663017
ACH-000232,-0.10728030696799999
