,HDDC3 (374659)
ACH-000004,0.07997307707380001
ACH-000007,-0.126329444076
ACH-000009,-0.293004236694
ACH-000011,-0.07819644544769999
ACH-000012,-0.170067884725
ACH-000013,-0.0607468225619
ACH-000014,-0.301153343631
ACH-000015,-0.08034623288319999
ACH-000017,-0.08898513655740001
ACH-000018,-0.0172249826173
ACH-000019,0.171990686342
ACH-000021,-0.148569825037
ACH-000022,-0.13417170240999998
ACH-000025,-0.150614455909
ACH-000028,0.0429337524102
ACH-000030,-0.0180825367644
ACH-000035,0.09333813495349999
ACH-000036,-0.190296820799
ACH-000037,-0.254597905827
ACH-000039,-0.18856178669399998
ACH-000040,-0.0934977622811
ACH-000041,-0.304961250769
ACH-000042,-0.27680683357700003
ACH-000045,-0.131763564499
ACH-000047,-0.20041087374299998
ACH-000052,-0.038777857476900005
ACH-000053,-0.050848012112099994
ACH-000054,-0.151520692387
ACH-000055,0.016401061862700003
ACH-000060,-0.206736539415
ACH-000067,-0.114254833247
ACH-000070,0.011474595903100002
ACH-000075,-0.337583153203
ACH-000078,-0.256458838807
ACH-000082,-0.18422343217
ACH-000085,0.0561525494325
ACH-000086,-0.120147865398
ACH-000087,-0.20847134671599998
ACH-000092,-0.11668439211300001
ACH-000095,-0.188107969243
ACH-000097,-0.0232170468604
ACH-000098,-0.07402857195830001
ACH-000099,-0.35984789943400003
ACH-000108,0.0315585735316
ACH-000113,-0.153728452001
ACH-000115,0.00100424045447
ACH-000116,-0.27946410420699996
ACH-000118,-0.09917871874010001
ACH-000120,-0.41939417274
ACH-000123,-0.099645407558
ACH-000127,-0.031414921954700005
ACH-000128,-0.309190469404
ACH-000132,-0.18758177491
ACH-000133,-0.046501003008500005
ACH-000137,-0.142763582339
ACH-000138,-0.0780622369841
ACH-000142,-0.279430826625
ACH-000143,-0.225911019962
ACH-000146,-0.236607352522
ACH-000148,-0.111212635262
ACH-000150,-0.09266930004139999
ACH-000152,-0.161750858939
ACH-000153,-0.213919600356
ACH-000159,-0.0671776905069
ACH-000160,-0.179224335928
ACH-000163,0.0120694777309
ACH-000167,0.119866163675
ACH-000168,-0.26748440650899996
ACH-000169,-0.113784369615
ACH-000178,-0.07820886879939999
ACH-000182,-0.153856072598
ACH-000183,-0.231126881254
ACH-000188,-0.391207290904
ACH-000189,0.35307742187299995
ACH-000190,-0.011782996902399999
ACH-000198,-0.21535983470199999
ACH-000204,0.223693487721
ACH-000206,0.0147338972781
ACH-000207,-0.05015062209269999
ACH-000211,-0.0240003387891
ACH-000215,-0.191056606378
ACH-000221,-0.176647661609
ACH-000222,-0.038391636453
ACH-000223,-0.400450522753
ACH-000226,-0.06916637383430001
ACH-000227,-0.138040301033
ACH-000228,-0.11723206898399999
ACH-000231,-0.18865878141800002
ACH-000232,-0.10608286243
ACH-000233,-0.00166235646686
ACH-000234,-0.11271438479399999
ACH-000235,-0.202798273031
ACH-000237,-0.159899495447
ACH-000238,-0.0730515102288
ACH-000243,-0.133130028673
ACH-000244,-0.38438817276500004
ACH-000246,-0.117752260549
ACH-000248,-0.07472347643010001
ACH-000250,-0.0980794890483
ACH-000251,-0.345919914961
ACH-000253,-0.06800569369710001
ACH-000255,-0.162091292903
ACH-000256,-0.3377437739
ACH-000257,-0.281247423862
ACH-000258,-0.0327594423513
ACH-000259,-0.0481788863072
ACH-000260,-0.17027781558
ACH-000261,-0.07293390536410001
ACH-000262,0.20697146841800002
ACH-000263,-0.280188669788
ACH-000264,-0.129962295919
ACH-000265,-0.12303406736300002
ACH-000266,-0.17962758928199998
ACH-000272,-0.127399114045
ACH-000273,-0.16834577080600002
ACH-000274,-0.507117557268
ACH-000277,0.0676361587208
ACH-000278,-0.12630057360400002
ACH-000279,-0.330916162295
ACH-000280,-0.110803831415
ACH-000281,-0.217178192907
ACH-000288,-0.142129790166
ACH-000291,-0.08629658266580001
ACH-000293,-0.160589719335
ACH-000294,-0.0906774554569
ACH-000295,-0.279049743215
ACH-000296,-0.220393754832
ACH-000302,-0.0337707144026
ACH-000304,-0.17165449006499997
ACH-000307,-0.358915332403
ACH-000308,-0.023574524724499998
ACH-000310,-0.774317975259
ACH-000311,-0.148474050716
ACH-000312,-0.165491338375
ACH-000315,0.122985128284
ACH-000316,-0.139800150424
ACH-000317,0.0118819254254
ACH-000318,-0.24886088104100001
ACH-000319,-0.205463666087
ACH-000320,-0.0938433314776
ACH-000322,-0.21581702346999998
ACH-000323,-0.105906542479
ACH-000324,-0.08808023526010002
ACH-000329,-0.258322313269
ACH-000330,0.0694581937214
ACH-000331,-0.0822987624594
ACH-000332,-0.12457468680400001
ACH-000334,-0.137528451823
ACH-000335,-0.181810291462
ACH-000336,-0.0444018490709
ACH-000337,-0.103324496564
ACH-000339,-0.24841074644299999
ACH-000341,-0.551492341672
ACH-000348,-0.186878744111
ACH-000350,-0.45420014717
ACH-000352,0.0340499096839
ACH-000356,-0.264354339059
ACH-000361,-0.38762477836900006
ACH-000362,-0.145259470536
ACH-000363,-0.193846368698
ACH-000364,-0.270646093725
ACH-000365,-0.20924592306499998
ACH-000366,-0.18164404599300002
ACH-000368,-0.258351672182
ACH-000374,0.060614185941300004
ACH-000375,-0.441412052217
ACH-000376,-0.118287895349
ACH-000381,-0.0379306119347
ACH-000383,-0.00602453290433
ACH-000387,-0.046900613322900006
ACH-000389,-0.175409241193
ACH-000390,-0.320052116635
ACH-000393,-0.172048266492
ACH-000395,-0.09764107009199999
ACH-000397,-0.00467289368584
ACH-000401,-0.053225774810100004
ACH-000402,-0.251904764463
ACH-000403,-0.09398272027439998
ACH-000404,-0.06828171010890001
ACH-000406,-0.0288544545065
ACH-000407,-0.378730330133
ACH-000408,-0.25384949772599996
ACH-000410,-0.0443088714173
ACH-000411,-0.22990066005100002
ACH-000414,-0.158154611901
ACH-000415,-0.0900837993894
ACH-000416,-0.228640263052
ACH-000420,-0.24546775202100002
ACH-000421,-0.0413662927798
ACH-000424,-0.055947475463500006
ACH-000425,-0.18951054586899999
ACH-000426,-0.166537511709
ACH-000427,-0.0617518956946
ACH-000433,-0.107208296445
ACH-000436,-0.10080801173699999
ACH-000444,-0.210981026917
ACH-000445,-0.243694498093
ACH-000448,-0.214608067201
ACH-000450,-0.23442600889600002
ACH-000452,-0.151058563399
ACH-000454,-0.181362179611
ACH-000458,0.0172299923491
ACH-000459,0.178511652676
ACH-000460,-0.175748982902
ACH-000461,-0.15089822337099998
ACH-000463,-0.124146202576
ACH-000464,-0.413937288947
ACH-000466,-0.0011739590030699998
ACH-000467,-0.223702210911
ACH-000468,-0.17730954612
ACH-000469,-0.00621937575628
ACH-000470,-0.260122054941
ACH-000471,-0.125556473679
ACH-000472,-0.0383296595349
ACH-000473,-0.300471978751
ACH-000475,-0.168227968334
ACH-000476,-0.0177165335844
ACH-000477,-0.32240546693300004
ACH-000480,-0.0138897792738
ACH-000481,-0.0916039045637
ACH-000483,-0.0492331913609
ACH-000484,-0.207823502102
ACH-000485,-0.0934503894422
ACH-000486,-0.0530226044095
ACH-000487,-0.22721545129700002
ACH-000488,-0.111282248493
ACH-000490,-0.0684681690348
ACH-000491,-0.273989856812
ACH-000495,-0.209804271972
ACH-000496,-0.161921197513
ACH-000499,0.299977623679
ACH-000500,-0.532671098763
ACH-000502,-0.134457912825
ACH-000503,-0.252358751541
ACH-000505,-0.10299562116800001
ACH-000507,-0.21857960189800002
ACH-000510,-0.0954095135303
ACH-000511,-0.08535870883419999
ACH-000512,0.07153658328910001
ACH-000516,-0.280083357748
ACH-000517,-0.207286507683
ACH-000518,0.105434878565
ACH-000520,-0.281047371698
ACH-000521,-0.0080314327368
ACH-000522,-0.117575851173
ACH-000524,-0.21744448370299999
ACH-000527,-0.0236905999756
ACH-000528,-0.17523845156800003
ACH-000537,-0.10270548658399999
ACH-000541,-0.152042833224
ACH-000542,-0.0861959307862
ACH-000544,-0.0628713909156
ACH-000545,-0.0332192899505
ACH-000547,-0.125634767321
ACH-000548,-0.166860873223
ACH-000549,0.020985395774
ACH-000550,-0.15362195872
ACH-000552,-0.058923474379900004
ACH-000556,-0.0986470543022
ACH-000557,-0.14441243558
ACH-000570,-0.11633436977
ACH-000571,0.0308828169509
ACH-000573,0.07443758398019999
ACH-000576,0.126642271843
ACH-000580,-0.24872437450999998
ACH-000584,-0.25795247644999997
ACH-000585,-0.152726676648
ACH-000588,-0.40426738999
ACH-000589,-0.184728112896
ACH-000591,-0.356804259988
ACH-000593,-0.09297737269789999
ACH-000600,-0.0962988643695
ACH-000601,-0.16533706384000002
ACH-000604,-0.333200285608
ACH-000605,0.06537526883780001
ACH-000606,-0.175098158961
ACH-000608,-0.173688011911
ACH-000614,-0.12363634533199999
ACH-000616,-0.166966262595
ACH-000618,0.014409392160499999
ACH-000619,-0.141908298754
ACH-000620,-0.08507305852870001
ACH-000621,-0.21788079024999998
ACH-000622,-0.198891678946
ACH-000623,-0.21698563816
ACH-000624,-0.159495014922
ACH-000627,-0.006078356705100001
ACH-000630,-0.305832082712
ACH-000632,-0.09997751756310001
ACH-000633,-0.129956105644
ACH-000637,-0.0289059924713
ACH-000638,-0.053522595597999996
ACH-000646,-0.186151617295
ACH-000647,-0.06302435424330001
ACH-000648,-0.33917296692000004
ACH-000649,-0.232051177757
ACH-000651,0.0197509339892
ACH-000652,-0.221566492951
ACH-000653,0.0027205399274999997
ACH-000657,-0.05140819268709999
ACH-000658,-0.20647998993299999
ACH-000661,-0.12426839433
ACH-000662,-0.534356024944
ACH-000663,-0.17588736069699998
ACH-000665,-0.0968506054686
ACH-000671,-0.286355056373
ACH-000673,-0.149528757903
ACH-000676,-0.130509113802
ACH-000677,-0.059394013207900005
ACH-000681,-0.0823446605992
ACH-000682,-0.0685112379463
ACH-000683,-0.178445569163
ACH-000684,-0.0637601008419
ACH-000688,-0.268376246244
ACH-000693,-0.0964856584265
ACH-000694,-0.0208466266976
ACH-000695,-0.5166930530699999
ACH-000696,-0.11331669671599999
ACH-000697,-0.00196532312343
ACH-000699,-0.236638848225
ACH-000701,-0.0411057583492
ACH-000706,-0.111912557147
ACH-000711,-0.20917739760499998
ACH-000713,-0.04771696075540001
ACH-000714,-0.050778389698
ACH-000718,-0.14972654436
ACH-000720,-0.0449621847649
ACH-000721,-0.140649543884
ACH-000724,-0.012487571596799998
ACH-000725,-0.244312909868
ACH-000732,-0.124502875822
ACH-000734,-0.0692992552768
ACH-000735,-0.12963283972
ACH-000736,-0.0266606716579
ACH-000738,0.0178785318798
ACH-000746,0.032956844956
ACH-000747,-0.0208397706225
ACH-000748,-0.273986730247
ACH-000753,-0.26238129963199996
ACH-000756,-0.204893146257
ACH-000757,-0.148401710062
ACH-000758,-0.055629338437
ACH-000760,-0.219760254898
ACH-000763,-0.17480783501
ACH-000764,0.0412299625637
ACH-000765,-0.0461221599556
ACH-000766,-0.224303021587
ACH-000767,-0.366219153196
ACH-000768,-0.155199528781
ACH-000769,-0.12161342557600001
ACH-000770,0.00310110266978
ACH-000771,-0.0541855966345
ACH-000773,-0.199017543066
ACH-000776,-0.13562602494999998
ACH-000777,-0.18426227296199998
ACH-000778,-0.08227819646580001
ACH-000781,-0.102573896654
ACH-000782,-0.05424521945230001
ACH-000783,-0.0926155474302
ACH-000784,-0.069655697865
ACH-000785,-0.10722870319700001
ACH-000787,-0.138919168345
ACH-000788,-0.127749619851
ACH-000791,-0.0706297332527
ACH-000792,0.0530016670099
ACH-000794,-0.184198553684
ACH-000796,-0.115163533432
ACH-000799,-0.230159625717
ACH-000800,-0.169329986617
ACH-000802,-0.154169995014
ACH-000804,-0.33822634554
ACH-000805,-0.09819558733819998
ACH-000809,-0.223986406664
ACH-000810,-0.5435083156139999
ACH-000811,-0.181556518572
ACH-000817,0.0793738215939
ACH-000819,-0.07171889837180001
ACH-000820,-0.128923892558
ACH-000821,-0.0812323222645
ACH-000822,-0.015102210773700001
ACH-000823,-0.254601529499
ACH-000824,-0.471437053603
ACH-000827,-0.20699298349800002
ACH-000829,-0.37953123635200003
ACH-000831,-0.18483989711100002
ACH-000832,0.0433061882165
ACH-000833,-0.291801758267
ACH-000834,-0.208132628358
ACH-000835,-0.09270203240460001
ACH-000836,-0.150682083262
ACH-000837,0.073801101287
ACH-000838,-0.0591066072534
ACH-000839,-0.413037591457
ACH-000840,-0.335218428577
ACH-000841,-0.0038418018889499997
ACH-000843,0.073211536262
ACH-000846,-0.19478593554600002
