,DOLK (22845)
ACH-000315,-0.550289202007
ACH-000316,-1.07323305763
ACH-000317,-1.2078414850299999
ACH-000318,-0.818117854971
ACH-000319,-0.670892925846
ACH-000320,-0.732764362539
ACH-000322,-0.862968774556
ACH-000323,-0.829987809011
ACH-000324,-1.09128140273
ACH-000329,-0.35354489736100003
ACH-000330,-0.742391779893
ACH-000331,-1.05786836544
ACH-000332,-0.5883505889840001
ACH-000334,-0.6491735571289999
ACH-000335,-0.8347401561900001
ACH-000336,-0.7842001955910001
ACH-000337,-0.551660984551
ACH-000339,-0.628149128856
ACH-000341,-0.560218770507
ACH-000348,-0.860549894181
ACH-000350,-0.421684920194
ACH-000352,-0.271326015185
ACH-000356,-0.634559707557
ACH-000361,-0.728299733116
ACH-000362,-0.551954809955
ACH-000363,-0.44256228485200005
ACH-000364,-1.0470270455500001
ACH-000365,-0.8496799952680001
ACH-000366,-1.04230300744
ACH-000368,-0.914243452427
ACH-000374,-0.962493514486
ACH-000375,-0.843521153573
ACH-000376,-1.06575278004
ACH-000381,-1.03658574058
ACH-000383,-0.37643506374499996
ACH-000387,-0.649212546225
ACH-000389,-0.8743505500759999
ACH-000390,-0.6263855018760001
ACH-000393,-0.405071071233
ACH-000395,-0.865744778382
ACH-000397,-0.380228603327
ACH-000401,-1.11967008838
ACH-000402,-0.929683949254
ACH-000403,-0.387240829495
ACH-000404,-0.6300954437290001
ACH-000406,-0.664905679811
ACH-000407,-0.934862678933
ACH-000408,-0.8661712380650001
ACH-000410,-0.6989602813019999
ACH-000411,-0.810761815044
ACH-000414,-0.538249033906
ACH-000415,-0.840099536918
ACH-000416,-0.509432608794
ACH-000420,-0.52874263983
ACH-000421,-0.329362733245
ACH-000424,-0.7537798906829999
ACH-000425,-0.7935148871780001
ACH-000426,-0.9437757646080001
ACH-000427,-0.6728805895759999
ACH-000433,-0.5227579768289999
ACH-000436,-1.05319575773
ACH-000444,-1.23400377199
ACH-000445,-1.04735200249
ACH-000448,-0.548299916162
ACH-000450,-0.562323060807
ACH-000452,-1.0473861523899999
ACH-000454,-0.787879132001
ACH-000458,-0.833026153751
ACH-000459,-1.07938280206
ACH-000460,-0.812066936775
ACH-000461,-0.787197493897
ACH-000463,-0.759830115114
ACH-000464,-0.9287967976379999
ACH-000466,-0.6839839815209999
ACH-000467,-0.767825209786
ACH-000468,-0.551006220068
ACH-000469,-0.8246974410969999
ACH-000470,-0.782618865458
ACH-000471,-0.726740874536
ACH-000472,-1.27569307574
ACH-000473,-0.7756826643320001
ACH-000475,-0.5548124103600001
ACH-000476,-0.167156107422
ACH-000477,-1.01310785951
ACH-000480,-0.7674716057
ACH-000481,-0.22884380920400002
ACH-000483,-0.573743337733
ACH-000484,-0.651460451308
ACH-000485,-0.63345484885
ACH-000486,-0.919165380035
ACH-000487,-0.540618967553
ACH-000488,-0.794926174496
ACH-000490,-0.742083654128
ACH-000491,-0.393644107075
ACH-000495,-0.314197533552
ACH-000496,-0.793391547323
ACH-000499,-0.896437327079
ACH-000500,-0.646436942894
ACH-000502,-0.615519204689
ACH-000503,-0.618952547327
ACH-000505,-0.719021527524
ACH-000507,-0.45887825533999993
ACH-000510,-0.477041692473
ACH-000511,-0.432639859965
ACH-000512,-0.473821654234
ACH-000516,-0.49098170165399996
ACH-000517,-0.313299105468
ACH-000518,-0.882214978695
ACH-000520,-0.745512219593
ACH-000521,-0.981730284989
ACH-000522,-0.793283276498
ACH-000524,-0.468431269078
ACH-000527,-0.8825640726739999
ACH-000528,-0.434046630018
ACH-000537,-0.7697316293
ACH-000541,-0.6756050833249999
ACH-000542,-0.728367905312
ACH-000544,-0.96470054222
ACH-000545,-0.8404412057230001
ACH-000547,-0.6738676069859999
ACH-000548,-0.656258016857
ACH-000549,-0.778200633379
ACH-000550,-0.674604662629
ACH-000552,-0.930421454557
ACH-000556,-0.42783124999300004
ACH-000557,-0.9046376565979999
ACH-000570,-0.982316634383
ACH-000571,-0.6632308591830001
ACH-000573,-0.450179422531
ACH-000576,-0.8447504934610001
ACH-000580,-1.05288364043
ACH-000584,-0.739016835033
ACH-000585,-0.925970506804
ACH-000588,-0.9867838503299999
ACH-000589,-0.114622106116
ACH-000591,-1.22876106477
ACH-000593,-1.0729895678499999
ACH-000600,-0.6850427919200001
ACH-000601,-0.614314637478
ACH-000604,-0.454314883656
ACH-000605,-0.7296089355069999
ACH-000606,-0.8586676450920001
ACH-000608,-0.5335443463880001
ACH-000614,-0.701444080889
ACH-000616,-0.479968897989
ACH-000618,-0.767116825175
ACH-000619,-0.733490335304
ACH-000620,-1.04912324311
ACH-000621,-0.497005527795
ACH-000622,-0.399886986049
ACH-000623,-0.707640025963
ACH-000624,-0.184062043952
ACH-000627,-0.725974135915
ACH-000630,-0.8816047205230001
ACH-000632,-1.05629438459
ACH-000633,-0.515154918512
ACH-000637,-0.6176165105789999
ACH-000638,-0.675199899461
ACH-000646,-0.826788841379
ACH-000647,-0.469731979354
ACH-000648,-0.552537975939
ACH-000649,-0.959020929684
ACH-000651,-0.762220241926
ACH-000652,-0.8222400817319999
ACH-000653,-0.39763350538000003
ACH-000657,-0.6508870122
ACH-000658,-0.935852682121
ACH-000661,-0.71454530748
ACH-000662,-0.440722457199
ACH-000663,-0.7100857117110001
ACH-000665,-0.43754076158699995
ACH-000671,-1.10972728609
ACH-000673,-0.626534246337
ACH-000676,-1.00497666542
ACH-000677,-0.435894282068
ACH-000681,-0.7962505972280001
ACH-000682,-0.826049462535
ACH-000683,-0.627375630642
ACH-000684,-1.31475213305
ACH-000688,-0.521661065876
ACH-000693,-0.7585789962010001
ACH-000694,-0.733144440989
ACH-000695,-0.582534054929
ACH-000696,-0.8274023513519999
ACH-000697,-0.60644587508
ACH-000699,-0.481402528247
ACH-000701,-0.526844290957
ACH-000706,-1.12195677644
ACH-000711,-0.48795943032600003
ACH-000713,-0.9447380913150001
ACH-000714,-0.7919302222679999
ACH-000718,-0.56128545998
ACH-000720,-0.816494537921
ACH-000721,-0.652911713216
ACH-000724,-0.923724935713
ACH-000725,-0.333045784071
ACH-000732,-0.938311091404
ACH-000734,-0.840467138615
ACH-000735,-0.958962791839
ACH-000736,-0.628459506194
ACH-000738,-0.640241227118
ACH-000746,-0.61896334544
ACH-000747,-0.513234376447
ACH-000748,-0.9048462341399999
ACH-000753,-0.970582544542
ACH-000756,-1.0136695923799999
ACH-000757,-0.507302832277
ACH-000758,-0.125593992555
ACH-000760,-0.5618334631790001
ACH-000763,-0.320562884976
ACH-000764,-0.520581418285
ACH-000765,-1.12466044778
ACH-000766,-0.741055933779
ACH-000767,-0.292298701461
ACH-000768,-0.938921602218
ACH-000769,-0.961522059564
ACH-000770,-0.627063433138
ACH-000771,-0.913867451532
ACH-000773,-0.282089178651
ACH-000776,-0.901065083738
ACH-000777,-0.8308572560899999
ACH-000778,-0.646287500014
ACH-000781,-0.935248473891
ACH-000782,-0.98071110185
ACH-000783,-0.547407642789
ACH-000784,-0.738139178407
ACH-000785,-0.409300488424
ACH-000787,-0.920067718272
ACH-000788,-0.9320767156470001
ACH-000791,-0.404296877123
ACH-000792,-0.965970421137
ACH-000794,-0.807930630961
ACH-000796,-0.225538516226
ACH-000799,-0.307051672933
ACH-000800,-0.821316204718
ACH-000802,-0.627344987848
ACH-000804,-0.582114177322
ACH-000805,-0.7018611844050001
ACH-000809,-0.862829395578
ACH-000810,-1.41844103152
ACH-000811,-0.49541748016500003
ACH-000817,-0.823440931577
ACH-000819,-0.940628494189
ACH-000820,-0.9775039053389999
ACH-000821,-0.7024425980679999
ACH-000822,-0.778196827646
ACH-000823,-0.835216279294
ACH-000824,-0.598925513361
ACH-000827,-0.540142729543
ACH-000829,-0.5791362896
ACH-000831,-0.714554651937
ACH-000832,-0.891505807412
ACH-000833,-0.644118226726
ACH-000834,-0.7792472147830001
ACH-000835,-0.778134647047
ACH-000836,-0.9526935331919999
ACH-000837,-0.3861294547
ACH-000838,-0.618622238062
ACH-000839,-0.874784415561
ACH-000840,-0.583526972328
ACH-000841,-0.605362715784
ACH-000843,-0.7984383831890001
ACH-000846,-0.41657893904
ACH-000847,-1.1946073212700001
ACH-000848,-0.8091127006509999
ACH-000849,-0.9150546073810001
ACH-000851,-0.942328231612
ACH-000855,-0.623297494468
ACH-000856,-0.743660559676
ACH-000858,-0.709390391141
ACH-000859,-1.0597970646600001
ACH-000861,-1.03620466141
ACH-000862,-0.512081314769
ACH-000865,-0.826298670639
ACH-000866,-0.7989407312289999
ACH-000867,-0.189586865242
ACH-000869,-0.8088650817209999
ACH-000872,-0.887869050966
ACH-000873,-0.9053188475139999
ACH-000876,-0.44049252374799996
ACH-000878,-0.664992731895
ACH-000880,-1.09105131257
ACH-000881,-0.772852161398
ACH-000882,-0.7187642323890001
ACH-000884,-0.9290331979109999
ACH-000885,-0.9820089750929999
ACH-000887,-0.709545169181
ACH-000888,-0.7201924340629999
ACH-000889,-0.824317029517
ACH-000890,-0.7644523123579999
ACH-000896,-0.974673906463
ACH-000898,-0.256249072027
ACH-000900,-0.645527380902
ACH-000901,-0.7028644062180001
ACH-000905,-0.761980907325
ACH-000906,-0.665351156387
ACH-000907,-0.57181776781
ACH-000910,-0.43734283373099997
ACH-000911,-0.493595389395
ACH-000912,-0.8785853160799999
ACH-000913,-1.15555015186
ACH-000915,-0.856618359534
ACH-000916,-0.522505486981
ACH-000917,-0.727290670368
ACH-000921,-0.430687888314
ACH-000924,-0.293820616699
ACH-000926,-0.84506866825
ACH-000928,-0.48195714558499997
ACH-000929,-0.6101889748120001
ACH-000932,-0.55627851597
ACH-000935,-0.47573252940300004
ACH-000936,-0.510480414105
ACH-000937,-0.931473441401
ACH-000938,-1.0219063260899999
ACH-000939,-0.8016696145000001
ACH-000941,-0.578271088155
ACH-000943,-0.49574011439099996
ACH-000946,-0.5892504904070001
ACH-000947,-0.35112422863399995
ACH-000948,-0.957193980677
ACH-000950,-1.07221412266
ACH-000953,-0.895337580441
ACH-000957,-0.694717304754
ACH-000958,-0.96064222145
ACH-000960,-0.9602105409980001
ACH-000963,-1.06490616133
ACH-000968,-0.760819749815
ACH-000969,-0.36268822477300006
ACH-000973,-0.795647097076
ACH-000974,-0.9292274954880001
ACH-000975,-0.41086809650600004
ACH-000976,-0.844726549852
ACH-000978,-0.838991793881
ACH-000980,-0.206081871619
ACH-000984,-0.5183836776899999
ACH-000986,-0.7172911609360001
ACH-000988,-0.572644765469
ACH-000993,-0.724135211828
ACH-000994,-0.125041640234
ACH-000996,-0.38697670462399997
ACH-001001,-0.789903370553
ACH-001020,-0.711104044047
ACH-001028,-0.651863569907
ACH-001031,-0.707670597278
ACH-001038,-0.327545965595
ACH-001048,-0.8660025067460001
ACH-001050,-0.8213064552060001
ACH-001053,-0.8348989447319999
ACH-001054,-0.775624278168
ACH-001061,-0.737852204702
ACH-001067,-0.708162411234
ACH-001075,-0.841082782958
ACH-001096,-0.712792918612
ACH-001128,-0.959679408443
ACH-001134,-0.265531749605
ACH-001151,-0.8518456429719999
ACH-001163,-0.612272911048
ACH-001164,-0.9223891200830001
ACH-001173,-0.5218050070620001
ACH-001183,-0.7304081994230001
ACH-001184,-0.5820330548899999
ACH-001190,-0.272133906807
ACH-001192,-0.71284970323
ACH-001193,-1.02133287845
ACH-001196,-0.647130540408
ACH-001197,-0.571517542165
ACH-001205,-0.795179825352
ACH-001211,-0.63338104034
ACH-001212,-0.8415291232500001
ACH-001228,-0.540445547784
ACH-001232,-0.811089369532
ACH-001239,-0.803048793706
ACH-001274,-0.9271280780329999
ACH-001275,-0.658540471188
ACH-001277,-0.759298491773
ACH-001278,-0.6491493013
ACH-001280,-0.676244481462
ACH-001283,-0.9074693341969999
ACH-001289,-0.5132929954290001
ACH-001295,-0.547775201127
ACH-001300,-0.789573890466
ACH-001301,-0.782611966813
ACH-001302,-0.31943330780400003
ACH-001303,-0.43626038461499994
ACH-001306,-0.576690653813
ACH-001318,-0.98737001965
ACH-001322,-1.0727378890100001
ACH-001328,-1.12459343382
ACH-001332,-1.00590236679
ACH-001333,-0.6440970758460001
ACH-001336,-0.934342708395
ACH-001340,-0.724755241839
ACH-001346,-0.8256956285379999
ACH-001353,-0.68471888016
ACH-001354,-0.676528724521
ACH-001367,-1.0024911784200001
ACH-001368,-0.4945915826100001
ACH-001374,-0.465071974008
ACH-001375,-0.665587703382
ACH-001377,-0.6192654500460001
ACH-001380,-0.8475080709639999
ACH-001391,-0.665409748222
ACH-001407,-0.838651449543
ACH-001408,-1.20605352218
ACH-001413,-0.611640107871
ACH-001430,-0.7120542371340001
ACH-001431,-0.722954531804
ACH-001450,-1.11043038825
ACH-001496,-0.511624260502
ACH-001500,-0.769889756769
ACH-001521,-1.7044519046700002
ACH-001523,-0.822623736785
ACH-001532,-0.6440926129519999
ACH-001536,-0.741038593724
ACH-001550,-0.303221837535
ACH-001552,-0.6787266942319999
ACH-001554,-0.618733074965
ACH-001645,-0.330393002733
ACH-001654,-0.7564169091699999
ACH-001715,-0.6409596881
ACH-001735,-0.6111903673879999
ACH-001736,-0.7587147908159999
ACH-001737,-0.08922813579219999
ACH-001740,-0.9930772061579999
ACH-001745,-0.873623971289
ACH-001750,-0.73601869795
ACH-001765,-0.618098152966
ACH-001956,-0.564238406816
ACH-001957,-0.33353410867100003
