,SWSAP1 (126074)
ACH-000004,-0.156761337048
ACH-000007,-0.40139709689099995
ACH-000009,-0.055681988656099995
ACH-000011,-0.188239487562
ACH-000012,-0.17301012845
ACH-000013,-0.21760226421999998
ACH-000014,-0.14732399719699998
ACH-000015,-0.281209685443
ACH-000017,-0.0625194403198
ACH-000018,-0.344548721532
ACH-000019,-0.512557213598
ACH-000021,-0.327467843063
ACH-000022,-0.422603155761
ACH-000025,-0.0954895040198
ACH-000028,-0.38366741372900004
ACH-000030,-0.311761496232
ACH-000035,-0.0734650042914
ACH-000036,-0.22114579909499998
ACH-000037,-0.16957169788899998
ACH-000039,-0.319948323852
ACH-000040,-0.09474447364539999
ACH-000041,-0.34495833901
ACH-000042,-0.162372378054
ACH-000045,-0.300008941307
ACH-000047,-0.18733920012000002
ACH-000052,-0.295581134132
ACH-000053,-0.08513324709869999
ACH-000054,-0.0664387433211
ACH-000055,-0.493282903488
ACH-000060,-0.133506924909
ACH-000067,-0.24813257230500002
ACH-000070,-0.146140624262
ACH-000075,-0.052093290258999995
ACH-000078,-0.07721509583910001
ACH-000082,-0.191066950145
ACH-000085,-0.226115278761
ACH-000086,-0.228012037911
ACH-000087,-0.343110233834
ACH-000092,-0.13864782968800002
ACH-000095,-0.353525747968
ACH-000097,-0.244721268961
ACH-000098,-0.328829694427
ACH-000099,-0.24556686486600002
ACH-000108,-0.0613846379533
ACH-000113,-0.321977841131
ACH-000115,-0.46371781462300005
ACH-000116,-0.36440741303499996
ACH-000118,-0.213166988724
ACH-000120,-0.151870168312
ACH-000123,-0.273353495779
ACH-000127,-0.440745039859
ACH-000128,-0.188607080776
ACH-000132,-0.338736803908
ACH-000133,-0.0754247005693
ACH-000137,-0.10865111425000001
ACH-000138,-0.13148428364700002
ACH-000142,-0.0616768195703
ACH-000143,-0.310410113501
ACH-000146,-0.440530444105
ACH-000148,-0.167689460806
ACH-000150,-0.15161318217
ACH-000152,-0.309045046178
ACH-000153,0.0794430806601
ACH-000159,-0.304771212594
ACH-000160,-0.076523804227
ACH-000163,-0.5907696026470001
ACH-000167,0.0560822239287
ACH-000168,-0.29268951689399997
ACH-000169,-0.324649306175
ACH-000178,-0.217943414146
ACH-000182,0.0662647706843
ACH-000183,-0.267432883102
ACH-000188,-0.538825300239
ACH-000189,-0.268716792265
ACH-000190,-0.21004316238899998
ACH-000198,-0.248076443281
ACH-000204,-0.316301715938
ACH-000206,-0.27497435378400004
ACH-000207,-0.39699658679300004
ACH-000211,-0.38431061155199997
ACH-000215,-0.245087436754
ACH-000221,-0.231709652524
ACH-000222,0.21716315323000002
ACH-000223,-0.212238200236
ACH-000226,0.0192421957502
ACH-000227,-0.185410009585
ACH-000228,-0.466744406853
ACH-000231,-0.25490008708
ACH-000232,-0.358061285206
ACH-000233,-0.104483225528
ACH-000234,-0.248260551416
ACH-000235,-0.258879965533
ACH-000237,-0.34249399349799997
ACH-000238,0.0277601266483
ACH-000243,-0.254753684053
ACH-000244,-0.338725553047
ACH-000246,-0.30845271183600004
ACH-000248,-0.152283959251
ACH-000250,-0.23167070613000001
ACH-000251,-0.425026005303
ACH-000253,-0.013021774646999999
ACH-000255,-0.42068195623300003
ACH-000256,-0.320922549347
ACH-000257,-0.0531758534393
ACH-000258,0.07158983383560001
ACH-000259,-0.225388906896
ACH-000260,-0.262333876227
ACH-000261,-0.250530949729
ACH-000262,-0.23111848754099998
ACH-000263,-0.375091787137
ACH-000264,-0.26740139205200003
ACH-000265,-0.2383117253
ACH-000266,-0.157167100029
ACH-000272,-0.309775240838
ACH-000273,-0.258801915396
ACH-000274,-0.208178618252
ACH-000277,-0.0190488928366
ACH-000278,-0.45250053767399995
ACH-000279,0.0184435088298
ACH-000280,-0.09376492990080001
ACH-000281,-0.0500194679361
ACH-000288,-0.033034288904900004
ACH-000291,-0.192299490209
ACH-000293,-0.0879732234379
ACH-000294,-0.231718574491
ACH-000295,-0.199663228393
ACH-000296,-0.37743535954999996
ACH-000302,-0.38578062516999995
ACH-000304,0.039744811907699996
ACH-000307,-0.27019209754
ACH-000308,-0.14030534621500002
ACH-000310,-0.0748001267803
ACH-000311,-0.029599486159599998
ACH-000312,-0.12430912884600001
ACH-000315,-0.225408787027
ACH-000316,-0.12142951012900001
ACH-000317,-0.07381456670410001
ACH-000318,-0.46092631743900003
ACH-000319,-0.257988135998
ACH-000320,-0.0608701402031
ACH-000322,-0.0164130643481
ACH-000323,-0.298290678679
ACH-000324,-0.33456895432100003
ACH-000329,0.0006588415989110001
ACH-000330,-0.38579049556199996
ACH-000331,-0.312050646765
ACH-000332,-0.184433607419
ACH-000334,-0.491720067399
ACH-000335,-0.445831198822
ACH-000336,-0.0399364644102
ACH-000337,-0.31885306358300003
ACH-000339,-0.279458251491
ACH-000341,-0.180490853792
ACH-000348,-0.322146015499
ACH-000350,-0.123276532475
ACH-000352,-0.22841250110199998
ACH-000356,-0.262469436159
ACH-000361,-0.409305805877
ACH-000362,-0.27983148851100004
ACH-000363,-0.239885813182
ACH-000364,-0.500365568405
ACH-000365,-0.28734330886500004
ACH-000366,-0.21496199286999998
ACH-000368,-0.14311253754699998
ACH-000374,-0.409815065052
ACH-000375,-0.0151289210195
ACH-000376,-0.0471366903407
ACH-000381,-0.0486897537971
ACH-000383,-0.22516457305
ACH-000387,-0.31923327733199997
ACH-000389,-0.409053076598
ACH-000390,-0.480231033681
ACH-000393,-0.174497763258
ACH-000395,-0.20173474238800002
ACH-000397,-0.0785545015158
ACH-000401,-0.283755272838
ACH-000402,-0.0440475365977
ACH-000403,-0.26628095790999995
ACH-000404,0.067729308359
ACH-000406,-0.0806783277977
ACH-000407,-0.314791926253
ACH-000408,-0.200151466823
ACH-000410,-0.210875320248
ACH-000411,-0.12921955524599998
ACH-000414,-0.277430918559
ACH-000415,-0.26236515883
ACH-000416,-0.21940395194
