,PARVB (29780)
ACH-000004,0.117177157566
ACH-000007,0.24883402509599997
ACH-000009,0.0181656099798
ACH-000011,-0.7971231366760001
ACH-000012,0.136389375692
ACH-000013,-0.0215118303615
ACH-000014,-0.0180818103258
ACH-000015,0.110113619888
ACH-000017,0.24182883382
ACH-000018,0.0576304483175
ACH-000019,-0.036722414478300006
ACH-000021,0.23473970684700002
ACH-000022,0.033514474439
ACH-000025,0.246583909693
ACH-000028,0.129959670622
ACH-000030,0.050258974858599995
ACH-000035,0.143757981587
ACH-000036,0.0023400900900300003
ACH-000037,-0.08389377491589999
ACH-000039,0.205650956924
ACH-000040,0.133820213607
ACH-000041,0.0100293056681
ACH-000042,0.150579817013
ACH-000045,0.100617269321
ACH-000047,0.11169582991900001
ACH-000052,0.132475564328
ACH-000053,0.149577579969
ACH-000054,0.148514381489
ACH-000055,0.216913114612
ACH-000060,0.0910983218527
ACH-000067,0.213410228354
ACH-000070,0.0555938293162
ACH-000075,0.38861238146
ACH-000078,0.20428857548300003
ACH-000082,0.0310041842246
ACH-000085,-0.126592098595
ACH-000086,0.31395217110999996
ACH-000087,0.0918212287537
ACH-000092,0.139969977332
ACH-000095,0.144415907746
ACH-000097,0.036710497965000005
ACH-000098,0.193543746468
ACH-000099,-0.0285077063351
ACH-000108,0.151510323148
ACH-000113,0.026952406049599996
ACH-000115,-0.0726989876828
ACH-000116,0.09115395144480001
ACH-000118,0.0158703889527
ACH-000120,-0.23725137440000002
ACH-000123,0.0919652865219
ACH-000127,0.16962615298
ACH-000128,0.0295611267023
ACH-000132,0.0442565634642
ACH-000133,0.225119842529
ACH-000137,0.126030098201
ACH-000138,0.195741030335
ACH-000142,0.217577151715
ACH-000143,-0.117733801087
ACH-000146,0.17533516299199997
ACH-000148,0.057023825179199995
ACH-000150,0.223899427929
ACH-000152,0.11669702218900001
ACH-000153,0.474740076745
ACH-000159,0.21449490022700002
ACH-000160,0.060793876026400004
ACH-000163,0.0987601698054
ACH-000167,0.391355418036
ACH-000168,0.09883121156089998
ACH-000169,0.110494008431
ACH-000178,0.0950055505734
ACH-000182,0.146206422663
ACH-000183,0.20988966631900002
ACH-000188,0.34774829616400005
ACH-000189,0.40699919237899995
ACH-000190,0.073221361309
ACH-000198,0.255335190378
ACH-000204,-0.0891162739088
ACH-000206,0.37335941194
ACH-000207,0.136412586467
ACH-000211,0.11217052418
ACH-000215,0.13015980501
ACH-000221,0.0487753621
ACH-000222,0.22793900741999998
ACH-000223,0.157851364601
ACH-000226,0.292594969049
ACH-000227,0.08284439181389999
ACH-000228,0.0718387181779
ACH-000231,0.16523319568199998
ACH-000232,0.194178585384
ACH-000233,0.128543747099
ACH-000234,0.276588832735
ACH-000235,0.0664005437368
ACH-000237,0.19423167671
ACH-000238,-0.0258550162294
ACH-000243,0.0999156777978
ACH-000244,0.40170281636699995
ACH-000246,0.301057278106
ACH-000248,0.106466347755
ACH-000250,0.18888142135000002
ACH-000251,0.23794972908300002
ACH-000253,0.00734710972885
ACH-000255,0.257787703738
ACH-000256,0.10560354649
ACH-000257,-0.0207724470232
ACH-000258,-0.0847067466911
ACH-000259,0.07597653161830001
ACH-000260,-0.35556309092
ACH-000261,0.124232264138
ACH-000262,0.034019792237900005
ACH-000263,-0.046300667521000004
ACH-000264,-0.0115425664768
ACH-000265,0.18195070692200002
ACH-000266,0.0109894952993
ACH-000272,0.0913174618005
ACH-000273,0.147573023345
ACH-000274,0.146994913804
ACH-000277,0.21675082779899998
ACH-000278,0.0283353764727
ACH-000279,0.113196688815
ACH-000280,0.145574496743
ACH-000281,-0.025294439591299997
ACH-000288,0.07991054325579999
ACH-000291,0.155933779153
ACH-000293,-0.171728787716
ACH-000294,0.245513241893
ACH-000295,-0.20529693964899998
ACH-000296,0.189997090044
ACH-000302,-0.04939186301580001
ACH-000304,0.34082105251
ACH-000307,0.115994399934
ACH-000308,0.127083998442
ACH-000310,0.165263217085
ACH-000311,0.243262951763
ACH-000312,0.0646715864669
ACH-000315,0.25364119029599996
ACH-000316,0.12657541635
ACH-000317,0.34248468877899996
ACH-000318,0.0480364397583
ACH-000319,0.011331951389799998
ACH-000320,0.0334585233253
ACH-000322,0.21670870610399998
ACH-000323,0.128374726522
ACH-000324,-0.29412805870299996
ACH-000329,0.217385423946
ACH-000330,-0.0101512654288
ACH-000331,0.21097159954199998
ACH-000332,0.161644384429
ACH-000334,0.184988758688
ACH-000335,0.160987950626
ACH-000336,0.105621845065
ACH-000337,-0.0230511101023
ACH-000339,0.140779459157
ACH-000341,0.108349931033
ACH-000348,0.0707397546115
ACH-000350,0.179690615179
ACH-000352,0.133300158661
ACH-000356,0.0619277167127
ACH-000361,0.299110429839
ACH-000362,0.105400206055
ACH-000363,0.15526258392
ACH-000364,-0.048317234336400006
ACH-000365,0.249310995867
ACH-000366,0.183269689621
ACH-000368,0.18552196195300003
ACH-000374,0.156632446767
ACH-000375,0.062316386069199994
ACH-000376,0.25972055356199997
ACH-000381,-0.056675912606100005
ACH-000383,0.0663910811872
ACH-000387,0.152980217738
ACH-000389,0.0395461447559
ACH-000390,0.147153823944
ACH-000393,0.20664920231199999
ACH-000395,0.20994012566700002
ACH-000397,0.113497236098
ACH-000401,-0.07893598349389999
ACH-000402,-0.205112905779
ACH-000403,0.0374925822181
ACH-000404,-0.0149219347721
ACH-000406,0.06289818917159999
ACH-000407,0.036379028015199995
ACH-000408,0.0797591358416
ACH-000410,0.114944949398
ACH-000411,0.296960784796
ACH-000414,0.219641448594
ACH-000415,0.125128491663
ACH-000416,0.0937868751885
ACH-000420,0.0357482397775
ACH-000421,0.0826818143737
ACH-000424,0.0608450402333
ACH-000425,-0.0621603306509
ACH-000426,0.08900085126469999
ACH-000427,0.22690983103300003
ACH-000433,0.46509507720700005
ACH-000436,0.0272242410316
ACH-000444,0.12363731124800001
ACH-000445,0.0317608918173
ACH-000448,0.09243699801010001
ACH-000450,0.0726672637616
ACH-000452,0.0753873751703
ACH-000454,0.150643671722
ACH-000458,0.0934077374751
ACH-000459,-0.0355873063249
ACH-000460,0.0372511388108
ACH-000461,0.012083822606799998
ACH-000463,0.268266831137
ACH-000464,-0.0260494654803
ACH-000466,0.0781836012209
ACH-000467,0.0984756635482
ACH-000468,0.22003736685199998
ACH-000469,0.238719648572
ACH-000470,0.0890188229912
ACH-000471,0.008404326306549999
ACH-000472,0.07863639434860001
ACH-000473,0.289059511398
