,PTCH2 (8643)
ACH-000004,-0.179607159373
ACH-000007,-0.38275244576800005
ACH-000009,-0.27482148648000004
ACH-000011,-0.168010642879
ACH-000012,-0.35531494733400004
ACH-000013,-0.325394843609
ACH-000014,-0.29651419065900003
ACH-000015,-0.400782912285
ACH-000017,-0.224004477662
ACH-000018,-0.264740253141
ACH-000019,0.0893680350347
ACH-000021,-0.295946058827
ACH-000022,-0.180589444341
ACH-000025,-0.338867622406
ACH-000028,-0.276755399766
ACH-000030,-0.27040537025199995
ACH-000035,-0.44600216599
ACH-000036,-0.46304681281599996
ACH-000037,-0.230791685243
ACH-000039,-0.22142792514899998
ACH-000040,-0.371040650626
ACH-000041,-0.1505311031
ACH-000042,-0.19845737223999999
ACH-000045,-0.30852352921
ACH-000047,-0.233682992112
ACH-000052,-0.31425148101100003
ACH-000053,-0.269947910601
ACH-000054,-0.150501793839
ACH-000055,-0.434325380987
ACH-000060,-0.327773424252
ACH-000067,-0.34506283821199996
ACH-000070,-0.32314879983899997
ACH-000075,-0.154323120526
ACH-000078,-0.250150304306
ACH-000082,-0.290258001694
ACH-000085,-0.150881802038
ACH-000086,-0.374056041814
ACH-000087,-0.128107403575
ACH-000092,-0.47033945971600005
ACH-000095,-0.185462211917
ACH-000097,-0.127880670469
ACH-000098,-0.375850913904
ACH-000099,-0.11128847715199999
ACH-000108,-0.37481868702200005
ACH-000113,-0.239931019843
ACH-000115,-0.18591214279399998
ACH-000116,-0.224813531611
ACH-000118,-0.26710260928
ACH-000120,-0.156309809682
ACH-000123,-0.332603516831
ACH-000127,-0.152121577721
ACH-000128,-0.33139508660100003
ACH-000132,-0.472001324435
ACH-000133,-0.252091281296
ACH-000137,-0.25674510478100004
ACH-000138,-0.221174589777
ACH-000142,-0.442902494952
ACH-000143,-0.281679801579
ACH-000146,-0.192747753962
ACH-000148,-0.30812923460999997
ACH-000150,-0.481173474048
ACH-000152,-0.332066794773
ACH-000153,-0.0611418549446
ACH-000159,-0.21381052709399997
ACH-000160,-0.165889778608
ACH-000163,-0.19117326526700001
ACH-000167,-0.47825474547700003
ACH-000168,-0.269746804411
ACH-000169,-0.267721290652
ACH-000178,-0.190540009008
ACH-000182,-0.0805961724636
ACH-000183,-0.449490930831
ACH-000188,-0.491983053177
ACH-000189,-0.331925974251
ACH-000190,-0.472280552841
ACH-000198,-0.28573373949499997
ACH-000204,-0.291164195071
ACH-000206,-0.30070825283
ACH-000207,-0.5990478962770001
ACH-000211,-0.0231983106454
ACH-000215,-0.332739930846
ACH-000221,-0.142702707004
ACH-000222,-0.517202420097
ACH-000223,-0.229591353951
ACH-000226,-0.245707271711
ACH-000227,-0.123084485591
ACH-000228,-0.378704955512
ACH-000231,-0.248910932579
ACH-000232,-0.163983185168
ACH-000233,-0.0117493563302
ACH-000234,-0.303110759867
ACH-000235,-0.20675631372900002
ACH-000237,-0.257587528874
ACH-000238,-0.347684286951
ACH-000243,-0.200441428673
ACH-000244,-0.540936560494
ACH-000246,-0.24223052108800003
ACH-000248,-0.32644973060800003
ACH-000250,-0.257747083553
ACH-000251,-0.386201014309
ACH-000253,-0.30759583318000006
ACH-000255,-0.324980585811
ACH-000256,-0.22007399097
ACH-000257,-0.26832552156
ACH-000258,-0.15201429519600002
ACH-000259,-0.30695026435199996
ACH-000260,-0.275881364127
ACH-000261,-0.207845649104
ACH-000262,-0.30099279781599997
ACH-000263,-0.396829111043
ACH-000264,-0.300858262454
ACH-000265,-0.116983928832
ACH-000266,-0.175837221533
ACH-000272,-0.405354865793
ACH-000273,-0.239554130182
ACH-000274,-0.35713451998999995
ACH-000277,-0.197562425614
ACH-000278,-0.296060108198
ACH-000279,-0.328486698585
ACH-000280,-0.311254470637
ACH-000281,-0.224443760862
ACH-000288,-0.501772586131
ACH-000291,-0.18789508465399998
ACH-000293,-0.36188884340800004
ACH-000294,-0.171268197447
ACH-000295,-0.11007241535800001
ACH-000296,-0.42760143418799995
ACH-000302,-0.445725453363
ACH-000304,-0.239721487131
ACH-000307,-0.312679191687
ACH-000308,-0.105176743191
ACH-000310,-0.21583942061500003
ACH-000311,-0.21432057175
ACH-000312,-0.423514722191
ACH-000315,-0.42057049031300003
ACH-000316,-0.293709406108
ACH-000317,-0.5846979177130001
ACH-000318,-0.21499073813900002
ACH-000319,-0.18492369204700002
ACH-000320,-0.351429463164
ACH-000322,-0.386927070022
ACH-000323,-0.417022852469
ACH-000324,-0.329948588384
ACH-000329,-0.273281928789
ACH-000330,-0.437349954556
ACH-000331,-0.316387392522
ACH-000332,-0.280838641038
ACH-000334,-0.38580838885200003
ACH-000335,-0.200969114685
ACH-000336,-0.24913507032200002
ACH-000337,-0.101383981746
ACH-000339,-0.20785926027600002
ACH-000341,-0.08582030747269999
ACH-000348,-0.351388160581
ACH-000350,-0.274612643744
ACH-000352,-0.27662017739399997
ACH-000356,-0.446597174876
ACH-000361,-0.279625776289
ACH-000362,-0.380455264793
ACH-000363,-0.26078101101100004
ACH-000364,-0.324923790085
ACH-000365,-0.324559682147
ACH-000366,-0.310429596985
ACH-000368,-0.36801178575599997
ACH-000374,-0.334256192703
ACH-000375,-0.27070481252399997
ACH-000376,-0.258552431319
ACH-000381,-0.17796238290600003
ACH-000383,-0.23676200031300002
ACH-000387,-0.299880643077
