,SPC25 (57405)
ACH-000699,-1.24917087946
ACH-000701,-1.19861597088
ACH-000706,-1.3640643719799999
ACH-000711,-1.24244635822
ACH-000713,-1.14639139398
ACH-000714,-1.3170060614
ACH-000718,-1.5624567919
ACH-000720,-1.4714851119
ACH-000721,-1.01590598079
ACH-000724,-1.6188641425499999
ACH-000725,-1.7689622862599998
ACH-000732,-1.02926045013
ACH-000734,-1.45691584558
ACH-000735,-1.29655850024
ACH-000736,-1.3244192315
ACH-000738,-1.36659443616
ACH-000746,-1.3285276662799999
ACH-000747,-1.2902287355500002
ACH-000748,-1.21672284123
ACH-000753,-1.12204228302
ACH-000756,-1.09182520796
ACH-000757,-1.28353303772
ACH-000758,-0.9649423731219999
ACH-000760,-0.9586921817090001
ACH-000763,-1.1118592431299998
ACH-000764,-1.10877082908
ACH-000765,-1.26577016984
ACH-000766,-1.15602594287
ACH-000767,-1.5938596283700002
ACH-000768,-1.1931190757899999
ACH-000769,-1.3615803097999999
ACH-000770,-1.22536030936
ACH-000771,-1.1961691788200002
ACH-000773,-1.2437587392799998
ACH-000776,-1.27787299635
ACH-000777,-1.1590802950299999
ACH-000778,-1.2964169178899998
ACH-000781,-1.3676517309
ACH-000782,-1.26952604127
ACH-000783,-1.5313612471200002
ACH-000784,-1.10950129615
ACH-000785,-1.5632407202899998
ACH-000787,-1.1572363096
ACH-000788,-1.43614473054
ACH-000791,-1.25293992538
ACH-000792,-1.15754227513
ACH-000794,-1.2473104309799998
ACH-000796,-1.05781204031
ACH-000799,-1.42815574193
ACH-000800,-1.18611821471
ACH-000802,-1.3437992191400001
ACH-000804,-1.35928595242
ACH-000805,-1.0834104487799998
ACH-000809,-1.16099008278
ACH-000810,-1.54468134598
ACH-000811,-1.31034121051
ACH-000817,-1.40170632262
ACH-000819,-1.37822563884
ACH-000820,-1.1365407353499999
ACH-000821,-1.26589788625
ACH-000822,-1.74620317526
ACH-000823,-1.15300965046
ACH-000824,-1.17001622748
ACH-000827,-0.948092087273
ACH-000829,-1.0745566402700002
ACH-000831,-1.28723827162
ACH-000832,-1.20793451673
ACH-000833,-1.25522849212
ACH-000834,-1.33887595191
ACH-000835,-1.11787981909
ACH-000836,-1.30272474896
ACH-000837,-1.404985095
ACH-000838,-1.2205520441600002
ACH-000839,-1.40456575997
ACH-000840,-0.813522068776
ACH-000841,-1.3527334891999998
ACH-000843,-1.11226406537
ACH-000846,-1.5918238201100001
ACH-000847,-1.34784327801
ACH-000848,-1.0915756455399999
ACH-000849,-1.25526651647
ACH-000851,-1.00565652114
ACH-000855,-1.2948971948799999
ACH-000856,-1.3927380270700003
ACH-000858,-1.22412484782
ACH-000859,-1.12746869448
ACH-000861,-1.16309483523
ACH-000862,-1.5741642183899998
ACH-000865,-1.3714603855399998
ACH-000866,-1.08595048248
ACH-000867,-1.37079210764
ACH-000869,-1.6727691260799997
ACH-000872,-1.2427291572299999
ACH-000873,-1.18482880825
ACH-000876,-1.585243271
ACH-000878,-0.74034330057
ACH-000880,-1.5125922063600001
ACH-000881,-1.17014058851
ACH-000882,-1.0200995918
ACH-000884,-1.2039503139899999
ACH-000885,-1.4344732837399998
ACH-000887,-0.9729586282160001
ACH-000888,-1.1379053679
ACH-000889,-1.31725824058
ACH-000890,-1.43306421591
ACH-000896,-1.37632882109
ACH-000898,-1.6260150463299998
ACH-000900,-1.1450842078299999
ACH-000901,-1.05844449281
ACH-000905,-1.1637944316
ACH-000906,-1.23880290573
ACH-000907,-1.0371279922
ACH-000910,-1.6823528478999998
ACH-000911,-1.04272096664
ACH-000912,-1.0350464695000001
ACH-000913,-1.05316570807
ACH-000915,-1.18532461659
ACH-000916,-1.3916268159099998
ACH-000917,-1.14611750052
ACH-000921,-1.57462976627
ACH-000924,-0.848736036063
ACH-000926,-1.59334424941
ACH-000928,-1.04330832662
ACH-000929,-1.12892393377
ACH-000932,-1.20614995923
ACH-000935,-0.759969843519
ACH-000936,-1.2406821162000001
ACH-000937,-1.1661064458900001
ACH-000938,-1.2248416342
ACH-000939,-1.38304287056
ACH-000941,-1.2539270899700001
ACH-000943,-1.29144634346
ACH-000946,-1.37214075606
ACH-000947,-1.17652221762
ACH-000948,-1.2015088048
ACH-000950,-0.9631909081829999
ACH-000953,-1.28061922972
ACH-000957,-1.3747958852700002
ACH-000958,-1.5094891303
ACH-000960,-1.15646979806
ACH-000963,-1.11061722309
ACH-000968,-1.0889934032700002
ACH-000969,-1.66362843873
ACH-000973,-1.20998790127
ACH-000974,-1.16510821361
ACH-000975,-1.193390873
ACH-000976,-1.2617370679000002
ACH-000978,-0.6398077996679999
ACH-000980,-1.20532701902
ACH-000984,-1.55252736331
ACH-000986,-1.1860944497700001
ACH-000988,-1.26322671822
ACH-000993,-1.03637007118
ACH-000994,-1.41657360686
ACH-000996,-1.38722292215
ACH-001001,-1.37516778758
ACH-001020,-1.5032335877399998
ACH-001028,-1.032478958
ACH-001031,-1.2373854606
ACH-001038,-1.51216115
ACH-001048,-1.5012885826299998
ACH-001050,-1.1123061177200002
ACH-001053,-1.6121678169799998
ACH-001054,-1.20479377453
ACH-001061,-1.3570698344499998
ACH-001067,-1.15859854963
ACH-001075,-1.29289147954
ACH-001096,-1.2798183838
ACH-001128,-1.22501384611
ACH-001134,-1.32392704714
ACH-001151,-1.20554558427
ACH-001163,-1.1821526170999999
ACH-001164,-1.36935702477
ACH-001173,-1.3680981894100002
ACH-001183,-1.19600724153
ACH-001184,-1.15452009363
ACH-001190,-1.2880890220299999
ACH-001192,-1.15537534835
ACH-001193,-1.40611163301
ACH-001196,-1.1549561687799998
ACH-001197,-1.39638875936
ACH-001205,-1.4200903833
ACH-001211,-1.1589531660899999
ACH-001212,-1.07391600877
ACH-001228,-1.55952014314
ACH-001232,-1.18500692864
ACH-001239,-1.1750195956
ACH-001274,-1.12777282082
ACH-001275,-1.17782203668
ACH-001277,-1.43334909143
ACH-001278,-1.00922016481
ACH-001280,-1.29418101922
ACH-001283,-1.3823028768799999
ACH-001289,-1.13379040747
ACH-001295,-1.27430001574
ACH-001300,-1.3138411856899999
ACH-001301,-1.23053087066
ACH-001302,-1.20108310198
ACH-001303,-1.27327432465
ACH-001306,-1.1867885644
ACH-001318,-1.1840935078100001
ACH-001322,-1.02492291511
ACH-001328,-1.3223256626100002
ACH-001332,-1.09602120236
ACH-001333,-1.27262944031
ACH-001336,-1.2187489085799998
ACH-001340,-1.25779340726
ACH-001346,-1.0511432735
ACH-001353,-1.4841538288999998
ACH-001354,-1.28490849252
ACH-001367,-1.3423825261200002
ACH-001368,-1.28500457317
ACH-001374,-1.35704896799
ACH-001375,-1.34913142982
ACH-001377,-1.35579625701
ACH-001380,-1.26376937986
ACH-001391,-0.98420865619
ACH-001407,-1.07976076406
ACH-001408,-1.09389949207
ACH-001413,-1.24769861639
ACH-001430,-1.15313084816
ACH-001431,-1.5281381778799998
ACH-001450,-1.3673082516100001
ACH-001496,-1.2894911412799999
ACH-001500,-1.20554136715
ACH-001521,-1.15534963342
ACH-001523,-1.2552041997399999
ACH-001532,-1.05165757659
ACH-001536,-1.11395564123
ACH-001550,-0.724812701087
ACH-001552,-0.968640370019
ACH-001554,-1.29939683603
ACH-001645,-1.33879445011
ACH-001654,-1.26698277983
ACH-001715,-1.09461307261
ACH-001735,-1.45740431495
ACH-001736,-1.40325183713
ACH-001737,-1.5608447766
ACH-001740,-1.5027097276299999
ACH-001745,-1.6561378313
ACH-001750,-1.0044507673
ACH-001765,-1.18281788551
ACH-001956,-1.1941108409999999
ACH-001957,-1.0470468748200001
