,AKTIP (64400)
ACH-000004,-0.0509409425803
ACH-000007,-0.161780592366
ACH-000009,-0.205678186032
ACH-000011,-0.0109793650071
ACH-000012,-0.147092582694
ACH-000013,-0.106078445394
ACH-000014,-0.251389202974
ACH-000015,-0.0749669811829
ACH-000017,-0.0738089682136
ACH-000018,-0.31173400509300003
ACH-000019,-0.058106209026
ACH-000021,0.052516064616599994
ACH-000022,-0.0626963592546
ACH-000025,-0.135360339863
ACH-000028,0.042080345268900005
ACH-000030,-0.06926666126799999
ACH-000035,-0.22053567931499998
ACH-000036,0.00510770347533
ACH-000037,0.038772026323599995
ACH-000039,-0.230879446956
ACH-000040,0.052414668122
ACH-000041,0.0517050491545
ACH-000042,-0.0738435877576
ACH-000045,-0.0505832107914
ACH-000047,-0.22828230944400002
ACH-000052,-0.0289332339924
ACH-000053,-0.18561985469099998
ACH-000054,-0.10203498195699999
ACH-000055,-0.00020670773526499997
ACH-000060,-0.0365933098766
ACH-000067,-0.000850815947217
ACH-000070,0.04811432612430001
ACH-000075,-0.14135036901200002
ACH-000078,0.014132663079899998
ACH-000082,-0.223918964052
ACH-000085,-0.345472225135
ACH-000086,-0.08691436755750001
ACH-000087,-0.0398121463114
ACH-000092,-0.14825585139900002
ACH-000095,-0.132233297795
ACH-000097,0.023770983100400003
ACH-000098,-0.12999695627900001
ACH-000099,-0.154401380989
ACH-000108,0.04079525759469999
ACH-000113,-0.11785104186499999
ACH-000115,-0.0707477892268
ACH-000116,-0.263985017716
ACH-000118,-0.20277342353100003
ACH-000120,-0.43103489173
ACH-000123,-0.130210592221
ACH-000127,-0.131425194465
ACH-000128,-0.000432610257745
ACH-000132,-0.185710205887
ACH-000133,-0.17107591926899998
ACH-000137,-0.3220951795
ACH-000138,-0.11615108635299999
ACH-000142,-0.113744393137
ACH-000143,0.0032268501996
ACH-000146,-0.228596294093
ACH-000148,-0.239832658136
ACH-000150,0.163884780136
ACH-000152,-0.012247824554700002
ACH-000153,-0.28494532221
ACH-000159,-0.0458940289958
ACH-000160,-0.11463732269200001
ACH-000163,-0.0383169981902
ACH-000167,-0.6132191535670001
ACH-000168,-0.55326005861
