,DPM3 (54344)
ACH-000004,-1.12833917025
ACH-000007,-0.127555191647
ACH-000009,-0.481858587683
ACH-000011,-0.564804134491
ACH-000012,-0.365277794865
ACH-000013,-0.360689438324
ACH-000014,-0.5511992557159999
ACH-000015,-0.544721986049
ACH-000017,-0.323775222375
ACH-000018,-0.370126095813
ACH-000019,-0.16803312771899998
ACH-000021,-0.18863961563099998
ACH-000022,-0.601202217359
ACH-000025,-0.444191250567
ACH-000028,-0.518913178683
ACH-000030,-0.36588285902900003
ACH-000035,-0.605650639194
ACH-000036,-0.719694734249
ACH-000037,-0.18159301382800003
ACH-000039,-0.303909528594
ACH-000040,-0.173666931793
ACH-000041,-0.04755260324519999
ACH-000042,-0.24733230506200002
ACH-000045,-0.212830397733
ACH-000047,-0.34791062664300004
ACH-000052,-0.0906718778497
ACH-000053,-0.273357724796
ACH-000054,-0.400870765756
ACH-000055,-0.322589038537
ACH-000060,-0.565263687681
ACH-000067,-0.237433438504
ACH-000070,-0.319802298781
ACH-000075,-0.41474277298100004
ACH-000078,-0.441944917892
ACH-000082,-0.359498431855
ACH-000085,-0.267354231784
ACH-000086,-0.41375699272
ACH-000087,0.058233398135199996
ACH-000092,-0.839735176651
ACH-000095,-0.09208015597930001
ACH-000097,-0.477564464162
ACH-000098,-0.39920234614600003
ACH-000099,-0.284656396466
ACH-000108,-0.336416528301
ACH-000113,-0.36769246846000003
ACH-000115,-0.228292929886
ACH-000116,-0.46025401484300005
ACH-000118,-0.6435113664909999
ACH-000120,-0.543941545613
ACH-000123,-0.633828170097
ACH-000127,-0.331115151847
ACH-000128,-0.371717182424
ACH-000132,-0.790734772695
ACH-000133,-0.593361600502
ACH-000137,-0.337585168512
ACH-000138,-0.590410592566
ACH-000142,-0.298078091439
ACH-000143,-0.0986703535383
ACH-000146,0.121842212149
ACH-000148,-0.35303093236999994
ACH-000150,0.0028067678026999997
ACH-000152,-0.352701333475
ACH-000153,-1.0020505752600002
ACH-000159,-0.375822393096
ACH-000160,-0.0296649610118
ACH-000163,-0.541190035473
ACH-000167,-0.726632838436
ACH-000168,0.03535530861009999
ACH-000169,-0.38486198531800003
ACH-000178,-0.520496143821
ACH-000182,-0.17878451808899998
ACH-000183,-0.891269102299
ACH-000188,-0.588074755586
ACH-000189,-0.687734453624
ACH-000190,-0.556430237441
ACH-000198,-0.22530817471200001
ACH-000204,-0.7337149789949999
ACH-000206,-0.200713796049
ACH-000207,-0.407223416813
ACH-000211,-0.314826589512
ACH-000215,-0.300552864217
ACH-000221,-0.250029322679
ACH-000222,-0.410114100166
ACH-000223,-0.421230130907
ACH-000226,-0.313278768413
ACH-000227,-0.00219142613519
ACH-000228,-0.24618829935199998
ACH-000231,-0.133016840506
ACH-000232,-0.420638416182
ACH-000233,-0.469262859158
ACH-000234,-0.616985477584
ACH-000235,-0.280546770366
ACH-000237,-0.238741115716
ACH-000238,-0.140064708501
ACH-000243,-0.469488433619
ACH-000244,-0.6780759890189999
ACH-000246,-0.506981419334
ACH-000248,-0.109437438298
ACH-000250,-0.43555673855300003
ACH-000251,-0.721649950352
ACH-000253,-0.378456985599
ACH-000255,-0.465458016987
ACH-000256,-0.460166161909
ACH-000257,-0.029602976556500002
ACH-000258,-0.364936182343
ACH-000259,-0.591688299891
ACH-000260,-0.328385916632
ACH-000261,-0.163170719185
ACH-000262,-0.604881574661
ACH-000263,-0.0946528998744
ACH-000264,-0.420482317939
ACH-000265,-0.44446151968900005
ACH-000266,-0.157357499571
ACH-000272,-0.8418543643719999
ACH-000273,-0.605224290367
ACH-000274,-0.27796880616700004
ACH-000277,-0.512749963591
ACH-000278,-0.242836489586
ACH-000279,0.0273952243084
ACH-000280,-0.502732100922
ACH-000281,-0.0038275441423
ACH-000288,-0.396409740651
ACH-000291,-0.278097407493
ACH-000293,-0.32242376320099997
ACH-000294,0.224259390613
ACH-000295,-0.41802625629900003
ACH-000296,-0.390940851362
ACH-000302,-0.200097737256
ACH-000304,-0.589735823186
ACH-000307,-0.221425295084
ACH-000308,-0.578340038301
ACH-000310,-0.362147544724
ACH-000311,-0.521402040991
ACH-000312,-0.27072917210299996
ACH-000315,-0.20644293663600002
ACH-000316,-0.29933178621999995
ACH-000317,-0.5324128401120001
ACH-000318,-0.422848581711
ACH-000319,-0.5224995477759999
ACH-000320,-0.495776613302
ACH-000322,-0.475927163486
ACH-000323,-0.41144589804700005
ACH-000324,-0.634366334957
ACH-000329,-0.276871380398
ACH-000330,-0.162808929273
ACH-000331,-0.9405382039669999
ACH-000332,-0.43550086451700004
