,GUCY2C (2984)
ACH-000004,0.08686573187069999
ACH-000007,0.00592651941895
ACH-000009,-0.00481762634061
ACH-000011,0.00753674918087
ACH-000012,0.10279948434599999
ACH-000013,0.101752707445
ACH-000014,-0.0684163970476
ACH-000015,0.0680676976903
ACH-000017,0.0735968378803
ACH-000018,0.0733443093693
ACH-000019,0.353022256532
ACH-000021,0.106924722293
ACH-000022,-0.0425463794157
ACH-000025,0.048253221410400005
ACH-000028,-0.0289709928719
ACH-000030,0.12664691089299998
ACH-000035,0.193193500342
ACH-000036,0.00174435432788
ACH-000037,0.103499300089
ACH-000039,-0.130376193084
ACH-000040,0.0873395924557
ACH-000041,-0.052426064364200005
ACH-000042,0.125737146603
ACH-000045,0.0751927038848
ACH-000047,0.18868195341699998
ACH-000052,0.047001754577599995
ACH-000053,0.0528528900558
ACH-000054,0.303460806205
ACH-000055,0.152889782868
ACH-000060,-0.008865286111049999
ACH-000067,0.260078268848
ACH-000070,0.147711593454
ACH-000075,-0.000323229454648
ACH-000078,0.132139421544
ACH-000082,0.18310377105999998
ACH-000085,-0.0136957251349
ACH-000086,0.182972831256
ACH-000087,0.19429165306899998
ACH-000092,0.0877677559932
ACH-000095,0.216150696078
ACH-000097,0.220598741056
ACH-000098,0.103735471546
ACH-000099,0.178336689267
ACH-000108,-0.0408308630359
ACH-000113,0.0976397848942
ACH-000115,0.0406547865269
ACH-000116,0.114052634029
ACH-000118,0.113680411853
ACH-000120,0.013747481928999999
ACH-000123,0.215096652421
ACH-000127,0.130175037701
ACH-000128,0.236532399307
ACH-000132,0.18123904360100002
ACH-000133,0.113643807401
ACH-000137,0.0778717878653
ACH-000138,0.10634926935599999
ACH-000142,-0.08704661280539999
ACH-000143,0.09051224643139999
ACH-000146,0.0277593219071
ACH-000148,0.11909895720699999
ACH-000150,0.10835506120999999
ACH-000152,0.158467293858
ACH-000153,0.11254105614
ACH-000159,0.181876125838
ACH-000160,0.18111036232299998
ACH-000163,0.157285750304
ACH-000167,0.06395457059410001
ACH-000168,0.0317432747933
ACH-000169,0.267907698336
ACH-000178,0.262387318763
ACH-000182,0.0617069327118
ACH-000183,0.025410880062899998
ACH-000188,0.0448031484389
ACH-000189,0.146806573253
ACH-000190,0.179420092666
ACH-000198,0.0724895508549
ACH-000204,0.08756396918649999
ACH-000206,0.05002592904519999
ACH-000207,-0.21171461335
ACH-000211,-0.023873100217300002
ACH-000215,0.09955138909289998
ACH-000221,0.155241995794
ACH-000222,0.116357358526
ACH-000223,0.128381751788
ACH-000226,0.08976758536039998
ACH-000227,0.14936423385199998
ACH-000228,0.064165489367
ACH-000231,0.124978150122
ACH-000232,0.120595058195
ACH-000233,0.254443443587
ACH-000234,0.0222479627914
ACH-000235,-0.00855289338643
ACH-000237,0.051485720207699995
ACH-000238,0.0657254436885
ACH-000243,0.0864368805278
ACH-000244,0.304547811894
ACH-000246,0.0879641779862
ACH-000248,0.200934915488
ACH-000250,0.09414465346789999
ACH-000251,0.186257394696
ACH-000253,-0.024760532620299997
ACH-000255,-0.00579137927626
ACH-000256,0.034487493801199996
ACH-000257,0.0919919210148
ACH-000258,0.201458832021
ACH-000259,-0.0181859791519
ACH-000260,0.0809675239947
ACH-000261,0.11930332950200001
ACH-000262,0.09039287996840001
ACH-000263,0.0257743328895
ACH-000264,0.0748141846084
ACH-000265,0.04837530425980001
ACH-000266,0.154687365985
ACH-000272,0.114520572635
ACH-000273,-0.00069780586992
ACH-000274,0.06310272661449999
ACH-000277,0.288099479499
ACH-000278,0.057296710509900005
ACH-000279,0.0759948692205
ACH-000280,0.0496769909741
ACH-000281,0.09254124142
ACH-000288,0.005609886310899999
ACH-000291,0.17600885838
ACH-000293,0.41062156048799997
ACH-000294,0.162071052073
ACH-000295,-0.040166418991400006
ACH-000296,0.35723686518299996
ACH-000302,0.0800425667007
ACH-000304,-0.0939059415195
ACH-000307,-0.011084179548299999
ACH-000308,0.108531218147
ACH-000310,-0.0513727809903
ACH-000311,-0.0348172123228
ACH-000312,0.108786213112
ACH-000315,0.203817558176
ACH-000316,0.07892260615230001
ACH-000317,0.166993841466
ACH-000318,0.0735029548348
ACH-000319,0.171227687472
ACH-000320,-0.201976392698
ACH-000322,-0.132178019091
ACH-000323,0.11834625372400001
ACH-000324,0.015289930772500002
ACH-000329,0.08762540778560002
ACH-000330,0.29600801308
ACH-000331,0.149929177876
ACH-000332,0.0889595066989
ACH-000334,0.128085471332
ACH-000335,0.165906156791
ACH-000336,0.297352311797
ACH-000337,0.13384038908
ACH-000339,0.0407415850657
ACH-000341,0.128313214306
ACH-000348,0.172595325002
ACH-000350,0.297872386239
ACH-000352,0.133175434396
ACH-000356,0.08491712455849999
ACH-000361,0.110140784298
ACH-000362,0.18495342276
ACH-000363,0.155942789803
ACH-000364,0.23702515328600002
ACH-000365,0.0361606370065
ACH-000366,0.019210201564200002
ACH-000368,-0.07514920762889998
ACH-000374,0.10494456449100001
ACH-000375,0.0895699607618
ACH-000376,0.125102479823
ACH-000381,0.172181034875
ACH-000383,0.06948035359310001
ACH-000387,0.0029217531150300003
ACH-000389,0.079908854796
ACH-000390,0.0655091568965
ACH-000393,0.031759778892799996
ACH-000395,0.0962520074299
ACH-000397,0.188493065174
ACH-000401,0.140904498577
ACH-000402,-0.4586915618
ACH-000403,0.108671880936
ACH-000404,0.17491923375399998
ACH-000406,0.120108618745
ACH-000407,0.046538085210199996
ACH-000408,0.030806914564400004
ACH-000410,0.0880849672495
ACH-000411,0.294028658152
ACH-000414,-0.0257227242228
ACH-000415,0.153052959184
ACH-000416,0.129812777327
ACH-000420,0.0696656208312
ACH-000421,0.205243363264
ACH-000424,0.135817077601
ACH-000425,0.218500718572
ACH-000426,0.00739573917057
ACH-000427,0.105318687634
ACH-000433,0.265685737186
ACH-000436,0.0639002940738
ACH-000444,0.20159225625500002
ACH-000445,0.200524834058
ACH-000448,0.221748343185
ACH-000450,-0.08811235448860001
ACH-000452,-0.089232295893
ACH-000454,0.182206650727
ACH-000458,0.0486716786646
ACH-000459,0.226715415399
ACH-000460,0.249036153345
ACH-000461,-0.05020132440280001
ACH-000463,-0.237292967542
ACH-000464,0.339415806347
ACH-000466,0.0802889443867
ACH-000467,0.07427212582960001
ACH-000468,-0.11085056395300001
ACH-000469,0.10298957579399999
ACH-000470,0.0312744868401
ACH-000471,0.0644520999868
ACH-000472,0.145878871671
ACH-000473,0.108994201736
ACH-000475,0.0756580835321
ACH-000476,0.117290823038
ACH-000477,0.09680743636119998
ACH-000480,0.143363422396
ACH-000481,0.114829570528
ACH-000483,0.06998504124039999
ACH-000484,0.0849331206523
ACH-000485,-0.0063282593896699995
ACH-000486,0.203751612546
ACH-000487,0.017875547592
ACH-000488,0.149674518881
ACH-000490,0.041208662797300004
ACH-000491,0.109379653438
ACH-000495,0.0177275001898
ACH-000496,0.0186059012866
ACH-000499,-0.008485239315159999
ACH-000500,0.33928114623899996
ACH-000502,0.0531957879761
ACH-000503,0.621346114388
ACH-000505,0.172450928343
ACH-000507,0.14215469973300002
ACH-000510,0.10274282958900001
ACH-000511,0.216656032225
ACH-000512,-0.189071952008
ACH-000516,0.285974586277
ACH-000517,0.115806833701
ACH-000518,0.09121646640429999
ACH-000520,-0.00471606158074
ACH-000521,0.0629404103901
ACH-000522,0.10990430042600001
ACH-000524,0.19773332906100002
ACH-000527,0.0993820619428
ACH-000528,0.141049114786
ACH-000537,-0.018451647228500002
ACH-000541,0.0569489621474
ACH-000542,0.102094422798
ACH-000544,0.171165385378
ACH-000545,0.0713554776971
ACH-000547,0.26235700208900004
ACH-000548,0.030408007151
ACH-000549,0.176574215649
ACH-000550,-0.0724339863775
ACH-000552,0.10272410342499999
ACH-000556,0.0601396294211
ACH-000557,-0.09076871167570001
ACH-000570,0.19703162927
ACH-000571,0.08822561346270001
ACH-000573,0.193322908967
ACH-000576,0.0750256939372
ACH-000580,0.08445803888560001
ACH-000584,0.21506661297600002
ACH-000585,0.12274381533600001
ACH-000588,-0.060192370598
ACH-000589,0.0547217998214
ACH-000591,0.11939285861
ACH-000593,0.215429804782
ACH-000600,0.198675787389
ACH-000601,0.100121524273
ACH-000604,0.0861746720142
ACH-000605,-0.134673221679
ACH-000606,0.0570877351805
ACH-000608,0.0427104989736
ACH-000614,0.0667143890415
ACH-000616,0.182149466838
ACH-000618,0.0855802315545
ACH-000619,0.0567158977073
ACH-000620,0.24322877191
ACH-000621,-0.0133190003429
ACH-000622,0.09515008193189999
ACH-000623,-0.08415863452530001
ACH-000624,0.039551222120800006
ACH-000627,0.132146225905
ACH-000630,-0.108787852295
ACH-000632,0.06528512437049999
ACH-000633,0.191440134434
ACH-000637,0.04728235322240001
ACH-000638,-0.0323876992093
ACH-000646,0.12328652957999998
ACH-000647,0.016563616019500002
ACH-000648,0.1878716367
ACH-000649,0.0364203399925
ACH-000651,0.198790649875
ACH-000652,0.18662015536899998
ACH-000653,-0.013778128134399999
ACH-000657,0.116026517487
ACH-000658,0.286088695596
ACH-000661,-0.155004759739
ACH-000662,0.198991882786
ACH-000663,-0.12850596993799998
ACH-000665,0.0891117339442
ACH-000671,0.129862224405
ACH-000673,0.026605440134200003
ACH-000676,0.035607386758199994
ACH-000677,0.0024845699810999997
