,HIST1H2AJ (8331)
ACH-000404,-0.6921096251369999
ACH-000406,-0.516756166129
ACH-000407,-0.411519852056
ACH-000408,-0.31053151479400004
ACH-000410,-0.338670524289
ACH-000411,-0.311542312535
ACH-000414,-0.7365050843430001
ACH-000415,-0.44830890708000004
ACH-000416,-0.278277043196
ACH-000420,-0.22016487641
ACH-000421,-0.316055817242
ACH-000424,-0.35271946761399997
ACH-000425,-0.169908249564
ACH-000426,-0.86476392536
ACH-000427,-0.366086330624
ACH-000433,-0.128940313281
ACH-000436,-0.37188199033200003
ACH-000444,-0.421222493125
ACH-000445,-0.0469768419525
ACH-000448,-0.360131571619
ACH-000450,-0.887227360116
ACH-000452,-0.7603437349009999
ACH-000454,-0.6531103937120001
ACH-000458,-0.555053712611
ACH-000459,-0.733351211052
ACH-000460,-0.39671767699500005
ACH-000461,-0.47765815819799995
ACH-000463,-0.277168542831
ACH-000464,-0.430019687351
ACH-000466,-0.850641741759
ACH-000467,-0.261851604722
ACH-000468,-0.285009256522
ACH-000469,-0.336533722305
ACH-000470,-0.506363518524
ACH-000471,-0.476872285981
ACH-000472,-0.28743434858100003
ACH-000473,-0.21529837355099998
ACH-000475,-0.501781602139
ACH-000476,-0.536746836012
ACH-000477,-0.483111238688
ACH-000480,-0.46188511009800004
ACH-000481,-0.551017878416
ACH-000483,-0.21194124289500002
ACH-000484,-0.360665323451
ACH-000485,-0.31631208476
ACH-000486,-0.436037365356
ACH-000487,-0.676473390485
ACH-000488,-0.49467445036300006
ACH-000490,-0.710788466779
ACH-000491,-0.504891747616
ACH-000495,-0.47522685450900004
ACH-000496,-0.647894538301
ACH-000499,-0.322809874286
ACH-000500,-0.9577470615539999
ACH-000502,-0.560285805229
ACH-000503,-0.525902650357
ACH-000505,-0.410149023349
ACH-000507,-0.195672196277
ACH-000510,-0.245732239004
ACH-000511,-0.384118672818
ACH-000512,-0.21578771866000002
ACH-000516,-0.469624285982
ACH-000517,-0.44173377531400004
ACH-000518,-0.631147445149
ACH-000520,-0.411242367399
ACH-000521,-0.34200409818099997
ACH-000522,-0.46548491302199996
ACH-000524,-0.5068957688
ACH-000527,-0.166059177639
ACH-000528,-0.38096502504100005
ACH-000537,-0.461836096234
ACH-000541,-0.588591017772
ACH-000542,-0.320529956458
ACH-000544,-0.36560724048
ACH-000545,-0.406207919666
ACH-000547,-0.336798088047
ACH-000548,-0.484160252958
ACH-000549,-0.450109933804
ACH-000550,-0.423123039023
ACH-000552,-0.313122421571
ACH-000556,-0.423392430081
ACH-000557,-0.8777993635510001
ACH-000570,-0.571105970005
ACH-000571,-0.685773516664
ACH-000573,-0.466279245945
ACH-000576,-0.4932708542
ACH-000580,-0.269329781712
ACH-000584,-0.706735350581
ACH-000585,-0.497509226699
ACH-000588,-0.362171646326
ACH-000589,-0.41313171056000003
ACH-000591,-0.4510781488699999
ACH-000593,-0.235811185551
ACH-000600,-0.552085835911
ACH-000601,-0.463033895544
ACH-000604,-0.41339626732600004
ACH-000605,-0.346887746049
ACH-000606,-0.354062590791
ACH-000608,-0.540804483583
ACH-000614,-0.272089988248
ACH-000616,-0.350236540692
ACH-000618,-0.41552923642800005
ACH-000619,-0.587968973668
ACH-000620,-0.38714575832500003
ACH-000621,-0.6785977076
ACH-000622,-0.427596972821
ACH-000623,-0.441212207917
ACH-000624,-0.5031430372860001
ACH-000627,-0.352231694946
ACH-000630,-0.45700663603299996
ACH-000632,-0.44823124431100003
ACH-000633,-0.23510790833599998
ACH-000637,-0.47828559295199996
ACH-000638,-0.32778764428199997
ACH-000646,-0.037329768014300005
ACH-000647,-0.612492058615
ACH-000648,-0.38033898026100005
ACH-000649,-0.465515304209
ACH-000651,-0.205038302072
ACH-000652,-0.08224731283049999
ACH-000653,-0.592675979557
ACH-000657,-0.45518401855499996
ACH-000658,-0.661348801774
ACH-000661,-0.656382908371
ACH-000662,0.0141389133285
ACH-000663,-0.44271127020400003
ACH-000665,-0.488081050713
ACH-000671,-0.49995084123499994
ACH-000673,-0.558009395883
ACH-000676,-0.43116971564199996
ACH-000677,-0.383029063838
ACH-000681,-0.5994121335399999
ACH-000682,-0.320174607313
ACH-000683,-0.48324063439599996
ACH-000684,-0.307112897477
ACH-000688,-0.172992599793
ACH-000693,-0.449219265549
ACH-000694,-0.272114165957
ACH-000695,-0.373798817544
ACH-000696,-0.338278204145
ACH-000697,-0.140691917031
ACH-000699,-0.300430169354
ACH-000701,-0.650452657633
ACH-000706,-0.38449284246200005
ACH-000711,-0.42153586255099995
ACH-000713,-0.421172454412
ACH-000714,-0.625712910389
ACH-000718,-0.31231194083
ACH-000720,-0.544089172487
ACH-000721,-0.739532684623
ACH-000724,-0.701107769207
ACH-000725,-0.313997632365
ACH-000732,-0.439863644937
ACH-000734,-0.451286586391
ACH-000735,-0.576651072382
ACH-000736,-0.677276226801
ACH-000738,-0.33278684711
ACH-000746,-0.285514599443
ACH-000747,-0.299138017501
ACH-000748,-0.554088943808
ACH-000753,-0.537021364238
ACH-000756,-0.459034924039
ACH-000757,-0.567239217656
ACH-000758,-0.321143514046
ACH-000760,-0.462607352059
ACH-000763,-1.0088506184100001
ACH-000764,-0.533671693056
ACH-000765,-0.224435624224
ACH-000766,-0.08950734034779999
ACH-000767,-0.42923848567199996
ACH-000768,-0.431926986152
ACH-000769,-0.273145199086
ACH-000770,-0.600694809318
ACH-000771,-0.32353434608000003
ACH-000773,-0.410170447042
ACH-000776,-0.29703859125
ACH-000777,-0.341820580108
ACH-000778,-0.799017336836
ACH-000781,-0.523248947086
ACH-000782,-0.5247675180529999
ACH-000783,-0.679857532741
ACH-000784,-0.422599372862
ACH-000785,-0.5171440924090001
ACH-000787,-0.187845708919
ACH-000788,-0.38883900600500004
ACH-000791,-0.48205632443199997
ACH-000792,-0.447151143454
ACH-000794,-0.589420966293
ACH-000796,-0.317542239612
ACH-000799,-0.19839135802299998
ACH-000800,-0.428672597635
ACH-000802,-0.418811366133
ACH-000804,-0.19888999077199998
ACH-000805,-0.42340687720200004
ACH-000809,-0.400488119833
ACH-000810,-0.168591603451
ACH-000811,-0.406023136029
ACH-000817,-0.509617715305
ACH-000819,-0.09237927964630001
ACH-000820,-0.0682497872187
ACH-000821,-0.7138659916760001
ACH-000822,-0.32490004910500003
ACH-000823,-0.43480499101899994
ACH-000824,-0.776210103926
ACH-000827,-0.23462391910900002
ACH-000829,-0.25881218643000004
ACH-000831,-0.329154523075
ACH-000832,-0.319951948044
ACH-000833,-0.149168179156
ACH-000834,-0.534889468738
ACH-000835,-0.124330021847
ACH-000836,-0.35414057688
ACH-000837,-0.326830728162
ACH-000838,-0.650696629667
ACH-000839,-0.228747002108
ACH-000840,-0.377463270298
ACH-000841,-0.47507286778499996
ACH-000843,-0.390664796166
ACH-000846,-0.479487928105
ACH-000847,-0.433210336574
ACH-000848,-0.41697052738799995
ACH-000849,-0.245564880126
ACH-000851,-0.15495486982999998
ACH-000855,-0.75925445365
ACH-000856,-0.36141071446999995
ACH-000858,-0.466695631669
ACH-000859,-0.518653409583
ACH-000861,-0.125628134353
ACH-000862,-0.29513731689
ACH-000865,-0.511713272817
ACH-000866,-0.536552328792
ACH-000867,-0.5811963459220001
ACH-000869,-0.312859300528
ACH-000872,-0.29590161523200004
ACH-000873,-0.0190967914891
ACH-000876,-0.428969342297
ACH-000878,-0.45733047608499994
ACH-000880,-0.623915576933
ACH-000881,-0.6574485517890001
ACH-000882,-0.401228088916
ACH-000884,-0.18756549600900002
ACH-000885,-0.245184692785
ACH-000887,-0.38785297160300003
ACH-000888,-0.578066689764
ACH-000889,-0.6100780036110001
ACH-000890,-0.427286746962
ACH-000896,-0.48786681233499996
ACH-000898,-0.472777630604
ACH-000900,-0.325714351285
ACH-000901,-0.390317463594
ACH-000905,-0.46673961083899995
ACH-000906,-0.311810401972
ACH-000907,-0.30828842984099997
ACH-000910,-0.38006234863399996
ACH-000911,-0.272920082873
ACH-000912,-0.41107914156099995
ACH-000913,-0.584518310211
ACH-000915,-0.371302099433
ACH-000916,-0.924516357412
ACH-000917,-0.312891048375
ACH-000921,-0.39744487397
ACH-000924,-0.09293750887569999
ACH-000926,-0.23883334619899999
ACH-000928,-0.14999403490399998
ACH-000929,-0.591863447244
ACH-000932,-0.39493514278700004
ACH-000935,-0.236916935865
ACH-000936,-0.28062238369000003
ACH-000937,-0.8154960494560001
ACH-000938,-0.698104456576
ACH-000939,-0.49246931663000004
ACH-000941,-0.47336164748899995
ACH-000943,-0.552125324156
ACH-000946,-0.5411679229990001
ACH-000947,-0.519156037327
ACH-000948,-0.43916914643999994
ACH-000950,-0.240535099241
ACH-000953,-0.720902102817
ACH-000957,-0.115340144355
ACH-000958,-0.46380775434699995
ACH-000960,-0.9638452225480001
ACH-000963,-0.5726394316969999
ACH-000968,-0.42839145517099997
ACH-000969,-0.450213874251
ACH-000973,-0.49277530342200004
ACH-000974,-0.6093065059430001
ACH-000975,-0.574890581021
ACH-000976,-0.41931854735600005
ACH-000978,-0.10792917607000001
ACH-000980,-0.5387046260930001
ACH-000984,-0.22620477187399998
ACH-000986,-0.357462579996
ACH-000988,-0.559760800693
ACH-000993,-0.350940861431
ACH-000994,-0.292559987757
ACH-000996,-0.310323825865
ACH-001001,-0.40297192414899996
ACH-001020,0.13005454250499998
ACH-001028,-0.600109202668
ACH-001031,-0.487822996406
ACH-001038,-0.629794586194
ACH-001048,-0.432364230862
ACH-001050,-0.367709053166
ACH-001053,-0.39442122925399997
ACH-001054,-0.254622845948
ACH-001061,-0.44502975388000005
ACH-001067,-0.251512756161
ACH-001075,-0.522375947024
ACH-001096,-0.391534564623
ACH-001128,-0.402614206389
ACH-001134,-0.18330651223299999
ACH-001151,-0.444939763697
ACH-001163,-0.36488980187
ACH-001164,0.0524647066306
ACH-001173,-0.258452203132
ACH-001183,-0.36923925483000003
ACH-001184,-0.358982574653
ACH-001190,-0.205931205713
ACH-001192,-0.5710289006570001
ACH-001193,0.11413161186899999
ACH-001196,-0.0649363080168
ACH-001197,-0.356345576414
ACH-001205,-0.368455158714
ACH-001211,-0.31975224043
ACH-001212,-0.088115946007
ACH-001228,-0.49907502054200004
ACH-001232,-0.378746992258
ACH-001239,-0.48788911834700005
ACH-001274,-0.698805813564
ACH-001275,-0.318921608374
ACH-001277,-0.15304662823100001
ACH-001278,-0.405589240365
ACH-001280,-0.301368658021
ACH-001283,-0.6306283318779999
ACH-001289,-0.485065550825
ACH-001295,-0.687095985545
ACH-001300,-0.34198950322599997
ACH-001301,-0.0973271168637
ACH-001302,-0.469210089481
ACH-001303,-0.380580008195
ACH-001306,-0.154062955423
ACH-001318,-0.34239692332099997
ACH-001322,-0.034226253178900004
ACH-001328,-0.591128355076
ACH-001332,-0.241081393407
ACH-001333,-0.322134726309
ACH-001336,-0.376272786801
ACH-001340,-0.5298783977839999
ACH-001346,-0.38792325124899996
ACH-001353,-0.547936125458
ACH-001354,-1.08038214936
ACH-001367,-0.2638411575
ACH-001368,-0.5531064835399999
ACH-001374,-0.17276479939599998
ACH-001375,-0.350989454195
ACH-001377,-0.461646972881
ACH-001380,-0.354577488113
ACH-001391,-0.627302529395
ACH-001407,-0.372224344829
ACH-001408,-0.699048064847
ACH-001413,-0.18282630536
ACH-001430,-0.39052554664300004
ACH-001431,-0.617153518062
ACH-001450,-0.528138619987
ACH-001496,-0.449923867515
ACH-001500,-0.377134158696
ACH-001521,-0.50286812793
ACH-001523,-0.654725250371
ACH-001532,-0.496039490902
ACH-001536,-0.322602275494
ACH-001550,-0.37014999960999995
ACH-001552,-0.362342353161
ACH-001554,-0.65244046289
ACH-001645,-0.315007106044
ACH-001654,-0.51851317554
ACH-001715,-0.575541633703
ACH-001735,-0.526187647636
ACH-001736,-0.700119532519
ACH-001737,-1.70266150176
ACH-001740,-0.375686877358
ACH-001745,-0.214953885955
ACH-001750,-0.402495871618
ACH-001765,-0.44922810955799997
ACH-001956,-0.539037171858
ACH-001957,-0.46069963889399995
