,DNAL1 (83544)
ACH-000004,0.0163141610036
ACH-000007,-0.16459489886
ACH-000009,-0.21890918059599998
ACH-000011,-0.0223753333596
ACH-000012,-0.0931435830397
ACH-000013,-0.0732180668145
ACH-000014,0.06823236944319999
ACH-000015,0.034849545598
ACH-000017,-0.105345374713
ACH-000018,-0.10866807041
ACH-000019,-0.44841124162
ACH-000021,-0.08546257052680001
ACH-000022,-0.035193032535599994
ACH-000025,-0.012033661071999999
ACH-000028,-0.115254288738
ACH-000030,-0.116985654592
ACH-000035,-0.0153346603434
ACH-000036,-0.07632328856369999
ACH-000037,-0.22725825484700002
ACH-000039,-0.316113384082
ACH-000040,-0.187868480196
ACH-000041,-0.157992628498
ACH-000042,-0.022169366824900002
ACH-000045,-0.0853054602124
ACH-000047,-0.14984626798200001
ACH-000052,-0.23653520782600002
ACH-000053,-0.134423226155
ACH-000054,-0.176493034989
ACH-000055,-0.35264898320200005
ACH-000060,-0.224311420691
ACH-000067,-0.076495249501
ACH-000070,0.046912632380499995
ACH-000075,0.00306972015939
ACH-000078,-0.06920963581720001
ACH-000082,-0.162690603039
ACH-000085,0.09289156317089999
ACH-000086,-0.11713910990599999
ACH-000087,-0.0667798713901
ACH-000092,-0.10212118918
ACH-000095,-0.12121505692399999
ACH-000097,-0.08872274091520001
ACH-000098,-0.155643213783
ACH-000099,-0.226248628206
ACH-000108,-0.129761732746
ACH-000113,0.0316023752467
ACH-000115,0.0304015883353
ACH-000116,-0.0749389214383
ACH-000118,-0.24422858390799998
ACH-000120,-0.0598543358495
ACH-000123,-0.209158031889
ACH-000127,-0.0864733949746
ACH-000128,-0.115636964114
ACH-000132,-0.00787750596036
ACH-000133,-0.0190431558291
ACH-000137,0.0186297883336
ACH-000138,-0.189215811337
ACH-000142,-0.242050562462
ACH-000143,-0.14432894987199998
ACH-000146,-0.056879343230400004
ACH-000148,-0.0688458019584
ACH-000150,0.072332506211
ACH-000152,-0.0701783083455
ACH-000153,0.19046470056899997
ACH-000159,-0.089924313049
ACH-000160,-0.13230757003799998
ACH-000163,-0.22510264030299998
ACH-000167,-0.07168985977530001
ACH-000168,-0.106485675527
ACH-000169,0.00939890158142
ACH-000178,-0.09819777886939998
ACH-000182,-0.00220800323495
ACH-000183,-0.109921840242
ACH-000188,0.0389006901513
ACH-000189,-0.331901814082
ACH-000190,-0.19465339859900002
ACH-000198,-0.07083957480389999
ACH-000204,-0.214643869307
ACH-000206,-0.136590140692
ACH-000207,0.016836871553200003
ACH-000211,-0.114324168813
ACH-000215,-0.0420752787113
ACH-000221,-0.107373933415
ACH-000222,-0.24180690743299998
ACH-000223,-0.12444245139
ACH-000226,-0.09791966703230001
ACH-000227,-0.11906794705999998
ACH-000228,-0.040703591733699994
ACH-000231,-0.0521437474566
ACH-000232,-0.10880590679000002
ACH-000233,-0.090964850818
ACH-000234,0.09458288149189999
ACH-000235,-0.0347166838768
ACH-000237,-0.138148409531
ACH-000238,-0.29305138961800004
ACH-000243,-0.146829515026
ACH-000244,-0.0703725801477
ACH-000246,-0.00452024399665
ACH-000248,-0.371487435322
ACH-000250,-0.140961005167
ACH-000251,-0.0699447333505
ACH-000253,-0.0243573550055
ACH-000255,0.036432507343699995
ACH-000256,0.0195630861763
ACH-000257,-0.256252924117
ACH-000258,0.066247345244
ACH-000259,-0.181224830863
ACH-000260,7.00558423284e-05
ACH-000261,-0.0320635043952
ACH-000262,0.0734591912374
ACH-000263,0.16608475904
ACH-000264,-0.155097672031
ACH-000265,-0.0580588565682
ACH-000266,-0.07863934818780001
ACH-000272,-0.10518637351500001
ACH-000273,-0.030894004940900003
ACH-000274,-0.0160232949004
ACH-000277,-0.013134445895
ACH-000278,-0.0061678921736
ACH-000279,-0.0909567606614
ACH-000280,-0.106444549058
ACH-000281,-0.127726519188
ACH-000288,-0.143040085531
ACH-000291,-0.0125431337454
ACH-000293,0.08999318326089999
ACH-000294,-0.141458345239
ACH-000295,-0.15506073719799998
ACH-000296,-0.09817652957139998
ACH-000302,-0.08013989700469999
ACH-000304,-0.09354416025580001
ACH-000307,0.021339984928799998
ACH-000308,-0.0399256530761
ACH-000310,-0.349587239573
ACH-000311,-0.300898373653
ACH-000312,-0.119621305057
ACH-000315,0.0944429987167
ACH-000316,-0.0962309341572
ACH-000317,-0.150682943938
ACH-000318,0.059313225811800006
ACH-000319,-0.09232184939760002
ACH-000320,-0.245604520434
ACH-000322,-0.159154241418
ACH-000323,-0.21402477864799999
ACH-000324,-0.1288410275
ACH-000329,0.00111848631122
ACH-000330,-0.141290216695
ACH-000331,0.10749084778
ACH-000332,-0.236137080763
ACH-000334,-0.0509795708701
ACH-000335,0.0260269632169
ACH-000336,-0.056349701946300006
ACH-000337,0.138469888795
ACH-000339,-0.270536258257
ACH-000341,-0.28026103498300003
ACH-000348,0.0018612977262800002
ACH-000350,-0.124528797322
ACH-000352,-0.0852485646852
ACH-000356,0.0360273812123
ACH-000361,-0.208927516735
ACH-000362,-0.122387315045
ACH-000363,-0.323730963074
ACH-000364,-0.0950691759041
ACH-000365,-0.0265798578155
ACH-000366,-0.133282774848
ACH-000368,-0.128404518952
ACH-000374,0.12257653037499999
ACH-000375,-0.11588621520600001
ACH-000376,-0.18961981102000003
ACH-000381,-0.0562098606587
ACH-000383,-0.0381114570985
ACH-000387,-0.0652627363392
ACH-000389,-0.0593122081433
ACH-000390,-0.0028126422882600003
ACH-000393,-0.128994335879
ACH-000395,-0.301457417659
ACH-000397,-0.172142783189
ACH-000401,0.162779893795
ACH-000402,-0.17765259313700002
ACH-000403,-0.244147755707
ACH-000404,0.198485997479
ACH-000406,-0.0951614147493
ACH-000407,-0.0563181647066
ACH-000408,0.026075601863099998
ACH-000410,0.009724823530889999
ACH-000411,-0.136853335662
ACH-000414,-0.244092370198
ACH-000415,-0.129999239696
ACH-000416,0.0030386028185600002
ACH-000420,-0.0855681503395
ACH-000421,0.0149754171887
ACH-000424,-0.157790535034
ACH-000425,-0.10661015446000001
ACH-000426,-0.0968534751411
ACH-000427,0.0177151436121
ACH-000433,-0.112442598946
ACH-000436,-0.11747578076199999
ACH-000444,-0.122192348673
ACH-000445,-0.163339614523
ACH-000448,-0.0741166628945
ACH-000450,-0.136619743738
ACH-000452,-0.0307347930824
ACH-000454,0.0178598528718
ACH-000458,-0.232845790754
ACH-000459,-0.0104324395853
ACH-000460,-0.058475777185199994
ACH-000461,0.0315334134828
ACH-000463,-0.157788269092
ACH-000464,-0.3515554298
ACH-000466,-0.149603311925
ACH-000467,0.0519260242421
ACH-000468,0.07840726963269999
ACH-000469,0.00369823443539
ACH-000470,0.0509591000916
ACH-000471,-0.04780168859469999
ACH-000472,-0.138265870768
ACH-000473,0.057560938176800004
ACH-000475,-0.112911113062
ACH-000476,-0.0168309517579
ACH-000477,-0.137847505565
ACH-000480,-0.120961369199
ACH-000481,-0.0699637398309
ACH-000483,0.127633906084
ACH-000484,-0.004533755121680001
ACH-000485,-0.0813910819213
ACH-000486,-0.0163545373465
ACH-000487,0.06290514777869999
ACH-000488,-0.113463760751
ACH-000490,-0.0885365816052
ACH-000491,-0.0174072086797
ACH-000495,-0.224652482536
ACH-000496,-0.0552946104622
ACH-000499,-0.10703349760299999
ACH-000500,0.009567647451610001
ACH-000502,-0.0826475302211
ACH-000503,-0.377404339975
ACH-000505,-0.0805772201343
ACH-000507,-0.13072306249600002
ACH-000510,-0.0351529836585
ACH-000511,-0.162815083016
ACH-000512,-0.208754898558
ACH-000516,-0.07816911159680001
ACH-000517,-0.0632259826604
ACH-000518,-0.0479273196526
ACH-000520,-0.200312619951
ACH-000521,-0.185286996959
ACH-000522,-0.112390580046
ACH-000524,-0.0661086720125
ACH-000527,-0.05235756047640001
ACH-000528,-0.136654570975
ACH-000537,-0.06702621259080001
ACH-000541,-0.0576765925039
ACH-000542,-0.289703229665
ACH-000544,0.08447108814919999
ACH-000545,0.0771515970101
ACH-000547,-0.143572501307
ACH-000548,-0.0320729697375
ACH-000549,-0.09117895338580001
ACH-000550,-0.049141757371399995
ACH-000552,-0.0502839002647
ACH-000556,-0.18331488627599998
ACH-000557,-0.0413034646867
ACH-000570,-0.0272891564139
ACH-000571,-0.0486660126344
ACH-000573,0.046022391131600004
