,GCA (25801)
ACH-000004,0.0731466789272
ACH-000007,-0.149043657705
ACH-000009,-0.0110470290705
ACH-000011,0.115191141767
ACH-000012,0.20739014722899998
ACH-000013,0.08526470057530001
ACH-000014,0.00582417420992
ACH-000015,0.12590013228
ACH-000017,0.0209563932266
ACH-000018,0.007508143092500001
ACH-000019,0.145693708178
ACH-000021,0.172294686317
ACH-000022,0.0854231545315
ACH-000025,0.195949272465
ACH-000028,-0.00889983223491
ACH-000030,0.143253580487
ACH-000035,-0.00277348626087
ACH-000036,0.0828922647966
ACH-000037,-0.14050508622000002
ACH-000039,0.0573172074988
ACH-000040,0.247593723237
ACH-000041,0.0811101827568
ACH-000042,0.0157058467156
ACH-000045,0.047969826890400004
ACH-000047,0.10094340966
ACH-000052,-0.078494775408
ACH-000053,0.068356977408
ACH-000054,0.00487419135001
ACH-000055,0.126601314882
ACH-000060,0.061867105917300005
ACH-000067,0.08716718338839999
ACH-000070,0.0726627091113
ACH-000075,0.100087533739
ACH-000078,0.33678821648100005
ACH-000082,0.0724007543535
ACH-000085,0.288382608331
ACH-000086,-0.0954216637003
ACH-000087,0.23267371452500002
ACH-000092,-0.159242309868
ACH-000095,0.135971946303
ACH-000097,0.0651158822351
ACH-000098,0.0243427369949
ACH-000099,0.190832305348
ACH-000108,0.15684952383300002
ACH-000113,0.0757354282558
ACH-000115,0.107882176422
ACH-000116,0.141448534392
ACH-000118,0.058962908762600005
ACH-000120,0.026737816298
ACH-000123,-0.0209000822095
ACH-000127,0.0373849253782
ACH-000128,0.123563178224
ACH-000132,0.0149095889679
ACH-000133,-0.09187509068389998
ACH-000137,-0.230047258621
ACH-000138,0.13268692434499998
ACH-000142,0.0580050684892
ACH-000143,-0.0070754468584499994
ACH-000146,0.0632854835986
ACH-000148,0.0671580798977
ACH-000150,-0.060013032399300004
ACH-000152,-0.06303996244400001
ACH-000153,0.128268589468
ACH-000159,0.0303555762453
ACH-000160,0.18905295574499997
ACH-000163,0.06778238455590001
ACH-000167,0.15061413465999998
ACH-000168,0.0468080894299
ACH-000169,0.016393983031
ACH-000178,0.0136925373418
ACH-000182,-0.00979252932019
ACH-000183,0.190796494285
ACH-000188,0.186313681299
ACH-000189,-0.0148315940108
ACH-000190,-0.139273082552
ACH-000198,-0.0618979055545
ACH-000204,0.0018549988352899998
ACH-000206,0.08514657121989999
ACH-000207,-0.17687580937300001
ACH-000211,0.072321378619
ACH-000215,0.0799210489029
ACH-000221,-0.029255826214200004
ACH-000222,0.0684688946662
ACH-000223,-0.08890119809939999
ACH-000226,-0.00547981405763
ACH-000227,0.286387680161
ACH-000228,-0.16932271618099998
ACH-000231,0.124401006524
ACH-000232,0.0815440813285
ACH-000233,-0.00855925346513
ACH-000234,0.021079964339900004
ACH-000235,0.10811476042099999
ACH-000237,0.149123618323
ACH-000238,0.0983963324687
ACH-000243,0.135668720937
ACH-000244,0.176102233452
ACH-000246,0.041831363167699996
ACH-000248,-0.126885181649
ACH-000250,0.0903557021196
ACH-000251,-0.09096677742130001
ACH-000253,0.0618471095212
ACH-000255,-0.0307800298777
ACH-000256,0.216049770243
ACH-000257,0.17122526855099998
ACH-000258,0.030097793678599997
ACH-000259,0.11674800356899999
ACH-000260,0.11581668499600001
ACH-000261,0.138137209545
ACH-000262,0.0425931197461
ACH-000263,0.467017135918
ACH-000264,0.128038903859
ACH-000265,0.00654996334053
ACH-000266,0.129012431619
ACH-000272,0.0925330632975
ACH-000273,-0.0085310894558
ACH-000274,0.0432689794261
ACH-000277,0.132846175654
ACH-000278,-0.011827473248900001
ACH-000279,0.0559214100205
ACH-000280,0.012028554120100001
ACH-000281,0.00376998627493
ACH-000288,0.08090119861480001
ACH-000291,0.0309885199485
ACH-000293,0.162861233026
ACH-000294,0.16001278739
ACH-000295,0.19012960224300002
ACH-000296,0.0754576313413
ACH-000302,0.025676370989900003
ACH-000304,-0.10040012038999999
ACH-000307,-0.0032138593514699997
ACH-000308,0.0673807726065
ACH-000310,0.138449616131
ACH-000311,0.0316333381185
ACH-000312,0.178017853192
ACH-000315,0.179063962016
ACH-000316,0.145006030453
ACH-000317,0.272188271105
ACH-000318,0.11920658355999998
ACH-000319,-0.0397562392468
ACH-000320,0.10160382062300001
ACH-000322,-0.12132952975099999
ACH-000323,0.191690842931
ACH-000324,-0.0829411771698
ACH-000329,-0.023760650993300002
ACH-000330,0.233877295762
ACH-000331,-0.07648619324139999
ACH-000332,0.154574805271
ACH-000334,-0.0620112881601
ACH-000335,-0.07011286567689999
ACH-000336,0.154623094077
ACH-000337,0.0470425462292
ACH-000339,0.00208106172108
ACH-000341,0.0182268129192
ACH-000348,0.170740429173
ACH-000350,0.139856705902
ACH-000352,-0.0397421711424
ACH-000356,0.0921579821961
ACH-000361,-0.142538091874
ACH-000362,0.00918656807027
ACH-000363,0.0314186537619
ACH-000364,-0.041717024054400004
ACH-000365,0.09647704579230001
ACH-000366,0.0401055620056
ACH-000368,0.14393745393899998
ACH-000374,-0.005519977864270001
ACH-000375,-0.073294463731
ACH-000376,-0.04878229097569999
ACH-000381,-0.0878511856924
ACH-000383,0.188322276333
ACH-000387,0.249824160929
ACH-000389,0.165847716372
ACH-000390,0.117089136342
ACH-000393,0.156763827028
ACH-000395,0.167283255864
ACH-000397,0.00560205670699
ACH-000401,0.0216453636341
ACH-000402,0.18342324685
ACH-000403,0.0592376892968
ACH-000404,0.212330710827
ACH-000406,0.060807874897800006
ACH-000407,0.143798277624
ACH-000408,0.0897698320558
ACH-000410,0.09058592472989999
ACH-000411,-0.11292475797399999
ACH-000414,0.0599093684277
ACH-000415,0.0147014459298
ACH-000416,0.156661055594
ACH-000420,-0.0497440533595
ACH-000421,0.222968501103
ACH-000424,0.122302909406
ACH-000425,0.101747256569
ACH-000426,0.18017557780699997
ACH-000427,0.0514266511716
ACH-000433,0.0268914967049
ACH-000436,-0.0271768734637
ACH-000444,0.226792707536
ACH-000445,-0.10264416038999999
ACH-000448,0.11518931510399999
ACH-000450,0.10802391162200001
ACH-000452,0.123306205225
ACH-000454,0.138262523997
ACH-000458,-0.0552344161469
ACH-000459,-0.165359221905
ACH-000460,-0.0885835690512
ACH-000461,0.264174468341
ACH-000463,-0.00099447123081
ACH-000464,-0.0296692416647
ACH-000466,0.027441436416199998
ACH-000467,0.12385641934000001
ACH-000468,0.0646930502667
ACH-000469,0.131638453432
ACH-000470,0.177401208329
ACH-000471,0.06551271164530001
ACH-000472,0.113178931949
ACH-000473,0.144581879773
ACH-000475,0.07450632720589999
ACH-000476,0.0347352709985
ACH-000477,-0.0308857872877
ACH-000480,0.0152450069555
ACH-000481,0.17091230660300002
ACH-000483,0.0023924800092
ACH-000484,0.24678079557500002
ACH-000485,0.025747465427299998
ACH-000486,-0.071465736732
ACH-000487,0.0421400008965
ACH-000488,0.118336820537
ACH-000490,0.08703353750989999
ACH-000491,-0.0274912546802
ACH-000495,0.0376527051479
ACH-000496,0.00206030597622
ACH-000499,-0.0673454880354
ACH-000500,-0.055387593974000005
ACH-000502,0.0264896999779
ACH-000503,-0.15918535692
ACH-000505,0.0982515467467
ACH-000507,-0.001970699527
ACH-000510,-0.0901408872872
ACH-000511,-0.00837188391056
ACH-000512,0.147710489739
ACH-000516,-0.0184814011009
ACH-000517,0.112249123836
ACH-000518,0.22287743616099998
ACH-000520,0.133519087712
ACH-000521,-0.0979708455336
ACH-000522,0.057505122658699996
ACH-000524,0.15083745209000002
ACH-000527,0.10809300071799999
ACH-000528,0.0578226438961
ACH-000537,0.163959928259
ACH-000541,0.046028684478199994
ACH-000542,-0.0180848605978
ACH-000544,0.0860702573284
ACH-000545,0.122814556164
ACH-000547,0.0407674783035
ACH-000548,0.07958567976
ACH-000549,-0.0128490891478
ACH-000550,0.0880941788806
ACH-000552,0.043658298012199996
ACH-000556,0.053505716188000006
ACH-000557,0.251479985829
ACH-000570,0.110327602933
ACH-000571,0.233130082096
ACH-000573,0.00395643346857
ACH-000576,0.089720450536
ACH-000580,0.191915431936
ACH-000584,0.0953717842843
ACH-000585,0.15705633271
ACH-000588,0.154510171968
ACH-000589,-0.057109242797499994
ACH-000591,0.0926052016327
ACH-000593,0.09035864384539999
ACH-000600,0.189809583625
ACH-000601,0.0745461117635
ACH-000604,0.168601470039
ACH-000605,-0.12262057245100001
ACH-000606,-0.0984783986324
ACH-000608,0.248059946997
ACH-000614,0.16900565432300002
ACH-000616,0.0917116460971
ACH-000618,0.07357993285400001
ACH-000619,0.068844655701
ACH-000620,0.018077829990999997
ACH-000621,0.24344721113
ACH-000622,0.105576831841
ACH-000623,0.0155535810442
ACH-000624,0.0896352766563
ACH-000627,-0.013696076446200002
ACH-000630,0.017938519835
ACH-000632,0.060490031514999994
ACH-000633,0.081360546442
ACH-000637,0.0732287991416
ACH-000638,0.11018871288599999
ACH-000646,0.21128454390999998
ACH-000647,0.0510409901384
ACH-000648,0.165217092793
ACH-000649,0.07162714630360001
ACH-000651,0.184472177674
ACH-000652,0.225874102585
ACH-000653,0.279735521237
ACH-000657,0.0935824807933
ACH-000658,0.113027471746
ACH-000661,0.156135188445
ACH-000662,0.131516032191
ACH-000663,0.0897451540629
ACH-000665,0.141468962571
ACH-000671,0.149412953595
ACH-000673,-0.0172777633565
ACH-000676,0.0813652746716
ACH-000677,0.092347748424
ACH-000681,0.215072347821
ACH-000682,0.110908865698
ACH-000683,0.0890965541516
ACH-000684,-0.140425414218
ACH-000688,0.199447802064
ACH-000693,0.0333086094208
ACH-000694,0.0250488882774
ACH-000695,0.213586054503
ACH-000696,0.023147512831099996
ACH-000697,-0.152639352855
ACH-000699,0.178495524306
ACH-000701,0.160177286654
ACH-000706,0.040854848653300004
ACH-000711,0.07278201575780001
ACH-000713,0.08751299415830001
ACH-000714,0.06543475385969999
ACH-000718,0.192954682178
ACH-000720,0.0016200943288800001
ACH-000721,0.015941346813999998
ACH-000724,0.051975597311500005
ACH-000725,0.0845533891148
ACH-000732,-0.0481038295047
ACH-000734,-0.0159966907586
ACH-000735,0.0653746640943
ACH-000736,0.13670672174
ACH-000738,-0.0340465083718
ACH-000746,0.09118502978219999
ACH-000747,0.119350373842
ACH-000748,0.18157667440000003
ACH-000753,0.0438125323221
ACH-000756,0.071418853284
ACH-000757,0.0581201640974
ACH-000758,0.00785377046142
ACH-000760,0.23006623739999998
ACH-000763,0.0442516897748
ACH-000764,0.0800800307942
ACH-000765,0.0246750349266
ACH-000766,0.030388450323
ACH-000767,0.13245325499000002
ACH-000768,0.00948588477294
ACH-000769,0.00248207702893
ACH-000770,0.0266443485817
ACH-000771,0.09794086279969999
ACH-000773,0.09911946546260002
ACH-000776,0.006989838541189999
ACH-000777,0.06072013914030001
ACH-000778,0.159227972052
ACH-000781,0.0277584568938
ACH-000782,0.20106826059
ACH-000783,0.13000602596799998
ACH-000784,0.057601899039900005
ACH-000785,0.15479375671099999
ACH-000787,0.0520845659841
