,ZWILCH (55055)
ACH-000004,-0.119262208989
ACH-000007,-0.108013116341
ACH-000009,-0.354086085361
ACH-000011,-0.41138137618500004
ACH-000012,-0.384511444045
ACH-000013,0.0503118528261
ACH-000014,-0.19861048451299998
ACH-000015,-0.111220998475
ACH-000017,-0.159434725645
ACH-000018,-0.24015071451099998
ACH-000019,0.0800729751745
ACH-000021,-0.0915529146015
ACH-000022,-0.034659016203699995
ACH-000025,-0.279767658525
ACH-000028,-0.250322447695
ACH-000030,0.1233017289
ACH-000035,-0.137156700187
ACH-000036,-0.1033395266
ACH-000037,0.0898045993412
ACH-000039,-0.370849232914
ACH-000040,0.06974851487639999
ACH-000041,-0.20737585246100002
ACH-000042,-0.156717702304
ACH-000045,0.16786023382399998
ACH-000047,-0.20037126426899998
ACH-000052,0.171186455367
ACH-000053,-0.141964536818
ACH-000054,0.0122490953779
ACH-000055,-0.178501744069
ACH-000060,0.22543350203899998
ACH-000067,-0.059129461917699994
ACH-000070,-0.120614166769
ACH-000075,-0.157805917384
ACH-000078,-0.188840611227
ACH-000082,-0.0735217035136
ACH-000085,0.12290343770500001
ACH-000086,-0.110045792295
ACH-000087,-0.0364063603076
ACH-000092,-0.112281951768
ACH-000095,-0.4644392808899999
ACH-000097,-0.238868483222
ACH-000098,0.101275177247
ACH-000099,-0.22530357510200003
ACH-000108,-0.0647072849714
ACH-000113,-0.147412624449
ACH-000115,0.0411257755589
ACH-000116,-0.202372093099
ACH-000118,-0.0739090016741
ACH-000120,-0.0702122038376
ACH-000123,-0.35010156778000007
ACH-000127,-0.0263438598318
ACH-000128,0.046297628536900004
ACH-000132,-0.055110630121900005
ACH-000133,-0.0455582656824
ACH-000137,-0.142655564299
ACH-000138,-0.114131707759
ACH-000142,-0.006132207908899999
ACH-000143,0.0113945175205
ACH-000146,-0.224472498323
ACH-000148,-0.0938625638201
ACH-000150,0.083777241418
ACH-000152,0.0227444031295
ACH-000153,-0.540355289775
ACH-000159,-0.172684494754
ACH-000160,-0.0305971044814
ACH-000163,-0.26047173223299996
ACH-000167,0.0646765396289
ACH-000168,-0.000221104997692
ACH-000169,0.0177012991621
ACH-000178,-0.11311372393500001
ACH-000182,0.0833439352248
ACH-000183,-0.0725789965904
ACH-000188,-0.107850688296
ACH-000189,-0.24768468796999998
ACH-000190,-0.279996389818
ACH-000198,-0.5431798186119999
ACH-000204,-0.239837748963
ACH-000206,0.125914161232
ACH-000207,-0.101572562282
ACH-000211,-0.12366431140300001
ACH-000215,-0.11109065394300001
ACH-000221,0.024208631068500002
ACH-000222,-0.338636863825
ACH-000223,-0.105281661432
ACH-000226,-0.6084413795570001
ACH-000227,-0.029407553547
ACH-000228,0.07204891886749999
ACH-000231,-0.0298120529358
ACH-000232,-0.47372270053300003
ACH-000233,-0.38127531855400004
ACH-000234,-0.013457211945700001
ACH-000235,-0.0246768631677
ACH-000237,-0.0006299389361560001
ACH-000238,-0.292384528993
ACH-000243,-0.406099259296
ACH-000244,-0.24425279959100002
ACH-000246,-0.229008668023
ACH-000248,-0.189085233257
ACH-000250,0.0527522673168
ACH-000251,-0.0323774625467
ACH-000253,-0.014412761407000001
ACH-000255,-0.0119043730235
ACH-000256,-0.21153433039900002
ACH-000257,-0.131942168565
ACH-000258,-0.268786806509
ACH-000259,-0.0065903959932899995
ACH-000260,-0.291787491233
ACH-000261,0.04598697092
ACH-000262,-0.258305971807
ACH-000263,0.179055364831
ACH-000264,-0.0491342834681
ACH-000265,-0.121263536723
ACH-000266,-0.13482193142899998
ACH-000272,-0.405047160315
ACH-000273,-0.09434393802539999
ACH-000274,-0.191307870985
ACH-000277,0.010574299318899999
ACH-000278,-0.191906240136
ACH-000279,-0.057610657396800005
ACH-000280,-0.15005059791
ACH-000281,-0.117094990669
ACH-000288,-0.014064416300999999
ACH-000291,0.012239582063
ACH-000293,-0.165853275138
ACH-000294,-0.194052739869
ACH-000295,-0.12594292701999998
ACH-000296,-0.277976780823
ACH-000302,-0.06235530317980001
ACH-000304,0.0189282568197
ACH-000307,0.061192260496500006
ACH-000308,-0.239951617335
ACH-000310,-0.155152522658
ACH-000311,-0.292897809908
ACH-000312,-0.0896868125738
ACH-000315,-0.0515624385465
ACH-000316,-0.22199399861900002
ACH-000317,-0.153588703321
ACH-000318,-0.0629338957464
ACH-000319,-0.23742147916900003
ACH-000320,-0.14560294577400001
ACH-000322,0.149429787121
ACH-000323,-0.0434842965241
ACH-000324,-0.470340146465
ACH-000329,0.00334158621224
ACH-000330,-0.147093881683
ACH-000331,-0.153439320984
ACH-000332,-0.298090201164
ACH-000334,-0.24169979864399999
ACH-000335,-0.265662014699
ACH-000336,-0.019382761883900004
ACH-000337,-0.0367258907689
ACH-000339,-0.046380942604400004
ACH-000341,-0.17981105731600003
ACH-000348,-0.027880227532
ACH-000350,-0.335325501944
ACH-000352,-0.15228043701
ACH-000356,-0.18546088637000002
ACH-000361,-0.144393465866
ACH-000362,-0.153937044326
ACH-000363,0.07006171301360001
ACH-000364,-0.158873262376
ACH-000365,0.12115416865800001
ACH-000366,0.027475260052400002
ACH-000368,-0.187770441727
ACH-000374,0.29626578154100003
ACH-000375,-0.226439468867
ACH-000376,-0.216334303005
ACH-000381,-0.053550800833400004
ACH-000383,-0.0568699163941
ACH-000387,-0.351801643653
ACH-000389,-0.36967089615500004
ACH-000390,0.010931064382200002
ACH-000393,0.0398871741639
ACH-000395,0.025357281187299997
ACH-000397,-0.020309807589
ACH-000401,-0.22072533174000003
ACH-000402,-0.21903239298000002
ACH-000403,-0.12917645560000002
ACH-000404,-0.598832275876
ACH-000406,-0.0371971420363
ACH-000407,-0.255700952914
ACH-000408,-0.110985061437
ACH-000410,-0.129698005403
ACH-000411,-0.17536696409699998
ACH-000414,-0.152690601403
ACH-000415,-0.166434111399
ACH-000416,0.0696003222679
ACH-000420,-0.116757496076
ACH-000421,-0.017609390717099997
ACH-000424,-0.0479224996275
ACH-000425,-0.0531664218346
ACH-000426,0.06107834919869999
ACH-000427,0.11654242294099999
ACH-000433,-0.18291395649999997
ACH-000436,-0.0170781488489
ACH-000444,-0.156274510962
ACH-000445,-0.10774068557199999
ACH-000448,-0.212962526295
ACH-000450,-0.12134104885399999
ACH-000452,-0.153402540388
ACH-000454,-0.0402050741713
ACH-000458,-0.130098538606
ACH-000459,-0.205095905603
ACH-000460,-0.268246171597
ACH-000461,-0.008425188352420001
ACH-000463,-0.21783613072900002
ACH-000464,-0.010269108527600001
ACH-000466,-0.162766760332
ACH-000467,0.08470001050110001
ACH-000468,-0.40935325456699995
ACH-000469,-0.06773531566480001
ACH-000470,-0.372488401969
ACH-000471,-0.149161104554
ACH-000472,-0.0964813040092
ACH-000473,-0.134950328976
ACH-000475,0.0418083745604
ACH-000476,-0.191084553324
ACH-000477,-0.145506632673
ACH-000480,-0.0580226000396
ACH-000481,-0.18483565932
ACH-000483,-0.508346921319
ACH-000484,0.108153922621
ACH-000485,-0.340903857099
ACH-000486,-0.07686139943539999
ACH-000487,0.0338207892509
ACH-000488,-0.0641618910011
ACH-000490,0.042254088982
ACH-000491,-0.0406238607873
ACH-000495,-0.299334398449
ACH-000496,-0.22303934403700001
ACH-000499,-0.15087258599300002
ACH-000500,-0.104610381423
ACH-000502,-0.021112514336200004
ACH-000503,-0.303252392926
ACH-000505,-0.132006864287
ACH-000507,-0.16508137552899999
ACH-000510,-0.06773449031340001
ACH-000511,-0.138071945041
ACH-000512,-0.214800626263
ACH-000516,-0.174324011008
ACH-000517,0.207813257351
ACH-000518,0.109322694453
ACH-000520,-0.205633095257
ACH-000521,0.030179965080400002
ACH-000522,0.0364617250806
ACH-000524,-0.0792522450163
ACH-000527,-0.159345074235
ACH-000528,-0.0151028374217
ACH-000537,-0.133453932113
ACH-000541,0.116904097695
ACH-000542,-0.268866422252
ACH-000544,-0.09469127066680001
ACH-000545,-0.0991456218785
ACH-000547,-0.330515448963
ACH-000548,-0.282957033263
ACH-000549,0.08147308296280001
ACH-000550,-0.051158986791699994
ACH-000552,0.19017369477200002
ACH-000556,0.14925387000999998
ACH-000557,-0.0890987728349
ACH-000570,-0.152992543301
ACH-000571,-0.192282719218
ACH-000573,-0.00916580282676
ACH-000576,0.17735928059099998
ACH-000580,-0.132527960894
ACH-000584,-0.144538154144
ACH-000585,-0.280201589305
ACH-000588,-0.0932983495813
ACH-000589,0.0653442615124
ACH-000591,-0.25599830879200003
ACH-000593,-0.184872719099
ACH-000600,-0.252111893404
ACH-000601,-0.146723062058
ACH-000604,-0.10101267499199999
ACH-000605,-0.0628130371786
ACH-000606,-0.18713015320300003
ACH-000608,-0.137510366754
ACH-000614,-0.312915075097
ACH-000616,0.096527428649
ACH-000618,-0.044368286321
ACH-000619,-0.224141480892
ACH-000620,-0.22273620516800002
ACH-000621,-0.230953899493
ACH-000622,-0.0565243379646
ACH-000623,-0.254826298081
ACH-000624,0.021973135351400004
ACH-000627,0.047468615583300004
ACH-000630,-0.17973652604
ACH-000632,-0.345213289868
ACH-000633,-0.031124403097
ACH-000637,0.230756999691
ACH-000638,-0.054098957686900005
ACH-000646,-0.146459430886
ACH-000647,-0.0187219014292
ACH-000648,-0.143953083768
ACH-000649,-0.134403247203
ACH-000651,0.098430110111
ACH-000652,-0.131922209537
ACH-000653,-0.10522338883099999
ACH-000657,-0.269043346299
ACH-000658,0.0519673242277
ACH-000661,-0.006636953127850001
ACH-000662,-0.23401459990899998
