,EEF1A1 (1915)
ACH-000620,-0.8864439626710001
ACH-000621,-1.5631214916
ACH-000622,-1.2275955541099999
ACH-000623,-1.51323134762
ACH-000624,-1.2413807575
ACH-000627,-1.22200697781
ACH-000630,-1.1781221325
ACH-000632,-1.29372318441
ACH-000633,-1.15976794945
ACH-000637,-1.0849953364899998
ACH-000638,-1.17025548073
ACH-000646,-0.822450180324
ACH-000647,-1.06892017126
ACH-000648,-1.0860331094700002
ACH-000649,-1.08288157879
ACH-000651,-1.06877714357
ACH-000652,-1.08386253324
ACH-000653,-1.22953607004
ACH-000657,-1.27480959532
ACH-000658,-1.25518326697
ACH-000661,-1.6388224852000002
ACH-000662,-1.1485273896600001
ACH-000663,-1.35074707677
ACH-000665,-1.17810262412
ACH-000671,-1.29863766294
ACH-000673,-1.4017269354100002
ACH-000676,-1.21007509908
ACH-000677,-1.10091819838
ACH-000681,-1.3930391267700002
ACH-000682,-0.950361488245
ACH-000683,-1.29147904787
ACH-000684,-1.44486802132
ACH-000688,-1.37133559214
ACH-000693,-1.05567629364
ACH-000694,-1.21065643807
ACH-000695,-1.35614265245
ACH-000696,-1.1150417531299999
ACH-000697,-1.4534931906200002
ACH-000699,-1.64504207324
ACH-000701,-1.16870253413
ACH-000706,-1.24731639793
ACH-000711,-1.24302056639
ACH-000713,-1.17118656635
ACH-000714,-1.09984962183
ACH-000718,-1.0894279904100002
ACH-000720,-1.3458815770200003
ACH-000721,-0.994265725636
ACH-000724,-1.56690205819
ACH-000725,-1.16181327116
ACH-000732,-1.31922496033
ACH-000734,-1.29026411874
ACH-000735,-1.31621377532
ACH-000736,-1.24187823131
ACH-000738,-1.31956324611
ACH-000746,-1.3802044495399999
ACH-000747,-1.08815112842
ACH-000748,-1.11609973141
ACH-000753,-1.08765169249
ACH-000756,-1.40104077109
ACH-000757,-1.43293356707
ACH-000758,-1.17658719097
ACH-000760,-1.0890042367200001
ACH-000763,-1.49793207717
ACH-000764,-1.08994330433
ACH-000765,-1.41562530495
ACH-000766,-1.3925731607499998
ACH-000767,-1.0642365628100001
ACH-000768,-1.26119425256
ACH-000769,-1.29110120985
ACH-000770,-1.32593829865
ACH-000771,-1.15563186666
ACH-000773,-1.26600891824
ACH-000776,-1.33664797776
ACH-000777,-1.2009671284
ACH-000778,-1.9720097680200002
ACH-000781,-1.21379407592
ACH-000782,-1.4179437864700002
ACH-000783,-1.01759415471
ACH-000784,-1.40710270865
ACH-000785,-1.27717386028
ACH-000787,-1.13470007481
ACH-000788,-1.2159815221899999
ACH-000791,-1.09134635796
ACH-000792,-1.2299892271700001
ACH-000794,-1.3560114216999999
ACH-000796,-1.1318682446
ACH-000799,-1.27387802627
ACH-000800,-1.59884338689
ACH-000802,-1.17252169124
ACH-000804,-1.07481598113
ACH-000805,-1.5529160132700002
ACH-000809,-1.32030827524
ACH-000810,-1.12783904479
ACH-000811,-1.6533836152799999
ACH-000817,-1.05247344695
ACH-000819,-1.21625939842
ACH-000820,-1.0195391332600001
ACH-000821,-1.4245599308
ACH-000822,-1.64355124696
ACH-000823,-1.3547222837900001
ACH-000824,-1.32787931406
ACH-000827,-1.10562854439
ACH-000829,-1.52785939743
ACH-000831,-1.2006630414700001
ACH-000832,-1.0582839542799998
ACH-000833,-1.03944739421
ACH-000834,-1.3456778759999999
ACH-000835,-1.39877884857
ACH-000836,-1.32438480892
ACH-000837,-1.11780140032
ACH-000838,-0.911450882995
ACH-000839,-1.32213721513
ACH-000840,-1.07892814831
ACH-000841,-1.07516733001
ACH-000843,-1.32974512431
ACH-000846,-1.01989546971
ACH-000847,-1.09902185894
ACH-000848,-1.0477592045200002
ACH-000849,-1.2201807356999999
ACH-000851,-1.1831938337799999
ACH-000855,-1.07440761654
ACH-000856,-1.24571449653
ACH-000858,-1.13408234035
ACH-000859,-1.4924008022100002
ACH-000861,-1.31336658108
ACH-000862,-1.3593810788799998
ACH-000865,-1.1318472064799998
ACH-000866,-1.2397569008
ACH-000867,-1.03812255978
ACH-000869,-1.0094609553899998
ACH-000872,-1.34217671017
ACH-000873,-1.3387377419
ACH-000876,-1.11402373225
ACH-000878,-1.06260912653
ACH-000880,-1.3888245933399999
ACH-000881,-1.12591226456
ACH-000882,-1.31794109162
ACH-000884,-0.941627793736
ACH-000885,-1.38209376671
ACH-000887,-1.07329012438
ACH-000888,-1.24905343707
ACH-000889,-1.4976818137
ACH-000890,-0.914903609447
ACH-000896,-1.15340022241
ACH-000898,-1.2352410905600002
ACH-000900,-1.45990848259
ACH-000901,-1.4312486944999998
ACH-000905,-1.24518406634
ACH-000906,-1.23672843073
ACH-000907,-1.19558165944
ACH-000910,-1.0241593174099999
ACH-000911,-1.19267036378
ACH-000912,-1.21055684796
ACH-000913,-1.20765949684
ACH-000915,-1.23407619388
ACH-000916,-1.29922314177
ACH-000917,-1.14382598273
ACH-000921,-1.1329555409
ACH-000924,-1.07478894409
ACH-000926,-1.0876674264
ACH-000928,-1.10860615171
ACH-000929,-1.44093997654
ACH-000932,-1.24144641606
ACH-000935,-1.2527538609200002
ACH-000936,-1.07872430544
ACH-000937,-1.5049902533000001
ACH-000938,-1.39963889598
ACH-000939,-0.646464535201
ACH-000941,-1.12512738777
ACH-000943,-1.13830475065
ACH-000946,-1.1257099766299998
ACH-000947,-1.22807021997
ACH-000948,-1.1430283057100001
ACH-000950,-1.4432604607100001
ACH-000953,-1.3362650139
ACH-000957,-0.9958482483609999
ACH-000958,-1.12631097104
ACH-000960,-1.29625978006
ACH-000963,-0.911551168209
ACH-000968,-1.35646678428
ACH-000969,-1.12837738672
ACH-000973,-1.21854931327
ACH-000974,-1.13446354987
ACH-000975,-1.08825444022
ACH-000976,-1.1684785179500001
ACH-000978,-1.1496085087999999
ACH-000980,-1.1859666272700002
ACH-000984,-1.25136455651
ACH-000986,-1.23597348609
ACH-000988,-0.8962068125
ACH-000993,-1.40538058759
ACH-000994,-1.17083161839
ACH-000996,-1.3724300181400002
ACH-001001,-1.16821811445
ACH-001020,-1.26006139671
ACH-001028,-1.25363027804
ACH-001031,-0.852780048074
ACH-001038,-1.5370920455300001
ACH-001048,-1.30002539745
ACH-001050,-1.2889718134700001
ACH-001053,-1.17769229706
ACH-001054,-1.25365510509
ACH-001061,-1.14660512374
ACH-001067,-1.4179139447100002
ACH-001075,-0.999754140551
ACH-001096,-1.1012392074200001
ACH-001128,-1.86112463373
ACH-001134,-1.1099544809200002
ACH-001151,-1.34350880677
ACH-001163,-1.3487369890600003
ACH-001164,-1.43182921574
ACH-001173,-1.22673194995
ACH-001183,-1.40769915774
ACH-001184,-1.09181729963
ACH-001190,-1.2640063360200002
ACH-001192,-1.16546999865
ACH-001193,-1.3236188724
ACH-001196,-1.19028619631
ACH-001197,-1.28606607831
ACH-001205,-1.26935637153
ACH-001211,-1.42945693815
ACH-001212,-1.3067800970899999
ACH-001228,-0.7851445568430001
ACH-001232,-1.13651441691
ACH-001239,-1.09008769332
ACH-001274,-1.7173844433899998
ACH-001275,-1.10791547685
ACH-001277,-1.0334710848100002
ACH-001278,-1.09821366793
ACH-001280,-1.2110355132100001
ACH-001283,-1.24970720145
ACH-001289,-0.860155711967
ACH-001295,-1.14570904146
ACH-001300,-0.894544826988
ACH-001301,-1.12636977808
ACH-001302,-0.890683849659
ACH-001303,-1.20327789566
ACH-001306,-1.31877293875
ACH-001318,-1.0714219625299999
ACH-001322,-1.16911543937
ACH-001328,-1.29600354172
ACH-001332,-0.954278521031
ACH-001333,-0.98087052983
ACH-001336,-0.9683843807379999
ACH-001340,-1.07820341998
ACH-001346,-1.02431832982
ACH-001353,-1.27195027454
ACH-001354,-0.7890327536839999
ACH-001367,-1.2360699689599999
ACH-001368,-1.21451007709
ACH-001374,-1.13272757404
ACH-001375,-1.06742978249
ACH-001377,-1.16118849806
ACH-001380,-1.16587016747
ACH-001391,-1.14953527184
ACH-001407,-1.2683758120100002
ACH-001408,-1.1634443853
ACH-001413,-1.25759546786
ACH-001430,-1.32880800735
ACH-001431,-1.24025888979
ACH-001450,-1.46592670989
ACH-001496,-1.42835844872
ACH-001500,-1.0868201145799998
ACH-001521,-1.4835406824200001
ACH-001523,-1.02348272847
ACH-001532,-1.18486964398
ACH-001536,-1.29402006885
ACH-001550,-1.36454928182
ACH-001552,-1.19581763202
ACH-001554,-1.23382230872
ACH-001645,-1.44783117357
ACH-001654,-1.1813128150499999
ACH-001715,-1.27303309016
ACH-001735,-1.25186750431
ACH-001736,-1.6344120115399998
ACH-001737,-1.09980639131
ACH-001740,-1.3849296723
ACH-001745,-1.57416628213
ACH-001750,-1.16787971673
ACH-001765,-1.1395588859299999
ACH-001956,-1.3872835465
ACH-001957,-1.3425862574
