,OR8H3 (390152)
ACH-000004,-0.23384556585900002
ACH-000007,-0.0678312847746
ACH-000009,-0.0409874007673
ACH-000011,-0.072759692117
ACH-000012,-0.209292481153
ACH-000013,-0.0362104528716
ACH-000014,0.253325298492
ACH-000015,-0.014878500613299999
ACH-000017,-0.0557526656762
ACH-000018,0.11561407409800001
ACH-000019,-0.398865839574
ACH-000021,-0.145693307017
ACH-000022,-0.0801339842027
ACH-000025,-0.0930137275935
ACH-000028,-0.19499862782900002
ACH-000030,-0.117252375226
ACH-000035,0.0738369486239
ACH-000036,-0.09584479513039999
ACH-000037,-0.162741255184
ACH-000039,-0.184714949159
ACH-000040,-0.176049082196
ACH-000041,0.09052936879149999
ACH-000042,-0.045931460883499996
ACH-000045,0.0267813363074
ACH-000047,0.0647373960871
ACH-000052,-0.13918526837300002
ACH-000053,-0.068616234187
ACH-000054,-0.08119798843880001
ACH-000055,0.12040977223799999
ACH-000060,-0.00453962192935
ACH-000067,0.0232654340618
ACH-000070,-0.087128596645
ACH-000075,-0.181193278678
ACH-000078,-0.358415039745
ACH-000082,-0.245530651454
ACH-000085,-0.246462410383
ACH-000086,-0.32389807514400004
ACH-000087,0.0356056436401
ACH-000092,-0.0758471594525
ACH-000095,-0.192987226672
ACH-000097,-0.160755642839
ACH-000098,-0.0769767974291
ACH-000099,-0.0839472479899
ACH-000108,-0.08562864211089999
ACH-000113,-0.10831003451400001
ACH-000115,0.04427231708380001
ACH-000116,-0.17417133990400002
ACH-000118,-0.19485354479800002
ACH-000120,-0.0657895582032
ACH-000123,-0.196147736054
ACH-000127,-0.11451671204500001
ACH-000128,0.161523079541
ACH-000132,-0.33208292468899997
ACH-000133,-0.113816919014
ACH-000137,-0.0857737502709
ACH-000138,0.0007345665553830001
ACH-000142,-0.21035921337699998
ACH-000143,-0.0880359721542
ACH-000146,-0.104523828432
ACH-000148,-0.122603105899
ACH-000150,-0.17264660464499998
ACH-000152,-0.0401566598424
ACH-000153,0.018383854570900002
ACH-000159,-0.011146297244500001
ACH-000160,-0.21902584349800003
ACH-000163,0.0673525282997
ACH-000167,-0.286933965414
ACH-000168,0.015461388214499999
ACH-000169,-0.0615048236534
ACH-000178,0.015684160065799996
ACH-000182,-0.079069039004
ACH-000183,-0.09804407979
ACH-000188,-0.427793997007
ACH-000189,-0.27203549730500004
ACH-000190,-0.131884223549
ACH-000198,-0.056184670750400005
ACH-000204,-0.141092558817
ACH-000206,-0.11279782849600001
ACH-000207,-0.0448222855168
ACH-000211,-0.105777550537
ACH-000215,0.032125095693900006
ACH-000221,-0.145064351614
ACH-000222,0.0300678431724
ACH-000223,-0.139643537655
ACH-000226,-0.164247173532
ACH-000227,-0.257305462197
ACH-000228,-0.11665911162900001
ACH-000231,0.031006427487
ACH-000232,-0.09081676465569999
ACH-000233,-0.07103929424269999
ACH-000234,-0.202277126691
ACH-000235,-0.0575568318642
ACH-000237,-0.151314557002
ACH-000238,0.114036125233
ACH-000243,-0.09654128850680001
ACH-000244,-0.196631105168
ACH-000246,-0.139047291738
ACH-000248,0.0142180417891
