,OR10J5 (127385)
ACH-000004,-0.019734874773
ACH-000007,0.0965960517548
ACH-000009,-0.0183278677431
ACH-000011,0.09042299950760001
ACH-000012,0.153949960588
ACH-000013,0.105731378071
ACH-000014,0.142045070842
ACH-000015,0.07849460852199999
ACH-000017,0.162063838243
ACH-000018,0.056124750109000004
ACH-000019,0.111131883143
ACH-000021,0.11679851960000001
ACH-000022,0.133266740678
ACH-000025,-0.004487269923640001
ACH-000028,0.0910595224331
ACH-000030,0.116493796041
ACH-000035,-0.030655805914
ACH-000036,0.289652527422
ACH-000037,0.0473309550716
ACH-000039,-0.03795205759859999
ACH-000040,0.163484049691
ACH-000041,0.198538731936
ACH-000042,0.0675474738601
ACH-000045,0.163401474862
ACH-000047,0.021685683691599997
ACH-000052,0.0665532461271
ACH-000053,0.040561622020699996
ACH-000054,0.08507323137900001
ACH-000055,0.0079977516054
ACH-000060,0.18739884225099998
ACH-000067,0.210134293635
ACH-000070,0.151329569022
ACH-000075,0.08500787545630001
ACH-000078,0.12353059382300001
ACH-000082,0.156208598954
ACH-000085,0.133925269625
ACH-000086,-0.06443025453649999
ACH-000087,0.312922593539
ACH-000092,0.137681440376
ACH-000095,0.03755941008869999
ACH-000097,0.143447846407
ACH-000098,0.0736622391596
ACH-000099,0.0641922763886
ACH-000108,0.123576760216
ACH-000113,0.106317861835
ACH-000115,0.132917976993
ACH-000116,0.10608259439300001
ACH-000118,0.13323477337
ACH-000120,0.0805932910118
ACH-000123,0.024124635169
ACH-000127,0.0954980328149
ACH-000128,0.159561249209
ACH-000132,0.0829046644432
ACH-000133,0.189764947202
ACH-000137,0.15122172107
ACH-000138,-0.0193375918636
ACH-000142,0.22065468839299998
ACH-000143,0.0728033423475
ACH-000146,0.027268142149799997
ACH-000148,0.0032078241864400003
ACH-000150,0.322928764831
ACH-000152,0.156513169316
ACH-000153,0.025562799950599995
ACH-000159,0.150055753957
ACH-000160,0.116324502838
ACH-000163,0.058007076376099996
ACH-000167,0.04508231810880001
ACH-000168,0.179773770936
ACH-000169,0.132665735881
ACH-000178,0.106264716208
ACH-000182,0.171971288802
ACH-000183,0.0884334817657
ACH-000188,0.120713082283
ACH-000189,-0.162678533953
ACH-000190,-0.0529313202613
ACH-000198,0.13107324940600001
ACH-000204,-0.33881418303800004
ACH-000206,-0.0304669980595
ACH-000207,0.0300398262451
ACH-000211,0.171821190508
ACH-000215,0.10321532656
ACH-000221,0.0596410486804
ACH-000222,-0.126975261425
ACH-000223,0.0663575428572
ACH-000226,-0.00123454205697
ACH-000227,0.14975729804500001
ACH-000228,0.0393625984578
ACH-000231,0.14637470372000003
