,ASZ1 (136991)
ACH-000004,-0.173057872394
ACH-000007,-0.11051849963400001
ACH-000009,-0.26987518311299996
ACH-000011,-0.18668114317
ACH-000012,-0.241321704867
ACH-000013,-0.033565652195599996
ACH-000014,-0.38048314407899997
ACH-000015,-0.0247011632834
ACH-000017,-0.1652098076
ACH-000018,-0.00429115867615
ACH-000019,0.047521861558099995
ACH-000021,-0.44462099513000003
ACH-000022,0.015237959347099999
ACH-000025,-0.26770264806099997
ACH-000028,-0.0583732702233
ACH-000030,-0.136730419628
ACH-000035,-0.15814364673800002
ACH-000036,-0.14736794634199998
ACH-000037,-0.0495670761261
ACH-000039,-0.319261419303
ACH-000040,-0.09654049778689999
ACH-000041,-0.199726160432
ACH-000042,-0.09032731359930002
ACH-000045,-0.0292331282826
ACH-000047,-0.0815933283077
ACH-000052,-0.281954439673
ACH-000053,-0.142452668924
ACH-000054,-0.261427221046
ACH-000055,-0.0385487058216
ACH-000060,-0.13914027517799998
ACH-000067,-0.30057506254099997
ACH-000070,-0.125190638154
ACH-000075,0.14581597838500002
ACH-000078,-0.193597718235
ACH-000082,-0.13771310243899998
ACH-000085,-0.202498391606
ACH-000086,-0.00847526421561
ACH-000087,-0.14556345365700002
ACH-000092,-0.0924648397283
ACH-000095,-0.279192663214
ACH-000097,-0.12984459795999997
ACH-000098,-0.0771550298252
ACH-000099,-0.172183917297
ACH-000108,-0.11626833861500001
ACH-000113,-0.07959596099989999
ACH-000115,-0.09261746092569999
ACH-000116,-0.165465765348
ACH-000118,-0.162353186713
ACH-000120,-0.10484434983999999
ACH-000123,-0.18400387423700001
ACH-000127,-0.150678997677
ACH-000128,-0.0777221459864
ACH-000132,-0.142986070922
ACH-000133,-0.176648963528
ACH-000137,-0.157168012669
ACH-000138,-0.164181722436
ACH-000142,-0.14820386779300002
ACH-000143,0.0800138148446
ACH-000146,-0.111472300714
ACH-000148,-0.138972006965
ACH-000150,-0.10263409926200001
ACH-000152,-0.0770960354464
ACH-000153,-0.119275715639
ACH-000159,-0.110990658686
ACH-000160,0.11101247278200001
ACH-000163,-0.151201601676
ACH-000167,0.125074332478
ACH-000168,0.0268045506591
ACH-000169,-0.0234301032187
ACH-000178,-0.275961210083
ACH-000182,-0.10710584936
ACH-000183,-0.194022699406
ACH-000188,-0.12152832508099999
ACH-000189,-0.0200150585347
ACH-000190,0.112777457532
