,PYY (5697)
ACH-000004,0.0784438475763
ACH-000007,-0.18998024808400002
ACH-000009,-0.209766451322
ACH-000011,-0.0613402345752
ACH-000012,-0.0183295214633
ACH-000013,-0.171138369086
ACH-000014,-0.164281776543
ACH-000015,-0.0009403154185660002
ACH-000017,-0.199358242397
ACH-000018,-0.20540436256900002
ACH-000019,0.220335714478
ACH-000021,-0.0280972134832
ACH-000022,-0.185662643582
ACH-000025,-0.0740747932935
ACH-000028,0.0969077109928
ACH-000030,-0.130396155716
ACH-000035,-0.254320158147
ACH-000036,0.0009635037385279999
ACH-000037,-0.118672759868
ACH-000039,0.0785092976802
ACH-000040,-0.17757014957199999
ACH-000041,-0.15858018478900002
ACH-000042,-0.160400931516
ACH-000045,0.0725213072936
ACH-000047,-0.111331422164
ACH-000052,-0.0047219203015900005
ACH-000053,0.0457419461971
ACH-000054,-0.118493762096
ACH-000055,-0.121183061709
ACH-000060,-0.280710199622
ACH-000067,-0.013511266222899998
ACH-000070,-0.0624417053572
ACH-000075,-0.23753110517499998
ACH-000078,0.12712229963500002
ACH-000082,0.163214054719
ACH-000085,0.14951478870100002
ACH-000086,0.177674097585
ACH-000087,-0.12549814595
ACH-000092,0.0821772505977
ACH-000095,-0.129146602921
ACH-000097,-0.0669782992977
ACH-000098,-0.0960813444964
ACH-000099,-0.005733114510819999
ACH-000108,-0.0395255111556
ACH-000113,0.0673079343822
ACH-000115,-0.331009689471
ACH-000116,-0.15092938611099999
ACH-000118,-0.0902574369843
ACH-000120,-0.214224301257
ACH-000123,0.020193323010599996
ACH-000127,-0.126108336518
ACH-000128,-0.292873750736
ACH-000132,0.116288720262
ACH-000133,-0.10055318114600001
ACH-000137,0.0994806726935
ACH-000138,-0.20543375670000003
ACH-000142,-0.00834193786836
ACH-000143,-0.15274664229499998
ACH-000146,0.0881663561957
ACH-000148,-0.04347804831
ACH-000150,-0.19732475907699998
ACH-000152,-0.0544064077966
ACH-000153,-0.409067140529
ACH-000159,-0.141699608874
ACH-000160,0.382235629859
ACH-000163,0.080143047489
ACH-000167,-0.157041073951
ACH-000168,-0.311370275561
ACH-000169,-0.133240846513
ACH-000178,-0.12282012060599999
ACH-000182,-0.18158799627799999
ACH-000183,-0.222930385506
ACH-000188,-0.17243884346299998
ACH-000189,0.188362381996
ACH-000190,0.0599571528632
ACH-000198,0.030133746026
ACH-000204,-0.264622799601
ACH-000206,0.206109948358
ACH-000207,-0.21657153535
ACH-000211,-0.1308754151
ACH-000215,-0.110972717782
ACH-000221,-0.174144467887
ACH-000222,-0.318615190838
ACH-000223,-0.0350777451431
ACH-000226,0.149777919299
ACH-000227,0.176143207008
ACH-000228,-0.35426707742799995
ACH-000231,-0.1070945654
ACH-000232,0.054341470469500004
ACH-000233,-0.0443542617975
ACH-000234,-0.0308854687862
ACH-000235,-0.0655765536639
ACH-000237,0.08950427874780001
ACH-000238,-0.0822379672941
ACH-000243,-0.151777441936
ACH-000244,0.20757092155200002
ACH-000246,-0.08400834646649999
ACH-000248,-0.399252662603
ACH-000250,-0.07781688992039999
ACH-000251,-0.19631500762499998
ACH-000253,-0.0498647791854
ACH-000255,-0.0832937952002
ACH-000256,-0.320711712755
ACH-000257,0.0459927500088
ACH-000258,-0.0512766314943
ACH-000259,-0.0186656615238
ACH-000260,-0.04862535414469999
ACH-000261,0.00527910726592
ACH-000262,-0.07457464571910001
ACH-000263,0.221077562924
ACH-000264,-0.08201243881569999
ACH-000265,-0.030343013272599997
ACH-000266,-0.0386997752785
ACH-000272,-0.04788174269019999
ACH-000273,-0.0354698084723
ACH-000274,-0.113452873059
ACH-000277,-0.0632974852038
ACH-000278,-0.0487048694128
ACH-000279,-0.132886690645
ACH-000280,-0.010853964654600002
ACH-000281,-0.0628143735295
ACH-000288,-0.21104827896699999
ACH-000291,-0.014837565938799998
ACH-000293,-0.315687322537
ACH-000294,-0.135091355023
ACH-000295,-0.240511766013
ACH-000296,0.0642976141445
ACH-000302,-0.147655339744
ACH-000304,0.476991047009
ACH-000307,0.0672056644282
ACH-000308,0.00448977113842
ACH-000310,0.113540017567
ACH-000311,-0.0790514547327
ACH-000312,-0.169839361685
ACH-000315,-0.36323031870899997
ACH-000316,-0.198240829381
ACH-000317,0.20204227769000002
ACH-000318,-0.0411808480097
ACH-000319,-0.238470020175
ACH-000320,-0.0849863441835
ACH-000322,0.0360140379825
ACH-000323,-0.0962681873815
ACH-000324,0.0382003755812
ACH-000329,-0.13688064367900002
ACH-000330,0.057899587290400005
ACH-000331,-0.04571192515459999
ACH-000332,0.0255712716426
ACH-000334,-0.13374355647800001
ACH-000335,0.10361441871200001
ACH-000336,-0.373748646932
ACH-000337,0.160831052084
ACH-000339,-0.06391869319889999
ACH-000341,0.30525737063999997
ACH-000348,0.125681083479
ACH-000350,-0.122529104211
ACH-000352,-0.0807272403366
ACH-000356,-0.392900656331
ACH-000361,-0.124576130923
ACH-000362,0.154749958892
ACH-000363,0.060940142883900005
ACH-000364,0.13955331694700002
ACH-000365,-0.13034488204000003
ACH-000366,-0.0626807398887
ACH-000368,0.19193871213
ACH-000374,0.115293005965
ACH-000375,-0.150228447156
ACH-000376,-0.0620149945412
ACH-000381,-0.0697763901603
ACH-000383,0.043977426404499996
ACH-000387,0.030878661951999998
ACH-000389,0.116953649649
ACH-000390,-0.227380086371
