,DIABLO (56616)
ACH-000004,-0.197613819837
ACH-000007,-0.051635617397400004
ACH-000009,-0.128448887339
ACH-000011,0.064772190721
ACH-000012,-0.20562994613899999
ACH-000013,-0.193189656574
ACH-000014,0.08069818257849999
ACH-000015,-0.14772039831599998
ACH-000017,-0.14869688072
ACH-000018,-0.157544790196
ACH-000019,-0.0404160762491
ACH-000021,-0.39838590220700004
ACH-000022,-0.22067940784499998
ACH-000025,0.018888793531099998
ACH-000028,-0.166036040556
ACH-000030,-0.051056874758099995
ACH-000035,-0.18435747497299998
ACH-000036,0.0163908651016
ACH-000037,-0.0685456615405
ACH-000039,-0.22861391581
ACH-000040,-0.289401031613
ACH-000041,-0.190451036347
ACH-000042,-0.172462405571
ACH-000045,-0.17112809672200002
ACH-000047,-0.052942164123800005
ACH-000052,-0.218850142201
ACH-000053,-0.16159392658299998
ACH-000054,-0.159039770613
ACH-000055,-0.115634834901
ACH-000060,-0.09990814204810002
ACH-000067,-0.175707085128
ACH-000070,-0.028399495655200002
ACH-000075,-0.298847873766
ACH-000078,-0.203910674501
ACH-000082,-0.158398067008
ACH-000085,0.015467749563700001
ACH-000086,-0.268463210598
ACH-000087,-0.00170264002328
ACH-000092,-0.129425622027
ACH-000095,-0.144643997051
ACH-000097,-0.223497255534
ACH-000098,-0.17271008139600003
ACH-000099,-0.24923098073199998
ACH-000108,-0.155206974408
ACH-000113,0.063459838942
ACH-000115,-0.29609720788800004
ACH-000116,-0.21448630752
ACH-000118,-0.263866357376
ACH-000120,-0.14680841066400002
ACH-000123,-0.133921835652
ACH-000127,-0.06257676975599999
ACH-000128,-0.14216747373400002
ACH-000132,-0.104679797905
ACH-000133,-0.0791034083703
ACH-000137,-0.398511542103
ACH-000138,-0.17825180186099998
ACH-000142,-0.143002537521
ACH-000143,-0.00450647610541
ACH-000146,-0.11498636956800001
ACH-000148,-0.17773838248399998
ACH-000150,-0.22237534231800002
ACH-000152,-0.15485545437999998
ACH-000153,0.0178494118767
ACH-000159,-0.00119199130968
ACH-000160,-0.3595836247
ACH-000163,-0.18900613167599997
ACH-000167,-0.556012335333
ACH-000168,-0.24569219621999996
ACH-000169,-0.153501351954
ACH-000178,-0.153751438845
ACH-000182,-0.236624438714
ACH-000183,0.0008117760349310002
ACH-000188,-0.020494137005
ACH-000189,-0.111711537885
ACH-000190,-0.281551505478
ACH-000198,-0.10657395249700001
ACH-000204,0.132090112918
ACH-000206,0.0932483510826
ACH-000207,-0.0387764011429
ACH-000211,-0.269950463316
ACH-000215,-0.225157227501
ACH-000221,-0.157152173456
ACH-000222,-0.02791070712
ACH-000223,-0.22109943903299997
ACH-000226,-0.201919100387
ACH-000227,-0.19407530203099999
ACH-000228,-0.0539533906548
ACH-000231,-0.029490648211400003
ACH-000232,-0.213052201157
ACH-000233,-0.07202895853960001
ACH-000234,-0.310039543893
ACH-000235,-0.197697040906
ACH-000237,-0.205677845603
ACH-000238,-0.04436768503980001
ACH-000243,-0.153331294772
ACH-000244,-0.259829767982
ACH-000246,-0.191712195878
ACH-000248,-0.347250788473
ACH-000250,-0.143807406579
ACH-000251,-0.194404044061
ACH-000253,-0.13983353252699998
ACH-000255,-0.0459420661866
ACH-000256,0.00179977394371
ACH-000257,0.0250960628588
ACH-000258,0.137713269005
ACH-000259,-0.0736964370743
ACH-000260,-0.0676493267796
ACH-000261,-0.111158452437
ACH-000262,-0.42405981723999997
ACH-000263,-0.288762720824
ACH-000264,-0.0380353364578
ACH-000265,-0.189198746916
ACH-000266,-0.252127361311
ACH-000272,-0.17293166405299998
ACH-000273,-0.178009828088
ACH-000274,-0.162798424095
ACH-000277,-0.444965098052
ACH-000278,-0.196212450304
ACH-000279,-0.18402359978399999
ACH-000280,-0.24462140034899998
ACH-000281,-0.40632854573
ACH-000288,-0.06246754521219999
ACH-000291,-0.08956413070769999
ACH-000293,-0.160072821629
ACH-000294,-0.130749715047
ACH-000295,-0.145947017427
ACH-000296,-0.405323840709
ACH-000302,-0.18244510500100003
ACH-000304,-0.055739599323500005
ACH-000307,-0.159405077607
ACH-000308,-0.286378533502
ACH-000310,-0.14281361860300001
ACH-000311,-0.22799309723000002
ACH-000312,-0.214447841403
ACH-000315,-0.252254292669
ACH-000316,-0.263135239091
ACH-000317,0.08312913987130001
ACH-000318,-0.176449631292
ACH-000319,-0.126130470602
ACH-000320,-0.283356205292
ACH-000322,-0.169194690263
ACH-000323,-0.236975447109
ACH-000324,-0.163419151119
ACH-000329,-0.0474010750815
ACH-000330,-0.217426558983
ACH-000331,-0.156251265528
ACH-000332,-0.179608223435
ACH-000334,-0.0744081648871
ACH-000335,-0.069647316527
ACH-000336,-0.170810842572
ACH-000337,-0.11591105532299999
ACH-000339,-0.179188781253
ACH-000341,-0.284327483504
ACH-000348,-0.0377276459495
ACH-000350,-0.260287090516
ACH-000352,-0.0981807310731
ACH-000356,-0.0920081299536
ACH-000361,-0.353139969601
ACH-000362,-0.139951495966
ACH-000363,-0.08401969690510001
ACH-000364,-0.08728570100199999
ACH-000365,-0.142588602738
ACH-000366,-0.209402213217
ACH-000368,-0.294338933521
ACH-000374,-0.17602062574900001
ACH-000375,-0.17146095428199998
ACH-000376,-0.212544045647
ACH-000381,-0.33725685667099997
ACH-000383,-0.155526498595
ACH-000387,-0.023055847661000002
ACH-000389,-0.287256632151
ACH-000390,0.06937789836069999
ACH-000393,-0.280361427286
ACH-000395,-0.480994616963
ACH-000397,-0.171518060522
ACH-000401,-0.0922127924828
ACH-000402,-0.229102110865
ACH-000403,-0.262286506936
ACH-000404,-0.0662862397975
ACH-000406,-0.15104345203800001
ACH-000407,-0.0944113869716
ACH-000408,-0.132477131369
ACH-000410,-0.290975891438
ACH-000411,-0.138714524196
ACH-000414,-0.312964346627
ACH-000415,-0.118583046441
ACH-000416,-0.30502376339000004
ACH-000420,-0.0322026994621
ACH-000421,-0.20165788138500002
ACH-000424,-0.245214993123
ACH-000425,-0.17644449172499999
ACH-000426,-0.0170894001581
ACH-000427,-0.404014377178
ACH-000433,-0.053832863875400004
ACH-000436,-0.057474632861699994
ACH-000444,-0.223495091412
ACH-000445,-0.273888134391
ACH-000448,-0.212030430591
ACH-000450,0.136599304663
ACH-000452,-0.31119946424600003
ACH-000454,-0.287211380859
ACH-000458,-0.19188412662999998
ACH-000459,-0.0951504629957
ACH-000460,0.005763042881539999
ACH-000461,-0.159236818872
ACH-000463,-0.172899396187
ACH-000464,-0.402394669599
ACH-000466,-0.0185042743523
ACH-000467,-0.10966603826400001
ACH-000468,-0.307835328299
ACH-000469,-0.202070133808
ACH-000470,-0.104223156567
ACH-000471,-0.07902315291619999
ACH-000472,-0.198645411881
ACH-000473,-0.22026689504
ACH-000475,-0.15662482897500002
ACH-000476,-0.133820982621
ACH-000477,-0.182158561926
ACH-000480,-0.176752526107
ACH-000481,-0.185881267103
ACH-000483,0.117205868135
ACH-000484,-0.030049300531299998
ACH-000485,-0.439425001295
ACH-000486,-0.0376653260972
ACH-000487,-0.05872179701500001
ACH-000488,-0.220194319289
ACH-000490,-0.140670664431
ACH-000491,-0.0620293808435
ACH-000495,-0.23370763505699998
ACH-000496,-0.0430912849482
ACH-000499,-0.196768033535
ACH-000500,-0.181048119174
ACH-000502,-0.19155026373700001
ACH-000503,-0.145770646129
ACH-000505,-0.345914976313
ACH-000507,-0.026873760679900004
ACH-000510,-0.138884644037
ACH-000511,-0.234080893311
ACH-000512,0.12179434812
ACH-000516,-0.127777889492
ACH-000517,-0.08585726436789999
ACH-000518,-0.0742613092657
ACH-000520,0.0722005528841
ACH-000521,-0.0162717460045
ACH-000522,-0.18955960920099998
ACH-000524,-0.0656995555688
ACH-000527,-0.207522892302
ACH-000528,-0.013013338307100001
ACH-000537,-0.31189169388599997
ACH-000541,-0.21924036430799998
ACH-000542,-0.351855754933
ACH-000544,-0.0794006567148
ACH-000545,-0.166596981159
ACH-000547,-0.321010460221
ACH-000548,-0.19168142075300001
ACH-000549,-0.0307030702316
ACH-000550,-0.29875534827399997
ACH-000552,-0.0695887715292
ACH-000556,-0.113241881699
ACH-000557,-0.08294225876519999
ACH-000570,-0.159093162909
ACH-000571,-0.13955059385399998
ACH-000573,-0.174796758266
ACH-000576,-0.307798249525
ACH-000580,-0.22943002675500002
ACH-000584,-0.104912817021
ACH-000585,-0.125170755163
ACH-000588,-0.10124220420600001
ACH-000589,-0.0812314439679
ACH-000591,-0.229084388163
ACH-000593,-0.135116307708
ACH-000600,-0.13637032123
ACH-000601,-0.135698075975
ACH-000604,0.17194256121800003
ACH-000605,-0.0875816406612
ACH-000606,-0.11925168567700001
ACH-000608,-0.179469368305
ACH-000614,-0.090128454174
ACH-000616,-0.203794471356
ACH-000618,-0.186399442497
ACH-000619,-0.0020254625423
ACH-000620,-0.0574957893008
ACH-000621,-0.305247752386
ACH-000622,0.0208221633815
ACH-000623,-0.162642288835
ACH-000624,-0.122310004789
ACH-000627,-0.154667235079
ACH-000630,-0.0978600616718
ACH-000632,-0.132562530844
ACH-000633,-0.00873267605273
ACH-000637,-0.211831395878
ACH-000638,-0.0931302499792
ACH-000646,-0.142369259485
ACH-000647,-0.0467594410323
ACH-000648,-0.319684375841
ACH-000649,-0.10095409430199999
ACH-000651,-0.180393810715
ACH-000652,-0.323086374806
ACH-000653,-0.0863784316755
ACH-000657,-0.127680939172
ACH-000658,0.10048956615499999
ACH-000661,0.0264231847518
ACH-000662,-0.467497222015
ACH-000663,-0.31981459588100003
ACH-000665,-0.141457383254
ACH-000671,0.05850041940930001
ACH-000673,-0.119495866183
ACH-000676,-0.341349870173
ACH-000677,-0.11833322370100001
ACH-000681,-0.262847412616
ACH-000682,-0.21152684266199998
ACH-000683,-0.18806985048900002
ACH-000684,0.103886215134
ACH-000688,-0.195081388524
ACH-000693,-0.180373145915
ACH-000694,-0.24850956354400003
ACH-000695,0.015375138396
ACH-000696,-0.168338863411
ACH-000697,-0.11461909554000001
ACH-000699,-0.09267004754069999
ACH-000701,-0.25408323472600003
ACH-000706,-0.0622646846829
ACH-000711,-0.089051061516
ACH-000713,-0.0626446002744
ACH-000714,-0.151165161722
ACH-000718,-0.247531341124
ACH-000720,-0.159373275273
ACH-000721,-0.1647284914
ACH-000724,0.0202565015981
ACH-000725,-0.10396910390000001
ACH-000732,-0.024727494084
ACH-000734,-0.11593557021199999
ACH-000735,-0.173564224983
ACH-000736,0.026125783570599997
ACH-000738,-0.11485110533199999
ACH-000746,-0.139720917979
ACH-000747,-0.274370893756
ACH-000748,-0.1715030157
ACH-000753,-0.161839811021
ACH-000756,-0.016326428252
ACH-000757,-0.031304938846
ACH-000758,-0.060582190580699996
ACH-000760,-0.18760640039999998
ACH-000763,-0.09976060399700001
ACH-000764,-0.10156790520400001
ACH-000765,-0.127647754767
ACH-000766,-0.113073955417
ACH-000767,-0.12354644557399999
ACH-000768,-0.284730051333
ACH-000769,-0.0850972501527
ACH-000770,-0.08463656888830001
ACH-000771,-0.045603552797
ACH-000773,-0.336031239263
ACH-000776,-0.0925282823092
ACH-000777,-0.219035421553
ACH-000778,-0.0022684376261500002
ACH-000781,-0.0690892586261
ACH-000782,-0.0826174920977
ACH-000783,-0.138088599895
ACH-000784,-0.20008524854
ACH-000785,-0.254522888221
ACH-000787,-0.062285143633199994
ACH-000788,-0.136161778123
ACH-000791,-0.18800592351599998
ACH-000792,-0.250382612736
ACH-000794,-0.0254283340792
ACH-000796,-0.24450421505800002
ACH-000799,-0.555765411793
ACH-000800,-0.046557070809800004
ACH-000802,-0.18634002949499998
ACH-000804,-0.183909280495
ACH-000805,-0.26397068679900004
ACH-000809,-0.0445714410359
ACH-000810,-0.14024476886
ACH-000811,-0.267809847724
ACH-000817,-0.11113064365900001
ACH-000819,-0.121672671546
ACH-000820,-0.34094497163500004
ACH-000821,-0.198473248429
ACH-000822,-0.0570138578641
ACH-000823,-0.159879191828
ACH-000824,0.010654376659799998
ACH-000827,-0.027060381420999997
ACH-000829,-0.0434524224575
ACH-000831,-0.203467125025
ACH-000832,-0.121586657162
ACH-000833,0.0031043361411100005
ACH-000834,0.128498173863
ACH-000835,-0.248195601234
ACH-000836,-0.264890500446
ACH-000837,-0.154185161584
ACH-000838,-0.0066698641889
ACH-000839,-0.255644803435
ACH-000840,-0.177884694023
ACH-000841,-0.29351152081799997
ACH-000843,0.015906548213
ACH-000846,-0.0745193385442
ACH-000847,-0.283787116018
ACH-000848,-0.398748294777
ACH-000849,0.00308971196078
ACH-000851,-0.21891749771699998
ACH-000855,-0.197647788308
