,PACS2 (23241)
ACH-000004,-0.12969350050200001
ACH-000007,-0.34710324458700004
ACH-000009,-0.303648210209
ACH-000011,-0.0276623422613
ACH-000012,-0.28244000546
ACH-000013,-0.32233294974
ACH-000014,-0.22442589373000005
ACH-000015,-0.218730075573
ACH-000017,-0.245739604968
ACH-000018,-0.244982823212
ACH-000019,0.03736419823869999
ACH-000021,-0.332507829346
ACH-000022,-0.147125835569
ACH-000025,-0.165326764993
ACH-000028,-0.325797561754
ACH-000030,-0.124513112147
ACH-000035,-0.22827836358399997
ACH-000036,-0.367557024015
ACH-000037,-0.233066638878
ACH-000039,-0.173564140439
ACH-000040,-0.296845346455
ACH-000041,-0.286749295315
ACH-000042,-0.39121735195699997
ACH-000045,-0.228401431569
ACH-000047,-0.300440670237
ACH-000052,-0.211369109956
ACH-000053,-0.278110402445
ACH-000054,-0.262146754134
ACH-000055,-0.33881494916999993
ACH-000060,-0.476732404478
ACH-000067,-0.16058287920800002
ACH-000070,-0.24818638001499999
ACH-000075,-0.025376542184099998
ACH-000078,-0.348276802928
ACH-000082,-0.419308500671
ACH-000085,-0.23629057824900002
ACH-000086,-0.28957847496800004
ACH-000087,-0.060155176645900005
ACH-000092,-0.18854538240200003
ACH-000095,-0.537842381881
ACH-000097,-0.18375627192299998
ACH-000098,-0.238266447971
ACH-000099,-0.312761265005
ACH-000108,-0.349658199577
ACH-000113,-0.188105270407
ACH-000115,-0.570833132661
ACH-000116,-0.261284447198
ACH-000118,-0.219204958974
ACH-000120,-0.26307753708299997
ACH-000123,-0.17328955991
ACH-000127,-0.10907364331700001
ACH-000128,-0.329182263588
ACH-000132,-0.34661625032399995
ACH-000133,-0.44173637538099997
ACH-000137,-0.005856151170770001
ACH-000138,-0.283408626347
ACH-000142,-0.539525498233
ACH-000143,-0.114656150067
ACH-000146,-0.3377169835
ACH-000148,-0.21816210856600002
ACH-000150,-0.193986785746
ACH-000152,-0.226142036999
ACH-000153,0.10703124795800001
ACH-000159,-0.247496889207
ACH-000160,-0.276387319869
ACH-000163,-0.442720205842
ACH-000167,0.0101785156715
ACH-000168,-0.229770966112
ACH-000169,-0.458491961711
ACH-000178,-0.177512719091
ACH-000182,-0.198140350312
ACH-000183,-0.197276648927
ACH-000188,-0.130363610306
ACH-000189,-0.7235213390530001
ACH-000190,-0.191415960401
ACH-000198,-0.116078814559
ACH-000204,-0.11816829062999999
ACH-000206,-0.23618581696199997
ACH-000207,-0.242385821175
ACH-000211,-0.323527163362
ACH-000215,-0.110702251096
ACH-000221,-0.38750314337200004
ACH-000222,-0.36736713376900004
ACH-000223,-0.248301089038
ACH-000226,-0.23887494401099998
ACH-000227,-0.17234295258000001
ACH-000228,-0.319892709372
ACH-000231,-0.281484159959
ACH-000232,-0.23998039776500002
ACH-000233,-0.252160385072
ACH-000234,-0.16301462084499999
ACH-000235,-0.314114292728
ACH-000237,-0.11037376078
ACH-000238,-0.445858119761
ACH-000243,-0.252937382002
ACH-000244,-0.242509125354
ACH-000246,-0.261979645684
ACH-000248,-0.0618324301386
ACH-000250,-0.272542080713
ACH-000251,-0.295670969281
ACH-000253,-0.25236237081
ACH-000255,-0.15339340136
ACH-000256,-0.502942325256
ACH-000257,-0.24751494676999997
ACH-000258,-0.293058802018
ACH-000259,-0.47471410780100004
ACH-000260,-0.383430378417
ACH-000261,-0.276863163354
ACH-000262,-0.538766160275
ACH-000263,-0.41908252228
ACH-000264,-0.292610140917
ACH-000265,-0.228533993801
ACH-000266,-0.29365660569
ACH-000272,-0.190160321794
ACH-000273,-0.26617857173099996
ACH-000274,-0.330920624626
ACH-000277,-0.59482738737
ACH-000278,0.00562083085786
ACH-000279,-0.158406894241
ACH-000280,-0.490694158587
ACH-000281,-0.34440344678999996
ACH-000288,-0.265627649397
ACH-000291,-0.112274686875
ACH-000293,-0.45612035585199995
ACH-000294,-0.38302168448299995
ACH-000295,0.105726134182
ACH-000296,-0.141968975879
ACH-000302,-0.163683602238
ACH-000304,-0.189491904624
ACH-000307,-0.308805550536
ACH-000308,-0.25731890869699997
ACH-000310,-0.502514922763
ACH-000311,-0.430604861074
ACH-000312,-0.428258916703
ACH-000315,-0.254646412291
ACH-000316,-0.245406772297
ACH-000317,-0.352549138446
ACH-000318,-0.202690485805
ACH-000319,-0.125801720612
ACH-000320,-0.37613752983300003
ACH-000322,-0.314616433728
ACH-000323,-0.169634335474
ACH-000324,-0.115831738622
ACH-000329,-0.149975238053
ACH-000330,-0.46757628980800003
ACH-000331,-0.0832201181872
ACH-000332,-0.4396671671399999
ACH-000334,-0.326631036887
ACH-000335,-0.28665899729
ACH-000336,-0.51651604221
ACH-000337,-0.11073276910499999
ACH-000339,-0.21867213355999998
ACH-000341,-0.587649852457
ACH-000348,-0.262547304945
ACH-000350,-0.310293129122
ACH-000352,-0.34358943309199996
ACH-000356,-0.27695648378800003
ACH-000361,-0.127264302497
ACH-000362,-0.39707468689000003
ACH-000363,-0.250018139727
ACH-000364,-0.0672052381367
ACH-000365,-0.36944745997
ACH-000366,-0.292092076766
ACH-000368,-0.482928553507
ACH-000374,0.05956456757569999
ACH-000375,-0.518551672123
ACH-000376,-0.266023237125
ACH-000381,-0.10597720359200001
ACH-000383,-0.307452392807
ACH-000387,-0.19248923952
ACH-000389,-0.06953194760760001
ACH-000390,-0.25884519151999996
ACH-000393,-0.243483800601
ACH-000395,-0.49945449784400003
ACH-000397,-0.19309755735999998
ACH-000401,-0.30400040731999994
ACH-000402,0.19137646208
ACH-000403,-0.257307896019
ACH-000404,0.10208583718
ACH-000406,-0.450667294754
