,STT3A (3703)
ACH-000163,-0.237402249023
ACH-000167,0.16608254094900002
ACH-000168,-0.28284920519400003
ACH-000169,-0.637599533366
ACH-000178,-0.48566378306
ACH-000182,-0.151083101839
ACH-000183,-0.5888016423960001
ACH-000188,-0.48762219074900004
ACH-000189,-0.37320823016099997
ACH-000190,-0.44877051704800003
ACH-000198,0.273198278733
ACH-000204,-0.8169400112790001
ACH-000206,0.057249549196600004
ACH-000207,-0.305020656618
ACH-000211,0.040798405992099995
ACH-000215,-0.09053611416580001
ACH-000221,-0.164798836019
ACH-000222,-0.73188431005
ACH-000223,-0.0120711068062
ACH-000226,0.0638092286994
ACH-000227,-0.23150584355700002
ACH-000228,-0.216293992672
ACH-000231,-0.10614362270099999
ACH-000232,-0.290177773647
ACH-000233,-0.0419041861193
ACH-000234,-0.31821333520399997
ACH-000235,-0.609283457837
ACH-000237,-0.0234472982425
ACH-000238,-0.541181015031
ACH-000243,-0.273511360497
ACH-000244,0.18461725841200002
ACH-000246,-0.333360367487
ACH-000248,-0.007744796933800001
ACH-000250,-0.09493557486300001
ACH-000251,-0.676835849578
ACH-000253,-0.013460613249700002
ACH-000255,-0.417547639484
ACH-000256,-0.0753867036762
ACH-000257,-0.0694462203056
ACH-000258,-0.27413222301600004
ACH-000259,-0.392531624741
ACH-000260,-0.577730207869
ACH-000261,-0.22993854399500002
ACH-000262,-0.213816944902
ACH-000263,0.123600533849
ACH-000264,-0.227401311873
ACH-000265,-0.246110398641
ACH-000266,-0.600255415819
ACH-000272,-0.43884342576499996
ACH-000273,-0.0692553783365
ACH-000274,-0.7343186044399999
ACH-000277,-0.118126548072
ACH-000278,-0.256259945355
ACH-000279,-0.35696101108499995
ACH-000280,-0.341760021492
ACH-000281,-0.77235044355
ACH-000288,-0.274077577904
ACH-000291,-0.285674584245
ACH-000293,-0.222318076401
ACH-000294,0.08737294007799999
ACH-000295,-0.38637272702500003
ACH-000296,-0.343487308248
ACH-000302,-0.17735204987999997
ACH-000304,-0.0138790346815
ACH-000307,-0.33567469222499996
ACH-000308,-0.17454818014000004
ACH-000310,0.0250984763478
ACH-000311,-0.642916336581
ACH-000312,-0.376344810858
ACH-000315,-0.027791354210099997
ACH-000316,-0.29811003512400003
ACH-000317,-0.39890176536
ACH-000318,-0.11472273859099999
ACH-000319,-0.15305592372500001
ACH-000320,-0.39861228009000005
ACH-000322,-0.09444701939139999
ACH-000323,-0.111767500082
ACH-000324,-0.453790720867
ACH-000329,0.098637384555
ACH-000330,-0.326196886596
ACH-000331,-0.670772356942
ACH-000332,-0.47912856504199997
ACH-000334,-0.41075668700199996
ACH-000335,-0.21330553169
ACH-000336,-0.241347615543
ACH-000337,0.103623956657
ACH-000339,-0.194080875044
ACH-000341,-0.257923328625
ACH-000348,-0.129022541205
ACH-000350,-0.21072964971299998
ACH-000352,0.0693262605506
ACH-000356,-0.0453608473977
ACH-000361,-0.0723736399976
ACH-000362,0.16463032539
ACH-000363,-0.259614267191
ACH-000364,-0.6489612678410001
ACH-000365,0.0286449261578
ACH-000366,-0.692683544919
ACH-000368,0.0553958657828
ACH-000374,-0.7843605776000001
ACH-000375,-0.220004088196
ACH-000376,0.0008725437755680002
ACH-000381,-0.19086809779599997
ACH-000383,-0.024425813453700002
ACH-000387,-0.0871489673377
ACH-000389,-0.15188863413200002
ACH-000390,-0.740709661794
ACH-000393,-0.043535091383
ACH-000395,-0.8048572515019999
ACH-000397,-0.150094008038
ACH-000401,-0.438168213676
ACH-000402,0.305224760039
ACH-000403,-0.336504909239
ACH-000404,-0.664110296443
ACH-000406,-0.125795521725
ACH-000407,-0.116279048025
ACH-000408,0.04781867251730001
ACH-000410,-0.431026655647
ACH-000411,-0.49167369788500004
ACH-000414,-0.329445393531
ACH-000415,-0.361758536897
ACH-000416,-0.520077777331
ACH-000420,-0.495717927367
ACH-000421,-0.425401068025
ACH-000424,-0.30255790109
ACH-000425,-0.302688946804
ACH-000426,-0.128445029894
ACH-000427,0.10270060136800001
ACH-000433,-0.365933565287
ACH-000436,-0.413409812862
ACH-000444,-0.39355303989100004
ACH-000445,-0.502927630187
ACH-000448,-0.477104361322
ACH-000450,-0.0414340864906
ACH-000452,-0.567008859112
ACH-000454,-0.429303327527
ACH-000458,-0.136327663605
ACH-000459,-0.277716246223
ACH-000460,-0.42228964178499995
ACH-000461,-0.471525036018
ACH-000463,-0.219693069112
ACH-000464,0.121694576833
ACH-000466,-0.03642770926259999
ACH-000467,-0.145282252761
ACH-000468,-0.23226805099300002
ACH-000469,-0.112558724113
ACH-000470,-0.20905799960000002
ACH-000471,-0.603342095313
ACH-000472,-0.30152421439800003
ACH-000473,-0.48235346744999996
ACH-000475,-0.55514071533
ACH-000476,-0.00732166577467
ACH-000477,-0.118460064054
ACH-000480,-0.716188446685
ACH-000481,0.07321624455739999
ACH-000483,0.11805369065600001
ACH-000484,0.022838112659
ACH-000485,-0.639944843355
ACH-000486,-0.445743758939
ACH-000487,-0.3574663666
ACH-000488,-0.129748854807
ACH-000490,-0.415095843975
ACH-000491,-0.1429557375
ACH-000495,-0.20886010307
ACH-000496,-0.677022310588
ACH-000499,-0.36244690240000005
ACH-000500,-1.0076981305500001
ACH-000502,-0.8911770939489999
ACH-000503,-0.09890720362199999
ACH-000505,-0.38096263846199996
ACH-000507,-0.540918190943
ACH-000510,-0.19161896574499998
ACH-000511,-0.221032992063
ACH-000512,-0.46261433805
ACH-000516,-0.0443339221793
ACH-000517,-0.26021231531
ACH-000518,-0.535424254905
ACH-000520,-0.8501512162010001
ACH-000521,-0.40348559032700004
ACH-000522,-0.13857296849
ACH-000524,-0.10179644664200001
ACH-000527,-0.43325990317699997
ACH-000528,-0.18710966209899998
ACH-000537,-1.14010209633
ACH-000541,-0.533084360634
ACH-000542,-0.10667040607999999
ACH-000544,-0.654745253373
ACH-000545,-0.42585610018200004
ACH-000547,-0.507411517389
ACH-000548,-0.517586992429
ACH-000549,-0.594027175358
ACH-000550,-0.159335453438
ACH-000552,-0.613437692647
ACH-000556,-0.039515640140199995
ACH-000557,-0.148495530512
ACH-000570,-0.0882279678768
ACH-000571,-0.114456127198
ACH-000573,-0.226061952178
ACH-000576,-0.45299868979099994
ACH-000580,-0.41966239369
ACH-000584,-0.168145392261
ACH-000585,-0.706948846779
ACH-000588,-0.6596734256369999
ACH-000589,-0.410213138074
ACH-000591,-0.22317450905699998
ACH-000593,-0.805222155532
ACH-000600,-0.272456211861
ACH-000601,-0.599624270961
ACH-000604,-0.0437472168116
ACH-000605,-0.297594104122
ACH-000606,-0.639793423395
ACH-000608,-0.24996548073000002
ACH-000614,-0.258504267232
ACH-000616,0.006966013909709999
ACH-000618,-0.247231580001
ACH-000619,-0.5462810844120001
ACH-000620,-0.47583454728200003
ACH-000621,-0.187322797358
ACH-000622,-0.0716919060822
ACH-000623,-0.0629459080587
ACH-000624,0.0137412281898
ACH-000627,-0.288355674788
ACH-000630,-0.880475327628
ACH-000632,-0.627164453011
ACH-000633,-0.134811694815
ACH-000637,-0.239846785836
ACH-000638,-0.315724234106
ACH-000646,-0.429522207878
ACH-000647,-0.308011966403
ACH-000648,-0.189793340374
ACH-000649,-0.24033264275199998
ACH-000651,-0.17190637219500002
ACH-000652,-0.572436742481
ACH-000653,-0.251859236699
ACH-000657,-0.27763590143399997
ACH-000658,-0.715071281125
ACH-000661,-0.148994834258
ACH-000662,-0.390456795332
ACH-000663,-0.387467209804
ACH-000665,-0.537039826351
ACH-000671,-0.623932469777
ACH-000673,-0.160104680583
ACH-000676,-0.167834002621
ACH-000677,0.0591829023345
ACH-000681,-0.714817787598
ACH-000682,-0.277053338883
ACH-000683,-0.37321926454899995
ACH-000684,-0.36155030397
ACH-000688,-0.32164416238000004
ACH-000693,-0.237393174732
ACH-000694,-0.257418763279
ACH-000695,-0.269795280338
ACH-000696,0.0164851035744
ACH-000697,-0.13236162250999997
ACH-000699,-0.210583868683
ACH-000701,-0.19204607417800001
ACH-000706,-0.541628729362
ACH-000711,0.11001101916400001
ACH-000713,-0.664292096564
ACH-000714,-0.7812424692380001
ACH-000718,-0.185012028722
ACH-000720,-0.307854213898
ACH-000721,-0.33160075794599997
ACH-000724,-0.607210856914
ACH-000725,0.0666585392272
ACH-000732,-0.183479282096
ACH-000734,-0.634695102649
ACH-000735,-0.646250193915
ACH-000736,-0.2368696129
ACH-000738,-0.163717405984
ACH-000746,-0.0949536615752
ACH-000747,-0.195153327691
ACH-000748,-0.299067636684
ACH-000753,-0.128705270584
ACH-000756,0.15166389431299998
ACH-000757,-0.54377858532
ACH-000758,-0.28858529517
ACH-000760,-0.0839620999869
ACH-000763,-0.371411027491
ACH-000764,-0.530572416535
ACH-000765,-0.881724612087
ACH-000766,-0.552035337831
ACH-000767,-0.025059827511
ACH-000768,-0.332901424361
ACH-000769,-0.393137956198
ACH-000770,0.0613070214939
ACH-000771,-0.600107078108
ACH-000773,-0.15759864116
ACH-000776,-0.22937452901099997
ACH-000777,-0.686828392582
ACH-000778,-0.37020804122400003
ACH-000781,-0.6135734390600001
ACH-000782,-0.115088981292
ACH-000783,-0.267053481259
ACH-000784,-0.36299680440800003
ACH-000785,-0.43023531525799996
ACH-000787,-0.43572185172399996
ACH-000788,-0.330722856931
ACH-000791,-0.253266440515
ACH-000792,-0.368808406676
ACH-000794,-0.804990840687
ACH-000796,-0.104346515681
ACH-000799,-0.258054796205
ACH-000800,-0.104729513317
ACH-000802,-0.297569435635
ACH-000804,-0.299388528992
ACH-000805,-0.246953322515
ACH-000809,-0.290250318593
ACH-000810,-0.45694494916199996
ACH-000811,-0.0836572089302
ACH-000817,-0.64976202328
ACH-000819,-0.172416446686
ACH-000820,-0.013665507676600002
ACH-000821,-0.155765533853
ACH-000822,-0.0117071919176
ACH-000823,-0.283749483766
ACH-000824,-0.24568300526999998
ACH-000827,-0.130232245436
ACH-000829,0.149038728623
ACH-000831,0.17418388090700002
ACH-000832,-0.7940492178
ACH-000833,-0.453843950916
ACH-000834,-0.490290812965
ACH-000835,-0.0301490305289
ACH-000836,-0.557487119638
ACH-000837,-0.198987105815
ACH-000838,-0.507901348782
ACH-000839,-0.5205232136600001
ACH-000840,-0.5352279823839999
ACH-000841,-0.308564643825
ACH-000843,-0.121317837763
ACH-000846,-0.0021298377872500003
ACH-000847,-0.24983879617600002
ACH-000848,-0.55222627291
ACH-000849,-0.399574386329
ACH-000851,-0.274914872076
ACH-000855,-0.105633478674
ACH-000856,-0.321612724674
ACH-000858,0.056639129505599996
ACH-000859,-0.206524522293
ACH-000861,-0.249434376232
ACH-000862,-0.283287763929
ACH-000865,-0.252905448636
ACH-000866,-0.145853816523
ACH-000867,-0.0291649894564
ACH-000869,0.164786855133
ACH-000872,-0.415943464502
ACH-000873,-0.884072344525
ACH-000876,-0.293766242257
ACH-000878,0.0157689135953
ACH-000880,-0.178594584316
ACH-000881,-0.646346719186
ACH-000882,-0.0990518924388
ACH-000884,-0.545962884646
ACH-000885,-0.403677541377
ACH-000887,-0.543670179697
ACH-000888,-0.558157051443
ACH-000889,-0.543498798212
ACH-000890,-0.334148829934
ACH-000896,-0.312814055555
ACH-000898,-0.40686658874
ACH-000900,-0.358255039913
ACH-000901,-0.228646667383
ACH-000905,-0.37325549106600003
ACH-000906,-0.19793455924800002
ACH-000907,-0.37659447123499995
ACH-000910,-0.12241150686699999
ACH-000911,-0.157862187109
ACH-000912,0.00891923269365
ACH-000913,-0.176169499763
ACH-000915,-0.582651329304
ACH-000916,-0.222081185391
ACH-000917,-0.57204815888
ACH-000921,0.0610141769876
ACH-000924,-0.168954980344
ACH-000926,-0.5852333998929999
ACH-000928,-0.25835023802499996
ACH-000929,-0.43763725308300006
ACH-000932,-0.28028453246199997
ACH-000935,-0.40815987009000004
ACH-000936,-0.312614401793
ACH-000937,0.104577688509
ACH-000938,-0.21049363610599997
ACH-000939,-0.266558029828
ACH-000941,-0.012343697102399999
ACH-000943,0.0140596938787
ACH-000946,-0.100737391422
ACH-000947,-0.05357591776319999
ACH-000948,-0.094802114196
ACH-000950,-0.54055010369
ACH-000953,0.17785329174800002
ACH-000957,-0.540799914821
ACH-000958,-0.294094073027
ACH-000960,-0.099876305797
ACH-000963,-0.25199636746599996
ACH-000968,-0.0438556272095
ACH-000969,-0.09396849352350001
ACH-000973,-0.242949496373
ACH-000974,-0.109421828385
ACH-000975,-0.137030870749
ACH-000976,-0.322494105922
ACH-000978,0.177806223331
ACH-000980,-0.13313447772700002
ACH-000984,-0.270140958559
ACH-000986,-0.373498887882
ACH-000988,-0.431534797539
ACH-000993,-0.0640252711171
ACH-000994,0.223902282177
ACH-000996,0.0619104972962
ACH-001001,0.0289790867753
ACH-001020,-0.415235307783
ACH-001028,-0.0227930803843
ACH-001031,-0.10747254554300001
ACH-001038,-0.11369767495699999
ACH-001048,-0.39183940059600003
ACH-001050,-0.8125121402590001
ACH-001053,-0.5976217143029999
ACH-001054,-0.450515198624
ACH-001061,-0.388154593309
ACH-001067,-0.236890797448
ACH-001075,-0.47046292372000004
ACH-001096,-0.430398701557
ACH-001128,-0.750399120051
ACH-001134,-0.08771441793819999
ACH-001151,-0.640063101993
ACH-001163,-0.176866549194
ACH-001164,-0.649465984471
ACH-001173,-0.146311659767
ACH-001183,-0.15734594757
ACH-001184,-0.38596667308
ACH-001190,-0.280595684472
ACH-001192,-0.257868032843
ACH-001193,-0.611894281341
ACH-001196,-0.33670798680799996
ACH-001197,0.276979818493
ACH-001205,-0.27469166993
ACH-001211,-0.656324481771
ACH-001212,-0.280511601919
ACH-001228,-0.0471522291938
ACH-001232,-0.150724806776
ACH-001239,-0.26300596862799996
ACH-001274,-0.229094269589
ACH-001275,-0.20447286415899998
ACH-001277,-0.215625697623
ACH-001278,-0.34726997821
ACH-001280,-0.21548668768399998
ACH-001283,-0.645044109713
ACH-001289,-0.120407947196
ACH-001295,-0.386261708826
ACH-001300,-0.327464975578
ACH-001301,-0.294723619825
ACH-001302,-0.767875807465
ACH-001303,-0.312348406827
ACH-001306,-0.189154741092
ACH-001318,-0.42806669215899995
ACH-001322,-0.136877229794
ACH-001328,-0.614581621757
ACH-001332,-0.48207842300399995
ACH-001333,-0.35188766233400004
ACH-001336,-0.366511475132
ACH-001340,-0.43820257934199996
ACH-001346,-0.42390169119000004
ACH-001353,-0.306242613117
ACH-001354,-0.122299489986
ACH-001367,-0.677028563795
ACH-001368,-0.159755284523
ACH-001374,-0.617434356348
ACH-001375,-0.379901081342
ACH-001377,-0.222602876759
ACH-001380,-0.482220848491
ACH-001391,-0.297945929493
ACH-001407,-0.44708141322800005
ACH-001408,-0.437746942575
ACH-001413,-0.609938620191
ACH-001430,-0.38626028382600003
ACH-001431,-0.514156016739
ACH-001450,-0.0951544336221
ACH-001496,-0.10154921842800001
ACH-001500,-0.44501432676799996
ACH-001521,-0.76617594125
ACH-001523,-0.573528705782
ACH-001532,-0.25994464414900004
ACH-001536,-0.460382389947
ACH-001550,-0.166094380331
ACH-001552,-0.43735984485699997
ACH-001554,-0.12672619770500002
ACH-001645,-0.115536905592
ACH-001654,-0.49823998780400003
ACH-001715,-0.224371545152
ACH-001735,0.06534037024230001
ACH-001736,-0.19557637338
ACH-001737,-0.07217607534039999
ACH-001740,-0.261590042294
ACH-001745,-0.282930435927
ACH-001750,-0.339757147467
ACH-001765,-0.47817187822400004
ACH-001956,-0.290628271467
ACH-001957,-0.150243981866
