,BDKRB2 (624)
ACH-000004,0.0461651188837
ACH-000007,-0.010557938803000001
ACH-000009,-0.157239670889
ACH-000011,0.254922946772
ACH-000012,-0.006598325371300001
ACH-000013,0.0005307180860430001
ACH-000014,0.159809029776
ACH-000015,0.06143390605690001
ACH-000017,0.024339727187099997
ACH-000018,0.12452184808399999
ACH-000019,-0.0856744365997
ACH-000021,0.049635736222599994
ACH-000022,-0.15485095986400002
ACH-000025,-0.03364868424
ACH-000028,-0.039096835646699996
ACH-000030,-0.08946349440710001
ACH-000035,-0.0013643008250699999
ACH-000036,-0.0560997278652
ACH-000037,0.035638321482300006
ACH-000039,0.218757019164
ACH-000040,-0.0939890325272
ACH-000041,0.04242392173219999
ACH-000042,-0.0342907623532
ACH-000045,-0.09236564356830002
ACH-000047,0.011582464289500001
ACH-000052,-0.057041671478
ACH-000053,-0.018264208913599998
ACH-000054,-0.0246568838605
ACH-000055,-0.0755614879247
ACH-000060,-0.34069220044299997
ACH-000067,0.18462213677900002
ACH-000070,0.14111609297900002
ACH-000075,-0.21725003055300002
ACH-000078,0.09350008253869999
ACH-000082,-0.142133635504
ACH-000085,-0.19089900813400001
ACH-000086,-0.0929961140457
ACH-000087,0.10792951943199999
ACH-000092,0.017895646396
ACH-000095,-0.11090562571399999
ACH-000097,-0.10838612992699999
ACH-000098,-0.314927544098
ACH-000099,-0.025748011102900002
ACH-000108,-0.08844571796
ACH-000113,0.060751929928
ACH-000115,0.015830485632200002
ACH-000116,-0.044914742671
ACH-000118,0.05246366306940001
ACH-000120,-0.14497519470999998
ACH-000123,-0.13228640631
ACH-000127,-0.202521820319
ACH-000128,0.12434235457699999
ACH-000132,0.016877870771700002
ACH-000133,0.123086334913
ACH-000137,0.077378540984
ACH-000138,-0.16426316352700002
ACH-000142,-0.028330030384400004
ACH-000143,-0.0712507057071
ACH-000146,-0.0499693382464
ACH-000148,-0.0802131885217
ACH-000150,0.0963691504682
ACH-000152,0.132105160129
ACH-000153,0.12708932460300001
ACH-000159,-0.126119930494
ACH-000160,-0.119730973867
ACH-000163,0.0647615601826
ACH-000167,-0.07042183198310001
ACH-000168,0.0193112430917
ACH-000169,-0.101330656557
ACH-000178,-0.048659219937300005
ACH-000182,-0.0565097555411
ACH-000183,-0.0030271922969899996
ACH-000188,0.148628882645
ACH-000189,0.11465427474000002
ACH-000190,0.15069473027799998
ACH-000198,0.032331942630000006
ACH-000204,0.00151111596465
ACH-000206,-0.0160719849478
ACH-000207,-0.403962452759
ACH-000211,-0.0656569156044
ACH-000215,-0.0502081180841
ACH-000221,-0.0719930000135
ACH-000222,0.0661728087778
ACH-000223,0.0879359263108
ACH-000226,-0.168722637937
ACH-000227,-0.293898649287
