,CFB (629)
ACH-000237,-0.288850815346
ACH-000238,-0.309596888206
ACH-000243,-0.242220137145
ACH-000244,-0.535563535582
ACH-000246,-0.292571615999
ACH-000248,-0.48434365823799996
ACH-000250,-0.482902557457
ACH-000251,-0.09165519724130002
ACH-000253,-0.3325105487
ACH-000255,-0.181498191666
ACH-000256,-0.273825515856
ACH-000257,-0.342290211459
ACH-000258,-0.231502209456
ACH-000259,-0.34992033328
ACH-000260,-0.323587139806
ACH-000261,-0.377715311668
ACH-000262,-0.136436172385
ACH-000263,-0.24794530986699997
ACH-000264,-0.515828426251
ACH-000265,-0.356649417578
ACH-000266,-0.176071142437
ACH-000272,-0.35994295828
ACH-000273,-0.286469633812
ACH-000274,-0.328026089155
ACH-000277,-0.41251243683
ACH-000278,-0.262619970365
ACH-000279,-0.271527199232
ACH-000280,-0.33709781436399994
ACH-000281,-0.5187328327040001
ACH-000288,-0.359063766575
ACH-000291,-0.321387794569
ACH-000293,-0.363387620792
ACH-000294,-0.249455728614
ACH-000295,-0.288698126272
ACH-000296,-0.38481882389100003
ACH-000302,-0.298674573369
ACH-000304,-0.28841564089099997
ACH-000307,-0.232696540004
ACH-000308,-0.274527749321
ACH-000310,-0.212658339669
ACH-000311,-0.295293136604
ACH-000312,-0.290710755679
ACH-000315,-0.608095533215
ACH-000316,-0.34431395179700003
ACH-000317,-0.33546544516800003
ACH-000318,-0.375040137143
ACH-000319,-0.313831975896
ACH-000320,-0.387351780386
ACH-000322,-0.13355729312200001
ACH-000323,-0.266542849949
ACH-000324,-0.40045013554
ACH-000329,-0.245669618259
ACH-000330,-0.576737482425
ACH-000331,-0.38202699344499996
ACH-000332,-0.305215993402
ACH-000334,-0.503731297425
ACH-000335,0.0562453314461
ACH-000336,-0.204404476293
ACH-000337,-0.309962092462
ACH-000339,-0.363435058216
ACH-000341,-0.10429089556
ACH-000348,-0.266587490692
ACH-000350,-0.203887204804
ACH-000352,-0.232579100917
ACH-000356,-0.303994997093
ACH-000361,-0.0887135171904
ACH-000362,-0.458657644006
ACH-000363,-0.161252305621
ACH-000364,-0.308384315402
ACH-000365,-0.29471050294
ACH-000366,-0.301730588699
ACH-000368,-0.184650535324
ACH-000374,-0.667947949641
ACH-000375,-0.407267455331
ACH-000376,-0.330199881365
ACH-000381,-0.21844973780699997
ACH-000383,-0.245941177969
ACH-000387,-0.44859154608199997
ACH-000389,-0.26428708155499997
ACH-000390,-0.197462492388
ACH-000393,-0.651251480281
ACH-000395,-0.32468819722
ACH-000397,-0.329417081955
ACH-000401,-0.043296861701
ACH-000402,-0.028186047053799998
ACH-000403,-0.275709080673
ACH-000404,-0.36966391472599996
ACH-000406,-0.385576979203
ACH-000407,-0.332746783973
ACH-000408,-0.245199823464
ACH-000410,-0.217996901259
ACH-000411,-0.204032460504
ACH-000414,-0.360359415111
ACH-000415,-0.254608725601
ACH-000416,-0.269459206301
ACH-000420,-0.277386921989
ACH-000421,-0.241916706202
ACH-000424,-0.383753985194
ACH-000425,-0.27569691504099997
ACH-000426,-0.6214702076690001
ACH-000427,-0.176933271032
ACH-000433,-0.42217915564099995
ACH-000436,-0.321734143678
ACH-000444,-0.23720800187199997
ACH-000445,-0.288027122339
ACH-000448,-0.165003231331
ACH-000450,-0.14100412212000002
ACH-000452,-0.334587427349
ACH-000454,-0.428979262988
ACH-000458,-0.219929990262
ACH-000459,-0.06786576942219999
ACH-000460,-0.335449560135
ACH-000461,-0.304194715955
ACH-000463,-0.292391699906
ACH-000464,-0.244067783185
ACH-000466,-0.45846125168799995
ACH-000467,-0.314798803055
ACH-000468,-0.431131464127
ACH-000469,-0.46135855710900003
ACH-000470,-0.454221232133
ACH-000471,-0.308490188845
ACH-000472,-0.237875235421
ACH-000473,-0.357242995315
ACH-000475,-0.35588036429
ACH-000476,-0.28382722223900003
ACH-000477,-0.0819609162622
ACH-000480,-0.289079152836
ACH-000481,-0.322356516253
ACH-000483,-0.422919015894
ACH-000484,-0.335306877579
ACH-000485,-0.361175342949
ACH-000486,-0.290986843309
ACH-000487,-0.45175087945
ACH-000488,-0.353351757525
ACH-000490,-0.322617000544
ACH-000491,-0.667455462143
ACH-000495,-0.278216506754
ACH-000496,-0.285999920378
ACH-000499,-0.422533058957
ACH-000500,-0.492750029282
ACH-000502,-0.20037721472199999
ACH-000503,0.027544281097599998
ACH-000505,-0.229635031259
ACH-000507,-0.278379329207
ACH-000510,-0.228041078521
ACH-000511,-0.342838502654
ACH-000512,-0.521423061694
ACH-000516,-0.473630286158
ACH-000517,-0.340739900099
ACH-000518,-0.09922677174799999
ACH-000520,-0.292882043341
ACH-000521,-0.451514188694
ACH-000522,-0.30139772511999996
ACH-000524,-0.41467599596
ACH-000527,-0.249537912931
ACH-000528,-0.334437779547
ACH-000537,-0.0873912875557
ACH-000541,-0.305890522891
ACH-000542,-0.32152761235599997
ACH-000544,-0.433785641386
ACH-000545,-0.211737967136
ACH-000547,-0.448757514303
ACH-000548,-0.328167044071
ACH-000549,-0.438183164249
ACH-000550,-0.20591998318500002
ACH-000552,-0.301334068178
ACH-000556,-0.35484574424800003
ACH-000557,-0.303809812736
ACH-000570,-0.252284993789
ACH-000571,-0.309620140963
ACH-000573,-0.413459009578
ACH-000576,-0.429492969844
ACH-000580,-0.438510469248
ACH-000584,-0.235904751487
ACH-000585,-0.31319425516399996
ACH-000588,-0.326235489461
ACH-000589,-0.25791205939100004
ACH-000591,-0.36234980474
ACH-000593,-0.342375838336
ACH-000600,-0.462029144509
ACH-000601,-0.23845513179000002
ACH-000604,-0.227443947144
ACH-000605,-0.448336530277
ACH-000606,-0.660084995083
ACH-000608,-0.29314559200199997
ACH-000614,-0.163040080053
ACH-000616,-0.176728407804
ACH-000618,-0.37016085979999996
ACH-000619,-0.436313056138
ACH-000620,-0.221588366824
ACH-000621,-0.245944682363
ACH-000622,-0.455926075251
ACH-000623,-0.35995475143600003
ACH-000624,-0.39738971783200006
ACH-000627,-0.131926245874
ACH-000630,-0.303716107598
ACH-000632,-0.199614552507
ACH-000633,-0.174641152053
ACH-000637,-0.45893652588699996
ACH-000638,-0.322315506342
ACH-000646,-0.17531242346099998
ACH-000647,-0.423303475223
ACH-000648,-0.265400580569
ACH-000649,-0.278259540689
ACH-000651,-0.293048172037
ACH-000652,-0.212378253093
ACH-000653,-0.26711021982
ACH-000657,-0.325883494212
ACH-000658,-0.364695923826
ACH-000661,-0.304095398525
ACH-000662,-0.390803628935
ACH-000663,-0.231091191083
ACH-000665,-0.38329624872100004
ACH-000671,-0.366393578613
ACH-000673,-0.422392105785
ACH-000676,-0.25345130662
ACH-000677,-0.29015467304299997
ACH-000681,-0.25918040511999996
ACH-000682,-0.296454751735
ACH-000683,-0.380832504148
ACH-000684,-0.17503213680399998
ACH-000688,-0.439118203534
ACH-000693,-0.35178538556500005
ACH-000694,-0.280751079728
ACH-000695,-0.36003741049099997
ACH-000696,-0.309763071693
ACH-000697,-0.011409479249
ACH-000699,-0.344333838907
ACH-000701,-0.27865006089600003
ACH-000706,-0.272223040444
ACH-000711,-0.323851802489
ACH-000713,-0.33083919350200003
ACH-000714,-0.396010582699
ACH-000718,-0.36252362156199996
ACH-000720,-0.364246377381
ACH-000721,-0.27540293893
ACH-000724,-0.627001738644
ACH-000725,-0.157727908477
ACH-000732,-0.357634937026
ACH-000734,-0.35705724003
ACH-000735,-0.365378708346
ACH-000736,-0.425575778608
ACH-000738,-0.2739745221
ACH-000746,-0.306615129714
ACH-000747,-0.328426023346
ACH-000748,-0.22019470702799998
ACH-000753,-0.411086665563
ACH-000756,-0.0567156372824
ACH-000757,-0.35176202330899997
ACH-000758,-0.249939410492
ACH-000760,-0.251097296012
ACH-000763,-0.330581986319
ACH-000764,-0.7926021231360001
ACH-000765,-0.275465126652
ACH-000766,-0.280759944537
ACH-000767,-0.41443668755699997
ACH-000768,-0.283313031622
ACH-000769,-0.26231030513
ACH-000770,-0.311486789786
ACH-000771,-0.280280071891
ACH-000773,-0.450448344291
ACH-000776,-0.29688999816399997
ACH-000777,-0.541972789984
ACH-000778,-0.446265750312
ACH-000781,-0.333724025866
ACH-000782,-0.42597855950999997
ACH-000783,-0.498089462433
ACH-000784,-0.16990923120499998
ACH-000785,-0.249121279234
ACH-000787,-0.161530890766
ACH-000788,-0.287898597077
ACH-000791,-0.173045117942
ACH-000792,-0.259262062775
ACH-000794,-0.347820627007
ACH-000796,-0.20057260132100002
ACH-000799,-0.209930608268
ACH-000800,-0.426702107201
ACH-000802,-0.360906608367
ACH-000804,-0.263743132559
ACH-000805,-0.243759045454
ACH-000809,-0.297747738946
ACH-000810,-0.318542163156
ACH-000811,-0.154525325974
ACH-000817,-0.26387199481199997
ACH-000819,-0.375771490705
ACH-000820,-0.502646431561
ACH-000821,-0.181230071574
ACH-000822,-0.196374576639
ACH-000823,-0.25364577674100003
ACH-000824,-0.200328724541
ACH-000827,-0.342009941967
ACH-000829,-0.307767132905
ACH-000831,-0.222364818841
ACH-000832,-0.49699388604199995
ACH-000833,-0.319997010034
ACH-000834,-0.345561989733
ACH-000835,-0.298478803489
ACH-000836,-0.283552276338
ACH-000837,-0.267726951175
ACH-000838,-0.4056004848
ACH-000839,-0.141509378519
ACH-000840,-0.387293019534
ACH-000841,-0.31994776612500003
ACH-000843,-0.282853844164
ACH-000846,-0.18026352269499998
ACH-000847,-0.27127533865200004
ACH-000848,-0.113136871
ACH-000849,-0.239267508721
ACH-000851,-0.55661918444
ACH-000855,-0.107338223858
ACH-000856,-0.127534471806
ACH-000858,-0.25466837340799997
ACH-000859,-0.106944008551
ACH-000861,-0.199193874263
ACH-000862,-0.40779817186399997
ACH-000865,-0.327083128201
ACH-000866,-0.296234941318
ACH-000867,-0.29040989349
ACH-000869,-0.279706484601
ACH-000872,-0.21260184712000002
ACH-000873,-0.529075794613
ACH-000876,-0.44410102288500003
ACH-000878,-0.189980626266
ACH-000880,-0.148765454774
ACH-000881,-0.362058426442
ACH-000882,-0.286298804463
ACH-000884,-0.295517692853
ACH-000885,-0.371901100797
ACH-000887,-0.305448415944
ACH-000888,-0.353811915766
ACH-000889,-0.51548032006
ACH-000890,-0.331977902832
ACH-000896,-0.30803594311500004
ACH-000898,-0.420950916447
ACH-000900,-0.295186176038
ACH-000901,-0.43123235044799996
ACH-000905,-0.19584327962499998
ACH-000906,-0.292661784641
ACH-000907,-0.324752372674
ACH-000910,-0.275671521781
ACH-000911,-0.292184878077
ACH-000912,-0.253454336013
ACH-000913,-0.45591428504799997
ACH-000915,-0.154099163746
ACH-000916,-0.7151850541429999
ACH-000917,-0.300419209044
ACH-000921,-0.304098104346
ACH-000924,-0.278588174506
ACH-000926,-0.455540070768
ACH-000928,-0.223031013218
ACH-000929,-0.43887509898000004
ACH-000932,-0.159151435872
ACH-000935,-0.25354353638300003
ACH-000936,-0.110654250558
ACH-000937,-0.276476038539
ACH-000938,-0.266779230368
ACH-000939,-0.37816973578900004
ACH-000941,-0.5267401835909999
ACH-000943,-0.314180095018
ACH-000946,-0.488834437407
ACH-000947,-0.200698106999
ACH-000948,-0.31576648148
ACH-000950,-0.18956466809099998
ACH-000953,-0.25450596330499997
ACH-000957,-0.314895108583
ACH-000958,-0.378335784528
ACH-000960,-0.27076874463000006
ACH-000963,-0.45666138877800005
ACH-000968,-0.477951864002
ACH-000969,-0.174506458321
ACH-000973,-0.392474938533
ACH-000974,-0.34191649673
ACH-000975,-0.38750771302000003
ACH-000976,-0.35293017458400006
ACH-000978,-0.0484254657915
ACH-000980,-0.328583012961
ACH-000984,-0.12210899148700001
ACH-000986,-0.24329374229000003
ACH-000988,-0.267586058233
ACH-000993,-0.10321262309
ACH-000994,-0.33240073042199997
ACH-000996,-0.20360355658100002
ACH-001001,-0.44270929942599996
ACH-001020,-0.40999004195100003
ACH-001028,-0.290896834882
ACH-001031,-0.321841167014
ACH-001038,-0.307659338793
ACH-001048,-0.245419847438
ACH-001050,-0.223032475374
ACH-001053,-0.23712792508000002
ACH-001054,-0.374436862677
ACH-001061,-0.269913102879
ACH-001067,-0.248698623872
ACH-001075,-0.36866443225699996
ACH-001096,-0.2604168724
ACH-001128,-0.0844880374165
ACH-001134,-0.24189899023699998
ACH-001151,-0.32880410279800004
ACH-001163,-0.242151830099
ACH-001164,-0.271995869005
ACH-001173,-0.242812575705
ACH-001183,-0.516944916267
ACH-001184,-0.226644301206
ACH-001190,-0.309196353983
ACH-001192,-0.370418603755
ACH-001193,-0.566691613516
ACH-001196,-0.23578554706500002
ACH-001197,-0.418169223096
ACH-001205,-0.5008341836460001
ACH-001211,-0.16076394217499998
ACH-001212,-0.19906835993500002
ACH-001228,-0.178986186928
ACH-001232,-0.306855467706
ACH-001239,-0.21513713967700002
ACH-001274,-0.345683423913
ACH-001275,-0.203953889108
ACH-001277,-0.125242238969
ACH-001278,-0.355114187952
ACH-001280,-0.28627423333
ACH-001283,-0.341726699623
ACH-001289,-0.731047631172
ACH-001295,-0.38716448992799996
ACH-001300,-0.45917657121000005
ACH-001301,-0.39335693162600005
ACH-001302,-0.32921075640299996
ACH-001303,-0.308649196648
ACH-001306,-0.247663397945
ACH-001318,-0.300692945181
ACH-001322,-0.282908896792
ACH-001328,-0.317023975673
ACH-001332,-0.186631304917
ACH-001333,-0.247612506759
ACH-001336,-0.279487293804
ACH-001340,-0.43844159456
ACH-001346,-0.348549366246
ACH-001353,-0.280942721461
ACH-001354,-0.201644013713
ACH-001367,-0.0601664437237
ACH-001368,-0.284341983421
ACH-001374,-0.5024390192729999
ACH-001375,-0.18296331984499997
ACH-001377,-0.17025427786
ACH-001380,-0.254822194426
ACH-001391,-0.6017970724889999
ACH-001407,-0.31729179559500004
ACH-001408,-0.311301489938
ACH-001413,-0.330120584697
ACH-001430,-0.6037974112860001
ACH-001431,-0.28907118707
ACH-001450,-0.545098124388
ACH-001496,-0.2185412148
ACH-001500,-0.12174163094900001
ACH-001521,-0.288411365221
ACH-001523,-0.399100346022
ACH-001532,-0.365175865861
ACH-001536,0.0035571883962699996
ACH-001550,-0.273815677775
ACH-001552,-0.460310338226
ACH-001554,-0.33578161828599995
ACH-001645,-0.480159207838
ACH-001654,-0.30958408422600003
ACH-001715,-0.356579022387
ACH-001735,-0.34176930137500006
ACH-001736,-0.33322425331
ACH-001737,0.130791222489
ACH-001740,-0.23416600174899999
ACH-001745,-0.181373921725
ACH-001750,-0.525448389716
ACH-001765,-0.533441820464
ACH-001956,-0.324118703786
ACH-001957,-0.20116231441500002
